"Delta_1" "Delta_2" "Delta_3" "Delta_4"
0.5982135 -2.274397 0.992907 0.6325598
-2.250052 -2.083968 0.9447403 1.965319
-2.821203 -2.11701 0.9439646 -4.427978
-2.362678 -1.887642 0.9945038 -5.374856
-0.9967991 -2.409689 0.9717244 10.68205
-2.400482 -2.111947 0.9895395 -9.314521
0.3380682 -2.077791 1.028981 2.064304
-0.9083658 -2.07789 1.056641 13.72538
1.90057 -1.643261 1.114208 8.777271
-2.652625 -1.850288 1.15393 5.371899
-3.061002 -1.912264 1.085516 -17.33477
-0.3721153 -2.237567 1.045897 0.9007602
-3.672482 -2.351475 1.023568 -1.868109
-2.710133 -2.552733 1.00822 -9.019886
-2.796096 -2.596394 1.018236 4.318138
-2.511033 -2.413636 1.020632 -9.272651
-1.75998 -1.97849 1.059676 -8.320623
-0.4415996 -1.89841 1.034714 8.760748
-1.776461 -2.059312 1.025221 -16.45128
3.325909 -2.141725 1.151702 7.342752
-2.34551 -2.459956 1.146463 8.215601
-1.915182 -2.598286 1.113347 -0.06806841
0.1638083 -2.548791 1.075068 3.761598
0.4407147 -2.797943 1.183249 -0.1368452
-3.038772 -2.216419 1.155616 0.0965568
-1.851143 -2.290392 1.16251 -6.920015
-3.022981 -2.171696 1.14377 -0.9304152
-2.018543 -2.741427 1.086725 5.060704
-2.920504 -2.707072 1.098786 5.64914
0.1261505 -2.396419 1.010933 -3.1739
-1.673764 -2.503564 1.067108 -1.642199
-2.582845 -2.590253 1.026889 -0.1501791
-2.19388 -2.382662 1.031357 -8.939622
-1.438106 -2.279602 0.9952369 -4.9442
1.191542 -1.663695 1.016175 6.081905
-2.11949 -2.136761 1.00916 -0.5726278
-1.47971 -2.063019 1.019247 -0.8751791
-1.250326 -2.049899 1.029369 1.50444
1.676518 -1.460369 1.064899 7.098257
-0.6512688 -2.153608 1.07216 18.32948
-1.972207 -2.309619 1.093827 -5.924529
-3.611299 -2.141355 1.076677 -0.9412201
1.037166 -2.123123 1.092982 -3.536436
0.6528591 -1.50606 1.110012 8.125798
-0.2189789 -2.012572 1.091536 -3.225814
-2.714744 -2.146703 1.138163 4.835401
-3.328535 -2.206028 1.122134 8.700675
-3.749304 -2.15794 1.175445 1.136708
2.017832 -1.741753 1.131267 -13.27275
-2.507629 -2.509697 1.155995 2.577967
-0.8747855 -2.557364 1.159971 2.443022
1.226108 -2.522423 1.17197 -0.8716838
-0.3122876 -2.466977 1.046152 1.134255
-0.6942892 -2.347773 1.06155 1.748724
-3.44053 -1.523018 1.017731 0.256028
-1.485545 -2.102915 0.9949064 -4.986005
-0.6424313 -2.347962 1.052679 -3.686637
-3.356326 -2.605229 1.051286 -0.5300509
-4.401279 -2.089122 1.071797 0.5996916
-0.9140388 -2.1733 1.101565 5.628295
-3.212611 -2.498875 1.080404 -4.705918
-3.915824 -1.902845 1.145108 5.401014
-3.249397 -2.570491 1.166084 0.457377
-3.36782 -2.48901 1.145507 9.026475
-2.904353 -2.489299 1.161488 3.481512
-4.424533 -2.107703 1.169335 -10.46818
-2.20914 -2.027352 1.141642 -1.246569
-0.0773488 -2.015899 1.165978 -6.13791
-0.4773334 -2.089682 1.185086 15.8479
-2.683264 -2.268072 1.145076 8.082593
1.872214 -2.350797 1.054987 1.43982
-0.4897885 -2.348411 1.107124 1.357986
2.113074 -2.086064 1.064418 7.718859
-1.348353 -2.007478 1.042267 -11.1868
-2.945972 -2.369523 1.070491 -5.270968
-3.052637 -1.768378 1.034688 -2.051217
-2.317129 -2.133074 1.030732 -1.329785
-1.968066 -2.021463 0.9636624 15.00113
-1.388389 -1.750026 0.9357058 -20.2808
-3.612111 -2.194859 1.015037 2.714948
-3.085405 -1.737376 1.015417 13.99672
-2.163559 -2.298775 1.021211 -0.6211582
-0.8244313 -2.04487 1.014545 2.713289
-0.1311538 -1.980376 0.9975739 -14.36339
0.5087221 -2.0157 1.052608 3.672166
-1.40342 -1.759411 1.067126 11.40748
-2.848125 -1.739842 1.072643 7.926915
-0.154974 -2.029978 1.078854 -16.05165
-1.285561 -2.002898 1.083986 3.661075
-0.7165095 -2.052503 1.030196 -2.450067
-0.4272234 -1.738482 1.088081 20.60638
-1.787113 -1.72531 1.087058 0.3384815
-4.092172 -1.86204 1.052143 -0.4525418
-3.181458 -2.194427 1.027346 2.647679
-2.749096 -2.28858 0.9873331 -6.747645
-1.399175 -2.191575 1.015688 -0.2396349
-1.949101 -1.838752 0.9799472 -5.122151
-1.809728 -1.963791 1.063964 -22.22188
-0.677184 -1.854654 1.083067 8.532798
-2.584349 -2.323328 0.99533 -1.948109
-2.54924 -2.311798 1.039751 -1.60328
-1.588631 -2.276312 1.067785 -2.393941
-1.82764 -2.536813 1.075769 0.2524909
-1.493378 -2.495726 1.08451 13.31491
-3.921588 -2.395224 1.102626 1.12555
-3.681838 -2.340479 1.138028 -1.065684
-1.122984 -2.04742 1.133394 -5.240767
-0.7536118 -1.922604 1.146818 8.732717
-0.09513227 -1.898871 1.149425 8.689626
4.100294 -1.713679 1.106783 5.504878
-3.397592 -2.350168 1.114545 6.370438
-2.48039 -2.328714 1.125434 2.201433
-0.1896581 -2.140178 1.100255 -0.2387455
-3.732326 -2.249285 1.125051 0.9547665
-2.977347 -2.558816 1.139807 8.056645
-2.60315 -2.153453 1.171985 6.258893
-2.866016 -1.974745 1.184096 -6.878622
0.4091363 -1.939397 1.192825 -2.280595
1.948983 -2.005315 1.074908 6.834093
-2.881232 -2.0405 1.057037 8.567842
-3.334198 -2.030786 1.073095 -14.06146
-3.113666 -2.312251 1.095064 -9.765573
-2.733784 -1.877228 1.079566 -0.7649515
-3.519184 -2.014123 1.111593 -8.866766
-2.208869 -1.953566 1.075094 2.949058
-2.458878 -1.699479 1.054122 -2.320971
-0.9621536 -2.508896 1.056758 3.552305
0.9027662 -2.277372 1.031624 1.348254
-1.203485 -2.13051 1.023754 7.714424
-2.162635 -2.106799 1.071892 -0.01644338
-1.798329 -2.120668 1.121754 0.7479805
-1.50581 -2.552165 1.044469 4.717748
-2.661148 -2.60587 1.013829 -2.880427
-1.081239 -2.696688 1.054331 -1.964418
-2.601106 -2.586976 1.082487 0.3757168
-2.146177 -2.206502 1.104006 6.102873
-2.085057 -2.26465 1.073958 -0.395712
-2.209315 -2.321499 1.043693 -2.414155
-2.724266 -2.172731 1.121437 -7.395851
-2.906996 -2.512456 1.096193 10.29408
-0.2349692 -2.546246 1.041201 4.3023
-1.913648 -2.415624 0.9976431 5.952528
-1.453276 -2.145938 0.9883749 -0.4124759
-1.888283 -1.888601 0.9642113 3.825463
-1.865218 -1.86527 0.9449656 -0.6185976
-1.610381 -2.181366 0.965647 -2.63383
-3.470186 -1.973939 1.032353 -2.156535
-2.786128 -2.238387 1.048722 -3.502246
-2.926654 -2.41642 1.006249 2.332511
-2.692615 -2.029883 1.016615 1.402897
-4.393089 -1.820727 1.082459 4.443678
-0.8899225 -1.94903 1.071835 -9.38401
-1.832014 -2.057501 1.045813 1.069358
-0.6043069 -2.430378 0.980714 2.693143
-1.193679 -1.984502 1.025095 0.2717087
-0.9345548 -2.315006 0.9793048 2.397723
1.774158 -2.029466 0.9759002 2.568424
-1.385067 -1.975227 0.9710292 -21.15589
-0.9854937 -2.120795 1.008672 5.822246
-3.279106 -1.917386 1.041037 3.017715
-4.063071 -2.026574 1.113573 4.996443
-1.443423 -1.641123 1.089242 -1.556349
0.6842833 -2.254229 1.005166 13.5228
-2.498424 -2.118559 1.019353 -5.184124
0.2572993 -1.88557 0.9685999 -0.5997379
-1.817641 -2.233966 1.005043 4.866027
-1.182973 -2.003149 1.054154 -12.35501
-3.364112 -2.00659 1.049502 3.217574
-1.345125 -2.184533 1.023092 -0.009154139
-2.942418 -2.043528 1.090724 -9.250376
-0.3648511 -2.220893 1.051424 -8.017707
-0.638458 -2.483225 1.056405 9.275514
-0.4645731 -2.648591 1.030186 17.59557
-2.982637 -2.196261 1.023459 1.568009
-4.093367 -2.135728 1.021709 -6.112706
-2.602005 -2.527686 1.031599 -6.230517
-3.031805 -2.214173 1.064434 2.021827
-1.257242 -1.938978 1.070311 5.855824
-1.834354 -2.227629 1.020337 11.60357
0.6784763 -1.604656 1.020948 -10.55206
-2.552644 -1.844178 0.9534967 -3.004067
-4.362138 -1.923894 0.9710322 -16.15977
-2.591005 -2.122155 0.9500636 3.529834
0.7530503 -2.413356 0.9565304 11.28123
1.702369 -2.132728 0.9878484 4.452986
-0.3712392 -1.940191 0.9977137 -1.165521
-2.09875 -2.259167 1.01735 10.44835
-2.084349 -2.09448 0.9901104 -9.102365
-0.1746749 -1.891906 1.016142 -0.9411519
-1.87028 -2.016089 0.9985378 -7.615708
-2.078224 -2.003712 1.004459 18.96146
-1.541534 -1.86124 1.031004 3.181761
-3.003026 -1.9969 1.035514 -14.33318
-3.255521 -2.141416 1.019116 1.51296
-1.311544 -1.925084 1.062279 11.35902
-1.585857 -1.920603 0.9816132 0.2752579
-1.223726 -2.336736 1.021216 1.690395
-2.582197 -2.558113 1.038454 4.671684
-3.578837 -2.350444 1.0027 5.661059
0.05672217 -1.485961 1.001438 -12.20262
-0.4130673 -1.870127 1.055101 -1.145726
-2.567027 -2.024768 1.058924 -0.3744343
-1.065127 -2.208646 1.040371 1.418107
-3.183789 -2.033927 1.011562 5.21443
-3.173248 -2.002882 1.005593 -7.422177
-2.614682 -2.361557 1.028426 10.89116
0.1911668 -2.287025 1.038166 -4.605335
-1.435056 -2.474034 1.095391 0.5813578
-1.933809 -2.387506 1.058873 -1.249193
-0.3806178 -2.225922 1.043474 6.329927
-1.437369 -2.174534 1.02369 0.5680082
-1.835891 -2.319587 1.029353 16.37454
-0.9315091 -2.220404 1.019437 5.982508
-0.8337206 -2.084165 1.067901 6.34212
-2.873145 -1.928164 1.04722 13.84996
0.9251276 -2.38951 1.094381 14.68228
-2.077273 -2.435662 1.038952 22.45599
-3.498965 -2.027313 1.049144 2.806341
-1.470632 -1.881718 1.043768 -1.882075
-3.635829 -2.287627 1.105345 12.4876
-3.322997 -2.275048 1.114829 4.775445
-3.698887 -2.563402 1.113436 7.101183
-2.884216 -2.032286 1.077201 13.35637
0.5921507 -2.201568 1.146566 20.5868
-1.778024 -2.025244 1.09354 25.69864
-1.702265 -2.290609 1.065506 0.5147601
-0.4945946 -2.06901 1.09435 4.012591
-0.2765502 -2.48203 1.114118 0.4275822
-2.062979 -2.354951 1.122193 -3.397986
-3.604268 -2.075982 0.9998443 1.967741
-3.068228 -2.487934 1.002357 -6.760784
-1.734161 -2.498999 1.084711 1.760228
-2.328676 -2.443335 1.09789 9.432846
-3.138502 -2.542084 1.055686 2.399299
-2.213935 -2.252448 1.051537 1.851106
0.9782216 -2.29599 1.038359 -0.8525181
-2.69898 -2.298887 1.020164 2.452979
2.721332 -2.071647 0.9742956 -13.70005
-0.8176342 -2.205911 0.9581089 4.972111
1.410559 -2.066293 0.9666404 -0.5480371
-2.241223 -2.250962 1.034335 1.931666
0.3939139 -2.090336 1.023138 1.474114
-2.345573 -2.359948 1.011745 -0.3211152
-0.3862005 -2.286205 1.081298 15.92408
-2.578848 -2.007355 1.08997 -0.3966233
-3.51981 -1.825339 1.07094 -7.603151
0.8250229 -1.903648 1.036628 2.429415
-0.3271313 -2.037006 1.089356 -21.35689
-1.211692 -2.495343 1.081413 13.4753
-2.883449 -2.213193 1.107036 2.798366
-1.70647 -2.324919 1.053411 -5.390942
-1.476227 -1.945165 1.057362 -2.261098
-1.821354 -2.054044 1.014219 11.86047
-1.601869 -2.040626 1.044297 -13.13036
0.9020273 -2.156994 1.02981 20.49005
3.399255 -2.01232 1.070437 -7.437478
-1.744312 -1.84685 1.014439 -0.3867139
-2.795852 -1.868522 0.983422 -2.397693
-0.2905195 -1.935457 0.9960414 -13.95861
0.1336425 -2.06041 0.9777766 -8.521821
-1.580597 -2.221482 0.9536855 1.255248
0.7111629 -2.092125 0.9018128 1.219117
0.6198271 -1.830247 0.9177125 14.61494
-2.474385 -1.937194 0.9074368 -10.0197
-1.579639 -1.95763 0.9752299 -6.60866
-0.9397349 -2.002891 0.9194515 -3.377926
-1.403991 -2.183955 0.9374615 8.906484
-2.740775 -2.21062 0.9949828 -3.675494
-2.00118 -1.948703 0.9721978 26.00802
0.09547024 -1.898464 0.9805116 22.54128
-2.57111 -1.941116 0.9820593 -0.5916268
-0.6480349 -1.920302 1.005489 14.08261
-0.5379649 -1.808009 1.059215 7.293487
1.9186 -2.138691 1.012823 -0.7840641
-1.142257 -2.141659 1.053455 3.688518
-2.20781 -1.979525 1.026235 6.247479
-2.42444 -1.67439 1.057551 -3.374171
0.08408529 -2.001296 0.992163 5.43241
-0.158935 -2.156631 1.037807 -0.01508192
-1.337044 -2.094689 1.018104 12.96478
-2.502145 -2.435621 1.010271 8.850248
0.4733704 -2.389139 1.037609 -8.266493
-1.175915 -2.547078 1.057988 -4.534345
0.2519586 -2.188449 1.064646 0.2283064
-4.097638 -2.241964 1.010211 -0.7279031
0.6508083 -2.346244 1.011411 1.470481
0.1261367 -2.125682 0.9936756 6.806282
-2.849899 -2.018429 1.029831 1.919659
0.8094606 -2.355012 1.057289 -0.8174988
-1.279975 -2.615569 1.059775 -0.1601436
0.1697187 -2.381269 1.058097 0.2985325
-2.359612 -2.458742 1.079775 -0.2189827
0.3616978 -2.150738 1.053948 1.007644
1.182938 -2.381044 1.021196 0.08370595
3.884472 -1.485858 1.038693 -0.2760255
1.315604 -2.130523 0.9800242 -4.556492
0.5168462 -2.000728 0.936207 -2.920774
-1.451727 -2.043541 0.9740798 0.3176471
-2.561631 -1.678206 0.9506365 2.566373
-0.3472654 -1.747052 1.011167 -27.06565
-0.6145838 -1.713149 0.9475475 -14.57102
-2.398043 -1.334042 0.9197506 8.207444
-2.054292 -1.740113 0.9515292 14.11838
-1.511332 -2.152229 0.9642973 14.1811
0.8822482 -2.027428 0.9704205 -3.046438
-1.625154 -2.011507 1.00258 5.380329
-2.391676 -1.801997 1.027826 11.47697
-3.411407 -1.740251 1.037885 -6.609466
-2.823871 -2.183077 1.036288 -5.368099
-3.340373 -1.798909 1.076942 3.86388
-2.703872 -2.018153 1.083042 11.99754
-2.140041 -1.666231 1.078601 2.481922
-2.040418 -1.919636 1.06798 -0.7749417
-2.421687 -1.783923 1.063995 -2.77121
-2.436595 -1.706841 1.101681 0.6361021
-0.1326581 -1.90561 1.145799 3.128646
-2.751217 -2.089503 1.114183 9.024504
2.910587 -1.972177 1.119566 -16.79967
-0.271522 -2.392007 1.120964 0.9316072
-2.609464 -2.441187 1.079651 2.648489
0.3467982 -1.780442 1.038101 15.13234
-2.465281 -1.863839 1.043117 6.282571
-2.164594 -2.043004 1.049151 10.40943
1.473707 -1.818607 1.023614 2.539505
10.46267 -2.147698 1.041119 -2.257956
6.809259 -2.108168 1.014515 -0.4755245
4.871639 -2.101236 0.9945361 -2.402973
3.782681 -2.166562 0.9455773 -2.370471
-3.44208 -2.270894 0.9483633 -1.781446
3.912166 -2.244331 0.9921621 -2.714495
10.02726 -2.337571 1.00817 -3.314584
-7.893046 -2.620708 1.011002 0.523495
-2.522016 -1.916482 1.070703 0.6626521
8.880043 -1.995163 1.053237 -2.198624
13.1121 -2.211247 0.9861702 -1.672787
2.327289 -2.529819 1.001609 0.6619584
-5.66907 -2.496473 1.046124 2.099065
4.955584 -2.144569 0.9813766 1.919164
-2.751994 -2.013818 1.040564 2.519898
-2.526235 -2.262532 1.085807 1.094729
-2.621689 -2.321488 1.088329 10.48755
-2.360281 -2.371676 1.114969 1.225959
-2.317688 -1.699942 1.08894 -5.029223
-1.993876 -2.184073 1.043612 -4.286173
-2.379503 -1.907987 0.9990361 -5.093614
0.5865813 -1.967531 1.068836 -7.612267
1.81184 -2.031544 1.096993 4.35008
-0.1074567 -2.256935 1.106368 3.848995
3.908392 -2.297449 1.116223 -11.59077
1.508894 -2.133286 1.124949 -7.273224
-0.8400882 -2.318748 1.080642 2.099096
-0.2448994 -2.479265 1.112338 -3.252424
-2.669936 -2.605004 1.11469 15.19935
-0.6289859 -2.810113 1.058406 0.8915951
-0.6193966 -2.45908 1.085314 -0.2348776
-2.003958 -2.56602 1.087764 -4.201701
-2.414002 -2.303385 1.111796 -3.93527
-2.240987 -2.070507 1.098699 -3.861377
-2.36003 -2.175083 1.091386 -2.453594
-2.226179 -2.467921 1.106392 -0.7718162
-1.39005 -2.578844 1.075183 -8.515501
-0.6975954 -2.737882 1.049611 7.737329
-1.136718 -2.785544 1.064899 6.985564
-3.522137 -2.169714 1.042658 6.429192
-0.2959649 -2.372869 1.007555 2.983193
-0.25076 -2.709823 1.038294 7.169739
-1.421776 -2.412169 0.9973182 1.855039
-2.161064 -2.104419 1.0548 0.5243425
-1.058415 -2.17012 1.071412 -0.7026703
-1.503614 -2.209962 1.079994 -1.827476
3.724345 -2.012212 1.06435 10.34738
-2.925062 -2.190663 1.139161 4.366415
1.30195 -2.005253 1.06889 -5.0798
-0.5151219 -1.939349 1.036377 -10.50135
-1.003663 -2.201369 1.023327 8.076903
-2.783128 -2.214531 1.021484 -3.286888
-0.9595211 -1.898466 1.055705 14.23871
-0.757986 -2.230089 1.003392 20.90737
-0.4715788 -2.13909 1.004697 -0.803018
-0.9813064 -2.576845 1.062627 0.1242327
-0.5082128 -2.316619 1.066026 1.800711
-1.70783 -2.218042 0.9861674 3.075036
-1.449476 -2.013387 1.018195 0.7886342
-0.256299 -1.913399 0.9930988 -0.0003041434
-3.035298 -1.93673 1.052683 1.424798
-2.425294 -2.298225 1.017849 3.067581
-2.579669 -2.037455 1.016312 -0.3404837
0.6513619 -1.799551 1.033159 7.685264
3.951257 -2.17148 0.9573276 -1.283656
-2.894515 -2.199491 0.9916208 12.31942
-2.329807 -2.039587 1.027819 0.2467113
-2.449439 -1.902195 0.9566764 -4.511037
-1.726832 -1.999859 0.973229 9.976882
-1.78233 -2.1058 1.035597 -0.5536534
-0.7354086 -2.26503 1.013609 0.08394828
0.09997514 -2.009975 1.100855 -5.878183
-3.014153 -1.872999 1.070107 6.546528
-2.753949 -2.040846 1.077417 11.69122
-1.23642 -2.50982 1.029285 5.499752
-1.3765 -2.297149 1.049361 5.547931
1.536754 -2.606487 1.03435 -8.818939
-1.66877 -2.371859 1.103274 -11.94341
-3.586857 -2.19515 1.064359 -15.28045
-2.530039 -2.435334 1.111591 1.457165
-4.035223 -2.735579 1.107196 -0.3637331
-4.568234 -2.629276 1.101806 7.742152
-1.613741 -2.267937 1.04636 -2.603551
-1.776117 -1.880621 1.058428 22.89035
-1.892057 -2.156657 1.098767 -19.38058
-2.824508 -2.161772 1.082875 2.402431
-1.39541 -1.936502 1.03319 5.416934
0.04805337 -1.770227 1.082017 0.1053344
0.4798197 -2.110592 1.07337 1.232929
0.7571236 -2.280818 1.061064 -6.734721
-2.278515 -2.383956 1.035492 -8.542324
-2.330915 -2.569787 1.085124 16.40255
1.392852 -2.792881 1.065857 -2.912164
1.521453 -2.633546 0.991687 -7.370429
-0.1569141 -2.621425 0.9595741 3.932353
-0.4576609 -2.372317 0.9380668 -4.340607
-1.695942 -2.063185 0.9401271 0.7546563
-0.7860919 -2.060019 0.9745705 -1.770226
