"Delta_1" "Delta_2" "Delta_3" "Delta_4"
1.277104 10.85494 -1.985018 -2.930163
0.9909992 12.60271 -1.792163 -3.042255
0.971164 5.180639 -2.022147 -2.979798
1.084359 -14.00373 -2.302591 -3.117988
0.9501709 -1.112249 -2.319011 -3.173448
1.08636 -5.724302 -2.390063 -3.26695
1.210096 -3.063701 -2.233517 -2.988013
1.108863 0.1363959 -2.178363 -3.063672
1.178128 8.957511 -2.31894 -3.114374
0.9807311 -3.888788 -2.26425 -3.033266
1.180365 -11.92917 -2.144163 -3.043114
1.13808 14.24949 -2.102815 -2.82989
1.245067 10.45941 -2.132674 -2.911116
1.216112 5.735068 -2.223888 -2.853495
1.03995 -4.76652 -2.118514 -2.84839
1.21485 4.051269 -2.232846 -2.948812
0.9654973 -1.550315 -2.117234 -2.960654
1.113776 -11.36985 -2.255598 -3.00118
1.082285 -5.917007 -2.270353 -3.121784
1.217602 -9.454974 -2.396729 -3.064989
0.9109701 8.067628 -2.204636 -3.253877
0.9889348 -7.118042 -2.302105 -3.099272
0.9660739 0.2336623 -2.153109 -2.896768
1.001762 2.441704 -1.947536 -3.037457
0.9040798 0.878363 -1.482465 -2.926473
1.078777 -2.140795 -2.060299 -2.842461
0.8357685 -24.35442 -2.316882 -2.700228
0.9119343 -2.625029 -2.216176 -2.806256
1.125299 10.55072 -2.291911 -2.913935
1.162834 7.175932 -2.037857 -2.994045
0.942695 14.81115 -2.271643 -2.971027
1.165463 0.6748224 -2.188701 -2.87541
0.4731101 -6.217885 -1.92262 -3.051233
1.183573 7.076305 -2.066091 -2.826097
1.058977 -0.4437448 -2.090172 -2.67896
0.9472079 0.8095288 -2.010403 -2.837668
0.9609181 -13.24819 -2.049015 -3.008825
1.033839 -0.5564623 -2.480812 -3.251866
1.265519 3.038121 -2.24249 -3.240667
1.054151 -8.990678 -2.379774 -3.175746
1.215029 -1.475333 -2.207595 -3.164654
0.7921785 9.865688 -2.479823 -3.158523
1.178062 -7.332308 -2.326203 -3.221414
1.169462 -4.638151 -2.228229 -3.180581
0.7524552 1.621343 -2.671624 -3.317505
0.9814113 -2.750226 -2.54083 -3.287013
1.191609 -7.749146 -2.457421 -3.397076
1.08503 5.844279 -2.141901 -3.426513
1.286781 -5.284985 -2.349492 -3.402338
1.088086 -13.43749 -2.452199 -3.372235
