"comp1" "comp2"
0.005368393 0.005673051
0.003182724 0.01166895
0.003188204 0.006466658
0.002990945 0.008307949
0.003044163 0.01190675
0.003244876 0.02947935
0.003036787 0.01714881
0.003296192 0.02935135
0.003402211 0.006304555
0.003849252 0.00659232
0.004308098 0.0108886
0.003727948 0.02108228
0.002268055 0.01602679
0.004362206 0.006186926
0.002324414 0.0102729
0.00252588 0.01112719
0.003676599 0.008982082
0.003024319 0.01727168
0.00384334 0.01133986
0.003999094 0.02309967
0.002576698 0.02103325
0.002447995 0.01433984
0.003173864 0.01915328
0.00429518 0.01717667
0.0025322 0.01373311
0.003908106 0.007994483
0.003596794 0.01080236
0.003580991 0.01384852
0.002858131 0.01743506
0.003526826 0.02704659
0.002900745 0.02304849
0.003307601 0.01555123
0.003469565 0.0191286
0.003555509 0.01459896
0.002128573 0.01498461
0.002875645 0.02249214
0.003137777 0.009636161
0.003356315 0.003977003
0.003816882 0.01573999
0.004007045 0.01181278
0.004398841 0.05268956
0.002838508 0.03996163
0.003215662 0.01424317
0.003892065 0.007708809
0.003301954 0.01035508
0.002986299 0.0123739
0.004062572 0.0131793
0.003177879 0.01439068
0.002160024 0.01500972
0.002950316 0.00892222
0.002943985 0.007133441
0.004611528 0.004345582
0.003931582 0.0245131
0.004676853 0.01738128
0.002893085 0.01996157
0.003262596 0.01421565
0.003388008 0.03136663
0.003042806 0.008672521
0.003045413 0.01249534
0.003695316 0.01156334
0.002285289 0.0120016
0.004849625 0.00867901
0.003029604 0.01092546
0.00316167 0.03824369
0.003733139 0.01221114
0.002301543 0.0103055
0.00219888 0.005798576
0.002877158 0.02198625
0.002884327 0.01975611
0.002452402 0.006069085
0.002459717 0.01174334
0.003394465 0.006222107
0.005052542 0.03509628
0.002539662 0.01802338
0.002638688 0.008813718
0.002608141 0.01660396
0.003378103 0.007878472
0.002181667 0.005058105
0.00274457 0.01052549
0.002429222 0.01243096
0.002586348 0.006305923
0.00310676 0.01053278
0.003604482 0.01537792
0.002819201 0.01450121
0.002174717 0.007244861
0.003953184 0.01300496
0.00350015 0.008856197
0.003085797 0.02646199
0.002882993 0.01321399
0.003014562 0.01104022
0.003957193 0.01337793
0.002239581 0.005855701
0.003423481 0.009667227
0.002841957 0.007716322
0.003439892 0.01152828
0.004258482 0.00579746
