"p_1" "p_2"
0.6543996 0.3456004
0.7288295 0.2711705
0.6834246 0.3165754
0.6507885 0.3492115
0.6574969 0.3425031
0.7369342 0.2630658
0.7188677 0.2811323
0.708056 0.291944
0.6045655 0.3954345
0.6325354 0.3674646
0.7247763 0.2752237
0.7152588 0.2847412
0.7061976 0.2938024
0.6714649 0.3285351
0.6187604 0.3812396
0.7413905 0.2586095
0.6870462 0.3129538
0.6903271 0.3096729
0.7345138 0.2654862
0.7808137 0.2191863
0.7710814 0.2289186
0.644629 0.355371
0.7350314 0.2649686
0.7348379 0.2651621
0.7510106 0.2489894
0.6740037 0.3259963
0.6516182 0.3483818
0.7765399 0.2234601
0.7231626 0.2768374
0.7134839 0.2865161
0.7874227 0.2125773
0.7242244 0.2757756
0.6315953 0.3684047
0.7430859 0.2569141
0.6420587 0.3579413
0.7807809 0.2192191
0.6871781 0.3128219
0.6281399 0.3718601
0.7194498 0.2805502
0.6827019 0.3172981
0.743613 0.256387
0.7605779 0.2394221
0.6478483 0.3521517
0.6422712 0.3577288
0.6770589 0.3229411
0.6264011 0.3735989
0.7988049 0.2011951
0.7241901 0.2758099
0.6783915 0.3216085
0.6784967 0.3215033
0.6708183 0.3291817
0.6152974 0.3847026
0.7470783 0.2529217
0.6840772 0.3159228
0.6510211 0.3489789
0.7343478 0.2656522
0.6708399 0.3291601
0.6502664 0.3497336
0.6480904 0.3519096
0.6297484 0.3702516
0.7207641 0.2792359
0.6955388 0.3044612
0.6641684 0.3358316
0.7390216 0.2609784
0.7294311 0.2705689
0.7242986 0.2757014
0.634865 0.365135
0.7130409 0.2869591
0.6756241 0.3243759
0.6246873 0.3753127
0.7381724 0.2618276
0.6939122 0.3060878
0.7322494 0.2677506
0.690058 0.309942
0.6862376 0.3137624
0.7055976 0.2944024
0.6119699 0.3880301
0.6571217 0.3428783
0.6434422 0.3565578
0.7635734 0.2364266
0.6464207 0.3535793
0.7154554 0.2845446
0.7217555 0.2782445
0.7128277 0.2871723
0.5983358 0.4016642
0.6909013 0.3090987
0.6725745 0.3274255
0.6895713 0.3104287
0.7025199 0.2974801
0.6804891 0.3195109
0.7354301 0.2645699
0.6420946 0.3579054
0.7382643 0.2617357
0.7227662 0.2772338
0.7235638 0.2764362
0.623683 0.376317
0.6763328 0.3236672
0.7225718 0.2774282
0.6476666 0.3523334
0.6583625 0.3416375
0.6581814 0.3418186
0.7602866 0.2397134
0.7883142 0.2116858
0.6738011 0.3261989
0.6764222 0.3235778
0.7136502 0.2863498
0.7428352 0.2571648
0.6838003 0.3161997
0.6937336 0.3062664
0.67381 0.32619
0.7553916 0.2446084
0.6469294 0.3530706
0.6518237 0.3481763
0.7705402 0.2294598
0.616296 0.383704
0.7122387 0.2877613
0.6139866 0.3860134
0.7083911 0.2916089
0.6296096 0.3703904
0.6374246 0.3625754
0.7237586 0.2762414
0.7378126 0.2621874
0.7430787 0.2569213
0.8156289 0.1843711
0.6744323 0.3255677
0.5741234 0.4258766
0.6907808 0.3092192
0.7513955 0.2486045
0.6363697 0.3636303
0.7209213 0.2790787
0.6774043 0.3225957
0.6836338 0.3163662
0.7683607 0.2316393
0.6567968 0.3432032
0.7608092 0.2391908
0.7422458 0.2577542
0.6960892 0.3039108
0.6880116 0.3119884
0.6843481 0.3156519
0.7603917 0.2396083
0.7350699 0.2649301
0.7571573 0.2428427
0.7623629 0.2376371
0.7737375 0.2262625
0.7275126 0.2724874
0.6520989 0.3479011
0.7286697 0.2713303
0.6978128 0.3021872
0.6914811 0.3085189
0.6830831 0.3169169
0.7058181 0.2941819
0.6406247 0.3593753
0.792941 0.207059
0.6881455 0.3118545
0.7311234 0.2688766
0.6864318 0.3135682
0.6647331 0.3352669
0.6977181 0.3022819
0.646387 0.353613
0.6651666 0.3348334
0.6570437 0.3429563
0.6411129 0.3588871
0.636952 0.363048
0.6961939 0.3038061
0.6843241 0.3156759
0.5922379 0.4077621
0.6508235 0.3491765
0.6017408 0.3982592
0.722721 0.277279
0.6837135 0.3162865
0.7157451 0.2842549
0.7324518 0.2675482
0.6942341 0.3057659
0.6199839 0.3800161
0.6044577 0.3955423
0.6744798 0.3255202
0.7192023 0.2807977
0.7583432 0.2416568
0.7162109 0.2837891
0.7001631 0.2998369
0.6315311 0.3684689
0.6973118 0.3026882
0.6593034 0.3406966
0.7543293 0.2456707
0.7499947 0.2500053
0.7354912 0.2645088
0.6538741 0.3461259
0.6781013 0.3218987
0.6508523 0.3491477
0.7434097 0.2565903
0.6734653 0.3265347
0.7411754 0.2588246
0.6891944 0.3108056
0.6794263 0.3205737
0.6788819 0.3211181
0.6273481 0.3726519
0.7611529 0.2388471
0.6305698 0.3694302
0.7282156 0.2717844
0.7706051 0.2293949
0.7016247 0.2983753
0.6883068 0.3116932
0.6370222 0.3629778
0.6492178 0.3507822
0.6838556 0.3161444
0.7052791 0.2947209
0.7388499 0.2611501
0.7549518 0.2450482
0.7392906 0.2607094
0.6608219 0.3391781
0.6887576 0.3112424
0.6537602 0.3462398
0.7808603 0.2191397
0.7160285 0.2839715
0.6497117 0.3502883
0.7443388 0.2556612
0.7239034 0.2760966
0.7118068 0.2881932
0.7223446 0.2776554
0.6787925 0.3212075
0.7104037 0.2895963
0.6821289 0.3178711
0.6965849 0.3034151
0.7222471 0.2777529
0.7991565 0.2008435
0.6008862 0.3991138
0.7685921 0.2314079
0.6630357 0.3369643
0.6502175 0.3497825
0.6516324 0.3483676
0.6465504 0.3534496
0.5814338 0.4185662
0.6363227 0.3636773
0.6265341 0.3734659
0.7335193 0.2664807
0.698814 0.301186
0.7089931 0.2910069
0.669217 0.330783
0.7002892 0.2997108
0.6701278 0.3298722
0.7449807 0.2550193
0.6915621 0.3084379
0.6629138 0.3370862
0.6482929 0.3517071
0.7217491 0.2782509
0.6650199 0.3349801
0.7063196 0.2936804
0.7061452 0.2938548
0.7368565 0.2631435
0.720034 0.279966
0.6504575 0.3495425
0.7566696 0.2433304
0.7028751 0.2971249
0.7379738 0.2620262
0.7355183 0.2644817
0.7280004 0.2719996
0.7232738 0.2767262
0.6257286 0.3742714
0.7007764 0.2992236
0.6838848 0.3161152
0.6507421 0.3492579
0.6791604 0.3208396
0.6714309 0.3285691
0.7007679 0.2992321
0.6774171 0.3225829
0.7239064 0.2760936
0.6548298 0.3451702
0.6322415 0.3677585
0.7210119 0.2789881
0.6715017 0.3284983
0.7008671 0.2991329
0.6894971 0.3105029
0.6950029 0.3049971
0.6781776 0.3218224
0.7359095 0.2640905
0.5983206 0.4016794
0.6203485 0.3796515
0.6399474 0.3600526
0.6508228 0.3491772
0.7058083 0.2941917
0.6969436 0.3030564
0.6737573 0.3262427
0.6774084 0.3225916
0.6759225 0.3240775
0.6908109 0.3091891
0.7411029 0.2588971
0.7155059 0.2844941
0.7208819 0.2791181
0.737594 0.262406
0.5599447 0.4400553
0.7139812 0.2860188
0.7463266 0.2536734
0.7528066 0.2471934
0.7071452 0.2928548
0.6974128 0.3025872
0.6208254 0.3791746
0.7547093 0.2452907
0.6978925 0.3021075
0.6968994 0.3031006
0.7019954 0.2980046
0.7790629 0.2209371
0.7698747 0.2301253
0.6563662 0.3436338
0.6744135 0.3255865
0.7442191 0.2557809
0.7441179 0.2558821
0.7141579 0.2858421
0.6949019 0.3050981
0.6367624 0.3632376
0.6855147 0.3144853
0.6973227 0.3026773
0.7083515 0.2916485
0.6473085 0.3526915
0.7013754 0.2986246
0.6548042 0.3451958
0.6938282 0.3061718
0.6965826 0.3034174
0.780553 0.219447
0.6481489 0.3518511
0.645414 0.354586
0.7611128 0.2388872
0.6926406 0.3073594
0.6706292 0.3293708
0.5702503 0.4297497
0.7857107 0.2142893
0.7282071 0.2717929
0.6654265 0.3345735
0.6945957 0.3054043
0.7189344 0.2810656
0.7820616 0.2179384
0.6892282 0.3107718
0.6612812 0.3387188
0.678739 0.321261
0.7546398 0.2453602
0.8547 0.1453
0.7713945 0.2286055
0.5967369 0.4032631
0.5897194 0.4102806
0.7379027 0.2620973
0.6569264 0.3430736
0.7585761 0.2414239
0.6701423 0.3298577
0.727075 0.272925
