"Delta_1" "Delta_2"
-2.703998 5.371208
-2.769981 4.251635
-2.730056 4.520662
-2.85035 3.843624
-2.748762 5.257282
-2.649873 5.270056
-2.648016 4.917553
-2.604693 4.279961
-2.558586 3.602893
-2.403465 3.850028
-2.464244 4.134769
-2.414363 3.177382
-2.408876 4.10709
-2.70319 4.878848
-2.744062 4.951116
-2.842386 4.480082
-2.747795 3.922007
-2.891824 4.746053
-2.889953 5.333094
-2.707099 4.788373
-2.889883 4.968521
-2.895095 4.616962
-3.055284 4.964431
-2.741619 5.619206
-2.721229 5.630746
-2.835029 4.841192
-2.815221 4.180295
-2.863773 4.723035
-3.011315 5.616058
-3.047157 4.967033
-2.998925 5.830862
-3.299029 6.124023
-3.109827 5.44499
-3.033861 6.33071
-2.927665 4.981678
-2.970918 5.273849
-2.811442 5.67742
-2.928661 5.223774
-2.843228 4.38779
-2.928492 3.939366
-2.915572 4.557696
-2.824241 3.708262
-2.731644 4.884131
-2.634543 4.171922
-2.695282 4.363693
-2.672822 4.545265
-2.573692 5.107027
-2.526327 4.406669
-2.595075 4.114281
-2.525397 3.679159
-2.606004 3.991315
-2.703436 4.185029
-2.715148 3.799315
-2.706065 3.261888
-2.766991 4.452426
-3.031348 4.62074
-3.030307 5.059509
-3.023766 4.908403
-2.978697 4.095478
-2.854156 4.569536
-2.90337 5.592108
-2.806078 6.23729
-2.812485 4.587837
-2.753689 4.048824
-2.807898 4.953978
-2.919632 3.85578
-2.824856 5.424426
-2.871317 5.521392
-3.027355 5.427428
-2.925066 4.773566
-3.000427 4.423888
-2.947162 4.513264
-3.030127 5.736881
-3.222719 6.219243
-3.161285 4.859815
-2.945531 4.739802
-2.815924 4.604251
-2.588313 4.752066
-2.58362 4.814973
-2.721104 4.671734
-2.868221 4.71928
-2.84823 3.752686
-2.750722 4.763068
-2.945852 5.336558
-3.014096 5.710403
-2.771314 4.583327
-2.723816 4.84872
-2.708703 4.626867
-2.821978 4.81316
-2.738511 4.404897
-2.700018 4.526637
-2.595206 4.517492
-2.779119 3.897046
-2.642124 3.510723
-2.690281 4.409976
-2.659564 4.263863
-2.629938 4.494525
-2.559746 4.6699
-2.538454 4.737534
-2.586502 4.244531
-2.718046 2.866961
-2.865291 3.761636
