"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-29.55841 -3.998161 15.49173 3.637992 23.43073 4.000182
-30.28541 -3.917557 18.16568 3.056868 17.53306 8.052491
-29.60688 -3.900424 14.23449 3.026839 18.13557 9.355394
-29.86848 -3.870258 15.46151 4.120621 20.29168 10.37303
-29.6025 -3.89065 15.36194 3.321558 25.96159 6.529415
-30.67916 -3.826197 15.88334 4.879347 9.744193 22.48497
-30.22519 -4.166402 15.43941 3.628588 23.27936 6.424294
-29.73555 -4.062172 17.21386 4.13798 -0.5224067 14.22631
-29.46261 -3.908534 16.47868 3.689855 19.40714 3.507924
-29.74716 -3.970701 15.74517 4.045058 18.04288 10.33144
-29.68158 -4.146011 15.9989 3.338622 19.64452 6.798692
-30.27006 -3.845721 15.85865 3.472266 23.22479 4.184557
-32.8993 -3.740416 16.06533 2.974377 11.02023 9.09848
-29.29918 -4.082287 13.89897 4.039158 24.29995 4.570731
-29.54179 -4.171873 15.57337 3.765011 12.48607 7.662168
-31.0174 -3.808422 21.10332 2.321814 4.299665 8.312543
-29.55827 -3.819638 15.19282 3.223585 18.40787 2.147397
-29.08518 -4.11003 15.2139 3.167785 20.15035 5.420863
-29.79405 -3.866758 16.45086 3.280635 19.67877 9.775887
-29.13829 -4.15816 16.26206 2.825478 23.22402 9.862943
-29.82354 -4.06211 15.87773 2.571076 24.09541 4.451082
-30.10515 -3.735228 15.72597 3.813129 23.52223 5.163977
-29.79525 -3.936774 17.08942 3.381051 13.63993 4.661088
-29.49848 -3.998545 16.50467 2.254056 23.26648 3.361827
-30.23491 -3.937364 15.76422 1.922618 22.34432 6.640309
-29.26102 -3.964399 15.57824 3.551813 21.58507 7.497604
-30.06842 -3.87249 15.61474 4.039953 16.48622 2.090142
-30.32079 -4.085725 15.17859 1.934225 20.57019 5.075286
-29.79922 -3.841612 14.36078 6.452264 26.65522 6.752367
-30.20393 -3.911314 15.05504 4.671857 25.25728 5.835331
-31.69899 -3.797582 26.67371 6.108002 9.717883 9.172161
-29.86526 -4.002677 17.98284 9.636701 1.332824 0.6717376
-29.35013 -3.857501 13.87758 2.586516 20.94255 1.724396
-29.97261 -4.082152 15.54215 2.84316 18.11391 9.54187
-29.01891 -3.703934 16.18579 5.710305 20.72281 5.631681
-29.39812 -3.975794 16.66384 3.002671 16.6652 11.08162
-30.7271 -3.86241 15.38544 3.329018 13.55808 6.254609
-30.03255 -3.871658 15.16341 2.517445 15.17023 8.245868
-31.54527 -4.09974 15.01328 1.590784 11.12155 -1.429446
-29.79021 -3.788729 14.81333 2.867257 15.00363 4.090555
-30.79169 -3.856112 14.65953 4.393665 22.68436 4.308154
-30.61112 -3.816693 14.59758 2.362473 19.50972 5.13914
-29.79371 -3.808644 15.69424 2.623257 24.01276 1.347002
-30.02231 -3.697119 16.02029 3.737653 17.80922 6.60906
-29.21648 -3.800618 15.36391 5.771925 16.60156 6.268392
-30.07211 -3.879644 14.87298 3.501883 17.06042 10.54713
-29.68272 -4.138888 13.55376 4.84004 26.37382 0.1012153
-30.25154 -3.735627 15.90541 5.206973 24.18848 8.586879
-31.16842 -3.667836 15.76095 3.55424 23.18681 6.868042
-30.84837 -4.011885 16.27213 2.902985 24.2741 3.43302
-29.89765 -3.820667 16.78659 4.209288 23.58656 3.571765
-29.47638 -3.998781 16.11496 4.987058 22.16115 11.50101
-29.45464 -4.063757 15.47612 4.416175 25.65887 3.970581
-29.75504 -3.70132 15.47692 4.260145 21.21497 7.074181
-30.53695 -4.107405 15.91002 2.399635 20.44985 6.80656
-29.89322 -4.062759 14.26802 4.47379 22.62922 5.749511
-30.19954 -3.57956 15.52875 2.839353 23.90365 3.813385
-29.86323 -4.002706 14.98947 2.80783 24.20875 6.04784
-35.4007 -3.821085 16.61284 3.321894 2.599642 5.486899
-29.78757 -3.86649 15.42884 2.888225 18.96642 6.500192
-31.43418 -4.163543 15.37124 2.681718 7.842127 5.689402
-29.70263 -3.674685 15.94298 2.845502 15.06383 5.282896
-32.61179 -3.82212 19.36567 3.022294 -1.131255 2.647639
-30.46828 -3.960669 16.00672 3.814943 25.53891 1.686735
-30.09978 -3.835033 15.96365 2.526495 24.0524 4.843012
-29.7648 -3.937046 15.07958 2.359415 26.17824 4.86677
-29.50936 -3.784236 16.79716 1.674746 20.28134 8.839717
-29.59975 -3.84055 15.69078 2.958224 20.66958 6.249645
-30.20435 -3.589091 14.68405 4.526265 19.13276 12.62678
-29.41293 -4.046995 15.82731 2.970444 25.16635 -1.114898
-30.70313 -3.921767 14.4346 3.692 21.97019 2.114504
-29.96189 -3.90313 14.68423 4.301389 25.96946 4.87959
-30.87896 -3.695318 13.34897 4.278069 13.90817 7.484291
-30.25439 -4.142137 16.25109 2.913583 16.55654 8.166114
-29.31255 -3.871064 16.32107 3.354357 15.81921 9.888366
-29.42624 -3.927125 15.68771 4.044497 7.810793 14.62566
-30.02475 -3.853533 15.37219 3.773633 18.08368 12.26656
-31.19642 -3.844556 15.52271 3.267105 20.37979 8.430809
-30.30097 -3.80113 16.65107 3.785689 16.86204 2.988246
-29.81724 -3.885636 15.29296 4.218014 17.6314 9.622128
-29.99005 -3.844821 12.07458 3.52429 18.87635 4.667625
-30.40006 -4.129665 15.18976 3.246025 20.08861 6.536639
-29.90436 -3.940402 15.75422 3.215939 23.31842 2.725342
-29.48597 -3.848012 15.21452 2.939946 23.98638 7.292134
-31.0048 -3.627877 15.06879 2.437138 19.76603 6.956398
-29.85694 -3.962834 15.24946 2.554382 21.3321 5.144539
-30.15117 -3.898701 16.10455 2.458823 26.52758 6.42312
-30.33311 -3.858273 14.92281 2.662658 23.14379 0.7767382
-30.18829 -3.935668 15.44182 3.872045 18.59213 4.179723
-29.65388 -4.039559 16.6204 3.053295 13.29445 3.00228
-30.77403 -4.008508 14.65093 4.552606 17.05453 3.407034
-29.36679 -3.94322 16.44282 3.78484 16.20079 17.52521
-30.09001 -4.01993 16.71259 2.693021 7.049045 8.412791
-29.64712 -3.520463 17.64181 4.2091 26.21654 4.558251
-32.3634 -3.816817 23.68257 4.247935 12.7009 1.200953
-35.06359 -3.647515 24.96628 3.291177 -6.291254 -0.7156037
-29.63328 -3.987361 16.26428 4.034107 13.20938 19.19185
-29.50459 -3.911988 15.93881 4.230936 16.18616 6.961383
-29.90837 -3.909204 16.5495 5.031853 19.35187 0.6679947
-29.2899 -4.121339 16.16521 3.254422 25.59815 6.285003
-29.95954 -3.902744 16.21988 2.333885 23.57034 6.89173
-30.60624 -3.923422 18.01466 4.040501 22.02361 4.389259
-30.21169 -3.961175 15.92333 3.06013 22.71114 4.973459
-30.18915 -4.002314 16.76366 5.215061 13.96501 3.42957
-29.04568 -3.887655 15.14883 2.611879 18.08116 -0.5724046
-29.40486 -4.084156 16.38071 3.32063 19.22328 12.8284
-29.53818 -3.955976 20.20583 3.158652 16.79466 8.344428
-30.34119 -3.992332 18.66765 5.578897 -1.393277 -11.00686
-30.20008 -3.810569 15.23785 4.306586 20.46691 8.000712
-29.37174 -3.849353 15.47101 4.256164 25.05962 4.344695
-30.01965 -4.073849 29.29882 5.852973 12.7806 3.182163
-29.51083 -3.760313 14.15978 4.029705 8.869712 9.300629
-29.47823 -3.810528 16.17031 2.398938 18.61075 5.345483
-30.67187 -3.747568 16.04968 3.975175 14.87999 4.191562
-30.11255 -3.782909 15.74568 4.00424 18.51132 8.152183
-30.77349 -3.955296 15.3873 3.578349 18.16221 1.596396
-30.17828 -3.608599 15.34786 5.307485 22.34065 5.361312
-29.92339 -4.093182 17.26667 1.939072 21.51747 3.724068
-29.52107 -3.89378 15.63457 2.817886 21.97861 5.343137
-29.69442 -3.685101 15.23082 4.821292 19.31133 6.673877
-29.50425 -4.164858 15.11234 3.782928 26.82545 1.028883
-30.15292 -3.991803 15.41754 2.344309 19.56488 8.024214
-31.10226 -3.892831 16.00608 4.88414 14.41538 5.548897
-29.52853 -3.826214 15.60924 3.070978 18.21334 13.36385
-30.0076 -3.994607 16.60392 4.769919 21.37604 14.00663
-29.36489 -4.10529 16.50183 5.171271 18.82146 -5.79475
-30.04542 -3.644037 17.43406 6.502796 22.05244 1.516234
-30.31201 -4.089833 14.59847 5.175312 18.08427 7.538272
-29.84237 -3.907063 15.99656 3.134374 22.23245 6.865214
-30.34166 -4.010328 14.75952 4.723143 18.71157 4.418966
-29.46938 -3.841162 15.19916 4.202713 24.80081 3.423259
-29.35728 -3.944305 15.97915 3.643339 17.55042 6.574709
-29.90777 -3.839833 16.16068 4.433305 18.41396 9.85317
-30.54787 -4.161875 15.10536 2.563625 23.31645 4.360638
-30.30087 -4.039831 14.6755 3.271518 18.01451 1.081337
-29.87381 -3.951896 15.56145 5.006834 16.21434 17.04338
-29.42591 -3.738671 14.36611 2.446026 26.14628 2.741911
-29.94545 -3.85065 15.4623 1.952056 24.4404 4.098939
-30.15825 -3.812594 14.76856 4.653276 25.41664 5.508292
-29.95052 -4.119771 15.20764 2.276057 15.8804 9.181776
-31.34918 -3.972514 14.87117 2.492004 24.44339 2.522802
-30.21676 -4.067208 15.51106 3.456283 17.18852 7.447619
-29.98953 -3.619398 16.05965 3.792109 16.50485 12.32905
-30.36775 -3.888425 15.55677 2.300672 23.66791 4.617391
-29.26696 -4.053398 15.33853 3.584836 14.45042 14.65757
-30.26524 -3.72134 11.91109 3.328676 14.21261 2.187094
-29.50976 -3.982583 16.0517 4.670077 19.83731 6.82143
-29.9754 -3.942011 15.9356 4.105044 18.94015 0.6112516
-29.7133 -3.991324 16.06164 3.755895 19.68389 8.7614
-30.04472 -3.849983 14.76012 3.715047 23.46335 2.43073
-29.80595 -3.932252 14.61657 3.557991 12.43367 3.274575
-30.08597 -3.849017 15.47978 2.618414 21.29055 6.832448
-29.72133 -4.020267 15.54976 2.87481 13.31244 12.17726
-30.35884 -3.955705 16.05861 3.915452 14.93162 17.02514
-30.02639 -4.074619 16.12769 3.432187 17.69294 8.199573
-29.57201 -3.773301 14.68287 5.811119 23.029 7.227124
-30.04232 -3.993249 15.96809 4.449171 23.20963 6.537114
-29.87175 -4.043244 15.34579 2.771689 20.87665 2.712579
-28.96931 -3.929736 16.03464 3.049556 9.743041 2.922474
-29.94444 -4.016316 16.37939 3.391329 21.52723 3.927194
-29.87987 -3.67776 15.79281 3.023575 23.22978 9.311144
-30.19555 -3.8605 14.83818 3.815188 23.31225 6.489033
-29.64429 -3.742439 14.95805 1.926701 20.26251 2.830952
-29.91906 -3.787585 15.40225 4.055342 25.27063 6.170568
-30.42634 -3.877 15.11343 3.777339 23.23715 5.386328
-30.36087 -3.950676 15.34847 4.230125 20.16687 9.98524
-30.55802 -3.961388 19.33192 2.727822 22.47742 3.427902
-30.1874 -3.814341 15.38737 3.458394 21.70373 9.882231
-29.8787 -3.978385 16.64524 3.867333 15.7958 14.67892
-30.14753 -3.744741 15.82814 2.421387 17.8847 8.036124
-31.42744 -4.066946 18.2059 3.49778 19.25334 5.147388
-29.63101 -3.766399 16.43089 2.799067 17.53961 6.972872
-30.03423 -4.032488 15.52412 3.838969 24.88273 7.414637
-30.0889 -3.790468 16.70631 4.301316 28.6917 -0.392561
-29.82048 -3.634783 15.91021 2.039195 21.39281 4.775935
-29.85736 -3.745797 15.46796 4.67111 14.30947 10.17267
-30.52323 -3.913771 15.74881 3.53754 15.37184 10.76357
-30.21973 -3.943337 15.97266 2.309371 21.36185 7.183291
-29.67247 -3.747741 16.0944 3.819037 20.29932 11.74134
-29.99071 -4.048331 15.62288 3.500697 24.95022 2.086596
-30.11998 -4.086685 29.30298 5.08226 14.43123 2.427753
-30.07065 -4.064533 16.84961 4.62225 26.19237 1.215672
-29.89134 -3.935144 17.33474 3.751098 25.0325 3.345081
-29.6917 -3.864991 14.5912 4.428796 26.43234 4.59112
-30.32422 -3.81766 16.08885 3.654503 24.53894 10.16367
-29.58007 -3.773878 15.08174 3.17247 24.34849 5.643463
-30.21521 -3.981558 15.0873 2.642673 13.1996 17.19528
-30.30807 -4.028024 20.35536 5.644217 -5.019528 10.47458
-30.20031 -3.91329 19.96815 2.676805 -1.072282 13.725
-29.65356 -3.972646 17.64033 4.114233 16.61385 13.33703
-29.17875 -3.861545 16.9298 3.191269 16.5662 13.02072
-29.56725 -3.910909 17.16727 3.411588 10.63557 12.0484
-29.94942 -3.928915 20.4619 2.442055 18.33496 9.059216
-29.33263 -3.568817 18.35939 2.423992 12.46767 12.97546
-29.45549 -3.661402 16.81745 3.900352 16.79613 10.89956
-29.67945 -4.006833 15.50885 3.472641 23.21127 4.859364
-29.961 -3.873344 15.3592 2.901515 25.0133 4.848809
-31.56221 -3.768354 13.54844 4.388626 21.36768 5.808966
-29.97703 -3.86181 14.89108 2.425196 23.21514 7.909592
-31.02975 -3.776007 15.24888 2.329151 15.54937 8.292773
-29.64978 -3.905554 15.369 4.022312 25.89196 -0.2702
-29.64281 -3.725701 15.10899 2.729195 11.34837 14.29041
-29.82266 -3.993656 16.07094 2.837228 24.03883 4.112058
-29.89841 -3.803841 15.50937 4.465479 21.54279 6.296448
-30.31953 -3.794257 15.70562 3.403006 22.64028 4.505531
-30.41539 -4.016358 16.06402 2.532352 17.32541 4.891446
-29.89971 -3.794802 16.26078 3.691789 19.14333 7.92893
-30.15924 -3.965841 15.11205 5.134956 14.44198 5.777862
-30.09898 -3.840253 17.262 2.991045 9.030441 13.62376
-29.96658 -4.073621 16.71519 4.937245 14.07813 2.950392
-29.87582 -4.271711 14.78968 5.126951 23.47803 3.356077
-29.69573 -3.936927 16.22521 2.909326 17.98235 6.237771
-29.53425 -4.076383 15.4667 4.192893 8.798364 21.67649
-30.10625 -3.922035 15.44806 2.453461 23.83735 5.464956
-31.69999 -4.119521 15.33266 3.288287 18.89833 3.325746
-29.77088 -3.778616 13.96705 4.925476 25.45491 5.95868
-29.75541 -4.043009 15.02636 2.429234 25.49884 6.82054
-29.96713 -3.889315 14.96485 4.716276 22.72432 1.906628
-30.18454 -3.883085 14.60098 2.523592 18.58607 7.514716
-30.00004 -3.859862 15.28083 2.578637 19.54379 5.505845
-29.23988 -3.912725 17.36946 3.615539 10.2281 17.70435
-29.31214 -3.831857 14.70803 4.321409 18.51718 3.191143
-31.23687 -3.777613 18.34077 3.736242 12.03224 5.122458
-30.54163 -3.955771 15.74964 3.810222 13.40349 6.056799
-30.40779 -3.720149 16.49641 4.044971 9.535895 11.3013
-30.29246 -4.080411 15.03095 3.741459 14.69547 0.01862286
-29.88648 -3.877827 14.94836 2.994973 15.44903 8.516506
-30.57509 -3.924772 18.03786 7.687962 -1.673665 3.396094
-30.16117 -3.887541 15.77288 3.809131 23.43357 0.6031099
-30.27995 -3.939021 13.28616 3.92628 20.09522 8.249516
-29.17364 -3.623426 13.77667 3.94691 23.44286 12.69631
-30.35916 -3.801094 15.35425 3.598949 23.30603 4.848944
-30.50608 -3.803797 12.566 4.082253 19.02974 7.240902
-29.33554 -4.168001 15.56665 3.58054 24.80793 2.644506
-29.4949 -4.051169 18.34535 3.469803 1.159628 11.55623
-30.15404 -3.766316 18.22772 6.438215 9.068064 5.247931
-29.2949 -3.806439 15.87702 3.548838 12.9747 7.688459
-28.87647 -4.001414 14.55021 3.227665 20.19271 17.41413
-29.66677 -3.77027 15.60058 5.12661 17.85141 5.978755
-29.8475 -3.836533 15.19209 3.567972 22.4725 3.05867
-30.33646 -3.888744 15.20089 2.332611 23.76029 4.737361
-29.55789 -3.888463 15.36164 5.304617 25.14014 3.491313
-29.63141 -3.240115 17.34347 4.285625 24.77795 4.253886
-30.77288 -4.044022 14.18357 3.833565 22.4514 7.308713
-30.43373 -4.05936 15.68822 3.118146 21.66398 22.38884
-30.32574 -4.05793 20.83862 7.179798 17.23793 3.779758
-30.27658 -4.007373 17.16481 2.663813 20.88012 7.239532
-28.91079 -3.760345 15.23964 2.941684 8.029391 15.50893
-31.90666 -4.023647 20.65134 3.006652 -15.80186 -13.44736
-29.71283 -4.076152 15.42599 3.429558 25.10912 10.10329
-29.81957 -4.223721 16.09195 2.353266 17.94791 7.333147
-29.49255 -3.991236 15.64954 5.426154 16.16875 3.6181
-30.3129 -3.790838 17.06982 2.922871 31.30209 -3.819143
-30.14644 -4.054301 16.58383 4.414129 28.95235 7.807212
-29.94142 -3.881757 14.89045 4.071877 21.41248 5.550091
-30.05077 -3.970133 15.87252 5.582476 23.56066 3.596226
-30.36018 -4.071218 13.42321 4.834198 12.92547 5.056683
-29.49882 -3.985339 14.9252 3.414311 22.36304 3.254401
-31.16497 -4.043514 16.05103 4.821205 21.23198 3.226248
-29.37237 -3.898258 15.77696 4.472363 22.90516 5.696476
-29.87737 -3.88568 16.32666 2.453673 11.87 15.29996
-29.83888 -4.033067 16.46568 2.122538 17.39448 1.876033
-29.92684 -3.929079 15.32258 3.335919 20.94157 6.805735
-31.02092 -3.948642 15.34687 3.385726 21.68567 7.096728
-30.14656 -3.836902 15.2332 4.433865 19.30158 8.632161
-29.5468 -3.784645 15.81805 3.940257 25.40109 6.775361
-29.44714 -3.944947 16.02142 4.105554 24.24016 5.532551
-29.64707 -3.93227 15.68629 3.48551 23.05389 9.895389
-29.46089 -3.996661 15.63801 2.49932 20.78932 5.903683
-29.39628 -3.797252 15.92159 3.952933 25.09024 6.166664
-30.09766 -3.852915 15.9896 3.915913 18.41245 0.6153476
-29.94088 -3.873789 18.52559 2.758278 -1.662705 0.7882501
-31.46341 -3.98477 18.83235 5.237942 10.72666 17.5166
-31.82743 -3.846186 16.53072 4.906908 15.14964 9.807552
-29.83378 -3.902595 15.97188 2.819785 -0.9054602 2.407549
-30.88798 -3.956792 15.69785 3.06564 18.67396 5.606913
-29.6741 -3.610431 15.90291 2.821072 20.88754 8.49349
-30.0797 -4.039726 14.84565 4.068218 12.37569 6.897812
-30.30831 -3.952959 16.77512 4.274929 10.82374 5.894125
-30.05583 -3.829913 15.5423 2.413782 9.285582 9.790096
-29.43326 -4.018204 17.08062 6.658632 20.3238 7.949223
-29.50832 -4.000877 15.4525 2.984624 19.14524 7.150739
-29.56569 -3.806573 15.37793 4.270779 30.33989 -1.122899
-29.77527 -4.016935 15.72224 3.719361 22.01045 -3.756095
-30.61921 -3.941311 29.02386 3.94829 10.40175 4.451149
-29.17868 -4.129007 16.38785 3.456791 18.25073 12.76979
-29.57276 -3.945233 15.71035 4.153447 19.95738 1.942578
-30.69924 -4.057075 24.35555 2.343456 11.46517 12.33033
-30.03251 -3.953672 21.55264 4.010104 26.76963 -2.497113
-29.40186 -3.890679 16.9148 7.640964 7.862076 -0.3675849
-29.6573 -3.93987 19.39626 7.101845 16.13171 10.03796
-29.5907 -3.995492 19.08675 5.706974 18.15162 -0.4888883
-29.2005 -3.843404 19.60915 1.891264 7.78534 3.221854
-30.59613 -3.558942 17.34562 4.950023 2.534807 20.16402
-29.10146 -4.054163 15.26164 3.202687 13.56334 16.6716
-30.22497 -3.826352 14.18781 4.278531 13.38619 5.326924
-30.17504 -3.834457 14.91836 5.676256 15.02014 0.4399902
-29.60196 -3.959072 16.10582 2.478264 20.73349 5.34361
-33.81961 -3.839094 17.36216 4.17938 4.3075 5.622931
-30.39408 -3.940298 17.44292 3.987823 16.03177 13.29925
-29.37502 -4.056213 16.03105 4.397082 28.63263 4.08265
-29.49721 -3.768727 15.99078 2.073352 18.26086 15.20029
-29.99224 -4.11494 15.92684 3.291814 22.4703 1.418168
-29.97411 -3.838739 13.81646 6.223539 23.32824 4.349957
-30.089 -3.888388 15.56968 4.654091 25.07823 6.679422
-29.39896 -4.00391 17.64684 4.600385 22.34186 6.480146
-30.02784 -3.955538 16.38207 5.073929 -13.00964 22.26635
-31.24365 -4.090341 19.91459 4.113292 -14.6198 0.9455492
-31.03557 -4.033842 14.66459 5.550516 19.04402 9.143256
-29.33849 -3.742233 14.36654 3.903237 23.03422 5.393578
-29.3244 -3.885004 15.30854 4.312716 20.9099 7.492158
-30.11311 -4.062913 15.47609 3.208256 16.42662 6.556683
-29.90606 -3.814332 17.32869 3.887864 28.01323 7.882586
-29.3077 -4.075166 15.68591 2.79435 27.78431 4.617061
-29.28425 -4.006897 15.63305 3.548375 3.315299 25.5981
-29.55297 -3.925558 15.68518 3.652899 25.3654 2.325261
-29.45227 -3.745624 15.76989 3.629841 18.52512 10.02998
-30.20894 -3.778218 29.0019 4.922842 13.35873 5.837605
-30.48623 -3.915679 21.67474 3.531712 6.660591 18.27245
-32.75069 -3.894062 15.61914 3.799099 13.72295 10.6375
-29.39206 -3.671186 16.27451 2.653343 15.09414 6.787828
-30.28634 -3.748812 15.45637 5.085768 19.61641 15.81824
-31.46501 -3.912536 12.65661 2.784845 18.39766 2.352274
-29.99088 -3.879227 15.32867 4.366043 22.77556 3.258364
-30.24422 -4.027881 16.34166 4.052474 11.41547 6.954907
-38.34222 -3.739551 27.49302 2.643006 -13.63796 -11.27283
-29.73581 -3.915722 15.17524 4.452519 24.22126 6.37991
-29.83568 -3.862135 15.11915 4.542804 27.10035 5.005353
-29.37703 -3.942207 15.81642 4.704477 22.50739 15.47371
-30.1613 -3.764892 15.60452 3.517497 24.28834 7.976614
-30.26112 -3.943728 15.21652 2.553789 17.86945 4.529243
-30.10806 -3.946268 16.65369 3.611187 20.12773 8.956535
-29.98369 -3.900413 13.74151 3.853406 23.27649 5.796839
-29.74383 -3.884721 15.24902 3.108897 28.94962 -5.297897
-29.98656 -3.957407 16.37396 1.979465 17.95561 7.636263
-29.70389 -3.903286 15.88339 2.461452 23.12426 4.094416
-30.47244 -3.642055 16.18994 4.164667 17.9145 5.576643
-29.09265 -3.973456 17.84549 5.830591 24.81046 -19.51538
-30.24986 -4.156894 15.39768 3.663044 6.840126 13.74821
-29.84261 -4.39023 15.5788 4.226007 24.73441 3.298677
-29.9985 -3.905506 14.79064 4.114365 3.198882 19.87413
-30.03641 -3.93047 16.31083 2.798404 24.72901 6.417641
-29.57802 -3.913103 16.28522 2.266201 27.02196 1.829689
-33.3452 -3.869029 15.96463 4.790848 10.38333 9.743413
-29.85227 -3.919799 15.86598 4.227668 14.4514 18.91924
-29.34659 -3.932004 15.43957 2.492446 27.3224 2.675437
-29.83864 -3.780647 16.62647 1.100407 19.99577 6.245378
-29.7423 -3.961464 15.38415 4.08967 17.67519 6.203615
-29.27478 -3.649973 15.09568 3.066801 22.08873 2.142527
-30.28593 -4.00893 16.75092 4.282116 26.44733 3.664335
-29.93225 -3.949085 15.23596 3.046133 21.5978 7.934997
-29.44817 -3.74076 15.63468 2.29214 24.58992 3.549011
-30.56933 -4.043928 14.76926 3.136095 21.82844 4.372593
-29.60159 -4.120412 15.57105 2.725434 29.92544 -8.74793
-30.9167 -3.817289 16.31753 4.437613 23.12651 -2.683376
-30.09321 -4.104434 15.56738 3.112852 24.20015 4.607773
-29.36588 -3.8027 16.99989 2.995774 23.25039 3.315034
-29.35307 -4.018614 16.58193 5.285079 24.39461 7.226098
-30.02858 -4.035685 17.31271 3.74518 11.04325 1.244299
-29.83603 -4.015509 16.26863 4.850081 23.11034 8.134271
