"comp1" "comp2" "comp3"
0.1553797 0.9269323 0.9745926
0.3959244 0.1885012 0.09725256
0.3329459 2.380561 0.03637708
0.1101603 1.764408 0.8648973
0.1720696 0.3781118 23.13828
0.0801725 1.0368 53.82146
0.3027206 0.1141385 0.258082
0.1352014 2.174169 6.908584e+17
0.46669 0.07861387 3.137448
0.4580951 0.8389545 0.1919031
0.2708329 0.1159332 0.2021436
0.08660514 0.1264844 7.66103
0.4081711 0.2915709 3.26984
0.09598195 0.07103435 0.1949492
0.09917165 1.648303 159.2178
0.09707597 0.185983 0.5430919
0.3426315 1.564432 24.57388
0.358531 0.4450433 0.1224645
0.1940479 0.2309278 1.756807
0.442764 0.1920351 0.09843228
0.5669795 0.3117689 0.672175
0.3555987 0.09551216 0.08230475
0.4369952 0.04699078 45.13661
0.512515 0.1365687 0.2466681
0.07918329 1.057797 2.13291
0.3284175 0.6398752 14.67797
0.07983727 0.2144933 0.9369593
0.1271089 0.1667863 3.348299
0.0754382 0.1370188 2.636931
0.236077 0.2451157 0.09883909
0.3450181 0.2357655 46.49936
0.2302168 0.3741354 0.4543164
0.2251701 0.5432034 0.9227069
0.08676429 0.1734944 24.75197
0.2557284 0.2601142 0.5683001
0.05225542 0.06909148 20.10125
0.1540629 0.03924048 0.06117219
0.1229232 0.1436376 0.8703398
0.2249067 0.2448009 0.1038792
0.3219143 0.137085 30.34724
0.04281056 0.7294249 1.148662
0.1150001 0.08191192 0.5173909
0.1452145 0.1322906 6.407417
0.1378006 0.04555012 4.115611
0.5027219 3.492679 0.1606899
0.08468264 0.8433293 66.81993
0.2229606 1.016584 0.2741697
0.0469644 1.127617 0.2549709
0.1490288 0.2963286 1.303411
0.1608607 0.8775984 0.05124975
0.4836602 1.17375 3.512151
0.1835608 0.2038215 1.982505
0.04303618 2.275302 0.09729323
0.2730599 0.4100898 0.1383709
0.3471592 0.1380338 1.849471
0.181379 0.8094698 0.0562036
0.2362287 0.2947546 0.2870828
0.1883166 1.119911 0.3587822
0.1742182 0.8470533 0.09523816
0.09272766 0.0810016 115.3022
0.1586623 0.4443056 1.911791
0.3342505 1.018106 1.607197
0.160552 1.012642 0.2283275
0.2526546 0.3979551 3.349789
0.03921046 0.5190251 1.452214
0.5608334 0.1992824 0.1138702
0.1675412 1.865065 22.25127
0.2928344 0.6599452 1.222077
0.4379701 0.1087849 0.6843262
0.4609343 0.3033731 3.829422
0.03840123 0.2512111 1.669141
0.1363487 0.2350589 1.189853
0.1159798 0.07753981 6.302326
0.1586001 0.03769032 1.217328
0.3071531 0.1235773 0.03753887
0.02098788 1.007294 0.02474694
0.3708199 0.7510592 5.178198
0.04383598 0.8676267 0.5970812
0.2781132 0.08525381 7.224902
0.1366453 0.1758806 0.9733695
0.3055339 1.350929 0.1773221
0.1450037 0.444856 0.0857593
0.123844 0.1133803 0.2041325
0.1708957 0.5072411 0.3537039
0.62417 0.06447201 0.5765492
0.07529266 0.04505718 0.3985396
0.09625684 0.853675 0.02489769
0.1884199 0.04923624 4.388058
0.1147415 0.6652626 0.6111035
0.2378598 0.05936436 0.7517331
0.07075426 0.4135405 0.5152143
0.2053881 0.5114418 33.93378
1.047427 1.34516 19.55904
0.4005915 0.211127 0.1964643
0.747738 0.0561306 21.3686
0.330248 0.133501 0.5666754
0.1322544 2.3134 9.274952
0.1088711 0.2248937 0.03975764
0.1462069 1.77192 8.79551
0.4281391 0.05826713 0.6147679
0.2436564 0.8468116 0.6568498
0.0445126 0.1928381 0.02120278
0.1225273 0.04988544 0.129262
0.1089502 0.8384945 0.2627625
0.1713472 0.5290561 0.3123799
0.9873744 7.926958 0.6400708
0.06666687 0.3888042 0.182909
0.1522198 1.085254 27539391
0.1506209 0.4856449 0.05723747
0.1728364 1.533144 0.2532479
0.1021287 0.03317017 1.357454
0.1149667 2.633237 536.3425
0.3108339 0.1106068 1.830904
0.1826155 0.1914883 0.3436948
0.09518911 0.2089194 3.547022
0.2571556 0.02652083 14.81668
0.4277531 1.488539 0.1877562
0.1158358 0.297529 0.07856463
0.1106922 0.1405475 8.589556
0.3002616 0.6693339 1.740072
0.7571903 1.473793 0.05620374
0.1563448 0.4453656 1.015417
0.6053977 1.263871 18.60197
0.3866102 0.7139111 0.2995639
0.04906594 0.7337447 0.07779806
0.5797405 2.02651 2.909782
0.4698393 0.0918857 0.111216
0.5259596 1.203401 3.04504
0.253144 0.1344211 0.3933156
0.09131443 0.5761107 0.2155279
0.2653719 1.080103 0.03875154
0.5144285 0.5165469 11.31709
0.2449336 0.2968983 7.202827
0.1610461 0.4625473 4.711455
0.8834995 1.085063 0.4673673
0.5666936 2.541792 9.887542
0.01668251 0.2453895 0.2190983
0.0887041 3.289103 0.4496391
0.08291447 1.402353 0.2384679
0.2887706 0.186263 101.2357
0.3201866 0.04822946 0.2076191
0.09569185 0.9889159 0.4642192
0.2654358 0.1707956 0.1832083
0.1702686 0.3212178 0.501296
0.5470542 0.3758106 26.73043
0.6144792 1.621311 0.9543475
0.4215843 0.4665373 21.0199
0.0648242 0.167898 27.07195
0.1644395 0.08314425 3.719311
0.438267 0.2799953 0.06706905
0.1480472 0.4101233 12.04085
0.1116565 3.57109 1.009505
0.1760849 0.1830047 15.81924
0.1144281 0.0424147 16.51185
0.05712074 0.09398159 1.068853
0.04561443 0.1991096 0.9743969
0.1094892 0.04715183 1.731116
0.1075517 1.742417 4.092348
0.1718145 0.1351228 309.8856
0.1124924 0.3246498 1.110943
0.3711852 1.150432 0.1939709
0.1598634 1.413076 0.2236187
0.01970257 0.486421 20.91628
0.0828877 0.1654263 2.110256
0.3417184 0.8608477 0.07581745
0.2681959 0.3296493 3.7487
0.08850327 0.3053385 0.06324733
0.08715703 0.4628783 0.4828631
0.04313652 0.2608378 0.8559283
0.09817676 0.3009163 21.34867
0.3080767 0.5126611 0.2954862
0.3665345 0.4515701 0.3339357
0.2298883 0.1117845 0.3417366
0.2326763 0.2652687 0.2589994
0.2437131 0.07651108 0.1089933
0.09036952 1.197832 3.411338
0.1060112 0.4002583 2.174684
0.06080634 0.7548173 11.64115
0.6516185 0.2642201 6.210871
0.1153513 0.1610519 0.1264428
0.5424609 0.1349697 1.831763
0.06437007 0.5132533 25.6222
0.2335703 0.1028992 6.816474
0.1407843 0.2090894 0.02555677
0.1981034 0.09723338 0.2408619
0.2168553 0.7970356 0.02450851
0.329044 0.60722 63.76972
0.0947961 12.74413 45051.81
0.429378 0.1405169 27.51422
0.06921082 0.1416997 22.8559
0.1690967 0.05452415 1.025889
0.228206 0.2033623 85.36927
0.2284455 0.5333524 1.834716
0.1140565 0.4526364 4.269934
0.2701928 1.045395 0.01780949
0.06727166 0.1009822 0.06064382
0.2207463 0.7764608 1.446707
0.06654175 0.1934533 1.625942
0.1292872 0.6267867 0.06011458
0.3367699 0.3197433 3.768105
0.8752062 0.4062526 0.1471177
0.3218102 2.552553 0.698073
0.3824548 0.5897431 0.0645809
0.1525926 0.1220334 1.395411
0.1644966 0.7543721 0.7454245
0.1824825 0.1107706 2.140921
0.1413392 0.2211424 0.09180343
0.2159208 0.1973036 0.1775194
0.6670841 0.251084 0.08227393
0.2154246 0.1084106 50.643
0.6474383 1.237138 0.08676153
0.6548777 0.7397182 7.87664
0.754484 0.940036 55.92544
0.181737 0.2440421 0.07352187
0.2198282 0.3830182 0.3739048
0.2453039 0.4509109 0.2016976
0.2278362 0.09108552 0.7310149
0.5112387 0.1528046 2.993767
0.05349829 1.116099 116.0987
0.289294 0.4875898 42.51132
0.1358222 0.05128966 59.95048
0.9510459 2.561582 12.64003
0.2768648 0.5974921 0.7681539
0.3123034 0.1277702 1.872602
0.1579862 0.2521238 122.9533
0.2944937 0.2648304 21.10138
0.1697264 0.1127794 1.977414
0.1424019 0.9217771 498.8264
0.168811 0.2040628 1.314067
0.114872 0.02357056 0.09506466
0.1987199 0.2098126 6.638928
0.4628508 0.9190389 0.01300308
0.04716385 0.2047175 0.06678667
0.1006918 1.099642 0.1456761
0.07172971 0.04808787 3.520956
0.2807376 0.0681054 0.07688184
0.3196402 4.532766 0.7325073
0.05398076 1.169606 0.6045818
0.1077558 0.9354193 7.409572
0.199379 0.1156989 28.87728
0.1464389 1.733978 0.4595814
0.3519657 0.7217794 0.1535464
0.1245384 0.774297 6.885827
0.09359306 0.2972623 3.131415
0.156956 0.8408042 0.1250566
0.6650703 0.02525594 4.678472
0.1921218 0.1608314 0.704531
0.3221948 0.5972095 100.703
0.2125875 0.5381092 16.42772
0.6256924 0.2135182 0.8071802
0.1145921 0.2810076 0.5951564
0.07914505 2.858712 0.6673478
0.15101 0.1685585 3.666045
0.1575627 0.03561201 10.903
1.225405 0.1332004 0.03761438
0.09539362 0.0507371 0.06023676
0.1357919 0.920593 0.6731686
0.2491978 0.1251207 0.02849901
0.1005549 0.6588462 0.564936
0.07527062 0.5408829 0.2444653
0.3709517 0.4701917 0.3094803
0.375874 0.1736853 3.459778
0.1826837 0.157981 0.1781048
0.2069119 0.4828761 24.34294
