Delta_1 Delta_2 
-3.434567 0.5305916 
-3.011231 0.4611422 
-3.28104 0.4422769 
-3.838602 0.3053321 
-2.576754 0.3299254 
-2.40615 0.3032411 
-2.432485 0.288751 
-2.55991 0.3798594 
-2.888317 0.5813273 
-2.685233 0.6622563 
-1.624145 0.5706747 
0.01627848 0.5468724 
-0.08132549 0.5018503 
-2.449562 0.7951958 
-1.70405 0.644248 
-2.766219 0.784113 
-6.090579 0.6661126 
-5.668757 0.7053236 
-4.792986 0.9182961 
-3.653874 1.003313 
-4.824053 0.9383293 
-4.777419 0.817913 
-6.532052 0.6339386 
-4.922769 0.8511038 
-3.878871 0.7995955 
-3.891637 0.771969 
-3.421077 0.807979 
-2.626324 0.5293382 
-1.981258 0.4014268 
-0.9323009 0.3978936 
-1.487305 0.4248688 
-1.477116 0.3934819 
-1.143485 0.386807 
-1.712496 0.5641456 
-2.322141 0.5351166 
-2.177743 0.4033072 
-2.245337 0.4922669 
-0.2533972 0.55119 
-2.374223 0.5591131 
-1.976661 0.5328329 
-4.201638 0.6907359 
-4.23943 0.6774362 
-2.171472 0.6252047 
-2.618068 0.6546242 
-4.879294 0.6822102 
-2.712287 0.5106811 
-3.224409 0.6777142 
-3.295983 0.8118514 
-4.154067 0.8071729 
-6.472926 0.7858068 
-4.199307 0.6234151 
-2.807198 0.5725901 
-1.507823 0.5498316 
-1.946742 0.4050901 
-1.733953 0.4135984 
-1.569525 0.5223086 
-0.8717786 0.4918488 
0.6658107 0.5593244 
-4.50281 0.5511513 
-6.449465 0.5570524 
-6.106334 0.7868598 
-3.67479 0.7522238 
-4.116417 0.7373133 
-4.803809 0.5918927 
-3.442749 0.605596 
-0.868064 0.6531737 
-3.150648 0.5127898 
-2.253955 0.4920097 
-2.348444 0.5428205 
-3.132721 0.6770629 
-3.752449 0.5968762 
-5.795777 0.6145843 
-4.311681 0.7430026 
-2.359484 0.8152136 
-3.121912 0.8056886 
-6.880494 0.9251914 
-6.069689 0.8505325 
-6.206429 0.8492737 
-6.958366 1.006435 
-4.544002 0.8728435 
-0.7937853 0.7260169 
-3.596534 0.5332711 
-2.133852 0.6081838 
-0.6008499 0.5533203 
-2.202894 0.474083 
-2.770781 0.477404 
-3.201879 0.4207518 
-2.293653 0.4339098 
-4.065737 0.6727784 
-0.176174 0.6863699 
-3.107674 0.5806595 
-3.836205 0.5036638 
-3.82062 0.4553529 
-2.078723 0.4846088 
-1.746898 0.4237347 
-1.886313 0.4778591 
-1.068855 0.5297749 
-0.4669958 0.5830713 
-1.432139 0.5472033 
-2.583988 0.6892845 
-1.813223 0.6549651 
-2.279338 0.6011918 
-2.381792 0.6407165 
-2.739686 0.6228274 
-2.981881 0.5862215 
-3.031061 0.4231541 
-4.610915 0.5239959 
-3.399289 0.694161 
-3.05243 0.6673436 
-2.645234 0.5564344 
-3.406848 0.5904988 
-2.374865 0.6227716 
-1.988235 0.7073208 
-2.121102 0.6711721 
-4.465976 0.6384949 
-4.035076 0.637307 
-2.811721 0.8553144 
-2.394686 0.6840595 
-2.864211 0.6507573 
-2.875178 0.5376655 
-2.867959 0.5408466 
-3.22727 0.6977818 
-2.453567 0.6561834 
-2.229536 0.6229537 
-1.323472 0.4955718 
-0.1863827 0.5317334 
-3.00154 0.566346 
-4.094539 0.6960402 
-4.106363 0.687101 
-4.475759 0.550355 
-2.526316 0.4620907 
-5.013013 0.4894044 
-4.965083 0.7412458 
-4.174163 0.4706772 
-3.121226 0.6238752 
-2.924461 0.6183713 
-2.500396 0.7252022 
-2.816184 0.4946815 
-0.4356871 0.5967128 
-1.538916 0.4314594 
-2.296395 0.382572 
0.1851396 0.4873625 
-2.301231 0.5765114 
-1.765278 0.5741236 
-3.385317 0.5468419 
-4.822033 0.5587612 
-2.858109 0.6238563 
-2.722769 0.598734 
-1.285427 0.7060489 
0.5410792 0.6896693 
-3.99256 0.615754 
-4.570162 0.4520901 
-3.964285 0.4582301 
-3.507492 0.6315124 
-6.479883 0.6732902 
-6.464665 0.6491009 
-5.128649 0.5618859 
-4.059804 0.535561 
-4.829831 0.5555269 
-5.104245 0.5400504 
-4.352497 0.4241172 
-3.675004 0.436979 
-3.333845 0.4474175 
-3.152525 0.4325653 
-4.113423 0.4367757 
-3.860486 0.3965958 
-4.104598 0.426881 
-2.371674 0.585693 
-6.011634 0.7470427 
-3.69658 0.8215836 
-2.584297 0.7278802 
-4.285924 0.8232824 
-4.507084 0.6308118 
-5.909909 0.753054 
-4.725804 0.8699141 
-4.584655 0.7439716 
3.039796 0.7688816 
-1.619218 0.6138668 
-6.064624 0.5514794 
-2.58075 0.4851241 
-2.477375 0.6825931 
-2.293685 0.5941927 
-2.005709 0.6824994 
-2.834294 0.6454602 
-2.13739 0.6119998 
-1.497277 0.566369 
-4.859961 0.5856884 
-5.300891 0.596486 
-6.093582 0.7813782 
-5.755353 0.850914 
-4.972253 0.7689455 
-3.473261 0.7074804 
-4.129486 0.581565 
-4.590417 0.6578967 
-4.338799 0.5236669 
-4.114396 0.4912758 
-4.825934 0.4310693 
-2.256872 0.5920347 
-3.75501 0.5171379 
-2.119137 0.5647604 
-1.497896 0.5801059 
-5.280458 0.6936235 
-4.13002 0.7709068 
-3.664405 0.7174249 
-1.439062 0.6883195 
-4.610016 0.6229868 
-2.260579 0.5433782 
-2.456887 0.494005 
-6.063352 0.5955063 
-6.199332 0.8322233 
-5.816457 0.7515152 
-5.098905 0.750892 
-5.376465 0.6776155 
-6.496051 0.5706478 
-4.876621 0.5874746 
-4.354678 0.5784006 
-4.418679 0.7005895 
-3.994747 0.7038969 
-4.216059 0.7539747 
-3.522825 0.7442207 
-4.496148 0.7772356 
-5.932313 0.9138157 
-5.752494 0.7340093 
-6.565081 0.6575718 
-4.252294 0.7865566 
-4.678948 0.6643568 
-3.437856 0.7384925 
-3.83246 0.6154131 
-3.726977 0.881796 
-3.74475 0.8591407 
-5.103326 0.7317861 
-3.724557 0.8448707 
-3.149489 0.6835302 
-2.106652 0.8601295 
-4.140019 0.7401744 
-3.722384 0.745215 
-3.5803 0.6891783 
-2.705644 0.5808717 
-1.552716 0.4979904 
-1.979245 0.5244281 
-2.369865 0.5698873 
-3.165624 0.5511868 
-3.070546 0.5765535 
-2.927295 0.5962137 
-3.144232 0.7491389 
-2.142954 0.6389108 
-7.081017 0.7059722 
-3.044397 0.6670492 
-7.90288 0.6135632 
11.19911 0.9291635 
-6.042909 1.067044 
-5.511914 0.8819454 
-8.202727 0.8388731 
-6.924758 0.7079838 
-11.37655 1.009366 
4.423141 1.200501 
11.60521 0.8708815 
-2.741751 0.7424536 
-2.694928 0.7546451 
-3.86427 0.7405147 
-4.192991 0.7722339 
-4.95025 0.7001122 
-4.840524 0.6299383 
-4.87019 0.6999278 
-3.152842 0.6894758 
-2.180011 0.7944644 
-6.337221 0.7215381 
-4.499878 0.5039562 
-3.932348 0.4102807 
-5.075309 0.5284249 
-5.338589 0.4618249 
-5.522949 0.4554502 
-3.792496 0.6340434 
-3.67228 0.5517449 
-3.848237 0.5782974 
-3.574527 0.5723304 
-2.940795 0.5921042 
-4.23021 0.7207113 
-5.846483 0.7040472 
-5.184652 0.6244102 
-4.354023 0.6143287 
-4.466319 0.5218101 
-3.350806 0.5957358 
-2.827741 0.5332901 
-3.512836 0.6612828 
-3.767726 0.6788417 
1.993603 0.7106197 
-2.792496 0.8494688 
-2.659196 0.6373826 
-3.272647 0.6173802 
-3.755672 0.6254982 
-3.846464 0.4770126 
-3.713788 0.5759969 
-6.996728 0.8807486 
-6.281958 0.9140732 
-8.588379 0.8084893 
-6.863761 0.9881579 
-5.950344 0.7033754 
-2.67783 0.9152077 
-5.527564 1.075017 
6.298415 0.7800696 
1.401878 0.7044849 
-6.28719 0.6887365 
-7.310623 0.7042442 
-6.092609 0.7933073 
-6.129503 0.7762576 
-3.223706 0.7610904 
-5.194154 0.8068933 
-8.379063 0.8644289 
-6.660285 0.7120724 
-7.595561 0.7980625 
-5.658576 0.7889118 
-4.691539 0.7088892 
-4.840449 0.5427815 
-4.221569 0.7622127 
-1.651901 0.6378101 
-2.119698 0.5717945 
-4.066889 0.577755 
-2.993152 0.491739 
-3.915687 0.4562997 
-1.748884 0.5317106 
-2.1427 0.4931188 
-1.266043 0.3750081 
-0.7834455 0.340641 
-1.375462 0.3345323 
-1.957183 0.3752883 
-3.756626 0.6226013 
-5.081041 0.7623422 
-3.616515 0.4964405 
-4.435655 0.4690778 
-3.513165 0.4821815 
-6.437474 0.5916695 
-5.679169 0.7124683 
-5.627203 0.7395747 
-5.047999 0.7105888 
-4.411889 0.6349639 
-4.474778 0.6304629 
-4.239258 0.5238533 
-3.605815 0.6032823 
