"tau2_1" "tau2_2" "tau2_3"
0.1230726 0.05903374 0.07536573
0.085416 0.1140983 0.01830424
0.1305311 0.07537679 0.03576617
0.0967563 0.03859578 0.0567177
0.1335498 0.1261617 0.1172114
0.1193458 0.08610113 0.02201286
0.1543966 0.04041192 0.03247412
0.1607588 0.04223441 0.1995561
0.1310805 0.2196981 0.1170182
0.0986158 0.06239962 0.1227042
0.07152753 0.08647902 0.03063145
0.1220455 0.1389816 0.0634527
0.2254825 0.2340008 0.02424503
0.1055248 0.2009516 0.08955815
0.07942262 0.195054 0.02671273
0.08937285 0.2351551 0.07439295
0.0970597 0.08333404 0.03571641
0.16976 0.1153081 0.1433844
0.2078403 0.3237116 0.1103806
0.1303676 0.09535305 0.0658407
0.1476003 0.2691352 0.03296484
0.1433724 0.08704017 0.03516426
0.2060938 0.04093623 0.05535698
0.2232986 0.05596649 0.04523321
0.1591188 0.06566434 0.1498035
0.137535 0.1388032 0.1357784
0.1448931 0.08167168 0.01585607
0.1056167 0.07295293 0.03863773
0.1422135 0.05494004 0.0370916
0.1271295 0.05356624 0.1262322
0.2400661 0.01657008 0.09715994
0.1385486 0.07422062 0.04282083
0.1127029 0.1556535 0.02342596
0.1693255 0.1397144 0.1531033
0.1336447 0.06264322 0.01535152
0.09396525 0.06440775 0.06740494
0.1116189 0.0816029 0.05444963
0.1254194 0.02791618 0.1130422
0.1503388 0.1141356 0.07994263
0.1979452 0.1359124 0.2587088
0.1576634 0.06770599 0.08390506
0.1375519 0.1607233 0.08743572
0.09121125 0.05132457 0.2104878
0.1301656 0.1350484 0.09760507
0.1546739 0.0645263 0.08073597
0.1863699 0.0888508 0.1990737
0.094547 0.03433671 0.2088245
0.1401758 0.05398879 0.1697414
0.1271703 0.08876555 0.03318327
0.09596864 0.09190575 0.07295141
0.1338935 0.08218462 0.06431215
0.1566074 0.06800862 0.04094981
0.170179 0.05364047 0.09614554
0.1340201 0.2170412 0.08909046
