"nu" "alpha"
3.601964 0.2192768
3.055593 0.2923981
3.37981 0.2284984
3.103243 0.4632502
2.78493 0.4667174
2.956037 0.3278846
2.723476 0.2414552
2.194291 0.4891609
2.588088 0.420604
2.380296 0.2831634
2.571476 0.10326
2.720289 0.1273436
2.576507 0.2556535
2.252482 0.4878623
2.609016 0.05454007
2.498221 0.4309076
2.950801 0.1231684
2.892995 0.3480693
3.026585 0.3223188
2.701499 0.3918837
3.319662 0.1080358
2.681072 0.1211516
2.755718 0.4199024
3.005601 0.4794784
2.774647 0.2495167
2.844258 0.3678964
2.604638 0.2915829
2.396046 0.4609518
2.471372 0.4914279
3.169253 0.4871666
2.631504 0.09143375
2.512458 0.3959914
3.00252 0.2594277
2.884167 0.1447492
3.201209 0.1241201
3.716852 0.3605249
2.993106 0.1445094
2.664385 0.04274154
2.481273 0.1665753
3.075669 0.29843
3.494511 0.2573596
3.028512 0.1414113
3.560264 0.4614025
3.725236 0.2042131
3.183804 0.2045239
2.930359 0.3108096
3.03464 0.4395465
2.700386 0.3265482
3.117877 0.1624969
2.697035 0.2486473
3.058265 0.3221451
3.150997 0.4678513
3.14072 0.4265575
2.871242 0.3350042
2.554849 0.1953631
2.871112 0.2431243
2.802279 0.2263705
2.55376 0.1603778
3.074177 0.4707592
2.842364 0.4304128
3.12708 0.2270729
3.023063 0.401057
3.309406 0.1616796
2.759873 0.4826579
2.536643 0.2303631
2.33738 0.09109366
2.956496 0.1080264
2.631085 0.1605784
2.745978 0.1158532
2.695012 0.09977244
3.238034 0.1425931
3.248683 0.444969
2.91062 0.3212848
3.070888 0.3252162
2.98222 0.03980173
3.460025 0.278678
3.003943 0.06638942
2.89068 0.1447997
2.701263 0.2767647
2.399502 0.3346645
2.93481 0.2736854
2.695033 0.1522872
2.514065 0.3911631
2.833991 0.2168337
2.871255 0.3924039
2.595992 0.1689936
3.327138 0.4229863
3.255349 0.2265827
3.029468 0.2817723
2.620563 0.08374453
2.778692 0.193036
2.665263 0.2179303
3.396323 0.4911966
3.289113 0.3214404
2.86355 0.4564873
2.473658 0.3570106
3.048307 0.4321448
3.054999 0.2135929
2.970039 0.2304153
2.993422 0.2011014
2.683992 0.07805502
2.930159 0.05727614
2.564703 0.03641839
2.835517 0.2452258
3.140742 0.4172232
3.271318 0.3449311
2.540589 0.1597533
3.001268 0.2994399
2.808393 0.2316655
2.836847 0.4071884
3.015434 0.4003135
2.852267 0.03444314
2.716265 0.1864363
2.960899 0.3085777
3.664059 0.2494497
3.29632 0.4602452
3.410407 0.1262554
3.130975 0.1455755
2.755191 0.2318312
3.013731 0.3538305
2.980495 0.3868074
3.001273 0.3924633
3.091123 0.2684734
2.779948 0.4795345
2.596373 0.3430673
2.696825 0.3859342
2.308001 0.07235743
2.673816 0.1345911
2.330362 0.3306713
2.866147 0.1997777
3.264912 0.2332721
3.157291 0.4433864
2.702434 0.2088458
2.68861 0.03995326
2.935967 0.1135736
3.369646 0.4783685
3.28417 0.4513251
2.919826 0.3449737
2.816177 0.4294436
3.042809 0.1931277
3.845191 0.2504699
3.36464 0.2816714
2.87033 0.1391984
2.719349 0.290113
2.989129 0.2511916
2.886293 0.2323493
3.127623 0.3350513
3.25948 0.4135394
2.543909 0.4035975
2.806011 0.3635419
3.063855 0.2987448
2.765413 0.4881439
3.284654 0.2496798
2.635528 0.4985354
2.838311 0.3458796
2.949359 0.4549327
3.123983 0.3485342
2.675564 0.4200419
2.690462 0.2281594
2.807588 0.1065373
2.542386 0.4984681
2.412043 0.3626863
2.698356 0.3934061
2.540505 0.02203211
2.545525 0.2571379
2.505457 0.2252489
2.672946 0.1801285
2.987714 0.238672
2.586984 0.1862899
2.161958 0.3356437
2.6823 0.1844386
2.546687 0.3554677
2.441311 0.07078702
2.649715 0.2205802
2.618703 0.1532845
3.001646 0.3421745
2.680999 0.2592063
2.966961 0.4963102
2.833039 0.2382797
2.811135 0.3436988
3.03782 0.2373235
2.823439 0.3799602
2.742785 0.4032872
2.862909 0.468213
2.770179 0.2182707
2.960819 0.4177393
2.805955 0.3450983
2.957701 0.1340789
3.422311 0.4478839
3.165491 0.1827883
3.378493 0.3753788
2.946616 0.2473524
3.258876 0.2933919
3.059447 0.2797543
2.787207 0.2133526
2.823861 0.2490773
2.921927 0.02472866
3.011707 0.2690736
2.719265 0.3513634
2.902022 0.2885344
3.30815 0.4942793
2.986006 0.3643498
2.683151 0.197047
2.650078 0.1450757
3.048082 0.3200794
2.917059 0.2629079
3.06163 0.2824627
3.204106 0.2982653
2.596889 0.2548682
2.725559 0.3498072
2.347157 0.1393987
2.513757 0.2611783
2.416672 0.4745617
2.328072 0.3776822
2.646842 0.07123777
2.821467 0.393744
2.993376 0.1720059
2.807906 0.4398436
2.56795 0.3166379
2.871398 0.1104681
2.738516 0.175951
2.503963 0.06120869
2.941057 0.2204005
3.194874 0.3927076
3.159958 0.3757153
2.927492 0.4014627
2.871575 0.2793921
2.920332 0.4548391
3.097883 0.1530526
3.271261 0.2263837
3.646409 0.2752714
3.512217 0.1224627
2.92059 0.18272
3.013981 0.2407027
2.744861 0.379361
2.67568 0.4636489
2.419691 0.3073648
2.677811 0.1318768
3.251615 0.3325501
2.571476 0.3344147
3.15235 0.0265144
2.721123 0.1904642
3.0501 0.4409528
2.879339 0.2524007
2.264001 0.2184346
2.594709 0.11715
2.67228 0.2371493
2.975505 0.3230633
2.878358 0.2447126
2.349667 0.07885119
2.717058 0.1163744
2.835541 0.3098928
2.875042 0.1641507
3.088088 0.2317352
2.628813 0.3141268
2.492261 0.2121904
2.814209 0.3009269
3.440821 0.2355297
2.862545 0.4042024
2.655345 0.05776175
2.71881 0.4964421
2.521737 0.2770463
2.596145 0.3157711
2.550796 0.4383452
2.438085 0.4738073
2.445439 0.1732419
2.926084 0.4666015
2.984308 0.1329249
2.44705 0.2797639
2.931764 0.4168525
2.809758 0.1154065
2.886838 0.3042005
2.924174 0.2046686
3.032795 0.312008
2.537949 0.4429777
2.395999 0.2634829
2.807001 0.223679
2.208668 0.1425043
2.331122 0.30632
2.511263 0.09234591
2.494184 0.3505851
2.969485 0.4333297
3.012024 0.3454041
2.895622 0.1799365
3.150248 0.2090538
2.982286 0.40762
2.64722 0.1699827
2.444825 0.3192309
2.860492 0.2485178
3.04298 0.4183096
2.524146 0.1202836
2.632973 0.1753594
2.381032 0.4521875
2.475974 0.4875095
2.486638 0.4217598
3.946958 0.3650064
2.888796 0.3462863
3.717014 0.427646
3.19179 0.3404034
3.120643 0.3877582
3.502007 0.2420308
3.348457 0.1835795
2.729234 0.1457635
3.48392 0.07062939
3.639711 0.2423271
3.135255 0.2338642
2.875448 0.2099844
3.407173 0.411308
3.014263 0.3553043
3.643017 0.3747926
2.852811 0.4545821
2.801171 0.1588782
3.150124 0.3479829
3.278832 0.2245869
3.198217 0.40858
3.051995 0.0469875
3.711323 0.4577417
3.327026 0.2386353
3.166695 0.2963355
2.766265 0.2291942
3.237163 0.06214276
3.149321 0.1338569
3.467296 0.3407107
3.458398 0.3518592
3.115203 0.3349292
3.514577 0.2640867
3.902744 0.2595877
3.248798 0.1900587
3.906916 0.4619888
3.10449 0.1997033
3.580861 0.1417008
3.308 0.1184063
2.665715 0.3673831
2.926892 0.1007384
3.377406 0.143937
2.940312 0.2811279
3.023343 0.05852675
3.714687 0.1710535
3.502421 0.1598845
3.426504 0.2011099
3.782203 0.4351204
3.45316 0.3265524
3.405374 0.3844952
3.052258 0.3582759
3.446574 0.3133807
3.419503 0.4262383
3.568572 0.4122382
2.735997 0.06615664
2.623128 0.1042065
3.352357 0.2758496
2.963778 0.4489535
2.91169 0.3605509
2.939273 0.3431105
2.651563 0.2227091
2.728962 0.1496996
2.776425 0.2122464
3.06513 0.3958471
2.824143 0.4521951
3.322663 0.2339519
3.574126 0.4170583
3.234072 0.3018422
2.903024 0.2981852
3.132632 0.1326357
3.018407 0.1864189
3.187283 0.2201899
3.424645 0.3766636
3.316395 0.3753438
2.992837 0.2521789
2.815799 0.3767081
3.024541 0.3268411
3.004933 0.2525688
2.378589 0.1962487
2.990368 0.2168261
2.863456 0.214065
2.532296 0.07978465
2.670259 0.3441706
2.645288 0.3718938
2.540499 0.3747555
2.895277 0.1675582
2.331476 0.3556531
2.867652 0.4930338
2.465491 0.3958261
2.590671 0.2267922
2.488018 0.2711404
2.178355 0.484797
2.407074 0.1727006
2.950853 0.3511448
2.802163 0.08464463
3.248084 0.4925496
3.049494 0.2554173
3.037215 0.382785
2.844675 0.2483443
3.261247 0.2703952
2.985478 0.2448194
3.212165 0.3868028
3.022768 0.3511188
3.230866 0.4803145
3.491764 0.3346251
3.633544 0.1434277
4.164179 0.2915115
3.646134 0.3088224
3.44024 0.2765843
3.242502 0.1760309
3.027784 0.3925501
2.56815 0.1625048
2.385771 0.1451263
2.694886 0.2861177
2.659605 0.1049539
2.775847 0.1474952
3.198431 0.2053642
3.272408 0.2023
2.919557 0.303564
3.071796 0.2872403
2.935814 0.1556292
2.64153 0.4994823
2.806965 0.4646124
2.633156 0.3791569
2.701962 0.3770126
2.609003 0.3734797
2.828335 0.09839005
2.9251 0.188201
3.168516 0.186225
3.162622 0.1289028
3.081312 0.2752608
3.222821 0.1324482
3.157762 0.2359632
2.97746 0.4203454
2.978151 0.3150275
2.844039 0.4682098
2.790983 0.1155209
2.865162 0.1825352
2.875832 0.3365254
2.670978 0.3780648
2.80283 0.4162591
2.576289 0.3951194
2.601227 0.3487574
2.499245 0.4454441
2.768276 0.1462987
2.784644 0.3830501
3.150657 0.2077019
2.387536 0.3537616
2.562732 0.442642
3.535751 0.1873257
2.940764 0.1120541
3.16438 0.1930757
3.004254 0.4247323
3.293911 0.2047692
3.568611 0.3554956
2.640156 0.2226672
3.06401 0.09628618
3.054123 0.2782681
2.617715 0.4175022
2.738255 0.3050216
2.873578 0.05297948
2.834325 0.132343
2.210525 0.3394132
2.46818 0.2590832
2.653804 0.3404927
3.105096 0.4198653
2.268793 0.1364124
3.00164 0.2238683
2.94173 0.1912359
2.690964 0.4999572
2.781998 0.4214491
2.407307 0.3460704
3.249841 0.05947929
2.917712 0.3912563
2.813084 0.09640104
3.109058 0.141564
2.904009 0.4551339
2.626321 0.2908732
2.528134 0.03466848
3.691072 0.1602972
3.106766 0.4134891
3.218813 0.3970585
3.131125 0.3304073
2.786564 0.1109233
3.346917 0.3494817
2.914942 0.432656
3.158021 0.352293
3.070559 0.2147519
3.162788 0.1256845
3.036589 0.3664278
2.965112 0.3685154
3.137228 0.4481617
3.076311 0.08750363
2.939466 0.05745502
3.232529 0.403525
2.60392 0.08965711
2.621009 0.1266285
2.425748 0.2112205
2.488729 0.4374659
2.451005 0.4422045
2.757836 0.391356
2.706001 0.1609469
2.410161 0.3296321
2.547119 0.3592937
2.850788 0.187892
3.068985 0.3903979
3.257041 0.4595862
2.723356 0.09221318
3.410231 0.3844808
3.058804 0.1632803
3.407934 0.07656252
3.13303 0.2282196
2.865044 0.09727375
2.943905 0.2230174
3.030625 0.3433142
3.070673 0.4509934
3.649125 0.4881049
2.536707 0.1973321
3.573092 0.4447597
2.930577 0.2871562
2.602735 0.2208195
2.729638 0.1292586
2.545938 0.2849903
2.966168 0.1894711
2.907781 0.1764922
2.986552 0.2193902
3.130881 0.4298694
2.915563 0.2288848
2.894672 0.1692764
3.053346 0.2139132
3.197001 0.1402349
2.940733 0.1925513
2.643963 0.4801608
2.739301 0.2100694
2.815803 0.4691777
3.027586 0.2101338
3.288146 0.1743609
2.772268 0.1878238
2.710137 0.08424214
3.092398 0.1198582
3.136616 0.402522
2.48468 0.4457265
2.75868 0.3480392
3.076147 0.2674396
2.518493 0.2557544
2.74673 0.4867811
2.926753 0.3727077
3.031741 0.4883534
3.379458 0.404535
2.890818 0.3243834
3.274097 0.1351063
3.040509 0.1833697
2.815048 0.3736511
3.026354 0.3496962
3.109508 0.3726177
3.01376 0.4757635
2.631922 0.2673331
2.574673 0.354901
2.733688 0.3369085
2.551037 0.2436833
2.937511 0.06356291
2.758626 0.3284445
2.853881 0.0756354
2.279426 0.306887
2.95142 0.3866002
3.081703 0.4675513
2.536109 0.2559876
2.669827 0.3741405
2.759525 0.3006341
2.727741 0.3728383
2.595691 0.3168209
3.299176 0.4231706
2.948001 0.3476228
3.169118 0.3543229
2.60507 0.1287995
2.806708 0.404272
3.245388 0.4889393
3.403092 0.09044291
3.19059 0.392425
2.929345 0.1930655
3.060272 0.2170534
2.810133 0.2833844
3.005668 0.384442
2.771577 0.1251733
3.348874 0.1720588
2.793442 0.1093196
2.874805 0.4396727
2.641454 0.4284657
2.971847 0.08834928
3.118762 0.3318145
3.220795 0.2110231
2.907164 0.03326602
2.534204 0.1843662
2.978192 0.07570597
2.899117 0.0955214
3.071389 0.2391308
2.584674 0.303531
2.995723 0.4152933
3.005322 0.1292756
3.484214 0.179709
3.361486 0.4687913
3.033737 0.09912951
3.35325 0.3536147
3.108696 0.4264199
3.69075 0.473533
3.32442 0.3391804
3.488635 0.1392771
3.098101 0.1882002
2.611323 0.4444255
2.358113 0.2974604
2.797096 0.4960635
3.14879 0.4805489
3.356642 0.3027069
3.492405 0.1303054
3.515337 0.1028758
3.231384 0.342711
2.861929 0.3427585
2.68454 0.1144682
2.807109 0.05976047
3.038582 0.2553515
3.469342 0.10672
2.953854 0.1373491
2.827001 0.4382217
2.862244 0.4981132
2.746242 0.2262893
3.033078 0.3153395
3.025638 0.30865
3.149314 0.1481222
2.633314 0.3282454
2.985714 0.3546078
2.922099 0.3289887
2.873338 0.07269072
2.92755 0.4525893
2.476782 0.1213288
2.968344 0.1232821
2.819372 0.1788124
2.497677 0.3080144
2.833104 0.3153422
2.357145 0.136318
2.984954 0.318995
2.643401 0.2410655
2.315759 0.1828331
2.495991 0.4225142
2.133081 0.3521835
2.96727 0.1769221
2.254416 0.4130236
2.996277 0.2420861
2.484817 0.1495851
2.966503 0.4630582
3.643331 0.1592209
3.010359 0.2298464
3.175034 0.4413224
3.244095 0.3482383
3.300404 0.2407835
2.638278 0.4816597
3.739515 0.4098844
2.496117 0.3395824
2.436318 0.4165004
2.749134 0.2797258
2.73959 0.2314651
3.329905 0.444663
2.975042 0.3182968
2.812055 0.4447681
2.878609 0.2270568
2.892714 0.310146
3.676324 0.1856483
3.305359 0.1449923
3.127601 0.0206019
2.911153 0.4965901
3.17221 0.2394365
2.555919 0.4258328
2.585776 0.2941785
3.047278 0.1649111
2.609089 0.3272751
3.058744 0.4804979
2.921593 0.3078485
2.976349 0.3374181
3.221152 0.45771
3.273637 0.3596066
2.785746 0.2880142
2.713536 0.4368519
2.921406 0.4288827
3.246517 0.4554864
3.670519 0.409381
3.08144 0.4567008
3.323846 0.2646995
2.804314 0.1608594
3.012112 0.4773137
3.344021 0.1689428
2.914199 0.2090265
2.59142 0.3806364
2.681284 0.3983534
2.980571 0.2104628
3.408756 0.4170485
3.433797 0.456058
3.266536 0.1471609
2.821496 0.1224071
3.339767 0.2641582
3.26359 0.2165044
3.027398 0.4791058
3.341062 0.3292406
3.21099 0.1829136
3.076973 0.3183741
2.775539 0.3939626
2.753565 0.4385284
2.580241 0.2757351
3.354607 0.2472175
2.894243 0.3737177
2.86002 0.4068697
2.718812 0.2870481
3.033726 0.2287839
2.972836 0.02313439
2.592449 0.3010206
3.051931 0.1799929
2.495182 0.3347727
2.695491 0.3589123
2.699437 0.4256467
3.324069 0.4344404
3.35893 0.1965135
3.021992 0.2869449
3.375188 0.2353754
3.100269 0.2078354
2.690862 0.4731788
3.086293 0.326095
3.502269 0.2359294
2.744795 0.3336639
3.022247 0.106116
2.955438 0.1515036
3.044272 0.2281654
2.632854 0.479231
2.756202 0.2821635
2.761509 0.3775385
3.40124 0.1140548
3.02177 0.4245303
2.778641 0.1570803
2.73005 0.2017537
2.883593 0.3787842
2.805548 0.09884977
3.416593 0.2342961
3.51406 0.1419767
2.786906 0.2184763
3.594179 0.07088585
3.50969 0.2365168
3.02888 0.3125784
2.97731 0.1415771
3.660653 0.3917424
2.574387 0.4635572
2.805374 0.234488
2.310895 0.04196153
2.732161 0.421116
2.779105 0.1932807
2.884008 0.3965487
2.903203 0.3740835
3.3103 0.08783512
2.641652 0.3058606
3.098479 0.4653877
3.397731 0.388942
3.500334 0.1150403
3.0375 0.2463689
2.676095 0.04349667
3.425693 0.4673383
2.917389 0.1422933
2.766189 0.3359826
3.492506 0.308518
3.15115 0.2529196
2.844461 0.2229706
2.637175 0.4249475
2.776716 0.2349034
2.194675 0.118686
2.654662 0.1771725
2.43551 0.09523505
2.399976 0.2037684
2.360498 0.4788604
2.594914 0.1087652
2.686194 0.1219457
2.828664 0.402824
2.470673 0.1134044
2.535405 0.4210672
2.620306 0.1183184
3.387729 0.3278283
2.611563 0.03263078
3.0901 0.4508926
3.08617 0.3030884
2.892551 0.2395313
2.937417 0.1101561
3.772069 0.3172333
2.970571 0.4001089
3.363532 0.2837703
3.014503 0.09475422
3.749912 0.3727412
3.024899 0.4333558
2.926193 0.2278429
2.725597 0.3562681
3.111697 0.2080003
2.585912 0.2889742
2.753243 0.4529809
2.649332 0.325897
2.939316 0.3842982
2.658866 0.07599527
3.001782 0.4886538
2.542907 0.2745226
3.03331 0.148962
2.560167 0.3719731
2.963832 0.09906705
2.958508 0.180236
3.145094 0.3896656
2.849945 0.3286689
3.11045 0.27664
3.449455 0.1585713
3.153545 0.4612225
3.062232 0.3072481
2.928337 0.315129
2.82687 0.4268773
3.040551 0.2726827
2.976453 0.2044375
3.206316 0.2871801
3.832301 0.1280085
3.35758 0.09721152
3.066564 0.07192755
2.92111 0.2532351
2.825402 0.1959685
3.419697 0.4159008
2.777097 0.2164977
3.147243 0.09561717
3.124143 0.2514904
3.004113 0.2058744
3.22967 0.189605
2.413714 0.2515861
2.768849 0.2666561
2.92142 0.2345464
2.42396 0.2799241
2.597833 0.2759342
2.980248 0.2786938
2.485106 0.2172819
2.576414 0.4508322
2.457449 0.3989143
2.481921 0.1003918
2.603238 0.188746
2.412315 0.4090271
2.792297 0.3858916
2.795324 0.1269572
2.814078 0.3026763
3.173997 0.4246057
2.854739 0.1722276
3.64986 0.02179521
2.849662 0.1789273
3.055404 0.2731628
3.31452 0.02709455
2.940976 0.3911649
2.812076 0.3705115
2.676289 0.4649201
3.056914 0.205118
2.775652 0.3296246
3.343076 0.08463337
2.896142 0.1151948
2.600668 0.1560822
2.695469 0.1977209
2.735871 0.4740441
2.825207 0.1338905
3.006788 0.1304205
2.570581 0.4803831
2.41655 0.187435
2.898639 0.1588716
2.491344 0.2692469
2.592099 0.4713336
2.815263 0.4111508
3.434797 0.3863044
3.106744 0.4598525
3.50999 0.2950141
3.285475 0.373896
3.16508 0.1990669
3.330255 0.1990362
3.571924 0.4329312
2.799383 0.4025716
2.508157 0.460795
2.794726 0.4058182
3.588856 0.1680754
2.713994 0.4208211
3.395244 0.2537866
2.780344 0.04411413
2.777757 0.155034
3.208361 0.1460529
3.13383 0.3131709
3.340482 0.05471606
3.078015 0.3651716
3.243113 0.3390372
3.160139 0.234149
3.166655 0.4580775
3.134537 0.492214
3.09592 0.08182227
2.302944 0.198205
3.126738 0.4316187
3.062608 0.4918394
3.45242 0.3409893
3.783797 0.2335375
2.966421 0.4081881
2.668856 0.4422817
2.57616 0.3264026
2.847436 0.4419305
2.681668 0.2981805
3.118056 0.2701967
3.093168 0.174199
3.26541 0.3053195
3.408268 0.1313401
2.739946 0.02656685
2.909765 0.2120822
2.437434 0.1982161
3.24653 0.3158229
2.67302 0.4071272
2.551623 0.1956358
2.910647 0.1887079
3.157956 0.1964672
3.581572 0.3876127
3.679433 0.3887057
3.233928 0.4146055
3.236418 0.2792269
3.255923 0.4623767
3.103743 0.1907699
3.084391 0.3593814
2.950797 0.3102971
3.14356 0.1953364
3.677321 0.3392337
2.813902 0.1868638
2.750639 0.4965158
2.934596 0.2822785
2.973996 0.388829
3.331213 0.4476912
2.661127 0.40384
2.768127 0.4602784
3.400186 0.4283182
3.153779 0.3417097
3.026313 0.4836329
3.271739 0.3984624
3.048181 0.4522144
3.228043 0.1875599
2.715334 0.4667567
2.755453 0.1281589
3.278116 0.4305212
2.686358 0.2055418
2.68376 0.4906099
2.840401 0.1918688
2.929133 0.3948577
3.497106 0.1890922
2.682624 0.417018
2.8175 0.2623949
2.971148 0.4180603
3.339014 0.1085494
3.104742 0.339748
3.38201 0.2223131
3.554846 0.2537067
3.922899 0.05537583
3.625619 0.07709433
2.888493 0.1998279
2.79223 0.1111097
2.714511 0.101166
2.543162 0.2199401
2.687782 0.456249
2.657211 0.3835672
3.068456 0.2715431
3.000001 0.2972476
3.01338 0.1187015
2.961686 0.320193
2.873518 0.3069044
2.73976 0.2109236
2.236563 0.2595431
2.732492 0.1777279
3.080051 0.4673374
2.916881 0.06899626
2.951458 0.4632109
2.480487 0.250495
2.899101 0.4611957
2.706113 0.4870576
2.755298 0.109308
2.815579 0.4043219
2.87334 0.4063347
2.624004 0.3529851
2.735256 0.3825244
2.522816 0.4546186
2.603708 0.4722447
3.054142 0.2428189
2.824544 0.4896569
2.395423 0.2643065
2.829559 0.2807419
3.093591 0.2555277
2.807099 0.4655606
2.729348 0.1539376
2.700342 0.3987517
2.366905 0.3063748
2.358273 0.398926
2.62627 0.4278053
2.42634 0.4426704
2.379796 0.3831966
2.587518 0.3842713
2.512376 0.1507031
2.960032 0.4008907
3.063084 0.3635102
3.196333 0.3448745
2.935207 0.3664872
2.961992 0.3522709
2.6532 0.3687234
2.454171 0.04742732
2.889461 0.3872896
2.938162 0.2105236
2.324707 0.297173
2.933775 0.2189784
2.894717 0.4178606
2.770823 0.2669585
3.270768 0.4939215
2.60242 0.346723
2.757977 0.4762525
3.072054 0.2510202
2.785268 0.1856903
2.883075 0.07140223
2.758279 0.03833839
3.043323 0.2379932
3.057594 0.1550208
2.903226 0.1678097
3.162829 0.4815326
3.322313 0.1355056
3.097823 0.1562535
3.242373 0.2921515
3.026623 0.3832759
2.77789 0.4795326
3.035346 0.4670748
2.574281 0.3363533
3.446278 0.4133042
2.994126 0.1763159
2.86867 0.04018047
3.009626 0.1921336
3.207204 0.2292817
2.856275 0.2271516
3.043788 0.3254122
3.475151 0.1884588
3.555323 0.3582894
3.196521 0.08076513
2.903977 0.2928234
2.58772 0.4717818
3.006708 0.2544819
2.839648 0.4832487
3.316517 0.496802
2.6205 0.4620569
3.110724 0.1361551
2.83992 0.3142222
2.71393 0.4769942
2.969837 0.2988755
3.307821 0.3169348
3.277986 0.1766834
3.370708 0.1211729
2.811429 0.4250609
3.294632 0.07999606
2.984286 0.4485832
3.509862 0.1477479
2.979994 0.3783946
3.02078 0.23365
3.824196 0.2495754
2.872704 0.1528238
2.998506 0.2406212
3.034468 0.3061208
3.240105 0.1535197
3.292626 0.1346126
2.845256 0.3560128
2.669216 0.2573731
2.615267 0.2488059
2.804522 0.2254467
3.104016 0.1874646
2.849152 0.2788151
2.526242 0.2517971
3.054989 0.1114797
2.809406 0.1920828
2.550932 0.3676423
2.726526 0.08923767
2.729328 0.1211162
2.692462 0.3457523
2.874509 0.4405962
2.609559 0.2206484
3.129704 0.3636463
3.166625 0.3269229
2.95445 0.2180964
2.72889 0.03245517
2.773122 0.2115119
2.555776 0.1639647
2.841071 0.1653354
2.703502 0.2647836
2.731573 0.07169716
2.712664 0.2308565
2.614175 0.3814726
2.805151 0.3000894
2.788438 0.2269209
2.927374 0.1341018
2.911388 0.3490067
2.795149 0.1380821
2.3856 0.4299927
2.505987 0.3597823
2.957518 0.2906653
2.858202 0.16482
2.875851 0.1064975
2.644666 0.4384682
2.455562 0.1120544
2.774943 0.2060173
2.922148 0.3944219
2.533253 0.4485846
2.787299 0.2036126
3.092602 0.2484492
3.136409 0.2834167
2.796302 0.3634782
3.104493 0.1610907
2.784747 0.3140069
2.698439 0.1425452
3.016488 0.4290076
2.608334 0.1447558
2.693307 0.4182067
2.254856 0.3753952
2.551399 0.2077418
3.002331 0.2268648
2.686741 0.4258109
2.614409 0.4904145
2.392435 0.2559369
2.300897 0.4142954
2.534372 0.3324512
2.553917 0.35204
2.422999 0.3151497
2.938472 0.1549455
2.971756 0.1091302
2.984278 0.4564571
2.659127 0.4484246
3.029757 0.2205288
3.133319 0.02720318
2.707384 0.4597179
3.175283 0.1440655
2.802112 0.05217816
2.950365 0.128152
3.226707 0.4074298
2.965374 0.4510958
2.626982 0.3414016
2.582334 0.3407847
2.951909 0.3350022
3.015344 0.4790967
3.336452 0.3375645
2.905453 0.3915079
2.786556 0.2389133
2.754327 0.2657151
2.495855 0.4463393
2.700403 0.2470692
3.141689 0.2007008
2.855132 0.1233433
2.854957 0.0899334
3.48527 0.2686715
3.208066 0.3194823
3.321303 0.1027621
2.817816 0.2675548
2.521396 0.3862881
