"Delta_1" "Delta_2" "Delta_3"
-3.386577 -2.30584 0.8052687
-3.403792 -2.248612 1.298116
-3.375444 -2.507468 1.084363
-3.372781 -2.418784 1.119383
-3.272724 -2.141444 0.9821395
-3.030156 -2.183767 1.603261
-2.802144 -2.055278 1.286882
-2.630431 -1.92801 1.030812
-2.841064 -1.912099 0.8544474
-2.694486 -1.827999 0.8826353
-2.800448 -1.98583 1.074713
-2.705354 -1.901081 1.307398
-2.674546 -2.274783 1.424847
-2.749935 -1.729739 0.9841282
-2.862457 -1.971107 1.016537
-2.845551 -2.078822 1.257352
-2.966059 -2.12903 0.8768073
-2.901348 -2.394939 0.9159966
-2.906558 -2.159916 0.7475144
-3.028373 -2.321345 0.875969
-2.92014 -2.200465 1.444584
-2.759555 -2.261641 1.078148
-2.900097 -1.938613 0.9487749
-2.919714 -2.376341 1.03639
-2.855349 -2.342314 1.280645
-2.872347 -2.218666 1.080764
-2.854612 -2.123982 1.109368
-2.916293 -2.028812 1.093995
-2.822207 -2.133762 0.7874703
-2.899128 -2.306017 1.147401
-2.869758 -2.317394 0.9342884
-2.91797 -2.3012 0.6800142
-2.970499 -2.330823 1.131338
-2.984395 -2.195893 0.7984343
-3.179362 -2.333893 1.023795
-3.257664 -2.394978 1.20224
-3.323616 -2.55847 1.16065
-3.05607 -2.521767 0.851516
-2.966043 -2.201977 0.8291988
-3.005883 -2.451677 0.8626983
-3.192871 -2.127136 1.112401
-3.185628 -1.945327 1.295545
-3.31674 -2.366126 0.5205876
-3.302141 -2.163657 0.7784656
-3.11283 -2.423535 0.9296491
-3.004742 -2.641203 0.8661012
-3.042984 -2.566608 0.9893504
-3.014928 -2.455225 0.8998756
-2.973427 -2.619418 1.362559
-3.080984 -2.516364 0.920193
-3.09031 -2.62028 0.8137783
-3.038005 -2.696996 1.04183
-3.032318 -2.685396 1.243267
-2.84521 -2.567913 1.218873
-2.938499 -2.001585 1.051789
-2.890473 -2.373813 0.83676
-2.958383 -2.223159 0.7034027
-3.020057 -2.489979 1.060269
-3.073791 -2.36456 0.9714672
-3.215032 -2.003876 1.033752
-3.143458 -2.080052 1.035694
-3.259956 -1.987723 1.029437
-3.173732 -2.563018 0.7556662
-2.907191 -1.99686 0.8846194
-2.808406 -1.550732 0.9814811
-2.982183 -1.963011 0.8017198
-3.156728 -1.870197 0.9893985
-3.025418 -2.061209 1.255203
-3.051705 -2.779152 1.088664
-3.100079 -2.771263 0.857976
-3.100123 -2.819723 1.003525
-3.026168 -2.778678 1.408798
-3.071092 -2.715396 0.6904098
-3.217621 -2.408838 0.859348
-3.269764 -2.074688 0.8792423
-3.130737 -2.116658 0.8145777
-3.129197 -2.006679 1.060687
-2.970498 -2.144894 0.9096
-2.907995 -2.238658 0.8008049
-2.932984 -2.118641 1.029041
-3.103142 -2.305123 0.7658157
-3.033036 -2.263518 0.864702
-2.853804 -2.287943 0.8003992
-2.999711 -2.22154 1.15481
-3.005347 -2.195776 0.9702389
-2.903469 -2.460755 0.7842694
-2.975153 -2.31916 1.132883
-3.165327 -2.085573 0.8575009
-3.26057 -2.151198 1.062619
-3.166181 -2.227939 0.8187707
-3.065702 -1.974977 0.7952208
-3.119207 -2.094361 1.209315
-3.108367 -1.841684 1.1329
-3.180816 -1.859483 1.299668
-3.141927 -2.048991 0.99077
-2.939636 -2.29274 1.195128
-2.913796 -2.111003 1.252495
-2.947729 -2.149519 1.150869
-2.999735 -2.203407 0.8935605
-3.004186 -2.212414 0.8650695
-3.056866 -2.265371 1.096561
-2.985575 -2.208653 1.141307
-2.791646 -2.180694 1.028956
-2.984842 -2.186436 1.18636
-3.006147 -2.235192 1.325589
-3.100108 -2.230994 1.26898
-3.198431 -2.070009 0.5682045
-3.159849 -2.275424 1.15409
-3.051541 -2.146645 1.101493
-3.045927 -2.153261 0.8745624
-3.082627 -2.009082 0.7465112
-3.20856 -1.916006 1.199368
-3.15246 -2.208951 1.181471
-3.128344 -2.13837 0.9880165
-3.132706 -2.256709 1.121446
-3.252054 -2.292254 1.053318
-3.241434 -2.542783 1.365302
-3.27056 -2.355685 1.184581
-3.131513 -2.212262 1.172789
-3.206899 -2.087647 0.8950973
-3.027452 -2.257831 1.512458
-3.085812 -2.131595 1.266961
-3.114697 -2.234201 1.183293
-3.035939 -2.092748 1.156102
-2.779262 -1.91538 0.8978348
-2.874266 -2.20628 0.7843534
-2.673866 -1.971617 0.8557609
-2.700099 -2.10423 0.5384427
-2.783234 -2.204251 0.974859
-2.807574 -2.354464 0.793493
-3.003052 -2.35753 1.320394
-3.151496 -1.816155 0.910338
-3.110117 -2.287263 1.037603
-3.021209 -2.287546 1.131211
-2.909128 -2.339425 0.8035554
-3.008765 -2.531442 1.093353
-3.134896 -2.613735 1.094698
-3.149147 -2.140897 1.01908
-3.229961 -2.218141 0.9911488
-3.144273 -2.472188 0.9980588
-3.269239 -2.088931 1.031989
-3.178805 -2.40354 1.0794
-3.057501 -2.346383 1.134022
-2.911056 -2.550292 0.723202
-2.961299 -2.646055 0.8870084
-3.051274 -2.452906 0.6461159
-3.183346 -2.286681 1.329519
-3.276012 -2.198571 1.009839
-3.012421 -2.229372 0.9675471
-2.960961 -2.134594 1.077979
-3.029643 -2.531449 1.058845
-3.021228 -2.051506 0.9473656
-3.185 -1.916907 0.9873451
-3.077944 -2.217821 0.9367946
-3.128852 -1.976414 1.176498
-2.927186 -2.035776 0.8014973
-3.013524 -2.248966 0.9961121
-2.837833 -2.105119 0.8784405
-2.897559 -2.379263 0.987513
-2.995533 -2.124549 1.367921
-2.874562 -2.467379 0.9673815
-2.746458 -2.331941 1.263348
-2.751034 -2.142584 0.9411084
-2.710943 -1.882948 0.9002781
-2.740665 -2.101184 1.026117
-2.793782 -2.095255 1.130852
-2.845287 -2.325433 0.9741817
-2.726787 -2.166101 0.6791187
-2.578171 -1.783802 0.8704105
-2.440162 -1.849379 1.055226
-2.712644 -1.945322 0.7650345
-2.720507 -2.081226 1.274434
-2.704692 -1.920067 0.9120749
-2.937409 -1.961064 0.7759376
-2.971012 -1.686407 1.230731
-2.845583 -1.885179 0.9148714
-2.897762 -2.072392 1.232222
-2.95465 -1.685954 1.014258
-3.044331 -2.113169 1.24083
-3.078844 -2.333048 1.009518
-3.204256 -2.175764 1.221808
-3.058039 -2.408971 0.9551292
-2.976407 -2.193817 0.9770838
-2.890777 -2.110581 0.9525249
-3.032578 -2.202088 0.9379897
-3.160937 -2.136868 0.8288239
-3.121484 -2.128379 0.9414111
-3.061872 -2.061595 1.1375
-3.107565 -2.261481 1.262814
-3.189188 -2.297165 0.9300016
