Delta_1 Delta_2 Delta_3 
-9.834697 0.0111459 -0.02119319 
-2.696466 -0.01579887 0.00233869 
-2.31343 -0.175483 -0.008898598 
-3.797898 -0.03017461 0.015429 
-21.7642 -0.170434 -0.005696258 
7.411784 0.06448946 -0.007224931 
13.49807 -0.003266208 0.001254243 
11.35437 -0.1471367 -0.006319462 
-1.594618 -0.006965205 -0.01105823 
4.222144 -0.05852715 0.002024561 
0.8754573 -0.01298026 -0.02478767 
15.02536 -0.05050465 -0.02408793 
7.382354 0.01345945 0.002413599 
-8.99326 -0.01630535 -0.003876886 
-0.9430387 0.03375802 -0.009549255 
-16.47739 -0.01313157 0.02131404 
-1.323337 0.001441189 0.00108137 
-0.5030056 -0.002037815 -0.008796099 
-1.790474 0.01261787 -0.04218532 
6.660884 0.0005860948 -0.02454742 
-5.720269 0.1478507 -0.009861724 
19.17316 -0.1141062 -0.01386244 
3.694379 0.02849121 -0.0004793561 
-2.003706 0.03551343 -0.01078557 
-3.740462 -0.0835914 3.948274e-05 
10.49078 -0.06338324 0.01192247 
12.02603 0.0136853 -0.002211268 
1.739114 -0.05410148 0.01591588 
14.89959 0.02076509 0.005635348 
-2.514489 -0.07626743 0.00953653 
12.69564 0.03787881 -0.005504268 
-5.667643 -0.07401916 -0.002439171 
4.601082 -0.1648204 -0.00541098 
-11.65067 -0.009723402 -0.02933238 
-2.271393 -0.06768517 0.005941428 
1.533111 0.05677476 0.01204041 
-7.981915 -0.01711397 -0.02474501 
-1.907903 -0.06505415 0.008744305 
11.66822 -0.04274325 -0.01140097 
23.7503 -0.08548939 -0.03292819 
2.436948 -0.02495998 -0.02919771 
-8.044255 -0.1263594 -0.01418298 
-1.469285 -0.02999666 -0.02869789 
-8.005877 -0.01281491 -0.009528069 
2.923845 0.02232107 -0.01616611 
-11.36272 -0.06048515 0.004960623 
-27.70739 -0.06280854 -0.02099432 
1.058685 0.03960154 0.01540579 
0.08905054 -0.00861978 -0.01267433 
-2.50814 -0.01489103 0.002346435 
8.084448 -0.004160491 -0.02021 
7.953682 -0.002133266 0.0004493737 
11.49493 -0.01781143 -0.0208649 
7.582043 -0.04455717 0.01017657 
1.385587 -0.07924231 0.02140545 
-5.381396 -0.0454107 -0.008077025 
0.2228932 0.02483006 -0.02019669 
-24.69452 -0.03823112 -0.04711391 
6.82654 0.05944214 0.01288782 
-0.970123 -0.003463382 0.005531514 
1.888703 -0.03040338 0.01187593 
14.38626 -0.06493625 -0.03372574 
-1.435378 -0.06884837 0.0006441087 
5.052242 -0.03067046 0.004042046 
0.599207 -0.08320619 0.0103156 
14.82246 -0.04466865 0.01360743 
0.1828809 -0.09240028 -0.01263564 
2.492293 0.07521275 -0.02999753 
3.194312 0.05260623 -0.008474034 
6.566566 -0.0758989 -0.017454 
-13.74941 -0.04498998 0.0265082 
-2.370829 -0.003360512 -0.013443 
5.113412 -0.0566719 -0.004218012 
-4.660538 0.005336355 0.0002352807 
-8.711855 -0.03700128 0.0075838 
6.341803 -0.02104036 -0.0244214 
-4.242169 0.005728154 -0.008832197 
-3.009426 -0.0375039 -0.02528206 
12.55323 -0.04092734 0.02551443 
-0.1118746 0.08147102 0.002482317 
-11.5611 -0.07921006 0.003663594 
12.68576 -0.02455195 -0.008708003 
-16.29865 -0.03176434 0.0006646713 
-5.792 -0.01602311 -0.009345418 
-2.1043 -0.04023856 0.005841039 
-7.73429 -0.03003761 -0.01523503 
-10.711 -0.06887416 -0.01437717 
-3.672703 -0.006384681 -0.0001476794 
-2.647525 -0.01211956 0.03538048 
1.728729 -0.08788667 -0.0349849 
-4.330565 -0.006966185 -0.01780988 
-3.593299 0.009898777 -0.01706638 
21.19558 -0.07950452 0.0005075906 
3.131372 -0.05762283 0.003872524 
-4.234565 0.03365024 -0.001025877 
4.94751 0.1282459 -0.03640335 
13.58208 -0.009970454 0.02140493 
-17.69876 -0.01158059 0.009161761 
-22.06923 -0.04056082 -0.01906391 
-0.2320375 -0.09423325 0.0004808298 
1.446475 0.03753234 -0.0351846 
-11.51983 -0.07395744 0.003460837 
19.797 0.05349079 -0.0332267 
1.711953 0.03928674 -0.01479379 
2.332049 0.001518742 0.01099657 
-1.779277 -0.005993215 0.01024736 
11.01924 -0.04424038 0.02556701 
-9.896073 -0.1157041 0.02186912 
5.692852 -0.07683607 0.004997964 
7.525594 -0.1200932 0.008919525 
7.07946 -0.07686354 -0.01873183 
-9.926471 0.03294231 -0.01012647 
-9.696586 -0.005283674 -0.01073296 
6.99342 -0.0457184 0.01205632 
-11.92057 -0.08812076 -0.008895765 
-11.86102 -0.009845526 -0.02246467 
-9.78836 -0.06308635 -0.001240434 
8.148221 0.008033874 0.005772004 
2.89632 -0.005401382 -0.008564715 
-0.1568886 0.01369579 -0.01560454 
-2.961804 0.05049023 -0.02099156 
-4.535481 -0.05129236 0.01073003 
-11.85099 -0.06526074 -0.01948937 
3.755229 -0.03142012 -0.01016308 
-15.44307 -0.01201663 -0.01074933 
-11.90134 -0.02112065 -0.006549565 
-4.413563 -0.04916326 0.02008536 
10.34273 0.01103839 0.013095 
-0.1775132 -0.0008712608 0.02123525 
11.04762 0.02548668 -0.00262913 
3.11281 -0.03010089 0.003010701 
5.491934 -0.03520586 0.01301323 
-19.69732 -0.04222354 0.01632429 
8.305091 -0.05040981 -0.01477736 
6.168398 -0.02302304 -0.01358835 
-12.54138 -0.1046295 -0.003818831 
0.0376955 -0.007674508 0.01474927 
-8.485008 -0.00958884 -0.01315698 
9.882664 -0.02237565 -0.00450615 
-3.526262 -0.06621469 -0.0027892 
9.680953 0.01701628 0.001723894 
-6.821043 -0.05934806 -0.006294794 
3.302023 -0.04583784 -0.03124573 
-7.35221 -0.0826897 -0.02032096 
-12.28788 0.1670711 0.03020516 
-15.84861 -0.04152443 -0.004619183 
11.56371 0.08243775 -0.004118129 
6.61194 -0.1166257 -0.0005666871 
2.071542 -0.02580323 -0.02539559 
-1.096083 -0.03795953 0.01224453 
-10.94611 -0.08780181 -0.02903949 
1.826247 0.0769837 0.01730719 
-20.17468 -0.06462113 -0.01516186 
-0.287682 -0.03558399 0.01455981 
-9.981227 -0.02267588 -0.003185377 
7.711516 -0.004302171 0.004333769 
5.875025 -0.1147395 -0.0128609 
-8.308888 0.1026382 0.01704827 
12.41854 0.003202515 -0.01709039 
7.23094 -0.03638202 -0.03623193 
-2.575663 -0.007287435 -0.01399041 
15.12258 -0.04449593 -0.030536 
11.21322 -0.04480752 0.02000076 
-0.3319721 -0.02726461 -0.00324364 
-2.563046 -0.02530797 -0.00768718 
-3.289317 -0.01841166 0.007887186 
-8.668267 -0.09188791 0.007357113 
-13.49961 -0.06317052 0.01777769 
-16.87006 -0.1317537 0.0009114398 
9.000031 0.03331852 0.000177071 
-1.755438 -0.06688662 0.006976235 
3.963099 0.04205594 0.02832056 
-2.361937 -0.08665683 -0.02132927 
-4.31553 -0.05893043 0.01168767 
-12.63061 -0.02104496 -0.01283128 
1.925171 -0.1091555 -0.01325337 
-2.608319 -0.02066142 -0.01552648 
-17.03691 -0.04795975 0.0008123197 
4.209849 -0.02514355 -0.0281727 
-12.43016 0.06447597 -0.00105818 
-12.6323 0.05732094 -0.02383953 
21.64101 0.09296528 -0.001534056 
-6.930129 0.01251076 0.01624656 
10.73968 -0.009951433 -0.007367887 
-2.163621 -0.1657604 0.001924682 
-6.041839 0.04876118 -0.008371707 
-11.48725 -0.01138441 0.006701205 
11.82306 0.03185618 0.005106096 
14.06273 0.008711759 -0.007000608 
8.724925 -0.1201389 -0.003347188 
-6.574984 -0.02689167 0.00205376 
2.107859 -0.009175317 0.009576282 
-3.991882 -0.09844487 -0.03482194 
8.484428 -0.06996274 -0.01763084 
5.870049 0.03901419 0.000937747 
12.88152 -0.06331451 -0.0104313 
10.71388 -0.03712534 0.02001734 
0.553418 -0.06986592 -0.009930621 
-8.987583 -0.02782195 -0.01413629 
0.7018812 -0.0467767 -0.01898952 
-1.261951 -0.0638333 -0.01643785 
5.479626 0.0239839 -0.004680307 
-3.476182 -0.02138729 -0.02895294 
-1.584279 -0.03623434 0.02326299 
-6.171028 0.05775556 0.01902819 
-1.75165 -0.05208381 -0.004590555 
2.094975 -0.07115654 -0.03506188 
2.707868 0.003177971 0.004315523 
-13.81912 0.05497932 0.01369581 
9.938107 0.03669575 -0.02762688 
6.82491 -0.01424838 -2.960119e-06 
-20.48876 0.00195883 0.03818101 
5.518618 -0.02983102 -0.009815824 
8.871525 -0.04835318 0.01550657 
4.784273 0.0147764 -0.006090467 
-1.941071 0.1454747 -0.003403555 
-0.4807462 0.01716015 -0.002609912 
1.458449 -0.02119661 -0.031562 
7.867199 0.008659856 0.008515799 
-17.494 0.009635965 -0.03185781 
12.45896 0.05195869 -0.00829529 
11.41301 0.0116294 -0.01522557 
13.50368 0.004162688 -0.00743698 
-6.706497 -0.04404187 0.006561313 
-8.063908 -0.01542688 0.01353527 
6.505865 -0.03294737 0.009360561 
17.40713 -0.09329626 -0.0129178 
-24.39181 0.1486719 -0.01050692 
-7.996238 0.0287837 -0.02412325 
14.20104 -0.08144183 0.005642496 
-9.278732 0.01226352 0.03402601 
-17.54956 -0.1505309 -0.006702724 
2.574446 -0.07557951 0.01672078 
13.31827 -0.004126521 -0.009972706 
3.352273 -0.009236041 -0.01433249 
-15.99319 -0.02738262 0.01035226 
-3.01567 0.1118692 0.02969169 
-9.765621 0.1082874 -0.005046937 
-0.2684537 -0.08379171 0.001990551 
0.855281 0.01233766 -0.007841901 
10.97969 0.07679753 0.03285222 
4.004916 0.02967373 -0.02770733 
1.420791 0.02245724 -0.04154889 
-2.826568 -0.1430012 -0.01446829 
7.310893 0.08900067 0.003454232 
5.865845 -0.07230744 -0.004219737 
-2.475743 0.07948988 -0.02016078 
1.753907 -0.07496704 0.001978555 
14.46732 0.03237598 -0.005753755 
-4.192612 0.02036151 -0.008119578 
14.08448 0.03330286 0.01152165 
4.371851 -0.0307105 -0.03042076 
2.454419 -0.07603952 -0.008714958 
10.81713 -0.05539912 0.01068523 
5.141353 -0.01786662 -0.01645097 
2.993153 -0.01981574 0.006802112 
-11.4255 -0.02839334 -0.02849516 
24.28063 0.01749155 -0.03355672 
4.194466 -0.008840083 0.0004590463 
-7.15345 0.04904268 0.005050956 
7.570338 -0.08085669 -0.02292911 
-8.647961 0.03517287 -0.02106132 
-10.24741 0.01328008 0.02603715 
-19.717 -0.1218313 0.006599666 
18.38149 -0.0121015 0.01798974 
-3.308266 -0.02716187 -0.003976609 
-4.6321 0.1497171 0.004899816 
12.39159 -0.09245825 0.03452322 
-3.162731 0.05921858 0.02238141 
1.709557 0.06396491 0.0004973676 
9.898173 0.165623 0.01359422 
3.880847 -0.002306107 -0.03337102 
1.866086 -0.005940356 -0.02511949 
4.667291 0.04135939 0.007545518 
14.08918 -0.0436614 -0.01255734 
-11.47929 -0.03318758 -0.01460039 
-1.963631 -0.08517822 0.02946767 
-22.80215 -0.1290883 0.003798233 
-6.538524 -0.01335623 0.006614275 
-3.031445 -0.1052265 0.003977624 
-22.86792 0.06560112 0.001677345 
9.276346 0.03131801 -0.02220893 
4.076069 -0.01461918 0.0205265 
-2.356715 -0.01993768 0.006569199 
-16.16688 0.01385077 0.01065982 
8.736 -0.00995653 -0.004957594 
0.8179156 -0.01634143 -0.007761297 
7.967206 -0.00677102 -0.00492108 
2.698952 0.02138729 0.02994192 
-1.480895 0.1360828 7.15269e-05 
-23.97597 -0.06326227 -0.001451845 
-8.983151 0.02233772 -0.008985293 
25.27596 -0.09561787 -0.01765134 
5.865711 0.03214087 -0.010668 
-11.01216 0.01380515 -0.01254138 
1.305173 0.00144767 -0.01282707 
-16.56033 0.04781099 0.01587301 
-3.814242 -0.0263788 -0.02113606 
15.12783 -0.0008143664 -0.01838471 
5.792017 0.03738787 0.02425635 
-7.138222 0.09069898 -0.03494274 
1.969793 0.1256489 -0.01406986 
-7.192183 -0.06770998 -0.02422696 
1.651344 -0.1086025 -0.003507247 
4.491407 0.04310465 0.01533534 
12.99304 -0.06164694 -0.01327569 
-0.9925903 0.004555048 -0.0004194124 
13.9911 -0.02336845 -0.002092142 
8.494164 -0.09038013 -0.01106541 
-7.063101 0.01691858 0.007505134 
-14.68243 0.01112047 0.01398764 
-5.23009 -0.02781499 0.003423563 
-8.302552 -0.01078418 -0.001336708 
9.440548 -0.03173187 -0.01565909 
10.46229 0.01195523 0.001215027 
0.2119191 -0.03225947 -0.01710854 
-8.978858 -0.03014354 0.003425152 
-10.61023 -0.01058139 -0.01177694 
9.09156 0.06197156 -0.01032502 
-6.813628 -0.145967 -0.01057382 
15.08448 -0.09884637 0.02819609 
-15.11701 -0.1715507 -0.004977873 
-7.150251 -0.07458517 -0.003593866 
15.14526 0.03051637 -0.01337508 
-1.086871 -0.01567314 -0.01786791 
-0.9786406 0.08093501 0.008337384 
0.9643797 0.06993027 -0.01560676 
0.8832051 -0.04104867 0.00210418 
-1.03606 -0.03367835 0.006583493 
-1.021004 -0.05250661 -0.01872424 
-6.30069 -0.007984621 0.008852071 
17.37513 -0.03275351 -0.01580027 
3.880867 -0.01283528 -0.01173911 
4.338101 0.04144655 0.03313956 
28.89377 0.07309268 -0.04113088 
-13.15736 -0.04383357 -0.01635477 
13.9333 0.01857588 -0.007284754 
5.102912 4.949574e-05 -0.03142914 
-14.14917 -0.1473618 -0.04862289 
-4.483678 -0.07770179 -0.02658341 
5.347716 -0.045735 0.003292699 
-0.5731824 0.05602168 -0.0008065508 
22.94923 -0.00416085 -0.01763952 
-14.18957 -0.04368735 -0.01192017 
1.168737 0.004018037 0.01308864 
9.490211 0.009649401 -0.0004616765 
-10.14424 -0.08879973 0.03912045 
0.3211424 0.04219897 0.01028897 
1.630443 -0.05878506 -0.0168629 
-9.380885 -0.008599868 0.003800012 
-9.791682 0.08828254 -0.01527536 
4.57846 0.07170863 -0.006105268 
-8.721059 -0.001869253 -0.01320209 
2.873928 -0.07784034 0.005275448 
-5.050867 0.003314546 -0.01052924 
2.450891 0.01451017 0.008264368 
2.476332 -0.01830711 0.007456466 
15.58362 -0.1372961 0.01537601 
-14.39005 -0.09238105 0.02178813 
8.881546 0.01331328 -0.01592116 
-10.62942 0.01287896 -0.009379048 
-2.07776 0.06146061 -0.003015652 
-1.369077 -0.08485616 -0.006283511 
-11.8717 -0.01144808 -0.02007568 
-0.4706416 0.04395405 -0.0309917 
13.11069 -0.02893656 -0.009126287 
6.66637 0.004202312 0.01315427 
4.139271 -0.06399217 -0.01193274 
-17.35127 0.08035408 0.003889477 
4.045034 0.06265659 0.0123508 
2.278131 0.003897198 -0.007211252 
21.73236 -0.00150817 -0.03308774 
9.718414 -0.1264728 -0.03282914 
2.801021 -0.005928911 -0.01761156 
22.56374 0.08948137 0.01694204 
21.91308 -0.03610773 -0.01804166 
-3.855126 0.1546638 0.01282402 
1.088585 -0.05832094 0.001755555 
-9.19979 -0.0436134 0.01034678 
-13.81589 0.04606233 -0.008488059 
-1.661497 0.0479527 -0.03066224 
-18.13036 -0.04031132 0.005472725 
5.812112 0.1180431 0.007275496 
11.67434 0.03965663 -0.019633 
-6.456874 -0.003220075 -0.02110668 
-2.415204 -0.1207297 -0.01263872 
-2.836403 0.00774165 0.003378598 
8.826726 -0.1106426 -0.005878221 
7.774391 -0.05790817 0.02711072 
-8.597861 -0.04663848 -0.001653414 
-9.306032 -0.2151319 -0.01868328 
4.364354 0.002200155 -0.003983162 
7.453316 -0.05755009 0.01028331 
-7.952616 -0.023287 -0.002586667 
-8.5932 -0.05445359 0.001127852 
5.024573 -0.03195934 -0.002979107 
-2.233495 -0.08643459 0.01795251 
13.72653 0.02151514 -0.00850435 
-7.702898 -0.05534317 0.007060403 
3.611823 0.0489643 0.003000456 
12.42191 -0.048411 0.01168853 
-7.284401 0.03106272 -0.02916802 
18.19439 -0.02296254 0.03134197 
-9.959774 0.01912088 0.0014124 
2.610448 0.13447 0.02374467 
15.16632 -0.03661579 -0.004097744 
19.02421 0.04790604 0.01374986 
0.6211592 0.1405572 -0.02557691 
-0.1979884 -0.05510819 0.01925811 
-10.09655 -0.004397175 -0.007907302 
14.72834 -0.01042531 -0.0003408815 
17.53909 -0.100978 -0.00523939 
18.67792 -0.06586277 -0.01653145 
-1.109892 0.0195833 -0.01510586 
-3.911925 -0.09233842 -0.009820543 
-10.42466 -0.02014949 0.02774178 
2.604609 0.01084962 0.007747341 
-8.395169 0.07044737 -0.01146731 
-7.180758 0.03218846 0.01003202 
3.564716 -0.02412965 0.02023214 
-5.168518 -0.06915749 -0.02298584 
6.898352 0.02895259 -0.02568273 
-1.921821 -0.0274201 -0.02662147 
-7.806374 0.04922018 -0.02914336 
-3.778471 0.01380343 -0.01596468 
-11.14202 -0.03610792 -0.004807668 
-9.384604 -0.007343984 -0.001064329 
-0.05994259 0.02165952 0.01658877 
-1.427622 -0.06233553 9.007727e-05 
-8.968373 -0.1032918 0.0109274 
2.01742 -0.008116409 0.0209322 
10.24474 -0.08612177 -0.009040934 
7.027615 0.01332968 -0.00849193 
1.373294 0.06202301 -0.01787865 
-8.196902 0.02485337 -0.01738947 
8.807544 -0.006279378 -0.00438544 
-20.04088 -0.04105204 -0.003551917 
-15.32237 0.0009719463 -0.02549504 
7.358345 -0.003232189 -0.01966427 
1.37066 -0.05329589 -0.0001481302 
-12.22987 0.005073705 0.0004151711 
7.305609 -0.04902204 -0.008812916 
7.362568 -0.1552319 -0.004471696 
-7.189208 -0.02757254 -0.01343637 
-0.5064007 0.007237293 -0.02193193 
6.379369 -0.08321042 -0.01237667 
14.55123 -0.07717082 -0.006452917 
4.571228 0.02246141 -0.01588469 
-10.14438 0.02498055 0.00739353 
-1.942651 -0.008554485 -0.01895359 
-3.494041 -0.06556732 0.007428879 
-11.69254 -0.02319062 -0.007211116 
-15.43741 -0.01928951 -0.00117208 
9.306157 -0.09358272 -0.03631952 
