"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-10.14214 -4.950543 -24.57719 -3.825656 0.01378859 3.993593
-10.11822 -4.937793 -23.45417 -4.840877 0.06985901 3.973436
-10.43136 -4.980289 -24.94291 -5.358011 0.03503505 3.976971
-10.28569 -5.118494 -24.71577 -4.613884 -0.02011985 3.999926
-10.24618 -5.038692 -23.78755 -4.622583 -0.008856356 3.975581
-10.15761 -4.940909 -25.03667 -4.139523 0.06978454 3.998566
-10.62756 -5.077694 -24.58293 -5.038769 0.04118183 3.951804
-10.76463 -4.870854 -24.97517 -5.134641 0.01805423 3.98422
-10.57059 -5.029959 -24.29739 -4.284317 0.02411485 3.986702
-10.44671 -4.995835 -24.70345 -4.808011 0.044606 3.987969
-10.48438 -4.994401 -25.82541 -4.789632 -0.04278594 4.006145
-10.64588 -5.043409 -24.92594 -4.225914 0.06246884 3.971709
-10.25843 -5.001216 -24.67261 -4.397884 -0.02553871 4.007349
-10.46622 -5.154075 -23.84692 -4.646575 -0.04368976 3.970303
-10.47926 -4.98959 -25.07556 -5.158646 0.04513379 3.995007
-10.2354 -5.186675 -25.24908 -4.560199 0.06193437 3.958137
-10.2749 -4.838692 -24.18501 -4.634735 0.002283152 3.996238
-10.30001 -4.964747 -24.116 -5.232686 0.04330637 3.959563
-10.24522 -5.056719 -24.86642 -4.735483 0.01979016 3.976364
-10.35919 -5.06993 -24.09043 -3.982452 -0.05676972 3.98321
-10.26818 -5.016644 -23.24574 -3.961951 -0.02012091 3.979464
-10.30861 -4.976361 -23.31898 -4.713396 -0.01132773 3.96663
-10.27423 -5.032102 -23.8148 -4.752083 -0.06829411 3.978869
-10.37943 -5.018284 -24.27179 -4.792826 -0.02339758 3.967385
-10.82547 -4.791846 -25.27143 -5.041711 0.03145363 3.979372
-10.47288 -4.812829 -25.29561 -4.895991 0.01116465 3.979672
-10.46217 -5.028229 -23.75846 -4.899431 0.0206464 3.991694
-10.14453 -5.036548 -24.34622 -3.933817 0.01547353 3.963309
-10.23656 -5.13208 -24.29994 -4.416185 0.02862015 3.978966
-10.60046 -5.268658 -24.14571 -4.648962 0.06079065 3.992536
-10.49407 -5.174596 -25.78494 -4.537176 0.009825288 3.982578
-10.29019 -5.112717 -24.16536 -4.633916 0.07967839 3.996391
-9.875092 -5.021332 -23.97405 -4.884073 -0.03424905 3.988037
-10.47748 -5.133793 -24.94648 -5.059343 0.02921058 3.987396
-9.990852 -5.050583 -24.81103 -4.634401 0.150016 3.981096
-10.09007 -5.088346 -24.51865 -4.852717 -0.0334144 3.987875
-9.978029 -5.19779 -23.77875 -4.363427 -0.04897086 3.98517
-10.065 -5.027082 -24.13913 -3.982518 0.07114301 3.988414
-10.49128 -5.108616 -24.88416 -4.735783 0.03480663 3.988532
-10.21494 -4.988244 -23.86623 -4.314676 -0.05005697 3.963034
-10.38966 -4.987212 -24.50354 -4.522727 -0.05023625 3.98139
-10.26465 -5.09082 -23.8543 -5.26071 0.05411936 3.96729
-10.24696 -5.08669 -24.39439 -4.868441 -0.02522929 3.989438
-10.12693 -4.893811 -24.5173 -3.784936 0.03010794 3.993231
-10.39424 -4.953046 -24.82119 -5.228361 -0.01087917 3.966227
-10.39339 -4.947762 -24.89595 -4.85786 0.02342494 3.981305
-10.07267 -4.961201 -22.85731 -4.400623 0.06414645 4.011826
-10.36353 -5.16552 -25.40973 -4.618207 0.05321775 4.004297
-10.58524 -4.924672 -25.38071 -4.443382 0.04531894 3.985435
-10.46024 -5.105925 -24.61753 -4.21593 0.03492864 3.993763
-10.21644 -5.133441 -25.32264 -4.33566 0.02438391 3.991427
-10.30187 -5.023896 -24.58261 -4.360998 0.08045797 3.975825
-10.07257 -5.220298 -24.47358 -4.781979 0.04520009 3.986159
-10.46868 -4.978234 -24.78834 -4.684858 0.06265542 4.003421
-10.0076 -5.000155 -23.3735 -4.442889 0.0243573 3.976907
-9.945348 -5.209074 -23.49846 -4.769894 -0.0135324 3.985592
-10.05668 -4.988707 -24.01847 -5.527565 0.02082774 3.964706
-10.15615 -4.873954 -25.09706 -5.399305 0.07325389 3.957067
-10.06078 -5.106575 -24.87522 -4.566144 0.0624737 3.967499
