p_1 p_2 
0.1743881 0.8256119 
0.1776311 0.8223689 
0.2289188 0.7710812 
0.1904674 0.8095326 
0.2068509 0.7931491 
0.1456381 0.8543619 
0.1924731 0.8075269 
0.1573999 0.8426001 
0.1566657 0.8433343 
0.1517897 0.8482103 
0.1411498 0.8588502 
0.1847943 0.8152057 
0.1871363 0.8128637 
0.1506675 0.8493325 
0.1519294 0.8480706 
0.1552007 0.8447993 
0.1830071 0.8169929 
0.1632755 0.8367245 
0.1507961 0.8492039 
0.1479889 0.8520111 
0.1234423 0.8765577 
0.1700156 0.8299844 
0.1884759 0.8115241 
0.2108296 0.7891704 
0.1842245 0.8157755 
0.1861251 0.8138749 
0.2551641 0.7448359 
0.1531426 0.8468574 
0.2076642 0.7923358 
0.1695504 0.8304496 
0.2348285 0.7651715 
0.2252058 0.7747942 
0.2112239 0.7887761 
0.1225417 0.8774583 
0.1512102 0.8487898 
0.1874232 0.8125768 
0.2258424 0.7741576 
0.2266053 0.7733947 
0.2117226 0.7882774 
0.1899951 0.8100049 
0.1398448 0.8601552 
0.2182319 0.7817681 
0.2055307 0.7944693 
0.2210036 0.7789964 
0.197017 0.802983 
0.2732214 0.7267786 
0.261562 0.738438 
0.1664738 0.8335262 
0.1965915 0.8034085 
0.2606997 0.7393003 
0.2318915 0.7681085 
0.2476664 0.7523336 
0.2180281 0.7819719 
0.1525115 0.8474885 
0.1664841 0.8335159 
0.1738514 0.8261486 
0.3062458 0.6937542 
0.1804171 0.8195829 
0.2810809 0.7189191 
0.1680569 0.8319431 
0.2422215 0.7577785 
0.215848 0.784152 
0.1540642 0.8459358 
0.2481332 0.7518668 
0.1362058 0.8637942 
0.1540714 0.8459286 
0.1823207 0.8176793 
0.2674745 0.7325255 
0.2654342 0.7345658 
0.203853 0.796147 
0.2127413 0.7872587 
0.2662417 0.7337583 
0.1927186 0.8072814 
0.2319428 0.7680572 
0.1451144 0.8548856 
0.2130758 0.7869242 
0.208338 0.791662 
0.1780342 0.8219658 
0.2388803 0.7611197 
0.1678031 0.8321969 
0.251971 0.748029 
0.2122391 0.7877609 
0.2013849 0.7986151 
0.2435402 0.7564598 
0.1981921 0.8018079 
0.2289511 0.7710489 
0.1999877 0.8000123 
0.2581722 0.7418278 
0.2653119 0.7346881 
0.1866955 0.8133045 
0.1923612 0.8076388 
0.1571085 0.8428915 
0.2033394 0.7966606 
0.2360387 0.7639613 
0.2272366 0.7727634 
0.1470946 0.8529054 
0.16495 0.83505 
0.1983172 0.8016828 
0.2034977 0.7965023 
0.1872329 0.8127671 
0.1967731 0.8032269 
0.260732 0.739268 
0.2957967 0.7042033 
0.1878453 0.8121547 
0.1907916 0.8092084 
0.207442 0.792558 
0.3175946 0.6824054 
0.150595 0.849405 
0.194921 0.805079 
0.173779 0.826221 
0.1857964 0.8142036 
0.1704778 0.8295222 
0.243877 0.756123 
0.2021894 0.7978106 
