beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
0.2544184 0.3856358 10.86035 -0.3641446 0.0009680729 0.9969971 1.879315 0.06584385 
0.1871476 -2.711385 8.487174 -3.873269 -0.04900697 1.018003 1.857837 0.06921034 
-20.42242 -24.43381 8.742387 -10.6328 -0.1412607 1.051237 1.869497 0.06287726 
14.85953 12.3309 6.481999 -2.810431 0.09040004 0.9508324 1.923683 0.03964209 
-11.85019 12.91402 -6.524364 -14.37542 0.04532834 0.9491609 1.957814 0.02829562 
-11.64578 -17.95352 8.627798 9.176643 0.1062038 0.9265734 1.894266 0.05867121 
-1.265527 0.7094571 -3.609028 0.6937696 -0.3289442 1.10744 1.957243 0.0302919 
-5.722489 2.949021 5.949748 0.946255 0.1071423 0.9466202 1.906132 0.04817445 
-4.418343 7.362885 5.76443 1.052506 0.005395642 0.9710692 1.923739 0.03958295 
11.45218 11.5504 -6.035851 -8.074871 0.06111854 0.9660265 1.941789 0.02989435 
-0.3557422 0.8303686 7.932691 9.101153 0.1226705 0.9371623 1.88868 0.0568559 
7.916432 -1.857089 6.20102 9.117581 0.06141509 0.9486092 1.925662 0.03995998 
7.575886 -1.778772 -6.925243 -16.13199 0.02121977 0.9718598 1.908996 0.04523312 
-7.057507 1.313087 1.994893 -13.28041 -0.2215023 1.084875 1.927034 0.03644144 
22.41719 20.30972 -13.58592 -1.888728 -0.03124245 1.012634 1.915527 0.04731698 
-12.93526 13.07434 -0.1051914 -6.268486 0.0377232 0.9684542 1.928295 0.03591328 
13.3594 23.89286 6.202087 10.39872 -0.01722598 1.004371 1.916284 0.04091973 
-1.342176 -22.05936 -15.88223 -3.769987 0.01649417 0.9880175 1.951551 0.02138053 
-0.2014123 9.679327 -15.35577 -1.721911 0.009533132 0.9813689 1.939341 0.03263161 
-19.78588 3.611009 -10.88585 -6.037946 0.04852444 0.957574 1.934646 0.03202787 
1.735101 4.876361 -5.639569 22.24642 -0.07170868 1.01706 1.980543 0.01614819 
11.31886 -11.83846 3.905763 -2.851733 -0.07446396 1.037958 1.902677 0.04602602 
5.668742 -5.246059 2.95805 0.1603569 -0.09056747 1.013993 1.935866 0.03476993 
-3.680247 -0.9865449 -1.376886 -4.633802 0.0474093 0.9472524 1.943642 0.03274032 
-12.6034 5.955961 -2.311105 1.495839 -0.09575201 1.035733 1.903746 0.04961742 
12.6242 -14.28693 20.13442 1.230693 0.07375142 0.9463317 1.946372 0.0294548 
4.872002 3.148985 -10.8391 10.53417 0.08771798 0.9622137 1.930351 0.03817869 
