"res" "LCI" "UCI"
-1.9736968641485 -2.37084492896773 -1.63815988438982
-1.94348803022218 -2.35461490193521 -1.59157838220906
-1.86304524307499 -2.23826637761656 -1.51508335230234
-1.72126036744491 -2.01743522312982 -1.42769597340409
-1.6675013726608 -1.97013785394727 -1.36591751940489
-1.60689335606328 -1.90818738670886 -1.30781601779341
-1.21479656195546 -1.47564123382538 -0.977871505245105
-1.12043768208735 -1.36539161892457 -0.910652737505645
-1.0663895932998 -1.27951579950043 -0.864728220970303
-1.0237915735704 -1.23673489331806 -0.821155872746138
-0.987579091932766 -1.20190265178059 -0.788738192299516
-0.945431495279939 -1.15459748386494 -0.745571739436017
-0.905182588586655 -1.09405750836185 -0.711108968308926
-0.84584777202593 -1.04479319294106 -0.665130686311775
-0.821886080655354 -1.01448294800674 -0.641837537725826
-0.794410401923407 -0.98631638193221 -0.621557002769459
-0.777755727079126 -0.967143243918532 -0.607196023194786
-0.761988037780151 -0.948009845785642 -0.592255302884001
-0.748397268836235 -0.929673825705468 -0.580013785279062
-0.736173805776559 -0.917743968195087 -0.570188472109417
-0.722478981773802 -0.900710563783198 -0.558142903482593
-0.711406796277563 -0.888267548727037 -0.548174624465263
-0.693286006570338 -0.864192143972986 -0.534065037221473
-0.674539908549678 -0.842257632695748 -0.513760523430595
-0.654635400015316 -0.821871010233623 -0.493629896715251
-0.638039524953808 -0.80590158328772 -0.476357101674618
-0.624792970902658 -0.795172232578919 -0.457669135330101
-0.613335365809408 -0.781375043236861 -0.442776996075583
-0.602597847840106 -0.769849319006448 -0.433321338251117
-0.587718236711599 -0.756442009645246 -0.418971814334315
-0.575821357063195 -0.74707065125054 -0.407378251162423
-0.563581163492753 -0.731196238625941 -0.393179660929628
-0.553828424666104 -0.725614249489805 -0.383554543699812
-0.542622736262011 -0.715804309362668 -0.371820035762615
-0.525339506600659 -0.691363253551713 -0.359918170503219
-0.510757912598902 -0.678218065512293 -0.344846844498617
-0.496558542209138 -0.665173126674057 -0.330016558752858
-0.483925773669142 -0.645342707433617 -0.31911154073014
-0.466740817227768 -0.62148381310443 -0.3070060854712
-0.452667448045487 -0.607504261437908 -0.293579765492458
-0.434124898631105 -0.591353653601864 -0.276445492607569
-0.418964286724051 -0.576059734518103 -0.259143378992735
-0.404949777558007 -0.562417682438675 -0.244154946244866
-0.389338031251618 -0.544381095399817 -0.22793040364871
-0.370917507916286 -0.52619455777773 -0.211339040047169
-0.356481366898432 -0.513244906740854 -0.199375273985331
-0.341329690781147 -0.49790333631323 -0.184797352091515
-0.328374210979595 -0.484151095506519 -0.172248432836907
-0.315141968314225 -0.469905362314089 -0.156989987126106
-0.303397567309908 -0.457907148211029 -0.145570182353285
-0.290862622806692 -0.444439449390874 -0.132589508904096
-0.278548824252581 -0.433035937572801 -0.115928976779034
-0.266450118058327 -0.419179474500369 -0.106301284154448
-0.254627476481571 -0.407705700058502 -0.0940682749558987
-0.243287412264967 -0.396268225147834 -0.0828197215079095
-0.231908326802922 -0.384469163778713 -0.074273421803674
-0.219690755808748 -0.372727096637811 -0.0570038275253318
-0.207322119683493 -0.359589659996808 -0.0458519570680166
-0.194288002068609 -0.346472640177696 -0.0345017757593864
-0.181670432056546 -0.336077300839195 -0.019872660968105
-0.167930076490204 -0.322690301347083 -0.00414777184959715
-0.155177503071916 -0.309137886942077 0.0115328590535363
-0.140473066360434 -0.29489726193743 0.0270664051846193
-0.125125583532454 -0.280176909745436 0.0453732478061064
-0.111742109226849 -0.265762461206712 0.0564532843847989
-0.0938070419465969 -0.252562046067705 0.0739831143797092
-0.0817195109615443 -0.239130246764287 0.0885174996170359
-0.0670109179536888 -0.225841886084612 0.105023151147136
-0.0533763446437593 -0.210715788250132 0.113271208934092
-0.0364489295124569 -0.191174483037 0.128730651177275
-0.0191455455847946 -0.173123663829047 0.142266208010229
0.00603776164137714 -0.153732680709777 0.166003968240805
0.0206997500442632 -0.143801990782926 0.183020584278988
0.0306136646371649 -0.133939513334219 0.194590849607764
0.0431091163460932 -0.122891133019095 0.208284509444589
0.0575892554467743 -0.112205280581412 0.223809435589395
0.0688062221827502 -0.101089508403424 0.239199977059445
0.0783147443706983 -0.0931496314968944 0.251740227219371
0.0874906724165194 -0.0837736107698502 0.259617298987424
0.0991936678106518 -0.0677107399323875 0.271744286435285
0.111810535243819 -0.0565094478283027 0.282347265200547
0.12313387523586 -0.0453556938848125 0.294723374270887
0.132585990200025 -0.0345169887189886 0.305563180742998
0.145849256337416 -0.0173925609427731 0.316488899542287
0.161457730327587 -0.0020647128321977 0.327950298274787
0.177476324349069 0.0140906440522937 0.340019842196256
