Delta_1 Delta_2 Delta_3 Delta_4 
14.72881 -2.73822 -0.02743361 0.0474415 
-6.445907 25.43561 -0.0285642 0.01548403 
0.5138881 -27.87721 -0.04772529 0.01311897 
5.490246 3.52462 -0.02795012 -0.01801407 
18.03063 -1.932386 0.02151962 -0.01486628 
6.015143 10.09685 -0.015505 -0.006604759 
-0.5438523 -2.320059 -0.09170021 -0.0236078 
1.119662 1.063544 -0.007066558 0.01083536 
-2.142372 8.96139 -0.08312294 -0.008190334 
0.2429601 -5.203378 -0.02496352 0.005109727 
-5.188335 11.103 -0.006350433 -0.008411248 
-3.371903 -16.30866 -0.1561081 0.0137849 
2.7535 -18.79013 0.00443906 0.002039347 
7.142006 -9.610449 -0.04533451 -0.02073414 
12.83715 -1.334492 -0.07097915 -0.01769429 
-7.14561 -7.9002 -0.01284719 0.006239571 
-1.642123 -7.155415 -0.0203803 0.007266964 
-13.52848 -3.827774 0.04220107 -0.01820352 
-1.942941 5.434415 -0.04177039 -0.008927926 
9.990252 -20.29164 -0.04349561 -0.02170013 
-7.026162 4.417362 0.03273015 0.01664101 
-1.893356 -6.692944 0.03000522 -0.02321829 
-6.461399 0.7692412 -0.1295349 0.02039485 
-0.3707703 3.746404 0.01687291 -0.00183368 
2.127112 8.582522 -0.08132656 0.01867107 
-11.09428 -0.9205221 -0.1054843 -0.002467583 
-1.456397 11.1886 -0.01578632 0.01364006 
21.38092 0.4863484 -0.03056941 0.007500842 
8.779988 2.245492 -0.01848903 -0.01826455 
-9.387496 -8.587938 -0.09582441 0.001783766 
-12.13235 -4.637778 0.00522908 -0.04160304 
9.276615 -21.23597 -0.06595277 -0.01685552 
-1.3583 5.148824 -0.03620929 -0.01373622 
23.91319 7.101159 -0.04942876 0.01502694 
-2.606369 -9.831175 -0.0162129 0.00140357 
17.46986 -2.663973 -0.0311662 0.00453522 
-3.628525 1.133012 -0.05343457 -0.003123809 
3.639639 -1.360892 0.02493243 0.005762694 
4.477264 -2.768853 -0.04410606 -0.001330277 
1.622185 5.171228 0.05841913 -0.03075021 
-6.362096 -4.369113 -0.1086301 -0.01377592 
5.127059 0.1032378 0.05170127 -0.003777916 
-18.95037 8.371471 -0.05136274 -0.01042696 
7.535118 6.792588 -0.002722991 -0.02035726 
-4.456376 10.69071 0.04289999 0.0194867 
2.141873 3.959055 -0.01211254 -0.002811387 
14.15491 3.66681 -0.01677722 -0.0270453 
15.53912 6.917885 0.08043795 -0.004848261 
14.0453 -4.861323 -0.04745382 -0.007859499 
6.588548 8.797322 -0.04235399 -0.009313918 
6.997755 18.16938 -0.03428412 0.005492082 
-14.3886 -6.653096 -0.008477658 0.0112959 
9.006071 7.496737 -0.06782359 -0.03347585 
24.12476 9.098818 -0.07276801 -0.0008921918 
4.735746 -1.221846 -0.02852318 -0.0103528 
-8.843797 -6.552246 0.1148735 0.009452578 
7.754971 -13.07486 0.007966907 -0.01156958 
7.505679 2.104795 -0.04078025 0.0001517862 
-9.358307 -7.707135 -0.123646 -0.01927151 
15.24269 -11.87611 -0.0329896 0.002435042 
17.59977 2.955092 -0.07256296 0.001066127 
-10.92286 -10.10519 -0.0925916 0.02229345 
12.66057 8.940522 0.007338545 -0.0265874 
2.067156 3.071402 -0.1069252 -0.008696111 
12.72233 10.03777 -0.08635098 0.0003313723 
7.653321 9.07118 0.01604802 -0.006743894 
-0.2451059 6.104319 -0.02686243 0.01085981 
7.021602 5.621578 0.09092631 -0.01221116 
5.941006 8.39038 0.006604551 0.009506206 
-5.917453 5.664118 -0.100248 0.01165602 
-6.652531 2.704876 -0.03356674 -0.005400867 
3.078986 -0.05891022 -0.03846583 -0.02676388 
7.25172 -12.09241 -0.03650879 -0.02639529 
-4.068423 -10.80481 0.09939961 0.01024709 
