Delta_1 Delta_2 
4.404754 -2.955184 
3.449807 -3.327701 
3.806904 -3.184245 
3.227191 -3.2005 
3.584399 -2.721864 
1.418513 -2.451485 
3.819179 -2.097119 
4.026674 -2.205255 
2.90561 -1.860201 
2.545306 -2.246769 
3.77424 -2.215333 
4.609075 -2.408437 
5.078 -2.417782 
5.331599 -2.754053 
6.992778 -2.517277 
6.117604 -2.478973 
3.130068 -2.590149 
4.567622 -2.240297 
5.138307 -2.073855 
5.899709 -1.767793 
4.830151 -1.772006 
5.375749 -1.872372 
6.579649 -2.287466 
3.612424 -2.196556 
4.315639 -2.379997 
4.442056 -2.226689 
4.663456 -3.003619 
5.751613 -2.459113 
4.953082 -2.233974 
5.48007 -2.386262 
3.483031 -2.425402 
2.750436 -2.456811 
2.114351 -2.488824 
1.160876 -1.956994 
2.510601 -2.066702 
3.477842 -1.965772 
0.581987 -2.21476 
2.881406 -2.24367 
2.750845 -1.933759 
2.62258 -2.194811 
2.9452 -2.378633 
3.237204 -2.899072 
3.025767 -2.457048 
5.453096 -2.815549 
5.37297 -3.105066 
3.274491 -2.17431 
3.070089 -1.704858 
5.227796 -2.105717 
4.008703 -2.234262 
4.233882 -2.086764 
6.04768 -2.228869 
5.670108 -1.993813 
6.670716 -2.548609 
8.536158 -2.325941 
8.573089 -2.343292 
10.06152 -2.089145 
10.44849 -1.899203 
7.658045 -1.679325 
7.598957 -2.102298 
6.806785 -2.939262 
5.903865 -3.18381 
6.731218 -3.055434 
7.49394 -2.467918 
4.298722 -2.662061 
4.143416 -2.428316 
4.247073 -2.38673 
4.283674 -2.276411 
3.072951 -2.344817 
4.104304 -2.414547 
4.379249 -2.911344 
5.875084 -3.151206 
5.744872 -3.134612 
3.419684 -2.716581 
4.165641 -2.792973 
6.187156 -2.820696 
7.461761 -2.573684 
5.144421 -2.847988 
5.348599 -3.123525 
6.407735 -2.887747 
5.948318 -2.510995 
5.562226 -2.689025 
5.438203 -2.065853 
3.221529 -1.51456 
1.785809 -1.606716 
1.816462 -1.223295 
1.391095 -1.26065 
1.783883 -1.250486 
2.179549 -1.199462 
1.831217 -2.036548 
2.456451 -1.624155 
2.690622 -1.787662 
6.058124 -2.935561 
5.281396 -2.594318 
4.932787 -2.602854 
4.412235 -2.602391 
4.546648 -1.910488 
7.472798 -2.187445 
6.907794 -2.408577 
3.270934 -3.097278 
3.982874 -2.28446 
4.673702 -2.60809 
5.017999 -2.594194 
5.260521 -3.282933 
4.685205 -3.158584 
3.332079 -3.680591 
4.0462 -2.200459 
4.725865 -1.922319 
3.822522 -2.448635 
2.166705 -2.449917 
6.331539 -2.190206 
6.889552 -1.304139 
6.739736 -2.204313 
6.59378 -1.960696 
6.040485 -1.969396 
4.576443 -1.936901 
2.791868 -2.102012 
3.239967 -2.138526 
3.518588 -2.572279 
3.171374 -2.901715 
3.222895 -2.505968 
3.69122 -2.668442 
4.040556 -2.464872 
3.434121 -2.220981 
3.208423 -2.186722 
2.919096 -1.744386 
2.443713 -2.007233 
3.29184 -2.278125 
2.591307 -2.660849 
3.623197 -2.844344 
2.469697 -2.704016 
3.562395 -2.53373 
6.76549 -2.642729 
6.99423 -2.532287 
5.298549 -2.411186 
4.547406 -2.554283 
3.673774 -2.934984 
3.938405 -2.53394 
2.279424 -2.60412 
5.178813 -1.665705 
7.424952 -2.17381 
5.780011 -2.482298 
3.997059 -2.567146 
4.750667 -3.506439 
5.86518 -2.687982 
5.870641 -3.149012 
2.750386 -2.631114 
2.21033 -2.727224 
4.492973 -3.005312 
5.83738 -3.685518 
3.918875 -4.014926 
1.149938 -4.321353 
5.904841 -4.106503 
9.40255 -4.486175 
8.170545 -3.422114 
7.326704 -3.791681 
5.602436 -3.914457 
6.302684 -3.873073 
4.203389 -3.265292 
6.951739 -2.318639 
5.199915 -1.90667 
3.25465 -2.045574 
3.367958 -2.701917 
5.531283 -2.535372 
7.299348 -2.398314 
6.368702 -2.859337 
5.916114 -1.669444 
4.845289 -2.122627 
