Delta_1 Delta_2 Delta_3 Delta_4 
-3.33348 0.7764916 2.30634 1.405825 
-3.937068 -10.80696 4.159312 -0.2562425 
-3.629365 24.20807 -1.727587 -1.230654 
-2.823746 5.591359 -3.507703 -1.544661 
-3.056733 3.580015 0.9523355 -0.3523478 
-3.209361 -12.31054 -1.604027 -0.06577382 
-3.257819 -2.677865 -2.62109 -0.9084033 
-3.535303 -7.355378 0.7300644 -0.6931745 
-3.658716 1.170144 0.8936499 -0.2049574 
-2.269265 0.9325072 0.7052865 0.4878518 
-2.201944 2.38499 -2.065861 -0.3318639 
-3.009135 -14.49832 1.487766 -0.2240596 
-3.129245 -11.01975 0.6285616 -2.452932 
-2.502834 12.34919 0.7331901 -0.2435217 
-3.028479 -5.298796 -0.09825778 0.07193433 
-2.844512 -12.56993 0.492251 0.2507045 
-2.995565 6.755815 -0.1845089 -2.750829 
-3.655014 14.65726 -2.634559 3.538888 
-4.998178 0.5503435 0.829002 -0.1138957 
-4.72044 23.30134 -0.2319776 0.1900892 
-3.347656 -0.2525748 -2.940451 -0.7168527 
-3.33555 -8.01361 -3.004334 -0.2749123 
-3.542836 8.749566 -1.963099 -0.4717558 
-3.414947 8.238602 -0.2842224 -0.1593648 
-3.41539 1.333051 -1.10949 -4.69767 
-2.630981 2.113825 -0.6447283 -5.666656 
-2.258552 16.36319 2.543605 -4.655888 
-2.248012 -0.1314156 1.720961 -5.315253 
-1.753977 0.8885336 -4.486743 6.168637 
-1.650518 0.4328104 -1.415115 4.394143 
-2.057949 -0.2350448 0.286985 11.13205 
-2.838811 1.199715 1.536421 5.139246 
-2.772529 -1.676912 0.597026 5.158776 
-1.704088 -2.725925 -0.741874 -0.7748029 
-2.932911 0.8662953 -1.625199 -8.433168 
-2.734842 -2.840651 -0.5696526 8.534816 
-2.995432 -2.014861 0.2399313 -0.5866805 
-3.189089 -2.43804 0.6399703 -11.30508 
-3.857202 -1.155057 -0.1806981 -12.66708 
-4.367044 -1.236826 1.098101 1.555859 
-3.526425 0.9786373 -0.7001386 18.86946 
-3.197276 -0.9249355 -1.061269 11.1034 
-3.509971 -0.05392591 -0.4350873 0.08396181 
-3.228895 -0.4162569 0.2250058 6.289707 
-3.848016 -1.978031 0.2734259 -0.4641346 
-3.995716 -1.806648 0.3253177 -8.888514 
-4.218626 2.503015 0.05146326 18.28558 
-3.857185 -2.396453 -1.270789 -25.93521 
-3.201785 -1.954706 -0.03169925 0.9890521 
-3.219711 -0.1094502 0.9100484 2.701746 
-2.377386 -1.339239 -0.08430945 -22.27772 
-2.582042 -0.04408256 -0.2435953 21.2452 
-2.38233 0.7135024 -0.4811091 4.914913 
-2.335782 0.6060464 0.694708 1.021594 
-3.365275 1.229824 -2.012019 -23.88222 
-3.453583 -2.360057 -1.933277 -25.57922 
-3.857647 -0.2066775 -0.5311411 -8.836512 
-3.41104 0.3682066 -0.1088655 2.103772 
-3.236028 0.5298443 -0.26223 0.774293 
-2.871897 -0.5501822 -0.8963475 -7.697831 
