beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-30.56942 -4.030794 1.980744 -5.738676 16.43411 3.335768 28.79204 4.983778 
-29.93995 -3.777688 -2.723662 -8.875116 16.34514 4.854432 29.50846 3.612185 
-30.943 -3.809671 -15.96925 -9.105394 15.50196 4.006618 27.34146 4.402001 
-30.94026 -3.792451 11.04142 21.3727 13.21694 3.04013 27.52497 4.832342 
-29.26653 -3.880003 3.525518 6.960012 16.16891 4.26882 29.30598 4.381358 
-29.74983 -3.871609 2.791785 -7.186964 14.85075 4.502153 29.04165 4.670575 
-29.95827 -3.940739 3.089428 4.826637 15.00085 3.7623 28.97091 3.739753 
-30.54431 -3.850576 -4.876715 7.511735 15.99151 2.677529 28.04788 4.589829 
-29.78674 -3.829975 0.2133452 -8.747638 15.50246 4.397233 29.01144 5.008272 
-29.68257 -3.805766 16.41686 5.089224 16.30873 1.901167 30.11543 4.232881 
-29.65832 -3.890328 -9.377056 -12.03573 14.55552 4.380389 28.89513 4.430089 
-30.54445 -3.941027 -3.158168 -6.549799 16.75761 2.115153 28.82016 4.476501 
-29.52668 -3.698171 5.787574 18.00805 15.55921 3.186829 27.18957 5.822909 
-30.01877 -3.650557 -10.41359 4.473529 15.21078 3.953318 29.02397 4.229998 
-29.9443 -3.929506 -2.350028 7.157301 15.34126 4.311051 28.64739 4.697031 
-29.4945 -3.753277 -7.228369 15.2149 15.69996 3.199466 29.59459 3.892441 
-30.20627 -4.30837 -7.100693 -2.863965 15.64701 3.091406 26.44783 4.745472 
-29.94504 -3.636972 -7.206704 -2.46254 15.06133 4.03881 30.65415 5.835277 
-30.49874 -3.980306 6.497573 11.74546 15.68774 3.494612 29.03019 4.245593 
-30.46861 -3.833179 -23.21471 -9.980018 14.96185 4.684997 29.47454 3.865749 
-29.85905 -3.961825 -3.708752 -23.46816 15.30712 4.703587 28.87475 4.435398 
-30.15406 -3.95871 6.990259 -4.690423 14.24711 3.68748 29.26689 4.182461 
-29.94632 -3.921877 -13.00632 20.3468 14.86227 4.112365 29.61229 3.740541 
-30.09287 -3.957196 10.29238 8.280396 15.51584 4.260722 29.08613 4.690781 
-29.60041 -3.712863 17.36598 -4.4929 15.46069 4.757896 27.37472 2.984918 
-29.69496 -3.961837 6.855219 -8.950339 15.23013 3.827988 23.62983 4.982548 
-29.34155 -3.677769 7.016552 7.988453 16.76098 1.775973 26.1496 2.466431 
-30.3044 -3.724397 15.4803 2.991464 10.00147 -17.92635 21.14323 7.349686 
-29.45088 -3.7424 15.94544 3.652092 27.2292 1.020956 17.3852 0.5398854 
-51.51148 -3.86444 21.71657 3.041844 8.370305 4.546016 28.27924 17.61286 
-30.19931 -3.8322 15.11493 2.688756 29.67607 3.780403 -17.65194 -2.719049 
-29.43678 -3.888521 15.73721 2.982603 31.1594 2.874276 4.516419 2.912286 
-29.52403 -3.951649 14.88121 3.219645 29.84569 3.491809 -5.893922 -4.746101 
-30.03237 -3.832843 12.31986 4.438154 28.62952 3.94127 9.726865 23.4355 
-30.21393 -3.905721 16.15614 3.353018 26.37337 7.008752 7.956296 -10.60076 
-29.70437 -3.840261 14.76993 3.567142 29.34695 3.685101 3.306161 -6.274183 
-30.43255 -4.094585 14.54896 4.478763 29.38823 4.172832 2.536318 -0.04670209 
-29.91998 -3.673426 14.73386 4.32741 29.68232 3.474984 -1.984983 0.5928574 
-29.89354 -3.850956 15.22619 4.503052 28.77634 4.585548 -8.008015 -5.750313 
-29.93675 -4.095978 15.20834 4.31918 28.70579 5.148859 -6.125223 4.289015 
-29.97737 -4.073296 16.0182 4.009047 29.21268 4.370085 -11.13305 -11.04928 
-30.10546 -3.959716 14.7282 4.51681 29.15762 4.349746 -1.390734 0.539084 
-30.24606 -3.874828 15.63672 2.955342 27.52386 4.063566 -16.2763 5.359627 
-30.43726 -3.786006 14.99909 3.265779 29.13629 4.256767 10.33245 20.19324 
-29.84504 -3.89396 14.21054 4.384755 29.23109 3.908583 -5.082009 17.19281 
-29.77516 -3.981408 16.43004 4.701165 29.43318 4.38839 5.31052 11.47807 
-29.66682 -3.954233 16.52324 3.570535 29.00758 4.083343 0.5911164 1.887336 
-30.17124 -4.00965 14.64965 4.287544 28.34528 4.858657 16.17872 -13.39141 
-30.21596 -4.012983 14.99512 4.217561 29.63818 3.551685 -16.33789 12.23937 
-29.82113 -3.899351 15.75983 3.76753 29.20661 5.533829 2.912245 -12.94115 
-29.8019 -3.917192 15.42623 3.747903 29.09151 3.699418 4.893399 25.52273 
-30.18657 -3.933173 14.92788 3.337701 29.21515 4.039798 -13.08468 2.297404 
-30.02314 -4.143652 15.96928 1.830146 28.78231 4.905497 -15.35514 -8.6553 
-29.60218 -3.608084 15.01407 3.645527 29.85453 4.749312 -7.73876 -9.693867 
-30.39175 -3.976635 16.16468 3.515364 27.61736 4.576797 3.619763 6.106536 
-30.42005 -3.870761 14.33523 4.562437 28.19822 5.149815 -2.981598 -11.32065 
-30.75263 -4.168789 15.27321 2.451889 28.39348 5.232254 -19.37089 15.66059 
-29.93072 -3.789227 15.69334 3.798506 29.11731 4.387139 -12.97984 10.6956 
-30.00283 -3.948667 15.67453 3.873957 28.70081 5.042207 -11.59972 2.875657 
-29.71028 -3.869969 15.67285 3.267201 28.34376 4.770759 7.833984 -0.3091495 
-29.88765 -4.184889 15.8424 4.121054 28.83216 4.69221 -1.293056 15.83639 
-30.34143 -4.066708 14.86446 5.118578 30.49012 3.581712 -5.232504 11.22289 
-29.80447 -3.907104 15.36662 3.672421 29.46382 4.526565 -11.85672 0.4706905 
-30.17203 -3.955067 15.89794 3.603728 29.11335 2.185977 16.48023 -0.9934137 
-29.46075 -3.848116 16.04068 3.73098 28.88093 4.770067 6.659902 4.596072 
-30.15546 -3.833493 15.64833 2.999532 29.48741 4.391703 -13.09807 -3.890346 
-29.841 -3.883641 16.11978 2.730901 28.9926 4.570625 -13.25894 -0.4260738 
-30.38999 -3.749417 16.15899 3.208046 29.0195 5.281891 3.256532 0.299648 
-29.54081 -4.020034 14.45576 4.319465 28.80604 4.570664 -7.30268 -0.06422929 
-31.45218 -3.827614 15.68856 4.41367 29.40796 4.55839 10.37532 -5.843761 
-30.4984 -4.032724 14.64589 3.874759 28.00406 5.221775 -0.7730095 -2.715901 
-30.08898 -3.859409 15.70902 4.006724 29.3856 5.361958 -13.48423 -9.501939 
-29.27318 -3.790782 15.2387 3.733982 24.51152 8.580058 -11.10424 -2.68987 
-29.98393 -3.973992 15.774 2.721715 8.913972 2.811054 29.47975 4.443927 
-29.24327 -4.028583 15.67671 3.868035 9.384687 -1.574606 28.98648 4.818252 
