"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-29.927 -3.879325 14.40166 4.090789 29.86754 3.91368
-30.31991 -3.846279 14.66957 4.166431 30.51743 4.001781
-30.01175 -3.805942 14.84426 4.038884 30.03281 3.908755
-29.93579 -3.92793 14.61639 3.909754 30.5419 3.965033
-30.23764 -3.935448 14.50674 3.97447 30.28066 4.053328
-30.07642 -3.789689 14.57871 4.038899 30.54104 3.917559
-30.15099 -3.899244 14.63459 4.045804 30.39498 4.056111
-29.82562 -3.94211 14.67798 3.89295 30.24398 3.959987
-29.9563 -3.965967 14.60299 4.000413 30.25397 3.863943
-29.94622 -3.924993 14.71476 3.931313 29.92929 3.817999
-30.0184 -3.909251 14.65133 4.07081 30.1103 3.987119
-30.29557 -3.882839 14.28038 4.063858 30.27188 4.000468
-29.93534 -3.887281 14.36728 4.038222 29.90021 3.961524
-29.84526 -3.917739 14.59325 4.013147 30.07514 4.003869
-30.0408 -3.94488 14.76145 3.974406 29.92148 3.884659
-30.18941 -3.868375 14.58186 4.13768 30.03461 4.070559
-30.28515 -3.841766 14.47568 4.062282 30.12309 4.018333
-30.04205 -3.830235 14.47338 4.249474 29.87965 3.902474
-30.00356 -3.962319 14.72505 4.041904 30.44689 3.986332
-30.06666 -3.884049 14.42687 4.018019 30.14468 3.844452
-30.3023 -3.90896 14.66042 4.036755 30.25532 3.879567
-30.0418 -3.919717 14.90451 4.052149 30.12766 3.874876
-30.06105 -3.822306 14.78672 4.015354 30.24913 3.917129
-30.18954 -3.906334 14.98392 4.120933 30.14624 3.959148
-29.97142 -3.969515 14.83767 3.980425 30.01165 3.956425
-30.05235 -3.785588 14.63466 3.995166 30.41674 4.030021
-29.96567 -3.921747 14.62811 3.986108 30.34899 3.992148
-29.86602 -3.905196 14.86388 3.953706 30.04996 3.995833
-30.10967 -3.894605 14.94407 3.98298 29.94159 3.855561
-30.33808 -3.948304 14.78657 4.034035 30.04268 4.06929
-30.06779 -3.968802 14.79152 4.040542 30.09694 4.043117
-29.91599 -3.944986 14.82342 4.114815 29.85051 3.978367
-30.15798 -3.879653 14.36318 4.020205 30.14265 4.039242
-29.90958 -3.875902 14.53793 3.95835 30.16905 3.692861
-30.08467 -3.903606 14.4389 3.940509 30.24583 3.994835
-30.1916 -3.870793 14.63088 3.886836 30.28462 3.950294
-30.0468 -3.93705 14.47608 3.997912 30.36292 4.008355
-29.9562 -4.004509 14.39926 4.062679 30.07188 4.047099
-30.07243 -3.910909 14.56966 4.051434 30.05889 4.030947
-30.16275 -3.9857 14.43363 4.240711 30.14544 3.955664
-30.02167 -3.856751 14.60473 3.962649 30.14329 4.067463
-30.15015 -3.93855 14.73744 4.057777 29.96767 3.835619
-30.17425 -3.950969 14.6354 3.961426 30.09263 3.921743
-30.15616 -3.879076 14.83251 4.036783 30.28556 3.900622
-30.09699 -3.884523 15.0373 4.088141 30.15051 3.791193
-30.05849 -3.843981 14.33033 4.028606 29.99626 3.944547
-30.13135 -3.818739 14.48461 4.099446 30.26231 3.991512
-29.86585 -3.940225 14.61974 4.198904 30.32591 3.949405
-29.88987 -3.998252 14.74117 4.149312 30.40756 3.956333
-29.9954 -3.910832 14.83433 4.018912 30.17665 3.91624
-30.16748 -3.887625 14.75074 3.972882 30.19724 3.878046
-30.25005 -3.874925 14.55236 4.126929 30.10723 3.976537
-30.16061 -3.951608 14.60822 4.002133 30.02541 3.620104
-30.0548 -3.969838 14.58353 4.100159 30.17078 4.029876
-30.2208 -3.891102 14.89771 4.052613 29.99627 4.004457
-30.19078 -3.798153 14.39146 3.842934 30.42963 4.034067
-30.0677 -3.862147 14.53234 4.059805 30.3139 4.003902
-30.20875 -3.926523 14.55604 4.039481 30.36196 3.965285
-30.25287 -3.929112 14.78443 4.067536 29.94948 3.879392
-30.07434 -3.944582 14.81682 4.021452 29.84087 4.007889
-29.98498 -3.945129 14.75412 3.887074 29.96656 3.908522
-30.15504 -3.910041 14.61463 3.943732 30.14052 3.974751
-29.96458 -3.905037 14.85525 4.141594 30.12566 3.885668
-29.92612 -3.870606 14.85784 4.060462 30.01087 3.777927
-30.13107 -3.92111 14.69091 4.011204 30.10855 3.968017
-30.35135 -3.882579 14.73831 3.987295 30.26334 4.006506
-29.93309 -3.960184 14.92409 4.026483 30.11423 3.986117
-30.00998 -3.848773 14.69927 4.00238 30.2049 3.753652
-30.06871 -3.853469 14.72949 4.052116 30.08175 3.869507
-30.05259 -3.85113 14.76766 3.981216 30.11862 4.043541
-29.85808 -3.856857 14.76278 3.964892 30.00401 3.957695
-29.95228 -3.892391 14.84675 4.072355 30.23305 3.983219
-30.5581 -3.859405 14.4235 3.93838 30.37892 3.996684
-30.17847 -3.938805 14.56505 4.045956 30.08982 4.081859
-30.03808 -3.89248 14.58146 4.012061 30.23476 3.971813
-30.03497 -3.822803 14.48832 4.103885 30.13386 3.789983
-29.99839 -3.815215 14.65049 3.893121 30.17475 3.947292
-30.29152 -3.904358 14.55931 3.983719 30.03794 3.957607
-30.18855 -3.874536 14.52098 3.97701 30.04943 4.014107
-30.11519 -3.869087 14.74574 3.804858 29.9933 4.097199
-30.35646 -3.89504 14.61162 4.013278 30.00854 3.979906
-30.12152 -3.802958 14.80033 4.062092 30.35017 3.882568
-30.16127 -4.004529 14.5426 3.881436 30.12086 3.92643
-29.89787 -3.861798 14.94707 4.132065 30.10953 3.994043
-30.06876 -3.907711 14.96415 3.970727 30.35002 4.029671
-30.28881 -3.883139 14.80664 4.183055 29.9815 4.03969
-30.01198 -3.894807 14.39763 3.996198 30.07014 3.993762
-30.18278 -4.008237 14.20339 3.814099 29.95772 3.974723
-30.31031 -3.842251 14.33752 4.050486 29.86819 4.011543
-30.03435 -3.935948 14.67983 4.131201 29.97593 3.965622
-30.10951 -3.98053 14.67812 3.971274 30.21712 3.946848
-30.32096 -3.927731 14.69006 4.007358 30.02807 3.899469
-29.94291 -3.814739 14.78652 4.091757 29.75494 4.08047
-30.16825 -3.85997 14.50911 3.95838 29.83197 3.924101
-30.00488 -3.975963 14.87498 4.036849 30.2091 4.04558
-29.96856 -4.029602 14.88214 4.089055 30.11489 3.962707
-30.12186 -3.920323 14.76778 4.083207 30.22479 3.898283
-30.08373 -3.917525 14.47799 4.046684 30.15586 4.132131
-30.38084 -3.989741 14.38183 4.054675 30.17246 4.023943
-30.1262 -3.920739 14.84066 4.136265 29.98096 4.130349
