Delta_1 Delta_2 
1.160256 -7.658058 
1.208385 -5.109973 
1.070432 -5.275703 
0.9647598 -5.880452 
0.9037062 -4.695283 
0.687116 -4.578582 
0.6974513 -5.644341 
0.5808434 -4.336485 
0.5722174 -4.634519 
0.8357248 -4.297455 
0.8963094 -2.87086 
0.7929677 -4.601826 
0.4903512 -2.384128 
0.4694023 -2.258392 
0.5793526 -2.352976 
0.6280112 -1.766268 
0.6464283 -3.047751 
0.7059155 -4.090966 
0.5567049 -2.407693 
0.6758666 -3.732578 
0.6207714 -6.594954 
0.6470445 -5.473002 
0.4257228 -3.859326 
0.4591035 -1.876716 
0.4767655 -2.13616 
0.4842998 -2.385905 
0.6947208 -2.933473 
0.8290536 -3.173628 
0.9005919 -1.724384 
0.6579787 -1.865348 
0.6626644 -3.528989 
0.6504912 -5.54821 
0.697678 -6.106838 
0.6832741 -5.879402 
0.7237269 -5.08729 
0.9159686 -5.743916 
0.8143033 -4.807507 
0.9208102 -5.638812 
0.8747372 -1.368251 
1.052899 6.414706 
1.126382 9.389103 
1.013316 -0.7712511 
1.014456 9.505044 
0.9786094 -4.686325 
0.8890184 -6.186053 
0.7789665 -7.046581 
0.7123751 -5.577143 
0.8364799 -5.971999 
1.287184 -7.748924 
1.463062 -6.507853 
1.202804 -8.418968 
1.348102 -8.755879 
1.178341 -9.333799 
1.085514 -8.120322 
0.873444 -7.448932 
0.9306418 -5.620291 
0.8104801 -5.239776 
0.9264992 -6.029108 
0.6644935 -3.93891 
0.712053 -4.569249 
0.8692148 -4.74091 
0.6990701 -4.548293 
0.518344 -4.445688 
0.5065489 -4.446398 
0.6050972 -4.390787 
0.7515122 -3.726551 
0.7534921 -2.87293 
0.627432 -3.541308 
0.5724308 -4.938841 
0.5830133 -3.399732 
0.6295586 -3.527377 
0.5168746 -3.551682 
0.5395057 -3.691804 
0.5480248 -4.972842 
0.8413036 -4.09084 
0.8421738 -3.731562 
0.8905254 -5.009426 
0.6886052 -2.611018 
0.5327642 -4.73287 
0.6126045 -4.238048 
0.6627469 -4.979743 
0.666168 -3.716006 
0.5737479 -3.143369 
0.6679543 -3.080736 
0.7159244 -2.423703 
0.7008696 -3.326462 
0.8838779 -4.340062 
1.060283 -7.08468 
0.7517369 -10.23723 
0.8743721 -2.82796 
0.7484858 -2.654886 
0.889812 -2.153837 
0.7401488 -3.635937 
0.7306854 -3.890283 
0.8085531 -4.9893 
1.065344 -4.820765 
1.094982 -7.801206 
0.9387628 -5.182898 
0.839139 -4.62985 
0.8591567 -3.408335 
0.8482245 -3.613938 
0.8368224 -3.859155 
0.7257187 -3.823173 
0.8012495 -2.912603 
0.6840084 -2.564605 
0.7710869 -5.570986 
0.9125618 -6.202421 
0.7673256 -5.218735 
0.6609901 -5.542204 
0.6692029 -7.658038 
0.6637869 -7.265163 
0.8758243 -4.560543 
0.8186254 -3.76827 
0.4832316 -3.515102 
0.5067754 -2.991597 
0.5804991 -2.30303 
0.5873685 -3.537406 
0.5402607 -2.726595 
0.7453014 -3.80622 
0.8254076 -3.219479 
0.9638249 -3.369874 
0.9008008 -3.188898 
0.8000743 -4.385396 
0.6600244 -3.776083 
0.6988179 -3.768919 
0.7862888 -2.181418 
0.8682191 3.381037 
0.9025559 6.090006 
0.7604363 10.47275 
0.8050186 4.961952 
0.7598038 -3.671825 
0.9772638 -3.981891 
0.8711775 -3.330116 
0.8881102 -3.674999 
0.8133991 -3.465796 
0.8258103 -4.724513 
0.6674879 -3.390539 
0.732106 -4.2137 
0.7116516 -4.25293 
0.6105923 -4.170706 
0.6182686 -2.634759 
0.4892016 -4.113726 
0.6031829 -3.58423 
0.7601173 -4.253155 
0.747438 -3.842992 
0.7068342 -3.795133 
0.6199666 -3.093005 
0.796178 -2.556158 
0.689796 -4.373463 
0.7037711 -5.666326 
0.5988953 -7.478162 
0.5802899 -7.079981 
0.5626855 -3.554736 
0.6755293 0.4250631 
0.7620611 -1.696494 
0.7499662 -2.095662 
0.9472766 -3.598316 
0.9083339 -3.710447 
0.6841882 -7.479046 
0.74846 -7.245531 
0.8930662 -5.123344 
0.6651574 -4.454419 
0.6782851 -6.038461 
0.8415621 -4.765504 
0.8480685 -4.660944 
1.049913 -6.967517 
1.038379 -7.034588 
1.027061 -5.455887 
0.9718048 -3.77131 
0.7231233 -3.161955 
0.7230891 -2.988145 
0.8041339 -4.536636 
0.6795414 -3.298473 
0.7049967 -2.679469 
0.8942308 -4.460836 
0.8656703 -6.817687 
0.7568574 -7.234196 
0.7373081 -5.64376 
0.8505373 -6.3263 
0.6316429 -6.749829 
0.6919016 -5.747207 
0.7315812 -4.183128 
0.739836 -0.7569648 
0.7006666 -1.040055 
0.7215604 -1.818601 
0.6154466 -1.635481 
0.6968927 -3.371836 
0.7600534 -3.238641 
0.8554948 -2.821265 
0.9834102 -5.300827 
0.7415385 -6.017769 
0.8641085 -3.52251 
0.8414865 -4.611134 
0.59266 -5.556322 
0.7607772 -4.330407 
0.7819052 -3.510118 
0.6673232 -3.808863 
0.7962673 -3.461588 
0.6203179 -1.734773 
0.676438 -1.5656 
0.620772 -2.10892 
0.5328421 -1.546272 
0.5200221 -2.451739 
0.6352133 -2.632216 
0.7079383 -2.126718 
0.6745175 -2.524728 
0.753691 -1.02769 
0.772007 -4.772541 
0.8297031 1.148632 
0.7741812 -6.617177 
0.884156 -7.200061 
