"u.bar" "t.bar"
1.011017 1.102788
0.9763878 1.108603
1.032527 1.056785
1.013882 1.116636
1.044981 1.131835
0.9788785 1.103701
0.9793501 1.127642
0.9525585 1.203007
0.9977161 1.155582
1.028574 1.154436
1.001205 1.135768
0.9793571 1.159292
1.025955 1.121304
1.055463 1.097336
1.065559 1.048195
1.010025 1.019904
1.001512 1.062264
0.9763017 1.046231
1.003582 1.04904
1.042939 1.058831
0.9809499 1.083935
0.9899823 1.048033
0.982096 1.100512
0.9895956 1.100289
1.00989 1.121672
1.033545 1.118072
1.034581 1.070853
0.9766302 1.140081
0.9689973 1.147006
0.9767127 1.137985
1.014192 1.057383
1.031786 1.061541
1.019025 1.104388
0.9918308 1.094372
0.9941212 1.136731
0.9873318 1.097192
1.000324 1.151892
0.9880536 1.147814
1.069083 1.15332
0.9964187 1.184106
0.9798965 1.117301
0.9994241 1.088959
0.9900831 1.043976
1.006334 1.092041
1.039016 1.084187
1.019034 1.09295
0.9516471 1.131717
0.9800918 1.146634
1.041842 1.087639
1.007415 1.116997
0.9697094 1.146653
0.9920083 1.165106
1.017343 1.17644
0.988692 1.214761
0.9907381 1.202726
0.9858206 1.143758
1.026915 1.13245
1.016412 1.144781
1.044228 1.097455
0.9839266 1.13785
1.016886 1.121283
1.002485 1.066668
0.9568897 1.088053
0.9850516 1.043732
0.999526 1.026427
1.004805 1.052171
0.9983724 1.06165
0.9819769 1.082375
0.993361 1.075938
0.992324 1.131173
0.9482349 1.107824
1.007158 1.128727
0.9838482 1.071542
0.9809436 1.094179
0.9729256 1.10729
0.9876562 1.110732
1.039646 1.046514
1.009355 1.115238
1.005162 1.113679
0.9925604 1.13377
1.024729 1.118419
0.9729125 1.165693
0.9947327 1.227246
0.9694576 1.215502
0.9941378 1.237002
0.9790894 1.210394
0.9605681 1.199283
0.9969533 1.161397
0.971215 1.151355
1.022796 1.143872
0.9686251 1.157523
1.041889 1.195403
1.05086 1.163498
0.9902305 1.151667
0.9806359 1.119772
1.013021 1.04982
0.9973563 1.062732
1.005196 1.057722
0.9639505 1.053569
0.982465 1.069398
1.020658 1.076513
0.9988861 1.060304
0.9792688 1.123833
1.012526 1.110538
0.9567673 1.115257
1.013391 1.040749
1.023249 1.095571
1.01604 1.103389
0.9827602 1.190044
0.9592922 1.199842
0.9892034 1.211091
1.008776 1.189383
0.963075 1.152219
1.02903 1.139835
0.9894102 1.171392
0.9674514 1.186202
0.9969776 1.190266
1.025286 1.127137
0.982776 1.134299
0.9759616 1.140519
0.9481202 1.171667
0.9992992 1.130765
1.026046 1.115593
1.017214 1.1313
1.033284 1.10828
1.017539 1.114667
1.015957 1.092231
0.9819263 1.142461
0.990954 1.082679
1.023417 1.111313
1.012502 1.12329
0.9811643 1.172167
0.9530167 1.141247
0.9930552 1.095175
1.037206 1.081838
1.024594 1.052237
1.019233 1.077879
1.004974 1.047093
1.005224 1.057345
0.9981683 1.08067
0.9929715 1.070702
1.045443 1.092474
1.037272 1.067308
1.042529 1.094251
1.012703 1.110329
0.9980648 1.161318
0.9990021 1.123401
0.957413 1.146989
1.019599 1.141673
1.019002 1.124735
0.9941185 1.10656
1.077169 1.124841
0.9902012 1.130844
0.9682268 1.133562
0.9838079 1.172098
1.019764 1.194266
1.018586 1.118405
0.9910606 1.124755
1.000414 1.137212
1.014314 1.164617
0.985055 1.209363
0.9955395 1.122324
1.006613 1.111823
0.9872956 1.080338
1.027912 1.140676
1.024752 1.089052
1.062902 1.117074
1.013194 1.123284
1.029276 1.078328
1.013218 1.18872
0.9922013 1.141468
0.9793128 1.132342
0.9597934 1.136224
0.9911155 1.088079
1.011553 1.089939
1.039202 1.056779
1.009778 1.033384
1.02199 1.081434
1.044529 1.040173
1.036756 1.031015
1.03314 1.078364
0.9682901 1.124864
0.9823454 1.123127
0.9957743 1.09225
0.9985952 1.080664
0.9711192 1.074011
0.9967338 1.084597
0.9950589 1.117557
0.9684416 1.146156
0.9717508 1.131906
1.027896 1.103967
1.003689 1.081743
1.009066 1.126139
0.9847106 1.121151
0.9840158 1.140887
1.024303 1.083346
0.9666787 1.065027
1.048616 1.136333
0.9920669 1.129997
1.025901 1.081305
1.042606 1.094875
0.9682714 1.105536
0.9892692 1.131477
1.013953 1.104972
1.003264 1.101576
0.9842308 1.10776
1.030132 1.112077
1.032783 1.141343
0.9826626 1.085667
1.027222 1.026563
0.9946073 1.06149
1.048482 1.035428
1.019604 1.055359
1.028783 1.01273
0.9969767 1.021131
0.9994629 1.065861
1.018138 1.049124
1.002587 1.049107
0.9956012 1.082351
0.9821209 1.116202
1.01241 1.179041
0.9919289 1.108948
0.9610078 1.177421
1.04611 1.175082
1.014459 1.127148
0.9978164 1.136706
0.9827974 1.151162
0.9889453 1.180567
0.9964227 1.141593
1.003504 1.160784
0.9553465 1.176506
0.9615402 1.13063
1.013073 1.120557
0.974018 1.119243
0.9661761 1.110769
0.9666328 1.138528
0.9805477 1.163589
1.002906 1.14008
0.9346916 1.143194
0.987369 1.149749
1.062607 1.173729
0.9586963 1.173718
1.024598 1.116431
0.9811804 1.138537
0.9953854 1.119294
1.036013 1.155796
1.050502 1.165639
0.9788213 1.130652
1.016151 1.103973
0.9764192 1.109669
1.005864 1.13515
1.082621 1.097972
1.039944 1.115288
0.9645055 1.109149
1.015004 1.083278
0.9437013 1.136381
1.010851 1.152017
0.9768086 1.223457
0.97791 1.166748
0.9815699 1.198156
0.9220211 1.182184
0.9829934 1.20535
0.9493671 1.212
0.9802288 1.20402
0.9930617 1.243131
0.9668688 1.170051
0.9922384 1.172729
1.017536 1.119486
1.060181 1.114501
1.016354 1.141189
0.9817143 1.089156
1.03506 1.051242
1.055704 1.047522
1.051843 1.066548
1.03121 1.061245
1.018562 1.037626
0.9683428 1.067656
0.9940337 1.08457
0.9933269 1.070723
1.01389 1.09412
0.9966148 1.166429
1.012097 1.124571
0.9778696 1.160896
0.9848861 1.132629
1.003072 1.128689
0.9607125 1.191018
0.9962818 1.168972
1.000664 1.123179
0.9719722 1.12609
1.026259 1.080628
0.9711902 1.040075
1.006983 1.063878
1.056611 1.078921
1.025152 1.074894
0.9835331 1.087919
1.023256 1.104035
0.9887645 1.163253
1.002762 1.193311
0.9895974 1.173079
0.9324719 1.206676
1.021992 1.174066
0.984956 1.131384
1.014111 1.145867
0.9978353 1.113097
1.039432 1.046265
1.037725 1.037603
0.9965265 1.037536
1.026825 1.072527
0.9869627 1.108279
0.986645 1.095077
1.022026 1.149621
0.9988058 1.112209
0.9986689 1.124487
1.021486 1.13468
1.025617 1.092552
0.9882369 1.135076
1.040352 1.092923
1.00398 1.098881
1.021703 1.118141
0.9584082 1.124452
0.9841136 1.098427
0.9890218 1.093955
1.012937 1.062193
1.042627 1.085293
1.01675 1.1432
1.033871 1.133493
0.9905531 1.140078
1.000312 1.130919
0.9897827 1.111669
1.037542 1.103854
0.9892349 1.124197
0.9917527 1.133958
1.014533 1.078566
1.046177 1.073159
0.9835455 1.059239
1.003319 1.08177
1.011966 1.051038
0.9978543 1.059242
1.027 1.122882
0.9847883 1.107736
1.003792 1.183102
0.9761573 1.210119
0.9981338 1.199419
1.015431 1.152173
1.037737 1.171895
1.006719 1.093958
0.9941318 1.125051
0.9616775 1.147381
1.005244 1.167662
0.9861397 1.172202
0.9889297 1.169212
0.9853456 1.171041
0.9792635 1.061883
0.9506224 1.115278
0.9676158 1.086794
1.019828 1.062561
0.9609868 1.098996
0.9989037 1.11882
0.9846427 1.130447
0.9922306 1.161042
0.9721402 1.190067
1.043839 1.149137
0.9424499 1.167593
0.9909619 1.112856
0.9977897 1.160241
0.9953271 1.137174
0.9885756 1.106865
1.008633 1.078675
0.9985277 1.071515
1.009723 1.126759
0.9971478 1.067807
0.9712176 1.093397
1.025537 1.134356
1.029683 1.135757
0.999001 1.178455
1.021577 1.168622
0.999982 1.170348
0.9835735 1.166577
1.004058 1.174706
0.9940781 1.205011
0.9980083 1.20986
1.016437 1.218062
0.9540487 1.198925
0.976188 1.143902
1.039712 1.125424
1.03564 1.122981
1.004601 1.121228
1.026218 1.104394
1.006177 1.110566
1.008132 1.099485
0.9855316 1.198857
1.009741 1.156184
1.04157 1.155567
0.956416 1.193548
0.9943407 1.179908
0.9939507 1.129786
1.002167 1.080321
1.054788 1.07461
1.011681 1.070602
0.9792509 1.048958
1.002923 1.049101
1.035324 1.064778
0.9780895 1.090283
1.008293 1.111612
1.046229 1.151282
0.994065 1.151101
0.971202 1.14345
1.006425 1.199437
0.9772981 1.10543
0.9975219 1.1017
0.9911859 1.1217
0.9499193 1.141285
0.9387526 1.193266
0.9752678 1.187754
0.9990627 1.161894
1.018407 1.136656
1.035868 1.192208
0.9616547 1.203146
0.9454493 1.24715
1.002949 1.237455
0.9737719 1.205836
0.9824736 1.158247
0.9931608 1.083787
1.021947 1.072015
1.045422 1.053596
0.9821198 1.088677
0.9988119 1.121684
1.013078 1.109904
0.9857966 1.12406
1.000797 1.07977
1.041659 1.128292
1.030321 1.149328
1.051447 1.148166
0.9724024 1.094471
0.9877537 1.104805
1.031649 1.072575
1.009143 1.061174
0.9984361 1.087987
1.016072 1.179768
1.03663 1.108468
1.029153 1.097669
1.041814 1.042672
1.019848 1.026288
0.9940026 1.051436
1.00481 1.113445
1.003645 1.136266
1.000198 1.161447
0.9951137 1.145401
1.015836 1.103048
0.9998226 1.058198
0.9966345 1.085876
1.03869 1.102114
1.041147 1.123316
1.022955 1.114489
1.032237 1.104878
0.9649016 1.19
1.01227 1.105989
1.008274 1.113643
1.012071 1.170307
0.9699094 1.192267
0.988549 1.155985
1.007718 1.158135
1.072962 1.108795
1.048653 1.125359
0.9905208 1.123382
0.9718348 1.133423
1.011484 1.150251
0.9945628 1.167561
1.010257 1.153877
1.001198 1.144776
1.031202 1.086028
1.022716 1.089229
1.011814 1.137857
0.9532765 1.227939
1.008832 1.24255
1.015743 1.167446
0.9921112 1.124959
1.003442 1.114719
0.9756692 1.154122
1.002717 1.172228
0.9698515 1.177875
0.9614129 1.12705
1.00939 1.114779
1.001208 1.140277
1.009273 1.139149
0.988504 1.117634
1.013899 1.09716
0.9823508 1.087068
0.9981226 1.078092
0.9724628 1.084698
1.009968 1.124455
1.019618 1.152999
0.9787287 1.113607
1.031694 1.121626
1.004328 1.086908
0.9625295 1.103161
0.9649426 1.083288
1.014792 1.062787
1.004451 1.061827
0.9959084 1.070216
0.9808814 1.069165
1.004752 1.08393
0.9882835 1.088104
0.9719702 1.097855
0.9745986 1.103522
0.9789945 1.07738
0.9726121 1.110383
1.002705 1.168766
1.032529 1.104284
1.015313 1.098716
1.011993 1.105589
1.059106 1.106878
1.047045 1.071201
1.071422 1.107147
1.043382 1.136301
1.049664 1.145191
1.001341 1.109974
0.9706834 1.085089
0.9643867 1.126794
