"Delta_1" "Delta_2" "Delta_3"
0.9140442 -2.036822 -3.172303
1.266816 -2.069756 -3.175559
0.8562962 -1.960832 -3.054814
0.7050608 -1.67309 -2.950161
0.9099805 -2.245814 -3.00057
0.8677086 -2.408244 -3.005425
0.8946909 -2.464076 -3.164782
1.239685 -2.472695 -3.100814
1.330503 -2.237077 -3.11884
0.8665895 -2.314264 -3.11152
0.9107928 -2.230598 -3.047521
0.8425878 -1.917154 -2.933912
0.8597615 -1.881113 -2.973379
1.036672 -1.978321 -3.100098
1.161313 -2.18952 -2.924191
1.149705 -2.196787 -3.213725
0.904643 -2.362236 -3.068844
1.054943 -2.191783 -3.111049
1.120258 -2.396653 -3.187171
1.127883 -2.14212 -3.18757
0.9750713 -2.087499 -3.2508
0.6972656 -2.186355 -3.375171
0.6773 -2.188078 -3.215643
0.9297148 -2.245605 -3.215517
1.181887 -2.220061 -3.214912
0.8173621 -2.628219 -3.18182
0.892052 -2.681687 -3.087447
0.9913457 -2.477425 -3.010697
1.030681 -2.198941 -2.951992
1.16662 -2.409839 -2.966553
1.295085 -2.417157 -3.011506
1.34638 -2.239827 -3.077482
1.157683 -2.313437 -3.067468
1.044285 -2.268062 -3.175061
1.04703 -2.371937 -3.035845
0.8557717 -2.36621 -3.032054
0.7381752 -2.172279 -3.066895
0.9977666 -2.221724 -3.071137
1.144959 -2.244302 -3.300721
1.009206 -2.205687 -3.256895
0.7947424 -2.049789 -3.314679
1.072415 -2.30698 -3.370992
0.882866 -2.586693 -3.512135
1.423644 -2.493084 -3.45628
0.9430389 -2.534798 -3.427538
0.8272847 -2.640331 -3.40732
1.01697 -2.39394 -3.470194
1.208006 -2.08374 -3.400452
0.9666506 -2.303927 -3.241342
1.220005 -2.19908 -3.285092
0.7493435 -2.15839 -3.209757
1.200375 -2.281539 -3.069277
1.251457 -2.007867 -3.010342
1.019514 -2.191226 -3.165127
1.118979 -2.009265 -3.135821
1.077734 -2.357702 -3.228323
0.769171 -2.811114 -3.179054
1.088087 -2.737755 -3.059254
1.101553 -2.403379 -3.112564
1.534439 -2.773109 -3.196731
1.05321 -2.935117 -3.31655
1.197859 -2.780877 -3.398275
1.027505 -2.633642 -3.223504
0.7911154 -2.452538 -3.249593
1.279109 -1.958936 -3.123473
0.8128437 -1.67772 -3.293757
1.084427 -1.792439 -3.124396
0.90985 -2.174545 -3.080716
0.9051822 -2.103474 -3.246514
0.667089 -2.33614 -2.947025
0.7992869 -2.297789 -2.938002
0.8366564 -2.22156 -2.828072
1.053558 -2.30957 -2.980507
0.828908 -2.274548 -2.97276
1.103057 -2.163196 -3.128077
1.203158 -2.306072 -3.105691
0.8774212 -2.201892 -3.090625
0.8255395 -2.431886 -3.235964
1.142221 -2.070522 -3.001872
1.280667 -2.54201 -2.918301
0.876782 -2.516597 -2.899147
1.043326 -2.394634 -2.822229
1.217042 -2.421966 -2.943919
1.119347 -2.462917 -3.156966
0.8634158 -2.567628 -3.029212
0.9693222 -2.059037 -2.977104
1.449592 -2.162154 -3.043307
1.065296 -2.050633 -3.159865
0.9370966 -1.765299 -3.023266
0.7930803 -1.984271 -2.940305
0.6523095 -2.508419 -3.039911
0.8202254 -2.493862 -2.978275
1.222502 -2.596153 -3.079297
1.132525 -2.548347 -3.125772
1.000302 -2.383863 -3.151276
1.039378 -2.31589 -2.979784
0.8712625 -2.136408 -3.014772
1.178453 -2.327197 -3.310821
1.140771 -2.168119 -3.256055
1.308195 -2.198612 -3.088956
1.012111 -2.309023 -3.06492
0.9675203 -2.447676 -3.047499
0.9904003 -2.147742 -2.997372
1.035134 -2.37026 -2.993148
0.7788864 -2.426169 -2.804911
1.211442 -2.119007 -2.860324
1.155097 -2.142151 -3.090462
0.9958668 -2.151026 -3.17344
0.9545504 -2.185844 -3.215959
1.087847 -1.99608 -3.194014
1.078997 -2.070682 -3.150754
0.9738321 -2.091784 -3.059942
1.122413 -2.209563 -3.032167
0.9122144 -2.323066 -3.162642
0.8304225 -2.296484 -3.246216
1.333105 -2.740984 -3.199157
0.9502915 -2.34465 -3.243834
1.018484 -2.245445 -3.216098
1.014971 -2.204223 -3.197157
0.8973107 -2.167872 -3.153024
1.024849 -2.04148 -3.191975
1.142573 -2.270061 -3.124538
1.016084 -2.531043 -3.236083
1.214057 -2.306125 -3.258432
1.04927 -2.473283 -3.126002
0.6036731 -2.553815 -3.120695
0.9099203 -2.614874 -3.077984
0.9180027 -2.097301 -3.178593
0.936133 -2.460562 -3.28057
1.102051 -2.077441 -3.013744
1.040983 -2.243034 -3.184715
0.9431607 -2.195755 -3.19134
1.104785 -2.30779 -3.238374
0.7310307 -2.331549 -3.24694
0.9832422 -2.097536 -3.05435
1.061383 -2.227441 -3.104768
1.254494 -2.134524 -3.028783
0.7439855 -2.254504 -2.88197
0.6564082 -2.573393 -2.805038
0.68841 -2.441237 -2.763763
1.046275 -2.300512 -2.894149
1.3208 -2.245262 -3.19631
0.897848 -2.375607 -3.22066
1.07586 -2.528722 -3.195735
0.5357255 -2.461173 -2.956257
0.8900227 -2.617213 -2.992784
1.098226 -2.39127 -3.003904
1.047702 -2.560745 -2.973528
0.7759656 -2.316108 -3.230173
1.189744 -2.439422 -3.177689
0.9063857 -1.927326 -3.153245
1.236783 -2.098154 -3.193602
1.290114 -2.332853 -3.140946
0.9280248 -2.182167 -3.123629
0.8161518 -1.763117 -3.231268
0.8681222 -2.047144 -3.258688
1.186272 -1.793666 -3.081458
0.9818486 -2.269351 -3.117393
1.168801 -1.983647 -3.344184
0.9809358 -2.44495 -3.306187
0.9162268 -2.461776 -3.287037
1.248364 -2.3854 -3.064222
1.283979 -2.389886 -3.090886
1.164046 -2.066534 -2.99001
1.065262 -2.346994 -2.99823
0.9313486 -2.531561 -3.09012
0.8031688 -2.42251 -2.9053
1.104182 -2.345182 -3.013741
0.8692198 -2.150259 -2.859973
1.12056 -2.356353 -2.922403
1.119043 -2.19409 -3.049191
1.058453 -2.095824 -3.011363
1.142712 -1.902172 -2.936881
1.010131 -1.865254 -2.944628
0.8936773 -1.930487 -2.863592
0.8627715 -1.793872 -3.046783
1.1405 -2.079079 -2.805239
0.974791 -2.025715 -2.903629
1.097306 -2.011354 -2.805851
1.294649 -2.565285 -2.867504
1.358755 -2.363372 -2.953012
1.283355 -2.528775 -3.03646
0.6507802 -2.293778 -3.030734
0.9284892 -2.172154 -3.107699
0.9641346 -2.053051 -3.087254
0.9191674 -2.031126 -3.187848
1.111604 -1.965015 -3.100897
0.8491431 -2.14566 -2.951092
0.9345254 -2.087721 -3.010777
1.112399 -2.266907 -3.059732
0.9903741 -2.353332 -3.107977
0.9940882 -2.206296 -2.991211
1.157335 -2.430661 -3.01234
0.9321104 -2.155919 -2.965841
0.9902466 -2.264578 -2.901377
1.034176 -2.500111 -2.944528
1.111674 -2.496721 -2.897505
1.100772 -2.349584 -2.846043
1.081328 -2.343427 -2.88973
1.281307 -2.35 -2.891952
0.9921055 -2.407779 -3.014025
0.8592627 -2.136887 -3.012335
1.174181 -2.05258 -2.836339
0.8519689 -2.013831 -2.916476
0.9042233 -2.119943 -2.914138
0.955687 -2.001138 -3.168232
0.9086875 -1.681087 -3.01352
0.9518583 -2.20124 -3.018686
0.7620815 -2.302424 -3.123416
1.012336 -2.474653 -2.916884
1.211594 -2.475787 -2.926216
1.175888 -2.170873 -3.197497
1.199159 -2.272176 -3.343473
1.222754 -2.262809 -3.246553
1.112399 -2.19803 -3.248679
0.9269061 -2.501973 -3.138384
0.9997707 -2.658931 -3.196495
1.206966 -2.31735 -3.032334
1.117046 -2.003496 -3.083522
0.9027797 -2.262783 -3.07092
1.482868 -2.508749 -3.019886
1.247287 -2.584469 -2.974921
1.378916 -2.563825 -3.174453
1.21749 -2.521499 -3.229906
0.9443575 -2.612072 -3.125111
0.9279528 -2.464899 -3.170555
0.9631311 -2.323716 -3.239185
1.344602 -2.413244 -3.149518
0.9481608 -2.219716 -3.156285
0.8693677 -2.237297 -3.251853
1.023386 -2.279636 -2.930069
0.3348187 -1.986942 -2.921959
0.8775002 -2.005464 -3.046282
0.9790123 -2.355073 -2.758828
1.304761 -2.205622 -2.737395
1.128137 -2.42767 -2.801655
1.17455 -2.40918 -2.838554
1.286261 -2.560299 -2.955697
1.355432 -2.085857 -3.118478
1.028818 -2.188271 -3.151518
0.9392157 -2.345319 -3.08424
0.9455662 -2.095444 -3.003859
1.161986 -1.861373 -2.986574
1.022666 -1.755674 -2.824915
0.7598698 -1.997792 -2.89999
0.7533284 -2.194997 -2.874624
1.027066 -2.051843 -2.896738
1.108436 -2.332101 -2.88016
1.066405 -2.377969 -2.890351
0.8347665 -2.313759 -3.046247
0.9893412 -2.181996 -2.884085
1.283326 -1.846586 -3.058559
0.9771093 -2.235796 -2.882822
1.079677 -2.357405 -3.040971
0.9460189 -2.058232 -2.913736
0.9837629 -1.995951 -2.89551
1.277744 -1.987722 -3.050477
0.8977611 -1.994839 -3.147474
1.058445 -2.238752 -3.236529
1.288478 -2.151488 -3.333892
1.282825 -2.154076 -3.30172
1.081 -2.578689 -3.351223
0.9575727 -2.283837 -3.298733
1.386457 -2.56494 -3.296715
1.29167 -2.529765 -3.259362
1.461653 -2.439765 -3.380375
1.301319 -2.534387 -3.286706
1.340154 -2.249074 -3.377721
0.9193524 -1.992393 -3.252501
0.9842236 -2.466197 -3.237854
0.9403386 -2.704611 -3.105423
1.088781 -2.361147 -3.345984
1.094969 -2.450003 -3.165583
0.7333045 -2.312186 -3.187108
1.063417 -2.511655 -3.163287
1.071087 -2.426018 -3.056062
1.095184 -2.192286 -3.1042
0.9096795 -1.988832 -3.184691
0.8268086 -2.366663 -3.071837
0.8452299 -2.486121 -2.969188
0.707209 -2.379642 -2.74714
0.9549585 -2.176208 -2.837308
0.900328 -2.290782 -2.787322
1.012445 -1.969074 -2.942646
0.9803157 -2.359223 -2.74859
0.7937442 -2.055676 -3.008018
0.9702854 -2.379922 -3.091593
1.037566 -2.32472 -3.331932
0.6736973 -2.368657 -3.291536
0.9573004 -2.051673 -3.325898
0.7397341 -1.875697 -3.474695
1.020927 -2.240539 -3.387647
1.124232 -2.07559 -3.230377
0.8372527 -2.414007 -3.269302
1.098242 -2.320464 -3.28698
1.087275 -2.17858 -3.408387
1.16687 -2.128333 -3.337021
1.268132 -2.210866 -3.111599
1.09685 -2.278104 -2.990525
0.6886426 -2.146342 -3.095912
1.126353 -2.328376 -3.132688
1.053482 -2.305422 -3.183652
0.889474 -2.209502 -3.109653
1.391163 -2.323049 -3.072561
1.092265 -2.183436 -3.027892
0.9282517 -2.577784 -2.950109
1.222479 -2.481165 -3.024898
0.8152428 -2.343481 -3.134041
1.104253 -2.43758 -3.181332
1.208219 -2.497106 -3.178092
0.9846722 -2.477312 -3.164033
0.93735 -2.27865 -3.271799
0.868867 -2.211107 -3.149898
1.035171 -2.336703 -3.007746
1.192695 -2.351715 -3.069116
1.191323 -2.165664 -3.106994
1.316037 -2.246263 -3.178772
1.313826 -2.405521 -3.154334
1.017018 -2.439755 -3.22277
0.9248937 -2.239508 -3.16426
1.422773 -2.42392 -3.25295
1.393101 -2.390806 -3.184503
1.408249 -2.515867 -3.092972
1.079863 -2.347286 -3.100391
0.8611693 -2.271029 -3.127528
0.8358185 -1.97199 -3.102683
0.8312304 -2.084749 -2.843666
0.7689639 -1.855212 -2.775873
0.8787568 -2.213352 -2.661231
0.8185576 -1.996425 -2.892363
0.963047 -1.938484 -2.94071
1.200683 -2.015768 -3.060284
0.7553509 -2.131945 -2.932124
1.149336 -1.905231 -2.914237
0.7316889 -2.221639 -3.008703
0.7972523 -2.216946 -2.950761
0.6909274 -1.822442 -3.252011
1.139839 -2.307405 -3.234592
1.36645 -2.389004 -3.123673
0.6999437 -2.138546 -3.237849
1.130689 -2.101235 -3.338853
1.297808 -2.131926 -3.408936
1.073706 -2.19462 -3.246091
1.234614 -2.240782 -3.155267
1.450923 -2.198268 -3.166271
1.401448 -2.137107 -3.112958
1.266645 -2.273302 -2.986829
1.311105 -2.31841 -2.972606
0.8126658 -2.205417 -2.985263
1.469581 -1.909812 -3.029724
1.070523 -2.26094 -3.046578
0.9633262 -2.247887 -3.135147
0.8375268 -2.169276 -3.07157
0.799333 -2.070383 -3.070508
1.053494 -1.96061 -3.109505
1.009951 -2.156746 -3.019867
0.8698118 -2.090168 -2.96912
1.15489 -2.083333 -2.985423
0.9255624 -2.236253 -2.938756
0.9387866 -1.98188 -2.906459
0.9447779 -2.034089 -2.886193
0.9317284 -2.114827 -3.113978
1.031522 -2.014903 -3.134564
0.782083 -1.998582 -3.055281
0.9934707 -2.016008 -3.092866
0.8370512 -2.027839 -3.097793
1.373862 -2.309959 -3.136281
0.8351629 -2.228869 -3.007794
0.8813408 -2.468422 -3.00012
1.338101 -1.977929 -2.941722
1.651628 -2.282094 -2.876797
1.600754 -1.940824 -3.087511
1.756336 -2.152388 -3.334229
1.363877 -2.124704 -3.237045
1.092604 -2.299859 -3.300877
0.9307681 -2.53913 -3.260609
0.8236802 -2.624753 -3.144923
0.966637 -2.671261 -3.028355
0.9963413 -2.296482 -3.043342
1.194704 -2.427589 -3.160025
1.132763 -2.389853 -2.87817
1.200271 -2.507897 -2.840167
1.061344 -2.17225 -2.951959
1.094095 -1.980995 -2.987901
0.9163855 -2.101856 -3.101489
1.232902 -2.164599 -3.039997
1.146612 -1.805268 -3.093111
1.170162 -1.798688 -3.123668
1.081111 -1.884709 -3.215152
1.249731 -2.040789 -3.298052
1.336413 -2.140023 -3.226592
1.259993 -2.187356 -3.138649
1.350884 -1.930776 -3.081967
0.6451368 -1.871486 -3.201091
1.03026 -2.175141 -3.34228
1.232641 -1.951886 -3.238419
1.603421 -1.99957 -3.168648
1.372604 -1.887827 -3.302941
1.008403 -2.163086 -3.137617
0.9996272 -2.129195 -3.251536
1.042832 -2.110805 -3.1955
1.112254 -2.345507 -3.199974
1.053285 -2.463444 -3.119382
1.09244 -2.444724 -2.83419
1.152555 -2.568755 -2.877329
1.028108 -2.358514 -2.990973
1.246178 -2.162228 -3.166718
1.172911 -1.929607 -3.211364
0.9822045 -2.22922 -3.324139
1.205012 -2.159648 -3.281728
1.244548 -2.179743 -3.453441
1.304812 -2.432184 -3.333904
