Delta_1 Delta_2 Delta_3 Delta_4 
0.5461632 0.8100343 9.439359 -2.395173 
-0.08294405 0.7477565 2.474352 -0.6978493 
-0.8086133 0.9690827 5.459762 -0.4354045 
0.3077706 0.9321082 1.764582 1.030835 
2.903146 0.8242539 2.247942 0.6843906 
0.1465856 1.000414 2.229551 -0.4846489 
3.77365 1.008674 -0.466725 2.769866 
2.294443 0.8536657 -0.1605648 -3.184842 
-2.835442 0.9750805 -3.520268 -1.568307 
3.255024 0.8849509 1.450695 -0.1130372 
-2.054331 0.9997951 -15.26779 0.3387417 
-1.277137 1.233939 -2.978935 0.4660339 
12.62437 1.141255 12.30081 -0.9152519 
9.426546 1.023992 4.019039 1.297654 
-1.137457 0.9729677 -1.28389 2.207507 
4.365541 1.171187 -0.08371186 -0.07911192 
-1.296741 1.059222 -1.066214 -0.8689509 
6.143298 1.007891 1.555662 0.3443416 
-2.941528 1.339952 1.712881 0.8989378 
8.248116 1.133742 -0.3488307 1.701863 
12.69838 0.9537692 -0.6083395 -0.04615108 
-2.57614 0.9200708 2.553111 -0.4969588 
-6.851115 0.9265992 -0.3565889 2.023145 
3.656325 1.064115 5.64326 -0.3168492 
0.7286052 1.213936 4.531465 2.074788 
2.367669 0.8645367 0.1728973 1.608362 
3.672781 0.7503962 0.7226732 -0.2273604 
-0.6148749 1.059594 2.572694 1.281505 
-9.015511 1.250892 2.728184 1.342304 
8.443871 1.193118 1.419332 1.51096 
-14.26955 1.105143 0.5998855 1.467528 
1.293192 1.030774 0.336219 -6.123072 
-1.025688 1.171425 5.21055 17.57667 
-2.623539 1.132245 4.701641 11.72415 
1.240084 1.070542 -2.632014 -5.162433 
0.03943731 1.12128 0.7083087 18.1512 
-2.718272 1.313165 1.442233 -9.345251 
1.462677 1.348112 -1.874401 0.251156 
0.8564806 1.25699 -2.303115 2.20604 
-0.699562 1.075074 0.2697738 20.73619 
1.880877 0.8883443 2.292277 -9.910612 
4.220356 0.7726836 1.396574 10.73571 
-0.393587 0.8083095 4.963567 -3.314451 
-1.070014 1.037051 4.799039 16.06822 
-1.325735 0.7036343 0.8509474 -3.878071 
-0.7282251 0.922446 3.377223 26.34439 
-1.331092 0.7183731 1.625657 -4.746739 
2.024305 0.7924762 -0.8515512 14.03307 
-0.3507964 0.8532193 -1.870932 3.319836 
-1.610971 0.7528023 -1.592876 6.268811 
0.0220588 0.756102 0.7776327 1.055968 
-1.796162 0.9540862 -0.4503773 4.432024 
-1.912116 0.8236576 2.57338 -9.469021 
-2.611464 0.8980087 3.736748 -13.78071 
-2.654979 1.10581 9.729048 -1.928353 
-11.99218 0.8695393 -4.411423 -0.1440214 
10.73371 0.7555073 0.5669745 1.477207 
6.75225 0.9278089 2.783174 2.087024 
-26.32213 0.726062 -0.1078741 0.9741463 
7.724072 0.5778828 -1.092065 2.853885 
5.115011 0.6974552 8.947899 2.413522 
11.12182 0.464815 -18.79632 2.357614 
0.1235671 0.5236159 7.636262 2.002891 
1.775068 0.6064518 -4.378029 0.7773155 
-1.697612 0.8905966 2.238977 -0.02535157 
4.084763 1.006167 15.91713 2.592649 
6.194421 0.9464328 0.3912811 1.497338 
11.70143 1.233442 11.49635 -1.118014 
16.02271 1.253722 -0.2392252 2.697653 
11.77212 1.316545 10.73523 1.609756 
-2.25388 1.359892 4.381818 2.157687 
0.831558 1.221559 -7.575544 0.5272629 
-0.5612661 1.441554 -19.79953 -4.711631 
-7.778894 1.128424 -14.52808 -2.884801 
8.274402 1.140072 -9.842602 1.637403 
11.58128 0.9289205 11.56011 1.198869 
3.789104 0.7943014 5.16253 2.292872 
2.033065 0.7945393 9.704461 -1.434359 
-1.359861 0.9284477 -0.03334659 3.544216 
-1.766186 0.940714 -15.54233 -1.967628 
0.7882581 1.03334 1.956752 -2.540079 
0.7166368 0.8458755 -9.486337 -2.255439 
-1.822679 1.005765 -4.537698 -2.088396 
13.08428 0.672325 -6.933582 -0.1707682 
10.28289 0.8148285 11.48087 1.522642 
2.012352 0.7749392 4.588446 0.120431 
-3.362941 1.114186 -4.004426 1.759333 
-1.23617 0.899108 1.311197 0.8183387 
-2.622684 0.8359795 0.04522488 4.409123 
32.8087 0.8200165 -1.106041 2.983684 
-2.274821 0.914895 -0.1423784 -1.872605 
3.864313 1.046396 -0.9305104 1.706079 
8.361754 0.7096565 -0.4874 1.332876 
14.4838 0.8645896 1.632877 0.4643574 
13.9828 0.7704318 -6.051086 -2.35131 
19.91909 1.042739 -13.31907 1.390308 
0.04161442 1.251049 7.145923 2.131957 
-0.7448215 1.222157 17.3635 -1.885482 
2.457924 1.2761 -0.5189981 0.5864091 
3.148647 1.209473 -4.238714 1.389017 
-0.2042903 1.187103 0.008537686 -2.205839 
12.9295 1.25616 2.667065 0.6237019 
-12.54595 1.274059 1.2756 1.46336 
11.96199 1.037802 0.490164 -0.9089832 
2.793439 1.100305 1.767721 -1.748481 
-0.8827446 1.183283 -0.4066522 -2.580398 
14.50265 1.113282 3.555505 2.219987 
11.03427 1.127496 -9.212847 -0.222462 
3.268993 1.017381 -16.09813 0.2693749 
-1.391202 0.7593315 -14.49574 0.4308711 
8.254255 0.6240393 -4.558813 1.559179 
-3.4973 0.9100028 2.136793 0.5335722 
0.8794167 0.9483393 18.79349 0.7006756 
-0.4251285 0.9397352 -6.033634 -0.8532455 
0.5964551 1.026091 0.6057923 -1.652092 
-0.4284024 1.159181 13.14718 1.516201 
-4.048826 1.315189 18.07675 2.375758 
-0.5480306 0.9357866 20.01128 1.857231 
-9.584286 0.9801665 0.8421649 0.6991393 
-4.079541 1.044455 -0.9502011 -2.760391 
1.240357 0.8474554 -2.095894 2.532538 
0.1467272 0.7328404 9.464862 1.196061 
0.3605832 0.8403752 5.547266 -1.356148 
-1.442796 0.5694136 2.864116 16.46568 
-3.86512 0.7458064 7.502398 11.68327 
5.476272 0.6404514 -4.520463 3.132285 
-13.73965 0.6536944 -0.6076063 3.709437 
-0.585742 0.759758 -3.321316 4.038088 
4.801937 0.8813445 -1.062471 0.8216647 
2.031085 0.6810393 -0.642648 -0.9225779 
2.471789 0.966578 -3.583784 -2.725124 
-15.48135 0.9462381 -4.322894 -2.658745 
-3.209335 0.8475601 -1.587696 1.150418 
0.005522106 0.9307711 -0.03813871 0.04023813 
-5.393218 0.9523748 -0.1117864 0.9382108 
4.773752 0.8857055 0.2737082 -1.737528 
4.910014 1.112242 -1.217341 -1.152968 
4.957773 1.040262 8.932874 0.3808228 
18.19175 1.180104 4.883878 0.8951164 
5.179659 1.290641 3.744197 -1.624304 
-0.3999579 0.9233381 3.914326 -0.4740761 
0.6025849 0.8992593 -18.66838 1.184702 
0.1260023 1.081798 18.84746 2.324956 
2.304247 1.109142 0.7312809 1.432242 
-5.216924 1.151161 -11.12681 1.842497 
