"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-17.74455 -5.139678 -0.1698965 3.964683 -9.832354 -1.448252
-5.87871 5.608384 -0.01938561 3.923168 -10.29635 -3.517817
-13.78847 -10.19353 -0.2721613 3.942288 -9.436372 -4.034738
-16.52403 -13.86414 -0.2106273 3.964665 -9.011983 -4.964505
-19.82119 0.1017004 0.0733082 4.007202 -9.649741 -3.364461
-17.91188 -10.8525 -0.09182988 4.050728 -8.487252 -3.515139
-14.38204 -7.21413 0.1013135 4.023904 -9.414908 -5.177287
-13.34608 -4.804465 0.01522309 3.904494 -9.342968 -5.050585
-12.92453 -1.631636 -0.1678545 4.028395 -9.52355 -5.063905
-11.81998 -12.00454 -0.1011201 3.963236 -8.935607 -4.763408
-16.25342 -5.766251 -0.1659079 3.94911 -8.523937 -5.449954
-10.34932 -10.96674 -0.1392475 3.96033 -9.092755 -3.746612
-15.44684 -5.83326 0.05047737 4.00082 -8.89428 -4.474211
-14.92551 -8.157075 -0.1683484 3.94693 -9.233135 -4.852126
-9.169905 -10.36167 -0.001946652 3.962995 -10.0567 -5.485534
-14.35513 -2.470628 -0.07404433 4.071613 -9.140915 -6.573649
-18.13934 -5.22131 -0.08168776 4.064649 -9.476954 -5.901037
-23.26271 -0.6189978 8.625419e-05 3.928119 -9.456714 -4.09045
-7.966391 -2.808426 0.05527724 3.972487 -23.36659 -4.259353
-4.037632 -0.639909 -0.2523477 3.890367 -9.587426 -4.933118
-15.53706 -7.728479 -0.1748821 4.020236 -9.166456 -4.798764
-5.13169 -13.03865 0.0368736 3.961375 -9.567755 -4.630466
-14.27156 -1.786793 -0.1554463 3.984176 -9.159802 -5.521395
-17.96655 -5.146148 -0.2588785 3.930026 -8.208985 -5.29674
-16.45577 -6.140769 0.00403014 3.971005 -8.971867 -5.855906
-16.37138 -7.588454 -0.2169243 3.988001 -9.360619 -3.080511
-17.87597 -6.133223 -0.01259768 4.027128 -8.351777 -4.817579
-17.68111 -5.668028 -0.07364036 4.006312 -9.358127 -4.660054
-17.55051 -1.309192 0.1267807 3.957264 -8.913553 -6.919823
-12.46601 -8.338935 0.09842738 3.911768 -8.909468 -5.187548
-16.45817 -6.480966 -0.109992 3.948508 -9.350273 -6.318874
-17.28216 -5.153942 -0.004987438 4.000008 -8.933566 -5.688679
-13.84069 -5.492895 0.1499603 3.961383 -10.08775 -3.702768
-12.49321 -7.914987 -0.08667167 4.021469 -8.934277 -4.825536
-19.34326 -1.901475 -0.08035791 3.907567 -8.741399 -5.564783
-19.21445 -11.89361 0.07539776 3.960219 -10.11186 -5.471788
-14.65068 -6.28361 -0.1154197 3.897805 -9.408264 -4.792839
-19.5302 -4.644584 -0.01396715 4.024498 -10.31715 -2.760365
-19.33789 -4.685618 -0.0395449 4.02605 -9.485951 -5.487802
-19.67255 -4.975137 -0.07074518 4.004269 -9.766061 -4.585248
-11.72424 -5.481137 0.3219633 4.007503 -10.45327 -4.523935
-14.88491 -13.85141 -0.07883556 3.917784 -9.87148 -5.689734
-21.84252 -1.791597 0.0006059825 3.925279 -9.238395 -6.245295
-3.541246 -10.49917 -0.1684731 4.026261 -9.483976 -5.038834
6.952354 20.76063 -0.05508419 4.024514 -10.99358 -5.041443
3.275523 -2.045956 0.8325795 3.979345 -8.033798 -5.242623
-14.12678 -7.268075 -0.1740153 3.951318 -8.526411 -5.501429
-7.880711 -5.597782 -0.1296485 3.953407 -21.75411 -4.631788
-7.166002 -6.082065 -0.1506731 4.004011 -20.11556 -5.594113
-16.7709 -5.130266 0.2296839 3.970035 -10.47696 -5.272465
-17.51207 -4.722234 -0.03104718 4.006416 -9.247587 -5.7192
-14.41852 -7.391393 0.3898426 3.95985 -8.795048 -4.419142
-11.18302 -6.043486 0.1873352 3.979207 -9.503586 -5.235682
