beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
27.91446 5.185056 14.21172 4.682127 -30.82419 -3.593526 -0.9338945 -5.457447 
28.63493 5.5646 16.74443 3.280589 -30.03695 -3.755475 0.9746104 9.217577 
28.97102 4.631845 14.70367 4.072589 -30.22016 -3.632771 8.15268 -2.842952 
29.64151 4.349798 16.39055 5.265495 -29.92326 -3.485791 5.885945 15.59841 
27.10254 4.95532 14.30647 3.391175 -30.13837 -3.619389 -4.487784 -3.182974 
28.60389 4.913481 15.36066 3.640882 -30.0703 -3.823083 -3.579903 1.748782 
29.12846 4.479191 15.78714 4.637604 -30.05493 -3.798625 -5.798617 -14.82095 
29.77469 4.103546 15.5687 3.174118 -30.41014 -3.702505 -0.9777305 -5.73933 
28.97769 5.612707 15.3082 3.691132 -29.87541 -3.803854 16.60562 3.451282 
28.68142 4.883503 15.37636 3.719983 -29.29469 -3.96917 7.567527 -6.754711 
23.69838 11.64155 16.00943 3.434927 -29.43339 -3.808965 -6.924936 -5.993244 
19.03035 19.62605 15.23068 4.610866 -30.16622 -3.824701 14.05728 -1.917165 
22.14429 12.84613 14.98652 3.343017 -30.03617 -3.793398 7.825522 2.482832 
19.53401 4.620935 15.39592 2.267629 -31.09328 -3.572774 -8.259481 -5.59931 
27.6435 6.590053 15.26187 3.392577 -29.67281 -3.827282 2.575535 -3.050978 
28.70661 4.83051 16.02882 2.787661 -29.15136 -3.915658 10.41838 6.817326 
29.20923 4.193164 15.40455 5.76171 -29.81645 -4.006507 17.21273 -5.042819 
30.2444 3.582119 14.33245 4.473661 -29.50688 -3.931725 8.989542 -0.1377981 
29.01379 4.058609 15.80064 4.32271 -29.56665 -3.654491 -2.364925 13.13651 
28.55827 4.689056 15.13691 2.864312 -29.60372 -3.864139 -15.22748 -1.83681 
28.07262 6.341589 14.45973 3.957381 -30.29202 -3.660256 4.09552 -3.071663 
29.2116 4.351802 15.95599 2.879229 -30.14899 -3.89165 11.01864 27.22264 
29.2619 4.375377 16.73362 5.504455 -31.37942 -3.940645 19.49035 13.50773 
28.66994 5.038558 15.96925 2.606853 -29.90477 -4.008764 -1.746456 0.6519518 
27.0697 1.208361 15.97169 4.861207 -30.24283 -4.124174 -15.36125 -10.80821 
24.63797 11.97667 15.46356 5.635151 -30.31693 -3.891894 14.3016 1.186197 
25.53571 4.492875 16.30048 0.7514281 -29.60845 -3.912104 -8.303099 13.80287 
18.41442 2.495145 15.596 2.911278 -29.31902 -3.805796 1.450748 9.923728 
16.26127 6.948897 15.45913 2.531505 -29.92434 -3.971793 4.60614 -5.974016 
15.61877 5.688673 14.86997 4.510399 -31.97812 -3.892688 9.945597 -20.87728 
29.55176 4.196933 15.21554 3.761123 -29.406 -4.023041 -3.038797 4.515185 
