"nu" "alpha"
3.063059 0.2468807
2.772645 0.2085902
3.20052 0.3855187
3.068046 0.1101375
2.816778 0.3032094
3.625576 0.3476396
3.205182 0.1423664
3.25723 0.3163255
3.014612 0.06797557
3.02665 0.2746009
2.31992 0.2734363
3.241101 0.3536541
2.762486 0.1994747
3.307438 0.474963
2.795792 0.3289963
2.844179 0.355784
3.094111 0.322929
3.207324 0.2610686
3.012224 0.1069621
3.444055 0.3235588
2.770391 0.08243945
3.158367 0.2596384
3.392075 0.2133564
3.225797 0.3486058
2.940068 0.3234447
2.593767 0.3321065
2.881843 0.4737375
2.805761 0.1532713
2.792467 0.4481379
2.919789 0.3169249
3.403118 0.1849717
2.871384 0.4689133
3.403514 0.4532234
3.109393 0.2140853
2.941443 0.1961222
2.82186 0.4435159
3.11944 0.3598609
2.860776 0.2023059
2.823564 0.4818707
2.584036 0.3594197
3.060326 0.2441113
2.766308 0.4472907
2.98412 0.2204987
3.123049 0.3831707
3.311647 0.09300335
2.573448 0.4379749
3.006184 0.4576907
3.066284 0.2368977
2.590009 0.3788644
3.200632 0.2897232
2.704375 0.1814935
3.067885 0.3456788
2.793682 0.3615193
2.737127 0.2228113
3.314378 0.1820433
2.618904 0.3696605
3.134888 0.1888961
2.510219 0.3553862
3.915089 0.258754
3.293021 0.1997157
2.983416 0.2808455
2.93637 0.3992381
2.869836 0.2030548
2.974123 0.2386076
3.051255 0.3908574
3.22564 0.4369508
3.144589 0.2863135
3.449125 0.4347735
3.278091 0.03197552
3.080471 0.1416508
3.024719 0.3454469
3.181104 0.1178587
3.635696 0.07291939
2.978908 0.2580167
3.044354 0.1737093
3.098299 0.2567348
2.676947 0.4755039
2.661096 0.2445084
3.012413 0.4886205
2.748775 0.3656692
3.506664 0.3257948
3.059812 0.1221394
2.419298 0.4033455
2.765736 0.2060528
2.789947 0.1135846
3.028438 0.2720432
2.689944 0.3475046
2.764722 0.4347479
2.592947 0.320828
3.048091 0.3634248
2.751738 0.2414764
2.919336 0.3623104
3.161798 0.3194215
2.344139 0.4480735
2.97398 0.463476
2.616867 0.08349998
2.519209 0.2432538
2.679393 0.4286014
2.446599 0.2007818
2.615925 0.3423563
3.007342 0.4466939
2.603871 0.220601
3.235924 0.0327383
2.636892 0.2307443
2.968975 0.4241079
2.914424 0.1868848
3.199849 0.1909267
3.155296 0.3232132
3.123746 0.4010042
3.103058 0.4605461
2.952775 0.08419181
2.955156 0.4314284
2.427071 0.3557735
3.395738 0.27583
3.430453 0.2054042
3.291509 0.4687318
3.283427 0.1973035
3.023223 0.2403069
3.450504 0.1104053
2.85188 0.4962551
2.842048 0.215014
3.613517 0.2493438
3.242415 0.3484217
2.657348 0.3006362
2.737276 0.338733
2.74757 0.2094086
2.398745 0.4214347
2.573749 0.1720567
2.354743 0.167777
2.782593 0.4471541
2.762737 0.2279856
2.770106 0.3396944
2.923837 0.2030039
3.07 0.104471
2.950045 0.1257077
3.014431 0.3962015
3.317868 0.1139002
3.097653 0.3083587
2.551742 0.3406573
2.719488 0.2928712
2.943346 0.2975177
2.577668 0.1802186
2.973561 0.05840044
3.100942 0.1695338
3.016199 0.3381571
3.390089 0.3977369
2.848758 0.2625081
3.075976 0.2285229
3.130391 0.4783696
3.229774 0.2046146
2.875057 0.1918787
3.201675 0.3953654
2.275958 0.2114203
2.751031 0.2191683
3.111349 0.437843
2.897237 0.07982192
3.002763 0.4561679
3.212583 0.3068568
3.373567 0.4290538
3.020901 0.2596746
2.611538 0.481166
3.204843 0.4450802
3.439376 0.4023108
2.756079 0.1254812
3.039807 0.3750665
2.875265 0.4608253
3.013745 0.2334345
2.98842 0.2755535
2.789914 0.2708296
3.395865 0.2231313
3.324936 0.03880542
2.985233 0.1871723
3.024191 0.2622784
3.19633 0.3301151
2.665961 0.2318222
2.936407 0.2997259
3.102343 0.362592
3.546784 0.4962366
3.054021 0.119617
3.411356 0.2372947
2.832104 0.08762383
2.336827 0.1262872
2.978375 0.1216955
2.775373 0.2757486
2.906995 0.2356202
2.767711 0.1926233
3.655638 0.2715464
3.926893 0.4793941
2.997089 0.4301287
2.834402 0.4335422
3.118397 0.4877594
3.40862 0.1619668
