"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-31.49584 -3.950313 28.02132 3.915962
-30.95171 -3.982576 24.15853 3.500981
-31.94465 -3.90646 29.80286 4.879121
-32.41938 -3.915817 31.90205 4.984374
-30.39577 -4.190552 29.73041 4.870967
-29.91896 -4.060038 25.0548 4.551239
-29.19955 -3.811433 22.04907 4.848058
-31.40541 -3.952713 24.75464 5.036105
-29.17189 -3.870356 21.0481 3.975824
-30.81555 -4.302488 21.21284 4.923957
-31.5615 -3.974232 22.62415 5.096775
-30.87578 -4.419279 20.11979 5.635094
-29.71098 -3.865965 20.3523 4.281244
-30.52509 -4.463952 23.02084 4.077299
-28.87452 -4.308153 20.7162 5.190507
-29.35021 -3.880503 23.45977 3.869952
-30.55864 -3.268701 22.44425 3.932611
-30.27515 -4.576108 22.74797 5.095516
-30.17324 -4.016735 23.14465 4.610791
-30.50096 -4.230765 24.01244 4.304297
-30.52675 -3.95706 22.83004 4.604491
-29.86107 -3.984063 21.00788 3.040231
-31.37248 -4.193011 20.83323 3.676185
-30.26573 -4.05308 20.52397 3.469945
-30.18932 -4.271543 21.89806 5.759506
-30.1227 -3.946223 21.13323 4.00692
-29.46752 -3.870687 22.60404 3.58094
-30.87086 -4.155279 23.05028 5.261142
-30.66445 -4.338769 22.01569 5.009741
-30.29527 -4.040381 22.45112 4.855701
-30.15803 -3.911473 21.23681 3.646934
-29.95181 -3.839814 22.49272 4.531115
-30.38319 -3.918267 22.54889 5.519903
-31.57893 -4.037076 24.68104 4.836998
-31.89052 -4.060707 22.02327 4.503949
-31.98066 -3.89962 22.84252 5.086993
-33.25399 -3.956052 25.64028 5.046271
-30.49244 -3.893656 22.54938 4.796701
-30.62721 -4.072466 23.96088 4.16799
-33.83344 -3.925764 28.03297 4.463229
-31.42021 -4.247492 21.73707 5.474797
-31.80572 -3.863962 19.91546 2.923245
-29.19473 -4.26754 19.95853 3.930927
-31.07483 -3.948822 21.61957 4.528321
-31.87883 -3.803589 22.67362 5.153214
-31.00669 -4.036008 21.12392 3.622152
-31.36626 -4.345618 22.64124 3.525204
-30.93581 -3.881193 21.05394 3.622914
-30.80306 -4.042245 22.35189 2.416387
-31.13498 -3.931244 25.38527 3.851091
-30.01949 -3.960717 21.90654 5.80787
-30.2642 -4.178743 20.29497 3.989647
-30.31728 -4.093698 20.82942 4.703502
-30.86136 -4.128737 25.01724 4.731251
-30.29623 -4.051109 21.52625 4.641079
-31.22208 -4.094926 21.41809 5.297229
-31.4646 -3.741573 21.75879 3.473535
-31.22208 -4.150619 22.192 4.392709
-30.22707 -3.62381 24.77233 4.577468
-30.40771 -4.004972 21.04232 4.379235
-32.03108 -3.888657 21.63832 4.430552
-30.75959 -4.132889 22.49474 5.036025
-29.90917 -3.819396 21.23623 3.770123
-31.09493 -4.352336 21.18838 5.036504
-31.50866 -3.685708 19.82735 4.083005
-33.76522 -4.234309 21.82705 4.376826
-31.95739 -3.936979 20.85499 3.169507
-30.32786 -3.225332 22.10765 4.329163
-31.31251 -3.570524 20.78623 3.915378
-32.51194 -3.760652 20.43639 4.32253
-30.40821 -4.095016 21.21839 4.457537
-29.62067 -4.075765 22.08831 5.327882
-30.29622 -4.07682 21.65466 3.261951
-29.81152 -3.746282 22.2358 3.615956
-29.71372 -4.230036 21.00542 4.629741
-31.29952 -3.990856 23.87848 4.831085
-30.61692 -3.756935 20.09744 4.126583
-31.1196 -4.049741 21.85659 4.156235
-30.95944 -4.143629 22.4677 4.107004
-30.55993 -3.997865 23.09286 4.476297
-31.11207 -3.842772 26.6127 4.159048
-30.00406 -3.961328 24.15552 3.968654
-30.76359 -3.821307 21.41507 4.941546
-30.36753 -3.875004 21.72046 4.232784
-30.91004 -4.025746 21.93567 4.113054
-34.2437 -3.981197 23.78024 3.823526
-32.0152 -4.113088 21.73661 4.439951
-31.31358 -3.862846 22.44461 2.903708
-30.57543 -3.543732 22.04106 3.299042
-31.05389 -3.712118 20.82148 3.853133
-31.01956 -3.708144 21.64843 4.853237
-30.79583 -4.167828 22.3759 4.259068
-30.49398 -3.996357 22.06329 5.346012
-31.02071 -4.02492 25.53679 5.331605
