"comp1" "comp2"
0.1704326 1.757213
0.04168743 1.738608
0.02262333 1.169435
0.6339778 1.870658
0.04504306 0.1630649
0.2323934 0.8637958
0.5222709 3.137208
0.3318388 1.143002
0.05159678 3.366526
0.143022 2.459348
0.369617 0.8121609
0.09383842 3.476914
0.09918466 3.798607
0.639779 0.8842248
0.9425829 2.603388
0.9059662 1.820277
1.48587 1.754826
0.2141462 1.181161
0.2321074 5.130607
0.02656107 3.563717
0.07286587 1.941617
0.9713287 2.172931
0.08845307 1.53004
0.03982376 0.9343432
0.04202745 9.080913
0.06347753 4.346649
0.06669206 1.793534
0.06656918 0.3440774
0.1306063 0.5016359
0.07427885 4.292709
0.06391721 2.227049
0.1310053 4.019854
0.03972314 0.7807881
0.1074779 0.3792293
0.0128635 1.716099
0.1908153 2.603026
0.2324458 0.5615711
0.01769167 6.317666
0.03581455 0.8131775
0.1100761 2.251409
0.0749591 0.7268251
0.09989923 2.21932
0.7068207 2.868
0.04472649 4.879944
0.04210731 1.570071
0.2757182 0.925702
0.04695014 7.129213
0.1172524 2.270098
0.04033837 1.630918
0.2078943 3.233904
0.07619872 1.554428
0.07465413 3.211179
0.2105083 0.6846458
0.1439989 2.177799
0.04082761 3.06615
0.07497662 0.765455
0.4408779 2.940688
0.2977066 2.201057
0.1418042 1.507418
0.04096898 6.332785
0.1271977 4.391813
0.4992613 1.602068
0.3197506 2.616738
0.697197 2.286593
0.3506781 5.044485
0.08955984 1.496628
0.1749883 2.711931
1.865204 3.106714
0.608743 1.29723
0.1223483 6.684029
0.08179841 0.7017586
0.1208972 1.895681
0.1372278 1.261808
0.271428 5.182037
0.6229661 4.516443
0.1877801 2.119701
0.2489151 5.098456
0.0576987 3.508384
0.05136087 1.437512
0.1869903 2.693696
0.2641931 1.47016
0.9988537 0.8501044
0.2285389 1.920839
0.132419 2.93563
0.1161232 1.557966
0.029992 1.750813
0.02497702 0.7906799
0.3027013 1.560679
0.1593507 2.146009
0.5282835 2.205749
0.2489972 5.60595
0.0395935 0.876429
0.04905775 0.8315979
0.05177534 0.7238645
0.0724208 4.039489
0.07594831 0.2447441
0.0441485 0.4879181
0.5960208 0.5029531
0.2698388 1.047562
0.1175877 1.473505
0.03032821 0.3616543
0.05375185 3.058657
0.4738617 12.65181
0.1039209 1.308551
0.04715264 1.231261
0.264358 1.728272
0.4810761 1.210555
0.08265739 3.493574
0.3565671 0.153102
0.3960762 0.1465787
0.2174596 0.5787077
0.1018312 2.509031
0.2465246 1.319471
0.5102667 2.149144
0.0824465 0.2390486
0.04798594 0.2715581
0.06216919 0.9657557
0.1474136 1.811777
0.01296684 4.00282
1.788328 2.56944
0.09147111 0.4623918
0.1442154 0.5988381
0.4892834 2.065769
0.0925641 0.3615456
0.4386192 0.9953394
0.5802919 2.044185
5.05121 0.7001279
1.065609 2.64123
0.08520362 1.180362
0.08005483 1.534575
0.1287862 0.4364398
0.05025208 2.592201
0.01909448 1.521993
0.1751562 8.052967
0.02599272 0.3189165
0.02487214 0.3237048
0.03826198 3.252764
0.1061959 0.8754314
0.07898852 0.1499419
0.09251415 0.822947
0.02146677 1.697646
0.03296624 3.769107
0.5212058 2.200529
0.04500993 3.512453
0.1486872 1.612598
0.6244025 0.9783464
0.08602819 1.354881
0.1061397 8.307131
0.03510412 5.37225
1.087312 1.812825
0.2739706 1.462624
0.1301287 3.368085
0.2057768 2.411004
0.2361816 1.94478
0.138441 2.055236
0.4265002 3.095503
0.02151975 1.034063
0.4088944 3.18572
0.6273376 1.429774
0.009086996 1.795761
0.1921963 0.7279685
0.1198595 1.717789
0.4793298 2.611575
0.1263105 0.6675687
0.4039023 5.498177
1.51272 3.869663
0.04500426 3.812531
0.2561978 0.7126198
0.01421114 3.238521
0.03451754 1.17941
0.101978 0.9076904
0.07031456 0.7318079
0.0520716 0.1526015
0.3107493 0.3181695
0.05873516 0.9262657
0.1723461 1.818717
0.01527503 0.3596155
0.1269233 0.6452925
0.1300406 7.35594
0.09662606 2.481278
0.1104668 2.707305
0.01898181 1.640458
0.03463329 1.466276
0.6048463 2.122075
0.6719481 3.01248
0.02202809 1.141759
0.5961303 0.2732946
0.906429 0.6256422
0.2361578 3.956235
0.9010877 1.640433
0.3504156 1.00356
0.1596856 0.4237394
0.2338237 3.513876
0.09065844 2.144307
0.02071704 1.407914
0.03016216 0.6355247
0.4141323 0.8712469
0.6638558 0.6446874
0.3341576 1.880123
0.3096374 1.998314
0.1156616 11.4592
0.3509324 11.45133
0.5502869 0.8429726
0.08727118 3.396551
0.183452 0.2402579
0.1263115 2.419831
0.1986281 5.358676
0.2255667 1.708062
0.06627095 1.56135
0.05235066 1.442814
0.04584376 1.410423
0.2291352 1.978368
0.3623558 2.678562
0.04074761 2.581263
0.05934035 2.733072
0.1524105 3.234847
0.07473486 1.471864
1.226253 3.365532
0.03919029 2.749236
0.0244982 2.023731
0.2026924 2.548617
0.2549716 1.138393
0.08811626 2.327081
0.09599088 3.185268
0.05561575 0.7790229
0.01894457 3.588492
0.02607965 1.685427
0.1889813 1.211611
0.1427898 1.381677
0.2822117 0.9200577
0.1321819 0.1677956
0.03821401 0.0656075
0.5540342 1.559114
0.1176346 0.3686047
0.1091177 0.7149733
0.02620219 0.5827464
0.07857665 1.269458
0.1275816 5.0004
0.04735729 1.014395
0.1308547 0.9600154
0.04225266 0.5604189
0.05349504 0.1123466
0.0503721 0.5736063
0.368624 3.633228
0.08260862 1.156465
2.327983 2.330596
0.04994479 1.130901
0.1195619 1.816182
0.1309075 1.934479
0.2872072 1.324396
0.07503074 0.7257454
1.909862 0.07189442
0.04335112 7.436209
0.2262193 1.62267
0.1093514 1.916229
0.5320979 1.24683
0.1262603 0.1395867
0.1609294 0.8113995
0.1151388 1.662764
0.3436032 0.9871895
0.02107084 1.697496
0.02366888 2.284314
0.03034685 0.2194337
0.04352137 0.1148719
0.02594753 0.201023
0.5532319 0.6349202
0.1838301 0.4372942
0.04924416 1.964026
0.9374165 0.7665023
0.1048016 0.8930175
0.1638373 1.153041
0.1282424 1.303638
0.4242153 1.209005
0.04410803 2.131344
0.4565164 0.668073
0.04605813 0.123458
0.7733781 1.5179
0.02867952 1.141055
0.2033621 2.880311
0.02407571 0.7141129
0.08413255 1.704093
0.05124905 0.4514124
0.04815861 0.2004253
0.3569103 0.2355286
0.08855001 1.022835
0.1464937 5.036472
0.02188601 1.870934
0.0494878 3.996576
0.7124494 1.215821
0.205636 1.434484
0.01804792 3.626601
0.3706354 1.75774
0.06598194 2.055311
0.02542638 1.334088
0.04197234 3.879323
0.1727863 2.590126
0.04219359 0.2095551
0.1293309 7.139366
0.2347867 1.26869
0.05039454 2.308019
0.0286555 3.316067
0.06337118 1.177855
0.07136204 2.220115
0.06014811 9.716727
0.1228345 0.6928892
0.0517341 2.028622
0.06285222 1.727951
1.133519 1.48428
0.1281475 2.221682
0.2916273 4.992138
0.2321977 1.35556
0.0487871 3.470811
0.02253177 1.467241
0.1226679 0.8876154
0.0715016 0.8753616
0.3979696 0.2048999
0.0278479 0.6123575
0.05823905 4.004891
0.01547227 0.6500667
