"Delta_1" "Delta_2"
1.028297 -4.380075
1.026083 -4.622622
1.014085 -4.721517
0.9955175 -4.463042
1.011248 -4.666499
0.9961003 -4.871308
1.001689 -4.792455
0.982397 -4.900089
0.9408552 -4.550807
0.9645836 -5.157569
0.9669826 -5.32157
0.9790607 -5.411093
0.980499 -5.626907
1.014384 -5.636408
1.00149 -6.030855
0.9373024 -5.497926
1.001284 -5.636957
0.9818958 -5.236148
1.039677 -5.463597
1.021489 -5.483201
1.003021 -5.332183
0.9587191 -4.908914
1.019288 -4.489
0.9724132 -4.583658
0.9559951 -4.408948
0.9541125 -4.114911
0.9951448 -4.453384
0.9495868 -4.171615
0.9603839 -3.966339
0.9596416 -4.076791
0.8987029 -4.051837
0.9451688 -4.189332
0.9356142 -4.102429
0.9133649 -4.029876
0.9127847 -4.402769
0.904792 -4.493718
0.8957394 -4.977202
0.8589325 -4.63229
0.8889127 -3.884796
0.89482 -4.103363
0.8659741 -3.738411
0.8807399 -4.304929
0.938403 -4.903574
0.8751827 -4.282866
0.8679122 -4.259616
0.9247658 -4.037647
0.9394388 -3.830861
0.9064699 -4.288502
0.9108255 -4.372061
0.8830137 -4.360191
0.90254 -4.619967
0.9432313 -3.863083
0.9292779 -3.832627
0.9300906 -4.129264
0.9499405 -4.833057
0.9603481 -4.315744
0.9338095 -4.529558
0.9284803 -4.480827
0.8731398 -4.368823
0.8908683 -4.258519
0.920657 -4.256755
0.9602726 -4.391552
1.027276 -4.91765
0.9815589 -4.676893
0.9785245 -4.604925
0.9582317 -4.50775
0.8917037 -4.426259
0.9081621 -4.496605
0.9176314 -4.877656
0.9833628 -4.86573
0.9352438 -4.944156
0.8946235 -4.699196
0.9504919 -4.833185
0.9781888 -4.845666
0.9393354 -4.930841
0.9722364 -4.915346
0.9175235 -4.422083
0.8817652 -4.710128
0.9229456 -4.965717
0.9073725 -4.985148
0.9640454 -4.789597
0.930218 -4.466965
0.927381 -4.628756
0.9418314 -4.53362
0.9044239 -4.656569
0.8850694 -4.443048
0.9213573 -3.928558
0.9213865 -4.503495
0.9189732 -4.147518
0.9283598 -3.942009
0.9527221 -3.366196
0.9342965 -3.815993
0.8998972 -3.463657
0.8705532 -3.651939
0.9132074 -4.029041
0.9321452 -4.241385
0.9775745 -4.343995
0.9785246 -4.426827
0.9291378 -4.496417
0.8962866 -4.692887
0.8852845 -4.419958
0.841886 -4.723488
