"Delta_1" "Delta_2"
-3.437801 -12.74332
-3.152739 -12.29606
-3.119299 -12.62145
-3.122386 -12.75628
-3.439255 -12.321
-3.379965 -12.21155
-3.427797 -12.18849
-3.314493 -12.91294
-3.315926 -12.28778
-3.063728 -11.82118
-2.848062 -11.8031
-2.898399 -12.24972
-3.225123 -12.76505
-3.144333 -12.68378
-3.199244 -12.43437
-3.09351 -12.82815
-2.943811 -12.60721
-3.076037 -12.944
-3.066727 -12.67592
-3.011182 -12.8524
-3.453654 -12.91909
-3.505442 -12.76699
-3.520104 -12.69541
-3.499502 -12.74179
-3.437314 -12.77587
-3.387626 -12.62757
-3.471699 -13.83858
-3.744209 -12.779
-3.703753 -12.66335
-3.556869 -12.91067
-3.398653 -12.9725
-3.765446 -12.56864
-3.261309 -12.55917
-3.100592 -13.14153
-3.025858 -13.53026
-3.426919 -12.5227
-3.516738 -12.71403
-3.429959 -12.88816
-3.459655 -12.33906
-3.201328 -12.6886
-3.366592 -13.23196
-3.44983 -12.17527
-3.287412 -12.9499
-3.233295 -12.46423
-3.33136 -12.59495
-3.389165 -12.56018
-3.349923 -12.06085
-3.520437 -12.11912
-3.243808 -12.0775
-3.310561 -12.57365
-3.142732 -12.61697
-3.403776 -12.20913
-3.231302 -12.74961
-3.393131 -12.52793
-3.20847 -12.28742
-3.173891 -12.60819
-3.418933 -12.04315
-3.467121 -12.44149
-3.50909 -12.20161
-3.446681 -12.1765
-3.496073 -12.4325
-3.422397 -12.2973
-3.343577 -12.65252
-3.46258 -13.15219
-3.113631 -13.03391
-3.215628 -13.39276
-3.035549 -12.62975
-3.006268 -12.49419
-3.269894 -13.27533
-3.37046 -13.2396
-3.135764 -12.99492
-3.022272 -12.80677
-3.243997 -12.27096
-3.637026 -12.86502
-3.385441 -13.18356
-3.198251 -12.85468
-3.416247 -12.58922
-3.508403 -12.36637
-3.107612 -12.5575
-3.469295 -12.64022
-3.774879 -12.71776
-3.793323 -12.49673
-3.525692 -13.34351
-4.049864 -13.3549
-3.812895 -13.16555
-3.528783 -12.92561
-3.739764 -13.22555
-3.561047 -13.44333
-3.358808 -13.28056
-3.49708 -12.39077
-3.646302 -12.66838
-3.607294 -13.00109
-3.577413 -13.31697
-3.786749 -13.09703
-3.261071 -13.11048
-3.532703 -13.0236
-3.131383 -12.69164
-3.418394 -12.57063
-3.397607 -12.20099
-3.585678 -12.50283
-3.669831 -13.15623
-4.03911 -12.87368
-3.780728 -12.19803
-3.281982 -12.77689
-3.134033 -12.35295
-3.242075 -12.38633
-3.162131 -12.26213
-3.245862 -12.59348
-3.216424 -13.17428
-3.404111 -12.94551
-3.768719 -13.05315
-3.529368 -13.32784
-3.424802 -13.18563
-3.405057 -13.28497
-3.572143 -13.15767
-3.29879 -13.49673
-3.62619 -12.97576
-3.540238 -14.02059
-3.604828 -12.95118
-3.229872 -13.05585
-3.696092 -13.07792
-3.737353 -13.21202
-3.293004 -12.49314
-3.377715 -13.19605
-3.356208 -12.70204
-3.352067 -12.90825
-3.549767 -13.64724
-3.623868 -13.50966
-3.683421 -13.23573
-3.434071 -13.63383
-3.33147 -13.54187
-3.55587 -13.28048
-3.801322 -12.68126
-3.349892 -12.99057
-3.518755 -12.78203
-3.123897 -13.33999
-3.319911 -12.91822
-3.671253 -12.9195
-3.724458 -13.23687
-3.627334 -12.03006
-3.228414 -11.86239
-3.019333 -12.59815
-3.40995 -13.10146
-3.475238 -12.87701
-3.244 -12.7958
-3.063062 -12.67971
-3.228645 -12.69162
-3.378509 -12.35227
-3.047838 -12.15504
-3.159786 -12.36775
-3.362651 -12.59878
-3.355319 -13.04469
-3.031116 -12.80821
-3.025595 -12.54254
-3.063792 -12.46825
-3.651909 -12.93684
-3.750041 -12.54271
-3.234785 -12.46109
-3.411284 -13.47596
-3.439894 -12.92442
-3.222181 -13.00607
-3.257937 -12.62214
-3.213932 -12.30911
-3.450861 -12.98191
-3.250465 -12.91557
-3.538747 -12.38226
-3.395501 -12.32878
-3.190518 -12.18118
-3.169177 -12.02481
-3.46717 -12.6445
-3.50244 -12.33547
-3.415781 -12.28673
-3.010896 -12.81477
-3.398448 -12.85131
-3.344942 -13.04667
-3.175003 -13.39647
-2.937782 -13.3513
-2.979185 -13.208
-3.122452 -13.19378
-3.274945 -13.09387
-3.481455 -12.53493
-3.333051 -13.08063
-3.434968 -12.90494
-3.079693 -13.16927
-3.353078 -13.51361
-3.315785 -13.43765
-3.057419 -13.60741
-3.169236 -13.22098
-3.245507 -13.03919
-3.480726 -12.84282
-2.859014 -12.11901
-3.207031 -12.00151
-3.034237 -11.05299
-3.307204 -11.56195
-3.179956 -11.84349
-3.497772 -12.16925
-3.288058 -12.94731
-3.765131 -12.99327
-3.637764 -13.13178
-3.157905 -12.78307
-3.773612 -12.83808
-3.244031 -12.44344
-3.425062 -13.43842
-3.013189 -13.5023
-3.491718 -12.63131
-3.464321 -13.03626
-3.363145 -13.3113
-3.186864 -12.76949
-3.16127 -12.45773
-3.32104 -12.6207
-3.135242 -12.1574
-3.161547 -12.05002
-3.001673 -12.6295
-3.201192 -12.35856
-3.386595 -12.46677
-3.52963 -12.92195
-3.267756 -13.14786
-3.211763 -12.96756
-3.367627 -12.36659
-2.856907 -12.09016
-2.691295 -12.00405
-3.003484 -12.67649
-3.296037 -12.46594
-3.161787 -12.41142
-3.152424 -12.77208
-3.250981 -12.55745
-3.629487 -12.7794
-3.6451 -12.38529
-3.38051 -12.78321
-3.34418 -12.83018
-3.125096 -12.42361
-3.205406 -12.1833
-2.691998 -12.45662
-3.185191 -11.974
-3.156124 -12.46007
-3.432878 -12.72577
-3.399897 -12.85403
-3.419528 -12.78422
-3.674532 -12.49155
-3.223579 -11.96578
-3.222207 -12.15416
-3.063788 -12.01102
-3.308752 -12.17431
-3.355862 -12.50644
-3.247227 -12.46518
-3.063642 -12.61103
-3.340425 -12.06736
-3.855187 -12.33707
-4.050644 -13.2066
-3.46755 -12.82501
-3.134771 -12.23466
-3.48228 -12.42156
-3.263447 -12.79433
-3.54186 -12.83675
-3.318365 -12.74301
-3.350676 -12.68766
-3.399336 -13.05778
-3.093694 -12.95539
-3.236753 -13.17666
-3.215662 -13.59659
-3.395565 -12.90177
-3.485959 -12.92488
-3.454742 -12.85302
-3.622521 -13.16773
-3.476587 -13.168
-3.768252 -12.95121
-3.14422 -12.67265
-3.069354 -12.65154
-3.334806 -13.10513
-3.184538 -13.21331
-3.569749 -12.80307
-3.805562 -12.9137
-3.58377 -12.94901
-3.910544 -12.60047
-3.720574 -12.4217
-3.785275 -12.45244
-3.595111 -13.00203
-3.515288 -12.26341
-3.659019 -12.20057
-3.648407 -12.81607
-3.879637 -12.11457
-3.682948 -12.52262
-3.63585 -12.35984
-3.36922 -12.67805
-3.398421 -12.60372
-3.380737 -12.72598
-2.879033 -12.16654
-2.767422 -12.4513
-3.161248 -12.73347
-2.735509 -12.57808
-2.857312 -12.47731
-3.285422 -12.26014
-3.160325 -12.00704
-3.027431 -12.62534
-3.386899 -12.33259
-3.565677 -12.07752
-3.36671 -12.60989
-3.295165 -12.10609
-3.303541 -12.46192
-3.390227 -12.46279
-3.535282 -12.30351
-3.117412 -12.41092
-3.066916 -12.30443
-3.321152 -12.64972
-3.168993 -12.95902
-3.131799 -12.76864
-3.189081 -12.74406
-3.405863 -12.62769
-3.674558 -13.13127
-3.644988 -12.78729
-3.442436 -12.60075
-3.43905 -12.79643
-3.459915 -12.46943
-3.217794 -13.08278
-3.371747 -13.19087
-3.476445 -12.80837
