"p_1" "p_2"
0.2789601 0.7210399
0.3133193 0.6866807
0.2884268 0.7115732
0.2792994 0.7207006
0.2957435 0.7042565
0.293175 0.706825
0.2943443 0.7056557
0.2916502 0.7083498
0.2835637 0.7164363
0.3211244 0.6788756
0.3160663 0.6839337
0.3034252 0.6965748
0.3102115 0.6897885
0.2903441 0.7096559
0.2823574 0.7176426
0.2946726 0.7053274
0.2750472 0.7249528
0.3101389 0.6898611
0.2886856 0.7113144
0.3014933 0.6985067
0.2937763 0.7062237
0.285368 0.714632
0.3082374 0.6917626
0.2783863 0.7216137
0.2858308 0.7141692
0.3169657 0.6830343
0.3189253 0.6810747
0.2806571 0.7193429
0.2695426 0.7304574
0.2842616 0.7157384
0.2770996 0.7229004
0.2838074 0.7161926
0.3067474 0.6932526
0.2824472 0.7175528
0.2785183 0.7214817
0.3023157 0.6976843
0.2739565 0.7260435
0.262779 0.737221
0.2988079 0.7011921
0.2890672 0.7109328
0.2952761 0.7047239
0.2706133 0.7293867
0.289115 0.710885
0.2656924 0.7343076
0.288329 0.711671
0.3053155 0.6946845
0.2990268 0.7009732
0.2840121 0.7159879
0.2949716 0.7050284
0.2675038 0.7324962
0.2901229 0.7098771
0.2980831 0.7019169
0.2731382 0.7268618
0.2941141 0.7058859
0.324405 0.675595
0.2785667 0.7214333
0.282501 0.717499
0.3062566 0.6937434
0.2777801 0.7222199
0.3094125 0.6905875
0.2735213 0.7264787
0.3005789 0.6994211
0.2828586 0.7171414
0.2931789 0.7068211
0.3063755 0.6936245
0.304016 0.695984
0.2690437 0.7309563
0.2957595 0.7042405
0.2735996 0.7264004
0.2826706 0.7173294
0.2647935 0.7352065
0.2921326 0.7078674
0.2935229 0.7064771
0.2888708 0.7111292
0.2946003 0.7053997
0.2852924 0.7147076
0.2899688 0.7100312
0.2971174 0.7028826
0.304907 0.695093
0.3100509 0.6899491
0.307433 0.692567
0.2850374 0.7149626
0.2871927 0.7128073
0.2692425 0.7307575
0.2892319 0.7107681
0.284128 0.715872
0.2927006 0.7072994
0.2805983 0.7194017
0.2654881 0.7345119
0.3165979 0.6834021
0.2579829 0.7420171
0.2828341 0.7171659
0.2894078 0.7105922
