"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-15.2697 1.311714 -2.284661 -3.019
-1.818771 0.9820483 -2.04217 -2.774844
6.536534 0.8645356 -2.041345 -2.838201
3.640037 1.082713 -2.022769 -2.867629
-9.223038 1.03971 -1.95581 -2.733661
-3.493818 0.8365964 -2.06014 -2.65648
-4.644348 1.162777 -2.307772 -2.791706
2.02754 1.207043 -2.306122 -2.963076
-1.221172 1.265072 -2.530515 -3.012886
-5.263678 1.524753 -2.314287 -2.907274
-1.397839 0.9595076 -2.107926 -2.95291
-10.51723 1.010953 -2.284257 -2.663985
-4.274064 0.7409749 -2.320675 -2.811725
5.048321 0.8903213 -2.657665 -2.900181
-9.545739 0.9764482 -2.699787 -3.027372
-14.85339 1.338879 -2.640221 -3.052287
1.48874 1.088588 -2.533939 -3.220074
-2.631823 1.029979 -2.348327 -3.0782
-2.277304 1.194973 -2.243177 -3.10033
-15.48587 0.7003483 -2.256168 -3.188705
-11.45711 1.098475 -2.040998 -3.163796
-10.25909 0.9771805 -2.022687 -3.038626
0.3974773 1.176956 -1.959115 -3.048593
-16.38374 0.9287198 -2.142568 -3.200735
-1.591914 1.01444 -1.900646 -3.152238
9.968223 0.9440363 -1.9196 -3.133264
-2.545423 1.0413 -1.854665 -3.14603
8.291148 1.381915 -1.930372 -3.151632
-9.472545 0.9474597 -2.183614 -2.999398
8.649565 0.9151242 -2.074935 -3.163675
9.658507 0.8332661 -2.082069 -3.01037
-11.97163 1.069214 -2.341016 -2.968779
26.92951 0.7904674 -2.457894 -2.901641
0.7923387 0.9611898 -2.149225 -2.844551
13.98811 1.138624 -2.138644 -2.920071
-4.944559 1.113744 -2.098365 -2.871021
15.83612 0.8482007 -2.439805 -2.893037
9.878811 1.144301 -2.232864 -3.040064
1.993595 1.039114 -2.406776 -3.142405
-1.57329 0.9077492 -2.261254 -3.013774
29.22974 0.5733653 -2.425774 -3.117554
12.26748 0.9257852 -2.36765 -3.008264
5.779899 0.9625031 -2.45063 -3.103123
22.10459 1.347882 -2.725566 -2.967675
-15.77286 1.008026 -2.405986 -3.222068
-11.42283 1.197316 -2.499693 -2.967867
-2.195607 1.113635 -2.632159 -2.786258
-21.5224 0.8785932 -2.412496 -2.855704
-9.959419 1.223509 -2.19426 -2.838659
5.82654 1.152241 -2.06487 -3.000841
-10.77974 1.283602 -2.409676 -3.076701
-15.60171 1.411317 -2.205527 -2.929044
-10.52887 1.332388 -2.172335 -2.902148
2.768282 1.236873 -2.179318 -2.883701
2.204751 1.19151 -2.06425 -2.915672
4.228726 0.4707606 -2.281033 -2.961212
-8.008531 1.134479 -2.283576 -3.032141
3.358912 1.056225 -2.39157 -3.206508
-3.15285 1.025799 -2.468924 -3.221747
13.57844 1.035438 -2.437521 -2.946116
1.540774 0.7956731 -2.301661 -3.168576
11.85804 0.9629568 -2.329141 -3.182914
17.82817 0.9336633 -2.385406 -3.11535
-1.723346 1.185996 -2.151345 -3.085212
-7.185433 0.8817524 -2.062821 -3.123377
-1.571613 1.054056 -2.227665 -2.786001
0.3346049 0.9563002 -2.130625 -3.000125
-8.798954 0.8333848 -2.30871 -3.053646
-15.22347 0.6776852 -2.427115 -3.233663
0.7148402 1.021614 -2.399957 -3.086115
-8.22156 0.5525591 -2.322004 -3.132503
-6.192391 0.6918167 -2.234198 -3.134898
3.34459 0.6906314 -2.139768 -2.883476
4.601889 0.9470511 -1.817534 -2.877938
-2.631287 0.9969093 -1.882521 -2.966243
-7.095331 0.9117921 -2.015767 -2.861034
-1.904691 0.7609328 -2.218347 -3.103503
-2.768701 0.428809 -2.280673 -3.226046
-2.525844 1.092063 -2.354301 -3.382567
0.5053007 1.208077 -2.324538 -3.297083
-0.2671232 1.080015 -2.348459 -3.201063
-0.961504 0.9276801 -2.420393 -3.171015
13.00157 0.9558277 -2.494242 -3.049069
3.489391 1.462446 -2.618958 -3.034598
3.179847 1.039293 -2.363562 -2.911234
-4.65693 1.205745 -2.430516 -3.224145
-8.883355 1.020398 -2.089414 -2.962242
-18.28796 1.214395 -1.964888 -2.955379
5.762989 1.078851 -2.104492 -3.02507
-9.610132 1.163873 -2.25669 -2.890143
5.197912 1.198027 -2.501632 -2.953744
26.66121 1.020534 -2.557534 -2.933109
17.74368 1.165785 -2.318139 -2.830798
-6.109945 1.095088 -2.488416 -3.058486
6.11299 0.8136619 -2.213516 -3.191278
-8.631566 1.074859 -2.202703 -3.140638
21.37176 1.097611 -2.324943 -2.939227
-12.29659 0.9951718 -2.42838 -3.122791
-7.739713 0.7492628 -2.376972 -2.96285
-8.16311 0.7002227 -2.491024 -2.969251
-5.989394 0.863472 -2.442762 -2.88617
-5.831946 0.716664 -2.368836 -3.021242
-24.30473 0.9150179 -2.360225 -3.033799
0.7489373 0.8319534 -2.183113 -3.195113
0.7915845 1.193217 -2.114001 -3.331257
12.6066 0.9261467 -2.487369 -3.420312
