"u.bar" "t.bar"
1.029858 1.107951
1.00837 1.206467
1.024904 1.188413
0.9763834 1.194601
1.002947 1.204537
0.9904723 1.220632
1.039103 1.181319
0.9649799 1.158442
0.982172 1.114339
1.000319 1.147229
1.042791 1.163109
0.985755 1.20823
1.021063 1.178094
0.9998912 1.148314
1.004955 1.116659
1.06022 1.091583
0.9984611 1.078622
1.005082 1.118403
0.9982099 1.113228
1.043357 1.112346
0.9897426 1.097994
1.013782 1.09723
0.9805969 1.12987
0.958589 1.078725
0.9921428 1.12981
0.9828779 1.120932
1.003334 1.124797
0.9818138 1.102328
1.022599 1.144581
0.9213291 1.100192
1.013702 1.148046
0.9912927 1.134
0.9795041 1.13835
1.039072 1.168028
1.001723 1.144238
0.9754334 1.148259
1.079302 1.145674
1.010462 1.101865
1.000983 1.077838
0.9911598 1.110976
0.9965284 1.082508
1.023479 1.129382
1.030435 1.098541
1.007066 1.083576
1.016671 1.067164
0.9893885 1.12316
0.9783719 1.175049
1.010924 1.181447
0.9732532 1.140013
1.000871 1.155292
0.9856994 1.119382
0.9995754 1.144553
0.9839984 1.160619
1.045999 1.145274
1.02811 1.16616
0.961809 1.183867
0.9664053 1.099004
1.042243 1.045513
1.042573 1.068414
1.036886 1.083628
1.011448 1.117138
0.969819 1.117009
1.026061 1.096751
0.9664948 1.099895
0.9841874 1.124844
0.9872977 1.217229
1.012184 1.15827
0.9687359 1.131986
0.9989718 1.092263
1.013157 1.091534
1.012398 1.065369
1.005803 1.11884
1.032014 1.142391
0.9400182 1.204439
0.9920459 1.186069
1.004125 1.181142
0.9684203 1.108508
0.9744365 1.082496
1.030176 1.072148
1.015961 1.045992
1.027913 1.050037
1.058298 1.089985
1.012216 1.076916
0.9865838 1.087782
0.9932275 1.104408
1.011942 1.061631
1.00397 1.127884
0.9881588 1.131156
0.9823101 1.127944
1.008297 1.128633
1.086307 1.122667
1.03685 1.117029
0.9761769 1.098115
1.001815 1.118266
0.9722054 1.119666
1.00486 1.098824
0.9816287 1.146848
1.007445 1.087131
0.9729436 1.148672
1.022374 1.154056
0.9788655 1.122368
1.01329 1.141278
1.030783 1.109922
0.9934906 1.081955
1.003966 1.066936
1.037464 1.032137
0.9998649 1.01982
1.029841 1.067005
1.019936 1.087691
1.036082 1.088906
1.003543 1.123309
1.013415 1.172215
0.9940791 1.129616
0.9947885 1.095236
1.030212 1.08995
1.041801 1.098562
1.018942 1.119346
0.9643727 1.137964
1.023599 1.115812
1.028345 1.13561
1.038448 1.135102
1.009596 1.124794
1.043466 1.138505
1.015471 1.077251
0.9955596 1.02098
0.9988564 1.085487
0.9994201 1.080467
1.005033 1.052387
1.056793 1.01444
1.006124 1.007099
1.030606 1.048991
0.9742113 1.109246
1.007672 1.063691
1.041359 1.093244
1.046066 1.035939
0.9899584 1.044174
0.9681736 1.081521
0.9865696 1.090122
1.031172 1.081676
0.9730201 1.088474
1.00902 1.062806
0.9695671 1.124694
0.9918093 1.102536
1.017973 1.093567
1.02031 1.126833
0.9992013 1.176397
0.9752995 1.143107
0.9743081 1.139414
1.029964 1.095359
1.000655 1.119384
1.002355 1.11804
0.949833 1.111071
0.9590637 1.052022
0.9824368 1.022013
0.9914177 1.006402
1.064254 1.037969
1.015676 1.005723
1.018655 1.054708
1.028248 1.062617
1.003117 1.094787
0.9708964 1.126294
1.002073 1.115537
1.051813 1.114093
1.028921 1.0645
0.9916472 1.069397
1.021882 1.065914
0.9950015 1.104493
1.001725 1.089373
0.9735623 1.039967
0.9979734 1.045713
1.026628 1.042241
1.027862 1.072924
1.014766 1.108074
1.004132 1.072417
1.06608 1.075128
1.005146 1.088205
1.014793 1.10658
1.023121 1.094722
0.9574196 1.092158
1.025793 1.09299
0.9775274 1.130185
0.9763183 1.114689
0.9982459 1.124916
1.014962 1.117235
0.9964719 1.034634
1.042187 1.063942
1.022398 1.054975
1.012625 1.137756
0.9963852 1.109229
1.002621 1.123878
0.9941835 1.150424
1.00733 1.19777
0.9659741 1.148527
0.9838852 1.161867
0.9917091 1.172973
0.9995849 1.121862
1.065386 1.112204
0.9496099 1.156434
0.9888239 1.193002
0.9386092 1.182864
1.005254 1.144426
0.9829799 1.133145
1.018611 1.098939
0.9955012 1.149449
0.987419 1.19326
1.009382 1.190011
1.005685 1.125312
0.9846 1.093533
1.009396 1.132529
0.9857629 1.154439
1.006534 1.160314
0.9709231 1.143164
1.014528 1.168448
0.9298766 1.215233
0.9661994 1.161131
1.025115 1.099285
0.974796 1.103281
1.012405 1.107859
1.012204 1.081505
1.028189 1.090459
0.9891068 1.137991
0.9426336 1.141955
1.032278 1.071574
0.9961381 1.047219
1.030436 1.096465
1.022845 1.061601
1.032182 1.107859
0.9510738 1.156303
1.039094 1.139534
1.028793 1.15466
1.02512 1.136067
0.9968742 1.18565
1.047422 1.18116
1.019027 1.163609
1.015647 1.191329
1.062844 1.140551
1.004512 1.104819
0.9564927 1.154707
1.024428 1.099882
1.013887 1.106723
1.05798 1.084426
0.9805908 1.105326
1.02425 1.080121
1.022163 1.073188
1.012823 1.128782
0.9757449 1.088743
0.9757631 1.100629
0.966435 1.133281
0.9942955 1.152736
0.9816281 1.203271
0.9528121 1.168465
0.9914813 1.22668
1.029995 1.20431
0.9747452 1.159708
0.9849084 1.180476
1.000278 1.167919
0.9796522 1.154321
0.9458939 1.1562
1.035816 1.156225
0.9524991 1.133303
0.9916022 1.182261
0.9969928 1.145558
0.9775619 1.174374
1.047007 1.156868
0.9306667 1.172702
0.9904824 1.179989
1.008199 1.164942
0.9729918 1.207054
0.9930443 1.177206
0.9972383 1.144062
0.9914927 1.121161
1.006645 1.089927
1.039565 1.140323
0.9801063 1.163846
1.000988 1.111353
1.031721 1.118624
1.008573 1.081244
1.039211 1.033125
1.01101 1.004747
1.006302 1.038951
1.019184 1.042369
1.001881 1.082641
0.9696501 1.052782
1.008397 1.064398
0.9915766 1.072572
0.9882613 1.117494
0.9770452 1.081095
0.9739309 1.036151
0.9567312 1.156715
1.018467 1.156983
1.013479 1.113675
0.9852925 1.156475
1.024046 1.131229
1.033266 1.1734
0.9758068 1.124269
0.9975099 1.088829
1.000537 1.092857
1.003413 1.12305
0.9960049 1.18433
1.010006 1.175458
0.9311263 1.178655
0.9964505 1.152092
0.9832169 1.128192
