"Delta_1" "Delta_2" "Delta_3"
1.025323 -2.215278 -3.120186
0.7762397 -2.391237 -3.161033
0.9279895 -1.896594 -2.90769
0.8204177 -2.305885 -2.922541
1.373098 -2.196996 -2.975223
1.072676 -2.326649 -2.954628
0.9644164 -2.268068 -3.092113
0.9130578 -2.120216 -3.159771
0.8941608 -1.737754 -3.12289
1.163139 -2.069825 -2.940324
1.172371 -2.166892 -3.176001
0.7329021 -2.163332 -3.141158
1.10787 -2.09323 -3.152066
0.8385666 -2.075039 -3.288744
1.45352 -2.433262 -3.244633
1.431749 -2.333454 -3.126729
1.098636 -2.177485 -3.219205
1.459405 -2.041026 -3.108323
1.08423 -2.287707 -3.142118
1.119313 -2.497478 -3.171136
1.152736 -2.319943 -3.222201
0.997134 -2.617576 -3.135054
0.9514186 -1.945034 -3.098354
1.025291 -2.081037 -3.029035
1.127776 -2.016863 -2.986109
1.289082 -2.214392 -3.028496
1.133258 -2.057093 -2.967996
1.028825 -2.268884 -2.920908
0.8966746 -2.024953 -2.947237
0.82994 -2.054945 -3.014274
1.093026 -2.590347 -3.113292
0.7247836 -2.339085 -3.160046
0.9955731 -2.327849 -3.062445
0.8085587 -2.298663 -3.074491
0.9802353 -2.087036 -2.988693
1.002354 -2.327075 -2.792464
0.9143812 -2.451655 -2.968005
1.12241 -2.242827 -3.057156
1.355236 -2.3241 -3.045194
0.8492169 -2.03803 -3.087068
0.9945169 -2.046795 -3.051413
0.9602476 -2.366397 -2.937258
1.17999 -2.515634 -2.972853
0.8499675 -2.560328 -2.9932
0.9006427 -2.266044 -2.988438
1.177266 -2.281916 -2.893339
1.265373 -2.389627 -3.03129
0.7945916 -2.037157 -2.885786
0.9991861 -2.206666 -3.046989
0.9078179 -2.155155 -3.058199
0.9379259 -2.504663 -3.222816
1.338613 -2.62657 -3.336264
0.9073683 -2.319712 -3.160487
1.023627 -2.308221 -3.328058
0.5776454 -2.087653 -3.280162
1.084786 -2.290545 -3.118137
0.9765128 -2.523781 -3.069736
0.6211048 -2.247821 -3.142116
1.133088 -2.237081 -3.23513
0.9437492 -2.363787 -3.132761
1.041626 -2.195642 -3.14047
1.05858 -2.411931 -3.239429
0.8646441 -2.345789 -3.268029
0.8085899 -2.679563 -3.268741
1.017013 -2.595944 -3.23406
1.47136 -2.674171 -3.306926
0.9509941 -2.364107 -3.336968
0.8659863 -2.439372 -3.430531
0.81249 -2.429837 -3.376326
1.066197 -2.631829 -3.236602
1.216188 -2.397357 -3.226111
0.9039185 -2.333719 -3.153732
1.142787 -2.346432 -3.013846
1.263018 -2.141493 -2.916809
1.023499 -2.150551 -3.067758
0.820854 -2.293469 -3.054506
0.9591348 -2.332417 -3.311718
1.243076 -2.370935 -3.354574
1.066119 -2.288346 -3.132928
0.9911494 -2.172834 -2.914899
1.090494 -2.161124 -2.901685
1.186268 -2.161549 -2.959777
1.269098 -2.139975 -3.0727
0.9791124 -2.21159 -3.063432
0.982871 -2.296989 -2.840148
0.5415202 -2.292834 -2.734132
1.143928 -2.140975 -2.8484
1.181059 -1.933042 -2.908705
0.7988221 -2.131869 -2.946215
0.6885446 -1.839082 -2.996011
0.959049 -2.02557 -2.977034
1.05927 -2.150055 -2.930198
0.754719 -2.328189 -3.053964
0.607004 -2.294876 -3.321377
0.5140497 -2.564503 -3.239914
0.9152138 -2.213906 -3.202607
1.19184 -2.445569 -3.234947
0.9409249 -2.355087 -3.193991
1.196993 -2.618057 -3.131708
