"tau2_1" "tau2_2" "tau2_3"
0.08085916 0.08346718 0.09335817
0.237148 0.1173386 0.06092866
0.03983993 0.1974204 0.1511268
0.3307018 0.1467088 0.1468764
0.04602188 0.1137152 0.08151675
0.1127654 0.1142802 0.1199969
0.01182691 0.07303608 0.1442638
0.1227783 0.2043721 0.1194272
0.03658861 0.1424026 0.1132009
0.03866509 0.1571326 0.1351096
0.03571682 0.1129359 0.109583
0.2173862 0.05433699 0.0577983
0.04683713 0.06704068 0.08234038
0.08945798 0.2157754 0.0782561
0.05229448 0.2820228 0.07942171
0.04410322 0.147071 0.1337607
0.02705046 0.1134747 0.1821093
0.04503746 0.1214587 0.1736829
0.03423675 0.2358483 0.09360743
0.1496304 0.1009495 0.06800064
0.0821924 0.1281017 0.1479262
0.02889959 0.06299975 0.1343612
0.03099618 0.1549156 0.1529651
0.03828896 0.0504039 0.07502416
0.02851682 0.05130518 0.1002482
0.03222331 0.04119463 0.1096146
0.05856839 0.1165382 0.1956216
0.04438501 0.1354685 0.2648342
0.02210196 0.1024371 0.2572357
0.0620461 0.09764155 0.153092
0.03093229 0.1113377 0.1156845
0.4795451 0.1279412 0.07706412
0.08673768 0.06484495 0.1547137
0.1587883 0.08571938 0.1912364
0.01841064 0.1511387 0.1908842
0.04549966 0.1488941 0.1288193
0.08410792 0.0846346 0.06920035
0.1062019 0.04921675 0.06855641
0.03127116 0.03334501 0.08982277
0.176092 0.1170374 0.07387803
0.03108468 0.08890239 0.09381223
0.04462672 0.08283211 0.1072549
0.02891816 0.02515561 0.1051785
0.08689455 0.05355909 0.1337233
0.1003989 0.0813871 0.08192727
0.01756071 0.0924527 0.1307815
0.07341066 0.08316229 0.1736077
0.08263604 0.03193284 0.1234734
0.02444573 0.04439249 0.1631157
0.01735179 0.0827008 0.1318566
0.03161435 0.09943978 0.1531008
0.0309451 0.08404518 0.1503709
0.1172563 0.09477507 0.1082222
0.06629806 0.1092651 0.09963453
0.3362457 0.2171257 0.1233557
0.03880187 0.1333701 0.1218676
0.1575787 0.1304005 0.1581901
0.2559808 0.07391852 0.07092517
0.02859775 0.07388467 0.1083744
0.04869951 0.1746519 0.1299549
0.2154637 0.1152645 0.09580933
0.1478964 0.07470866 0.1471006
0.2805329 0.09720577 0.1195301
0.1116013 0.06364527 0.1278443
0.0912629 0.05322611 0.162222
0.03327303 0.09104242 0.2200509
0.03079258 0.08957723 0.1179261
0.09561274 0.05164658 0.04428531
0.1664809 0.133287 0.04733695
0.05540125 0.1301245 0.07725397
0.03899667 0.09877276 0.0788513
0.05783853 0.1096014 0.09197567
0.1192898 0.1114426 0.1507307
0.03893599 0.109008 0.1834109
0.1420823 0.05839503 0.1477418
0.09433176 0.03459658 0.1024055
0.04899478 0.05304283 0.09988066
0.07333301 0.0644492 0.1130421
0.03355821 0.03222844 0.09992377
0.1347089 0.03230202 0.09495737
0.04674474 0.06314137 0.1229525
0.02828819 0.122436 0.1262496
0.05102003 0.07994821 0.1369026
0.08528377 0.07986341 0.1698719
0.02426293 0.1749083 0.1860159
0.2566581 0.05154665 0.1587816
0.01448607 0.1209853 0.2120017
0.05147235 0.1442805 0.09206166
0.03377431 0.1305091 0.122698
0.03830616 0.07719585 0.09775634
0.04711744 0.09225178 0.05542546
0.162674 0.1789844 0.1203691
0.1231997 0.05149545 0.09705253
0.3311938 0.08450456 0.146112
0.1565642 0.03689849 0.1205813
0.03694243 0.138225 0.1381812
0.02609797 0.04379799 0.06996988
0.02184921 0.03303605 0.1409747
0.0257724 0.02534624 0.1291504
0.04335217 0.178027 0.1476644
0.06007257 0.1310205 0.09901205
0.02018734 0.08609485 0.1089171
0.164352 0.12086 0.1531457
0.0487596 0.05776154 0.1270812
0.05551713 0.05481055 0.1719774
0.1339967 0.1367143 0.1018368
0.06779527 0.08867252 0.09022412
0.0530867 0.1449818 0.1531028
0.06805704 0.03962511 0.1191012
0.02486399 0.09324467 0.1165418
0.1183063 0.07000662 0.1262614
0.03473977 0.051786 0.09917731
0.1235989 0.1114544 0.1409464
0.4978638 0.03279261 0.1008064
0.2439012 0.1192268 0.1153648
0.07294452 0.04505 0.1249364
0.07365176 0.1224886 0.1177376
0.04601483 0.05494699 0.08592899
0.04003082 0.1070369 0.1090647
0.1932171 0.3488385 0.1649348
0.02182863 0.1741947 0.1291112
0.03680153 0.04817813 0.1336424
0.05218654 0.09367223 0.05541849
0.05112752 0.1745689 0.1030512
0.1385915 0.1630776 0.09457036
0.02793256 0.06210258 0.1516269
0.05805708 0.1868251 0.07707519
0.2045829 0.05758247 0.1096566
0.03067213 0.04884596 0.07116785
0.1729958 0.08965495 0.161024
0.1372897 0.3069435 0.1487499
0.09137289 0.1967903 0.139164
0.03612274 0.06590816 0.1120805
0.1672668 0.07432944 0.1742865
0.02788363 0.07507204 0.1032992
0.03185695 0.06324519 0.1718053
0.02528131 0.1244966 0.143804
0.02902627 0.03641203 0.1492334
0.1183072 0.02300302 0.1517526
0.1696802 0.03657584 0.1412528
0.2002609 0.08284065 0.1262442
0.1688688 0.03881765 0.1343642
0.05461607 0.1966051 0.1249198
0.04290706 0.1318233 0.11112
0.04418579 0.0777097 0.121234
0.03957072 0.09249723 0.0939028
0.02671312 0.0836833 0.1129909
0.01346393 0.07798151 0.1247468
0.05678658 0.05589748 0.1134635
0.1271871 0.06611126 0.07501432
0.01975408 0.03892388 0.1024765
0.1720873 0.06610142 0.1692244
0.2241602 0.03071718 0.1173552
0.06575644 0.05963889 0.09058094
0.02851489 0.09371428 0.07131968
0.0172523 0.01591197 0.08901698
0.1887753 0.03876384 0.2173833
0.03390372 0.07022059 0.09843934
0.04850654 0.0551587 0.133053
0.07446185 0.07127454 0.1514561
0.02207143 0.1171509 0.1279456
0.03079225 0.09829495 0.104825
0.05634152 0.06973058 0.1481345
0.06074642 0.1612829 0.1191991
0.05201418 0.04075261 0.1550722
0.1179874 0.1035156 0.1422996
0.06040651 0.01809268 0.1451813
0.2847841 0.05145429 0.09676006
0.09681206 0.07000547 0.1099391
0.05127226 0.02701726 0.09627763
0.01939975 0.06957107 0.1177926
0.03112968 0.07991958 0.2364172
0.03194368 0.05564761 0.1387154
0.01833533 0.1009275 0.1135698
0.02009925 0.07284056 0.1478866
0.01714695 0.0848164 0.1845461
0.05366291 0.05546009 0.1335372
0.03983701 0.1494795 0.2016395
0.02208616 0.0848399 0.2071896
0.09007637 0.1064821 0.1964182
0.06481447 0.4767288 0.1520557
0.02541737 0.1196766 0.1045776
0.0549943 0.04512315 0.1089615
0.05889961 0.04948442 0.1293304
0.02403788 0.07685087 0.06636526
0.04736729 0.05189089 0.174379
0.0813278 0.1235688 0.09580502
0.1222771 0.1128658 0.08105921
0.06928365 0.05955111 0.177956
0.07051735 0.2406987 0.1544123
0.1155038 0.07914059 0.1004254
0.03051994 0.2746599 0.2318321
0.05362632 0.06352012 0.1208154
0.02322062 0.09108403 0.178368
0.02473629 0.07336695 0.1083395
0.06254482 0.07964196 0.1749591
0.07035272 0.04519175 0.1755557
0.07887163 0.06262394 0.09619332
0.3205966 0.1940023 0.1367074
0.06304045 0.1542734 0.1803615
0.03274167 0.09640807 0.1555139
0.02135422 0.1105798 0.09525262
0.05845603 0.06014294 0.09520728
0.03970041 0.04057586 0.1504761
0.02423936 0.08143195 0.09081031
0.0145746 0.07465996 0.162574
0.07990521 0.06541505 0.135836
0.102512 0.03265319 0.1068816
0.09371793 0.04875852 0.0878709
0.1137357 0.133369 0.09942359
0.08676207 0.04053661 0.1912357
0.02289493 0.07440046 0.1062502
0.0621849 0.04855563 0.1511076
0.1045151 0.1272575 0.1109286
0.03224133 0.02648521 0.09582599
0.05849939 0.02200024 0.1263669
0.02789853 0.0923171 0.142355
0.06811722 0.1561222 0.07845188
0.01218274 0.1102719 0.1544933
0.08426378 0.1801376 0.1394533
0.1308486 0.06387631 0.1134305
0.1347823 0.1043607 0.09291712
0.06291411 0.0332163 0.07741682
0.259862 0.05890887 0.06559476
0.03457309 0.2010609 0.1014834
0.02610139 0.09351735 0.1174598
0.08136718 0.03300109 0.1451553
0.04255115 0.06752718 0.1196806
0.01903502 0.07796421 0.08190596
0.0870923 0.1909512 0.1196782
0.03233879 0.231831 0.1534651
0.03240212 0.08366222 0.1373405
0.1970983 0.1385653 0.1308396
0.03532006 0.09199691 0.08045473
0.03494348 0.1715912 0.08143435
0.07400574 0.1134797 0.06080856
0.1185087 0.1341294 0.07669624
0.04974066 0.07209774 0.1504268
0.02301212 0.1667054 0.08116073
0.1398606 0.1776027 0.1414102
0.07699932 0.147249 0.07342121
0.05391407 0.04900797 0.09823664
0.03898874 0.07252305 0.07487025
0.2167918 0.09795036 0.1123816
0.02126311 0.1000287 0.1324956
0.1010251 0.0418889 0.142695
0.09941002 0.05145987 0.1078214
0.05695914 0.1839945 0.07376719
0.1480237 0.1715003 0.09567173
0.1011834 0.1107942 0.1283615
0.03294163 0.04152555 0.1034725
0.02775244 0.1461015 0.1150638
0.1023574 0.08758865 0.1243368
0.0688111 0.2109877 0.09324969
0.1102437 0.06944967 0.1494863
0.01969461 0.1102049 0.1050184
0.06133368 0.118901 0.1003904
0.01364063 0.2704246 0.1407107
0.09701729 0.1219813 0.1972861
0.5541497 0.06688119 0.1975136
0.08746412 0.1350307 0.1466464
0.1742759 0.08432979 0.1464355
0.03301451 0.145226 0.105819
0.09995971 0.08575885 0.09551372
0.2058624 0.06223735 0.1055341
0.237284 0.08950921 0.1059882
0.06021616 0.08974316 0.1584904
0.2075594 0.05509731 0.1330168
0.06315749 0.1288162 0.2047552
0.06220789 0.07568677 0.1735573
0.03928386 0.08081599 0.1655903
0.123937 0.1518865 0.1217056
0.03500664 0.05610145 0.139134
0.07057542 0.0375627 0.1085732
0.03711874 0.1350274 0.1369882
0.04854287 0.1061335 0.1182659
0.08128942 0.08125957 0.1375539
0.1869369 0.08111301 0.1061399
0.02443762 0.09427499 0.08874023
0.165093 0.06989925 0.09676576
0.0277293 0.03955913 0.1182937
0.02309357 0.07782374 0.08572673
0.05934507 0.1429848 0.07787526
0.07873503 0.06797206 0.1418725
0.1145529 0.1021676 0.1441944
0.01142541 0.09398253 0.08425727
0.07884394 0.05681815 0.07247883
0.04106707 0.108292 0.07828883
0.175811 0.06220014 0.06339161
0.1182629 0.1600627 0.06327744
0.02318311 0.09490551 0.1470407
0.1551519 0.05217206 0.1913452
0.03452006 0.2586425 0.121701
0.01691507 0.1266959 0.09471752
0.04028519 0.08072695 0.0875739
0.120665 0.1047937 0.1603634
0.0180511 0.05507523 0.1636468
0.03230011 0.1146872 0.1019209
0.2493634 0.08249404 0.1153708
0.01712012 0.1513207 0.1065844
0.04191184 0.04674319 0.0838424
0.05067441 0.1075482 0.1145275
0.05441994 0.1164514 0.1254185
0.02541824 0.05542613 0.1078306
0.1036242 0.06919059 0.09712884
0.04219385 0.07967988 0.08875804
0.0764095 0.1042555 0.1340913
0.06135938 0.07299078 0.1902173
0.05435844 0.08818364 0.1923083
0.03965193 0.2011611 0.1497118
0.3463229 0.1333013 0.1380281
0.09464993 0.0706621 0.1339078
0.03100242 0.1868262 0.1350804
0.02366029 0.05324688 0.1046253
0.02181829 0.09460209 0.1164145
0.08902416 0.2448097 0.09098368
0.2956992 0.2230216 0.1191978
0.03666433 0.06723673 0.1305792
0.07929069 0.07762797 0.2188725
0.03608113 0.0961194 0.104497
0.151919 0.080936 0.2076971
0.04894074 0.1342909 0.08097401
0.06914825 0.05903413 0.109363
0.03088643 0.2089726 0.1714691
0.1879508 0.06045559 0.164736
0.04532769 0.06550061 0.167587
