"nu" "alpha"
2.446435 0.3723528
2.238488 0.328203
2.581943 0.3218001
2.538 0.1286419
2.478189 0.3000884
2.274979 0.4525397
2.520538 0.3470764
2.259408 0.2775529
2.387783 0.4830769
2.273556 0.3167105
2.361431 0.4968171
2.606809 0.3679734
2.353119 0.236177
2.065404 0.2279801
2.101323 0.4854533
2.297415 0.3517256
2.190111 0.2953313
2.553654 0.4742294
2.219981 0.08227332
2.018834 0.2845813
2.540706 0.446748
2.418219 0.3594036
2.446979 0.40175
2.397791 0.3168299
2.26522 0.3538042
1.838154 0.1513081
2.104373 0.2090422
2.35627 0.191626
2.638487 0.1172895
2.439694 0.3245981
2.323415 0.0257874
2.353089 0.229805
2.412292 0.2500293
2.075408 0.4082099
2.580817 0.08357222
2.445501 0.295907
2.42835 0.3405694
2.239626 0.26051
2.669272 0.2329921
2.255596 0.2904707
2.282869 0.4508075
2.257311 0.1340946
2.390138 0.1039619
2.633259 0.2617341
2.309827 0.05347913
2.337061 0.487042
2.276791 0.1768467
2.342626 0.3587809
2.838827 0.2853133
2.56784 0.2805568
2.244901 0.4548049
2.408307 0.431792
2.372642 0.1110553
2.373 0.2002403
2.40146 0.3734427
2.336561 0.4940768
2.441126 0.05728928
2.727439 0.2338755
2.685509 0.418893
2.410723 0.06285957
2.83822 0.2422852
2.56613 0.1757176
2.580995 0.4815172
2.428008 0.07708957
2.556449 0.4603968
2.460624 0.497042
2.336161 0.3321048
2.496291 0.2415568
2.898828 0.3244906
2.48779 0.1805614
2.622627 0.1704292
2.855191 0.4170965
2.620561 0.4530754
2.733885 0.2959412
2.533607 0.2406275
2.815156 0.3712829
2.069041 0.4089992
2.089701 0.4295642
2.249475 0.09633218
1.936327 0.3489982
2.336419 0.4120595
2.332709 0.4856771
2.44413 0.4601124
2.298359 0.4410318
2.14331 0.1673828
2.143014 0.211725
2.170739 0.2591005
2.192295 0.1053118
2.053894 0.4517843
2.263917 0.2434454
2.09724 0.2603789
2.166545 0.2940844
2.13202 0.2637842
2.047371 0.421391
2.50446 0.3051999
2.48243 0.358564
2.323371 0.2685933
2.501039 0.1523079
2.405026 0.4845132
2.431166 0.1504787
2.010089 0.4299583
2.28134 0.4858322
1.960485 0.209465
2.461884 0.4618639
2.419051 0.20683
2.47799 0.3803309
2.497301 0.1548428
2.472644 0.3074318
2.429123 0.3218068
2.245028 0.4558083
2.407393 0.4171167
2.420896 0.06021838
2.36838 0.2637476
2.30615 0.4882437
2.370329 0.3440364
2.218622 0.3687958
2.539811 0.1864597
2.454966 0.08761891
2.585151 0.3980363
2.688053 0.2638368
2.462415 0.212445
2.632189 0.3039849
2.455382 0.392995
2.292368 0.3198356
2.035582 0.1979928
2.366779 0.4718103
2.559407 0.398788
2.125566 0.222403
2.054018 0.3805648
1.968937 0.3093221
1.977359 0.3402552
2.280446 0.1262691
2.518705 0.4184427
2.194849 0.2753803
2.152461 0.3516293
2.32329 0.2102969
2.198718 0.09621185
2.490764 0.08796832
2.355075 0.3722798
2.497804 0.4399709
2.447796 0.4498633
2.040459 0.3587083
2.293703 0.4938175
2.095095 0.1535073
2.261525 0.3510362
2.191436 0.4529995
2.335817 0.4589461
2.398822 0.3302931
2.525071 0.3274692
2.228398 0.3362584
2.69723 0.4001541
2.684057 0.06816896
2.212011 0.4116157
2.084651 0.3644828
2.186641 0.3534579
2.368288 0.3463132
2.822552 0.4036831
2.293496 0.2414078
2.548173 0.3660169
2.459905 0.3005417
2.402244 0.4287735
2.250831 0.1456102
2.117018 0.3100288
2.260917 0.4524727
2.29589 0.1845861
2.259339 0.3763372
1.939953 0.2781493
2.066843 0.3036896
1.88521 0.2601003
2.497252 0.169324
2.333129 0.4483392
2.11202 0.4033234
2.113149 0.3957732
1.799982 0.4589248
1.797451 0.3525156
2.213058 0.3555281
2.219165 0.3628186
2.581411 0.3801672
2.393653 0.173223
2.682484 0.4018497
2.400101 0.06719474
2.420412 0.4451369
2.438602 0.1857635
2.852793 0.2924377
2.08431 0.4209254
2.212805 0.1676524
2.443852 0.0611532
2.682548 0.3649888
2.421938 0.1583409
2.681615 0.3825114
2.722466 0.3802191
2.390533 0.4959172
2.564553 0.2777333
3.027943 0.1726129
2.69343 0.3273166
2.56807 0.1417122
2.55861 0.2052903
2.145757 0.3762703
2.098097 0.3857744
2.186174 0.1023665
2.001747 0.2245293
2.411902 0.4913853
2.530818 0.1510743
2.078457 0.14667
2.381672 0.1490181
2.266797 0.1574729
2.304848 0.2942672
2.74006 0.4536258
2.73758 0.3923624
2.577466 0.293462
2.953256 0.3953643
2.387393 0.2017753
2.586401 0.3801764
2.329568 0.2286982
2.473751 0.3990016
2.11676 0.21394
2.400336 0.4620033
2.470543 0.2233092
2.482249 0.1443634
2.331121 0.3318739
2.215145 0.470964
2.201224 0.4909416
2.459664 0.173078
2.406849 0.4198593
2.897556 0.3561521
2.33552 0.3759262
2.693795 0.235443
2.781792 0.4120623
2.457719 0.3412037
2.42232 0.3205442
2.188703 0.1469957
2.472816 0.4543657
2.73628 0.09038301
2.396693 0.4156389
2.307393 0.2292685
2.138478 0.3738427
2.166542 0.2969664
2.545126 0.4082729
2.374565 0.2075622
2.394 0.3872487
2.496932 0.09635936
2.260765 0.1920567
2.185949 0.2664739
2.64423 0.1928999
2.551129 0.4035232
2.707561 0.360262
2.652941 0.4266053
2.38265 0.366975
2.37722 0.2842998
2.300354 0.315398
2.463941 0.1055037
2.049687 0.4171543
1.854944 0.4380009
2.235894 0.3975602
2.313392 0.3321126
2.293605 0.3910132
1.970769 0.1227659
2.138629 0.1442679
2.09372 0.3687977
2.610365 0.2284936
2.334747 0.3293286
2.524131 0.1272597
2.600453 0.2113912
2.999817 0.2089322
2.8693 0.322248
2.794262 0.3980907
3.217006 0.2278552
2.871083 0.4983544
2.590878 0.3282676
2.821744 0.2005425
2.288202 0.2112821
2.702337 0.06129474
2.442612 0.3795224
2.813218 0.4687264
2.618316 0.09843271
2.711398 0.4295616
2.639523 0.4425929
2.140592 0.3692976
2.454237 0.4827534
2.205476 0.3434189
2.149877 0.2483508
2.440512 0.0702173
2.151019 0.4185667
2.57129 0.3900309
2.32555 0.3352594
2.953557 0.4756967
2.447773 0.3172078
2.082126 0.2233319
2.238267 0.2219449
2.084875 0.3399573
2.236783 0.4739354
2.745209 0.4686773
2.535622 0.3028859
2.47112 0.06362744
2.302708 0.04376082
2.154214 0.2862799
2.380853 0.336322
2.448228 0.08221472
2.417084 0.3620227
2.573085 0.4795482
2.643731 0.3714604
2.507532 0.4605017
2.351951 0.2575589
2.601349 0.481688
2.383427 0.3204887
2.715905 0.1387876
2.74889 0.05345013
2.586872 0.2513141
2.499359 0.4061874
2.469578 0.3110174
2.447979 0.2291935
2.781255 0.0765035
2.425503 0.09583027
2.461321 0.1881848
2.247167 0.03309291
2.60993 0.3025103
