"p_1" "p_2" "p_3"
0.7775028 0.1687374 0.05375979
0.7937746 0.1497102 0.0565152
0.8069218 0.1528952 0.04018295
0.7982001 0.1436379 0.05816205
0.8082604 0.1534488 0.03829084
0.7576259 0.1757934 0.06658061
0.7723085 0.168944 0.05874754
0.7907073 0.1553148 0.05397799
0.780832 0.1571546 0.06201338
0.7819528 0.1763781 0.04166902
0.769326 0.1694475 0.06122651
0.7929579 0.1522111 0.05483099
0.7873047 0.1631602 0.0495351
0.7515182 0.1975669 0.05091488
0.7969767 0.1660573 0.036966
0.7829986 0.1614049 0.05559649
0.768428 0.1788574 0.05271465
0.7857925 0.1566247 0.0575828
0.7804508 0.1702336 0.0493156
0.7473678 0.1908225 0.06180974
0.772058 0.1816506 0.04629139
0.7761743 0.1612386 0.06258711
0.7974307 0.1446771 0.05789224
0.7827539 0.1552431 0.06200301
0.7891387 0.1501524 0.06070887
0.7758408 0.1701732 0.05398598
0.8067341 0.1404113 0.05285458
0.7789948 0.1706726 0.05033266
0.7999466 0.1530361 0.04701734
0.7717238 0.1734064 0.05486977
0.7883128 0.1597484 0.05193875
0.7848428 0.1626946 0.05246268
0.7646943 0.1871018 0.04820392
0.7852247 0.1719469 0.04282837
0.7693651 0.1680494 0.06258552
0.798421 0.1494589 0.05212005
0.7884913 0.1689442 0.04256447
0.757326 0.1797119 0.06296208
0.7578996 0.1841451 0.05795525
0.773259 0.1600849 0.06665605
0.7918495 0.1678497 0.04030084
0.798937 0.148381 0.05268204
0.787494 0.1667584 0.04574762
0.8098292 0.1495636 0.04060719
0.793424 0.1485163 0.05805973
0.7675818 0.1802871 0.0521311
0.788669 0.1616064 0.04972467
0.8047025 0.1447042 0.05059328
0.8032959 0.1441275 0.05257659
0.788516 0.1571438 0.05434019
0.7686139 0.1785969 0.0527892
0.7673855 0.1701461 0.06246846
0.7700055 0.1718847 0.05810974
0.7891929 0.1523734 0.0584337
0.7804844 0.1681231 0.0513925
0.7795839 0.1710214 0.04939471
0.7599742 0.1771256 0.06290017
0.7828325 0.1592819 0.05788561
0.772339 0.169097 0.05856398
0.7729599 0.1670594 0.05998069
0.7719486 0.1793597 0.04869178
0.7735839 0.1650905 0.06132563
0.7704518 0.1766845 0.05286367
0.7658731 0.1703424 0.0637845
0.7298821 0.2054577 0.06466014
0.7903577 0.1628032 0.04683909
0.7805612 0.1545743 0.06486458
0.7794682 0.1665214 0.05401036
0.8040374 0.1415333 0.05442936
0.8017182 0.1392671 0.05901471
0.7965366 0.1482229 0.05524046
0.7545947 0.1893155 0.05608981
0.7913436 0.1642 0.04445647
0.8037346 0.1462382 0.05002722
0.7915693 0.1513446 0.05708609
0.766399 0.1816644 0.05193657
0.7709526 0.167142 0.06190545
0.7763314 0.1653003 0.05836832
0.7940736 0.1543567 0.05156971
0.7693092 0.1527135 0.07797726
0.7709505 0.1819566 0.04709288
0.7964803 0.15067 0.0528497
0.7809419 0.1646166 0.05444147
0.7974367 0.1461959 0.05636736
0.8013686 0.1405724 0.05805894
0.7896679 0.1542584 0.05607373
0.7941245 0.1562874 0.04958804
0.7990305 0.1570459 0.04392358
0.7987821 0.1550747 0.04614319
0.7879017 0.1587489 0.05334943
0.8021904 0.1426609 0.05514874
0.7578949 0.186511 0.05559404
0.7805074 0.1650991 0.05439348
0.7735059 0.1641955 0.0622986
0.7682777 0.1622884 0.06943391
0.794265 0.160998 0.044737
0.8083359 0.1410774 0.05058669
0.7866527 0.1698053 0.04354198
0.8046018 0.1490692 0.04632902
0.7707843 0.1802877 0.04892805
0.7938589 0.1573202 0.04882095
0.7502424 0.1876113 0.06214638
0.7506783 0.1774598 0.07186187
0.7794487 0.1622395 0.05831178
0.7925388 0.1509099 0.05655131
0.7824233 0.1649335 0.05264321
0.811502 0.142457 0.046041
0.7968459 0.1542582 0.04889594
0.7800066 0.17423 0.04576334
0.7872793 0.1576184 0.05510237
0.7821784 0.1627949 0.05502668
0.7798351 0.1703192 0.04984564
0.7790911 0.1686792 0.05222975
0.7883063 0.1567193 0.05497432
0.7714156 0.1698504 0.05873401
0.7507649 0.1833546 0.06588043
0.7724581 0.1715096 0.05603226
0.7715586 0.1700907 0.05835072
0.7611583 0.1873068 0.05153489
0.7879052 0.1706222 0.04147256
0.8000845 0.1392415 0.06067397
0.785147 0.165994 0.04885903
0.7903599 0.149335 0.06030511
0.7917506 0.1574731 0.0507763
0.7698255 0.1794757 0.05069875
0.765181 0.1861597 0.04865926
0.7761812 0.173142 0.05067677
0.8037045 0.1525261 0.04376945
0.7632446 0.1777529 0.05900246
0.7825899 0.1680042 0.04940585
0.7732275 0.1705134 0.0562591
0.8050544 0.1538458 0.0410998
0.7874844 0.1548832 0.05763238
0.7849473 0.162356 0.05269672
0.7786163 0.1679416 0.05344214
0.7835174 0.1544306 0.06205199
0.7729082 0.160416 0.06667579
0.8005333 0.1528593 0.0466074
0.7611064 0.1766613 0.06223237
0.7833829 0.1527722 0.06384488
0.7949425 0.1557594 0.04929809
0.7730691 0.1685507 0.05838016
0.7957982 0.1565751 0.0476267
0.7716234 0.1667888 0.06158785
0.7738982 0.1665833 0.05951849
0.7771884 0.1560345 0.06677709
0.7749877 0.1754658 0.04954655
0.78795 0.1589542 0.05309574
0.781381 0.1639942 0.05462479
0.7786021 0.1703619 0.051036
0.7633403 0.1760116 0.06064809
0.7883561 0.1627993 0.04884458
0.7810792 0.1623989 0.0565219
0.7705398 0.1726072 0.05685301
0.788842 0.1615226 0.04963543
0.7959331 0.1488987 0.05516815
0.7660702 0.1865767 0.04735304
0.7737914 0.1686201 0.05758854
0.8103787 0.1311371 0.05848427
0.7799228 0.166186 0.05389117
0.7793302 0.176826 0.04384373
0.7732861 0.1812922 0.04542171
0.7908755 0.1504864 0.05863807
0.7860791 0.1649279 0.04899292
0.766988 0.1676918 0.06532023
0.7848542 0.1609138 0.054232
0.7983158 0.1561911 0.04549314
0.7971855 0.1564264 0.04638806
0.7866315 0.1558482 0.05752029
0.7897632 0.1628878 0.04734903
0.7856151 0.1615606 0.0528243
0.754082 0.1866142 0.0593038
0.7892409 0.1656353 0.04512373
0.7975428 0.1487961 0.05366108
0.7718686 0.1820936 0.04603776
0.7948238 0.1476894 0.05748675
0.7813177 0.167195 0.05148733
0.7765181 0.1716631 0.0518187
0.7829196 0.1629909 0.05408954
0.7816793 0.1561139 0.0622068
0.779681 0.1579175 0.06240151
0.7785337 0.1625886 0.0588777
0.7669972 0.1807866 0.05221619
0.7889862 0.1628701 0.04814372
0.7809423 0.1604805 0.0585773
0.7893992 0.1571927 0.05340805
0.7928923 0.1475433 0.05956439
0.7941791 0.1549462 0.05087465
0.7831162 0.1630604 0.05382342
0.7765722 0.1586597 0.06476811
0.8019896 0.1424515 0.05555886
0.7508679 0.197176 0.05195611
0.7726587 0.1607421 0.0665992
0.7827357 0.1613222 0.0559421
0.7822035 0.1683146 0.04948187
0.7965676 0.1558113 0.04762112
0.7812708 0.1691005 0.04962872
0.7948192 0.1592883 0.04589249
0.7982094 0.1506267 0.05116397
0.7783937 0.1758898 0.04571651
0.7675752 0.1759197 0.05650516
0.8014985 0.143233 0.05526854
0.7807838 0.1597873 0.05942882
