beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-5.536336 -18.88022 10.38116 -2.145763 1.927059 0.03821913 0.02086044 0.9709061 
-16.94063 2.360786 3.873394 -0.7246735 1.894672 0.05727222 0.09920606 0.9498004 
11.95715 5.572058 -9.16918 7.543792 1.906398 0.04514375 0.08405678 0.9417401 
-11.97757 10.8284 9.946536 5.169895 1.886969 0.05509418 -0.007353477 0.9897262 
8.539652 -3.458496 -8.405621 1.504133 1.953973 0.02379671 0.2311171 0.8884632 
-6.510354 9.077971 2.07948 -17.47 1.936827 0.03916819 0.02244594 0.9775309 
-5.633564 -6.985336 3.059249 12.29339 1.926212 0.0410897 -0.1266384 1.041431 
-10.92968 3.520884 13.17738 16.859 1.874682 0.06330256 0.05411012 0.9610536 
8.899247 -10.04377 0.09479059 -2.227757 1.92807 0.03706473 0.02314333 0.9612301 
-2.755358 12.85364 -18.23203 5.002926 1.924248 0.03947053 0.03814376 0.9759659 
-10.59607 -16.04328 4.181554 -8.011781 1.942753 0.03759583 -0.062847 1.012788 
3.517928 1.716245 -4.594501 -1.327919 1.919534 0.04178724 0.0966014 0.9509886 
-2.467919 -13.67135 4.112715 17.2327 1.915623 0.04302631 0.2272389 0.8669862 
-17.76838 -3.59254 6.322876 -3.969842 1.950643 0.02609065 0.2185061 0.8960556 
-13.75459 8.078608 11.11003 9.568816 1.915326 0.04830445 0.008447883 0.9856715 
-8.142004 -15.20753 10.21601 12.16546 1.902985 0.04670658 -0.2055004 1.076132 
-0.06845565 -9.300655 -4.387715 1.394763 1.906865 0.05029993 0.006472499 0.979936 
10.32784 12.94447 -9.239668 -12.99906 1.921106 0.03976562 -0.04418294 1.004804 
0.4314178 19.71779 7.229299 17.02434 1.874163 0.0639592 -0.1009842 1.042168 
-1.023284 1.750149 -10.89402 8.021882 1.937999 0.03145086 0.1443385 0.9145818 
13.87893 -16.96268 0.08638933 10.41547 1.922302 0.04617305 0.08370992 0.955712 
-6.919473 4.228868 5.594118 16.17161 1.91404 0.04825548 0.006927035 0.9691119 
1.823752 -2.271274 16.71428 -10.62561 1.898952 0.05359825 -0.004314372 0.9805095 
2.602482 -6.434632 -12.54891 7.780895 1.871371 0.06586 0.1573801 0.9076099 
9.534241 -1.922921 -3.148167 -22.91681 1.919451 0.04157053 -0.09714517 1.030068 
6.074648 9.186019 0.5769747 -0.4071291 1.91911 0.04302585 0.3101395 0.8460848 
-4.131962 -3.043493 1.461652 -21.87756 1.946222 0.0325315 0.06468919 0.9524015 
9.95908 -0.2532888 -2.275906 -7.282543 1.934945 0.03273757 0.0245961 0.9707546 
-6.568007 9.592477 -4.981899 3.350804 1.925551 0.04374489 0.1104921 0.9365812 
16.33179 -0.04683275 21.38783 -10.51851 1.948839 0.02690493 0.03427694 0.9769596 
-10.20244 0.1588938 -24.10445 -3.461418 1.929869 0.04025055 -0.07831266 1.014202 
10.32631 16.33362 -15.6373 1.912397 1.934604 0.03329442 -0.1802481 1.062216 
3.563611 -2.276642 -4.555484 -2.151026 1.865452 0.07235394 -0.185444 1.067017 
5.134431 9.981314 -5.713165 -0.3326425 1.917195 0.04261281 0.01427237 0.9814236 
-13.2269 -9.386201 0.4822711 -4.560282 1.902902 0.04862595 0.07590697 0.9445516 
-1.55264 -5.927825 14.16409 -7.924549 1.902155 0.04836205 0.1268476 0.9326223 
4.882029 11.00823 -15.83713 -14.46637 1.956412 0.02398762 0.1658345 0.9135322 
3.783794 -5.99886 -2.019469 15.99901 1.915987 0.04223244 0.06201404 0.9665355 
0.1060438 -10.00515 -16.06319 6.083314 1.979601 0.01254291 0.0127719 0.9635391 
6.153556 -9.698553 -15.82191 9.543943 1.884263 0.06025686 0.1414119 0.9083248 
6.208464 4.291955 -0.363377 1.774922 1.941533 0.03025796 0.0001262739 0.9777273 
12.94484 15.86218 0.659927 5.604855 1.913684 0.03740692 0.01336776 0.9838559 
-3.257427 -8.128139 3.609838 27.5259 1.960285 0.02444105 0.05990827 0.9623254 
6.621266 1.74795 6.965192 17.09171 1.882845 0.05728067 -0.03025476 0.9916468 
-6.001839 -2.480793 -3.76261 5.381062 1.887247 0.05016798 0.06399963 0.9580741 
0.1946349 7.211965 -19.15086 7.161949 1.913011 0.04420954 0.06893099 0.9520369 
7.895264 -0.3964422 -0.220829 2.605911 1.871822 0.06223843 -0.06933621 1.023035 
-1.176997 -4.706982 9.053936 3.098358 1.990897 0.01390599 -0.08258341 1.031054 
-7.432511 6.042417 -9.563058 1.58118 1.916783 0.04204086 0.1208221 0.9306106 
-9.023359 28.52003 -17.36255 13.66455 1.89564 0.04962596 0.03194941 0.9734567 
-17.91992 3.331095 7.405706 14.3881 1.883414 0.05530748 -0.03607866 0.9979834 
-0.6018822 1.019749 19.39015 5.65406 1.919815 0.04259644 0.04537394 0.973929 
-4.412404 4.685465 6.18786 4.375276 1.927032 0.0366624 0.05744646 0.9651863 
-13.88975 -6.090514 5.774672 6.762215 1.935131 0.03486804 -0.1465204 1.058748 
-12.4897 -13.09983 16.08763 -4.299001 1.935517 0.03409035 0.05289897 0.9495617 
8.508361 -4.635859 6.512653 1.899471 1.890489 0.05642724 0.09420751 0.9171316 
-2.951 -13.22564 15.07089 2.175077 1.901958 0.04946934 0.04866617 0.9573776 
-2.177751 1.682544 6.046114 16.65966 1.90871 0.04950494 -0.03305496 1.005526 
-3.710718 1.371161 0.1572481 -1.93848 1.908088 0.04531087 -0.01642775 0.9940992 
26.92931 1.388744 -0.4104354 8.157369 1.909167 0.04266212 -0.04408724 0.9997731 
19.77808 -15.7004 1.759154 1.243801 1.876688 0.05687524 0.05376402 0.9549768 
-4.22269 14.76765 -4.803421 -9.070321 1.878116 0.05552658 -0.00098284 0.9853357 
-8.967114 9.445635 14.03654 9.816739 1.852398 0.07049253 -0.1080411 1.042851 
3.967196 14.289 18.73008 -3.007609 1.933425 0.03913603 0.06871441 0.9614785 
2.680638 11.41909 -11.19121 -0.1532244 1.913266 0.04441301 -0.08609364 1.0266 
-4.358963 -21.00806 -14.76362 -7.154873 1.915658 0.03987523 0.1539318 0.9284885 
1.413082 2.671465 -5.514891 0.9898233 1.937127 0.03936343 -0.08309908 1.023647 
-11.50141 17.55299 10.90884 0.2544483 1.909656 0.04078252 0.1003759 0.9496613 
11.70411 -17.41974 6.1264 15.00843 1.930248 0.03902229 -0.1168996 1.022707 
17.6681 -6.760203 21.98949 12.40452 1.875215 0.06028592 -0.008080626 0.9813725 
0.9731823 0.6913848 16.05561 -6.542169 1.947525 0.03008417 0.1455365 0.8986638 
3.198076 10.62984 8.393759 -4.520477 1.909812 0.04387522 0.01108435 0.9690836 
-5.499395 -7.036652 2.020796 20.03013 1.926862 0.03421212 0.01313526 0.9781593 
-1.112381 8.242651 -8.616709 11.01496 1.892632 0.06189672 0.06658543 0.9642644 
-0.5252612 11.88365 -6.181082 -0.9931121 1.962269 0.02644404 0.07747274 0.9583023 
8.194811 -11.18028 11.31928 -2.348958 1.948762 0.02658039 0.02468544 0.9716766 
0.944789 -4.750609 6.824586 13.33702 1.912477 0.04194376 0.08733724 0.9623876 
-1.934549 -11.34564 -13.68873 10.78968 1.960036 0.0206961 0.06994068 0.96717 
19.80872 8.396088 15.38317 7.434857 1.922087 0.03809407 0.003218325 0.9930373 
6.890769 6.684066 5.118242 8.077058 1.896388 0.04977033 -0.1086764 1.04569 
-1.779579 -11.00829 -16.5893 -2.050788 1.906865 0.03971745 0.035656 0.9764172 
3.923517 3.002143 -4.032339 -14.68686 1.873399 0.06389884 0.05858206 0.9505653 
-3.146636 3.383392 -13.34781 3.407887 1.982092 0.01154602 0.06785421 0.9477254 
7.089867 9.556065 8.013899 10.05991 1.881631 0.06280074 0.1513416 0.9338152 
-14.02949 0.8873367 -3.038719 3.301124 1.906881 0.04305995 0.1531589 0.9185861 
7.516144 -13.83077 -0.3828488 -3.67339 1.935645 0.037142 0.03111261 0.9688409 
0.004573443 0.432476 3.861603 1.668208 1.936326 0.03023063 0.01001372 0.9808781 
15.89706 -1.152459 -0.3187864 -4.363598 1.881663 0.05649943 0.1070846 0.9445163 
-15.17572 10.90472 -20.86566 -3.307337 1.896164 0.05019402 0.1204295 0.939405 
-9.926039 5.237459 13.35867 7.993821 1.902986 0.04819011 -0.001752944 0.9848546 
3.001017 18.2847 -5.695408 -7.181953 1.922795 0.0460317 -0.08512839 1.015789 
4.298365 15.93571 -14.83687 5.755384 1.950772 0.02385067 0.08751056 0.9395699 
0.9109512 3.512629 1.466541 -1.232507 1.929323 0.03146317 0.09501588 0.9410699 
9.924362 1.323867 -2.05503 2.915072 1.935734 0.03463957 0.04994742 0.9369977 
21.44291 9.247498 -12.99187 -8.687396 1.88468 0.05615754 -0.02150047 0.9843666 
20.80587 -18.28194 5.60797 3.428823 1.888627 0.05290004 0.155135 0.9136373 
13.59792 -2.780405 -0.2791653 4.059457 1.896661 0.04741476 0.03657237 0.9784835 
12.96603 5.959201 -1.494915 5.418617 1.926046 0.03403475 0.02274005 0.9880167 
-3.251093 6.99988 0.9403103 2.358093 1.918104 0.04624807 0.03194346 0.9761445 
8.553785 3.687389 -5.2128 6.740832 1.925276 0.03686108 0.0004808459 0.9766653 
-8.322556 2.852819 5.037999 -16.21861 1.917375 0.03846615 0.1166567 0.9292778 
-0.07311286 0.6818141 2.657844 -15.89784 1.890402 0.05448614 0.03957753 0.979022 
-10.80075 3.572508 7.270036 11.79393 1.96088 0.02838818 -0.04435016 0.9886677 
4.380797 20.26787 11.65921 -5.271164 1.909219 0.04626339 -0.06012782 1.02066 
0.8651907 -11.61988 -0.3824385 6.425552 1.981496 0.01080794 0.0142431 0.9744867 
0.0470915 -3.435114 -10.09162 8.364819 1.918005 0.04488657 -0.02646653 1.005291 
-7.432196 2.040937 -4.589809 16.31191 1.873974 0.05199628 -0.07499005 1.021695 
-7.306618 1.597102 2.54158 -10.29866 1.88754 0.04968856 0.05232024 0.9696119 
-5.694833 2.649779 -3.332049 5.923782 1.875728 0.06370446 0.1266642 0.9214582 
-4.991757 1.234717 -0.7578419 8.717836 1.911563 0.04611776 -0.01783784 0.9858744 
8.844538 -3.51021 16.67236 8.618419 1.951801 0.02857691 0.1788662 0.9106225 
1.838343 2.228298 2.502532 -2.867228 1.934646 0.03586554 -0.1699373 1.057641 
18.69065 -31.2484 -13.17148 1.267277 1.939967 0.03341026 0.02308167 0.9760547 
