Delta_1 Delta_2 Delta_3 Delta_4 
-18.08566 -3.258557 -0.00732848 -0.02213334 
-14.39415 -3.287902 0.01690729 -0.04082154 
5.841944 11.90664 -0.002455597 -0.001479665 
-19.89447 -13.09628 -0.01363588 0.02009136 
3.176732 -4.008635 0.004847643 -0.07201413 
11.74539 15.49171 0.01690454 -0.04795248 
-7.455913 -3.014294 -0.007837081 -0.01778291 
4.092045 12.60316 -0.00372833 -0.06868391 
-3.524092 4.32286 -0.02106438 0.03648246 
3.133631 -4.197348 -0.01272171 -0.02378148 
-7.188115 5.653924 0.009953528 -0.0324696 
6.925099 -9.823497 0.006679171 -0.01287056 
-5.179518 -7.1029 -0.01890607 -0.09365246 
3.562717 7.850256 0.004385899 0.03408851 
-3.232807 -6.282936 0.005317836 0.1056458 
4.782818 12.80639 0.0003078635 -0.03241186 
-1.517765 -8.607195 0.01127527 -0.009476584 
1.867991 -12.50557 -0.01275751 0.06995716 
4.8622 4.516174 0.01236267 0.02866792 
1.273851 -3.512644 0.0250213 -0.07399864 
4.542193 0.8694769 0.01448404 -0.03107509 
-3.249892 -2.897163 -0.01882132 -0.05049673 
4.003028 1.340326 -0.01068393 -0.03610608 
0.5416589 6.282575 0.01006648 -0.04231246 
0.01811932 -0.4939773 0.009685633 -0.08365904 
16.68074 -7.633755 -0.01075271 0.000888995 
9.218567 8.691021 0.001303439 -0.06294502 
-4.876284 -5.146755 0.007765386 0.03164802 
3.930779 -6.888454 0.01072098 -0.01051253 
4.183966 6.152202 0.001751638 -0.01397107 
-7.625712 -18.54436 -0.001219118 -0.07496177 
-26.16462 12.55671 -0.01179304 0.01193085 
-3.084917 11.27491 0.01665858 -0.099888 
12.3755 21.18454 0.004676802 0.01478334 
9.966545 -3.127164 -0.003194095 0.07629305 
0.9546982 -3.903028 -0.007968521 -0.05961089 
-3.218366 -7.215419 -0.01560926 -0.05590582 
-0.469051 1.146849 -0.01310291 -0.08781248 
-11.57253 16.98452 0.01668103 -0.09114717 
-9.419572 -14.53633 0.002821357 -0.04302223 
3.669072 1.287805 -0.04068633 -0.07190608 
7.004841 -12.42461 0.01460557 -0.0974289 
16.71098 -4.225584 -0.0203399 -0.0003560596 
-10.4763 -3.077112 0.004388402 0.002473699 
-4.434287 -2.909569 -0.01423768 -0.06766021 
-0.3841917 -1.85655 -0.02926131 0.1406469 
5.983659 -21.97694 -0.01490146 0.06667632 
-4.671876 4.628666 -0.01182617 0.003794579 
11.48951 -2.770502 -0.009493524 0.008223513 
0.2313546 -4.29715 -0.02001545 -0.0376757 
13.00854 -4.869546 -0.01599161 0.01208199 
14.44697 5.041734 -0.007418662 -0.01302494 
-9.928704 -4.320445 0.01410396 -0.02370299 
9.594288 -1.312251 -0.01590244 -0.04007385 
-4.541851 -4.138415 0.004753106 -0.1088288 
10.44705 -14.748 0.00093083 -0.02186158 
8.427656 -11.0533 -0.0188327 0.01035508 
-0.5652167 -13.91728 0.01174328 -0.05046662 
-3.358723 15.50047 0.0124361 -0.056364 
9.63705 13.11659 0.002194714 -0.02688029 
-0.07939585 -9.304856 0.01429473 -0.1043331 
11.63705 3.259273 0.004278624 -0.05297809 
3.388645 -9.678363 -0.01616004 -0.01642659 
-8.738467 -13.96503 0.001593042 -0.04490985 
1.679963 -1.074729 -0.01714871 -0.1161873 
-16.13586 -18.29359 -0.02260286 -0.01049369 
-3.68468 -4.079241 0.002815007 -0.003522301 
-19.74734 11.13156 -0.01887921 0.02141923 
20.92036 -6.459011 0.00416481 0.03360338 
-1.461878 -6.019723 -0.01990797 0.06104363 
0.3824239 6.17372 0.007996334 -0.14682 
4.851157 -15.79769 -0.01335876 -0.0558236 
8.529217 4.279032 -0.0009040654 -0.01891389 
-6.090262 -1.821935 0.01127009 0.029004 
