Delta_1 Delta_2 Delta_3 
0.503141 -1.748896 -3.429024 
0.9042581 -2.239605 -3.924731 
0.6843651 -2.206875 -5.332548 
0.4702291 -2.114487 -3.6181 
0.6200747 -1.687984 -3.912175 
0.6014053 -1.337971 -4.093095 
0.5241878 -1.122244 -4.184267 
0.7480163 -0.2987256 -4.019449 
0.8926214 -1.029189 -3.569117 
0.1132447 -1.16059 -3.942209 
0.7433101 -1.563667 -4.037385 
0.6874588 -1.479774 -4.346614 
0.2006681 -1.054607 -4.997474 
0.8087323 -1.765307 -5.246985 
0.80928 -1.868339 -5.230238 
1.046863 -2.458978 -4.73959 
0.8112452 -1.989302 -4.579073 
0.9659472 -1.921306 -4.304792 
1.080199 -1.373787 -3.648572 
0.09785381 -1.457406 -5.649908 
-0.06749674 -1.753583 -5.935758 
0.2965089 -2.196475 -4.085291 
0.5534126 -1.627883 -3.819628 
0.9697797 -1.008978 -3.487805 
0.4618012 -1.83823 -2.768069 
0.8409254 -1.134607 -3.002274 
0.8627274 -2.032698 -3.019472 
0.7974599 -2.071372 -3.334556 
0.6739076 -2.385386 -2.515141 
0.3668344 -1.596849 -3.155183 
1.032973 -1.280001 -3.551697 
0.5939034 -1.293921 -3.519747 
0.2818145 -1.15879 -3.239553 
0.5391599 -1.967592 -5.320958 
0.5335715 -2.139942 -7.161796 
1.11196 -1.396871 -5.447058 
0.5539845 -1.722172 -5.165993 
0.4146828 -1.543605 -4.285086 
0.6757097 -1.673875 -3.864461 
0.975948 -2.165248 -3.29005 
0.5064171 -1.565697 -3.357754 
0.4824701 -1.498187 -3.673166 
-0.02908012 -1.519241 -2.575778 
0.1004614 -1.128413 -2.475985 
0.5548323 -1.525747 -2.160671 
0.3675115 -1.850199 -2.263254 
1.044355 -1.757695 -2.884838 
0.7830729 -1.91758 -2.985588 
0.5893693 -1.0223 -4.763766 
0.8114451 -1.638277 -3.734265 
0.4928311 -1.909883 -2.768262 
1.108895 -1.488491 -2.995903 
0.5938471 -0.823819 -2.844255 
0.3495836 -1.90125 -3.661872 
0.8403496 -1.192053 -3.672341 
0.6532882 -1.587931 -2.565981 
0.6349557 -0.9854245 -2.041393 
-0.148024 -1.597582 -1.792687 
0.3471343 -0.9935861 -2.285591 
0.476144 -1.334664 -2.044252 
0.6607676 -1.114128 -3.511419 
0.08138033 -0.9391946 -3.861334 
0.769644 -1.050874 -3.614492 
0.7550279 -1.572839 -3.412942 
0.4992152 -1.855054 -2.576519 
0.5382285 -1.712516 -3.019575 
0.6852101 -1.195 -3.061031 
0.6302642 -1.193513 -3.948164 
0.5844286 -1.33723 -3.34705 
0.4036481 -1.192426 -3.333599 
0.3831882 -1.418928 -3.183932 
0.560225 -1.257762 -4.063136 
0.3785412 -1.094958 -3.503376 
0.5404457 -0.9846791 -2.65456 
0.1332741 -0.8453724 -2.518695 
0.5348051 -0.9851563 -2.148306 
0.4582745 -1.388049 -3.520168 
0.3172262 -1.022873 -3.718268 
0.6401086 -1.539396 -3.330121 
0.6337115 -1.298534 -3.819122 
1.152645 -1.655216 -3.600353 
0.7966272 -2.124481 -3.83545 
1.157147 -1.848771 -4.026573 
0.6933865 -1.542165 -4.885719 
1.171015 -1.510844 -4.591608 
0.3530071 -2.177066 -3.521478 
0.6709642 -1.923695 -3.800877 
0.5304283 -1.342671 -3.573103 
0.4638836 -1.32869 -2.870087 
-0.2766022 -1.696832 -3.877121 
