"nu" "alpha"
3.108011 0.2093083
3.809013 0.2070769
2.787548 0.4260664
3.057901 0.3028386
3.072126 0.1958516
2.620014 0.04332446
2.617645 0.09518126
2.745747 0.3698115
2.462264 0.2278259
2.771811 0.2808667
3.145243 0.0287633
2.763214 0.1317594
2.935368 0.4189113
2.857145 0.2541581
3.303798 0.2504473
3.57027 0.1478976
3.423991 0.4838165
2.963259 0.2368152
3.36174 0.3438299
3.432246 0.3835391
2.763156 0.09808721
2.859421 0.3234701
2.904233 0.3103928
3.432332 0.2472754
2.669643 0.4483816
3.401172 0.3011638
2.722084 0.4798216
3.322424 0.2939228
2.936952 0.2746437
3.194503 0.4130833
2.596066 0.3951343
3.034782 0.236806
3.171845 0.1276519
3.383508 0.419578
2.912407 0.251667
3.237352 0.1979691
2.999942 0.3571853
3.174551 0.310636
3.063015 0.3246781
3.143533 0.3270139
2.93305 0.4636023
3.884282 0.3382368
2.610065 0.4082406
3.230733 0.388929
2.881354 0.1726536
2.94036 0.1795254
3.129321 0.1593146
3.34795 0.4213777
2.814051 0.2432503
3.151622 0.4914788
3.528202 0.2172762
3.697744 0.340148
2.960803 0.2282724
2.910555 0.2754908
3.455741 0.4058531
3.26231 0.406439
3.135219 0.4442761
3.15542 0.2248302
2.949934 0.1798497
2.51728 0.3008452
3.268998 0.4905651
3.322058 0.2273441
3.259534 0.4084187
3.133959 0.3262147
3.535568 0.2924856
3.639865 0.3061727
2.94984 0.4993834
3.328422 0.1401522
3.392926 0.1931915
3.070016 0.3203511
3.314615 0.1303903
2.9899 0.3109074
3.195616 0.1306844
2.997289 0.455368
3.292304 0.387836
3.599623 0.2186104
3.057786 0.3798772
2.920303 0.443622
3.483285 0.3804591
3.74272 0.1035998
3.33731 0.356981
2.715809 0.08352886
3.811565 0.1104772
3.458057 0.2454415
2.951468 0.48366
2.982823 0.3474787
2.574166 0.4880192
2.339559 0.2992753
3.100565 0.2724544
3.345646 0.2447075
3.218109 0.3703816
2.820217 0.08215039
2.97974 0.1323076
3.191925 0.1452381
2.763787 0.2363602
2.970438 0.2607926
2.907262 0.1153701
3.029489 0.05339835
3.011503 0.4087984
3.148754 0.4595205
3.249554 0.1612355
3.207645 0.08842944
3.974598 0.2998022
3.677186 0.1330558
3.794979 0.3628309
3.27688 0.1334772
3.211933 0.4558289
3.055951 0.2772352
3.116012 0.4410466
3.09685 0.4813287
3.007335 0.2589617
3.31965 0.231918
3.153573 0.079875
2.766526 0.3824764
3.489684 0.3971277
3.333885 0.276951
2.638696 0.3285449
2.913855 0.2921692
3.136646 0.4332615
3.248442 0.4710619
3.311324 0.3882689
3.132308 0.36745
3.544473 0.4203511
2.748829 0.4706173
2.902332 0.1381066
3.01831 0.1673805
3.020333 0.4339207
3.101165 0.2080338
3.188482 0.2395915
3.749334 0.2183305
3.316271 0.2956776
2.766796 0.4109998
3.02896 0.430827
2.806502 0.3458403
3.289553 0.3247647
2.977655 0.1947379
2.610892 0.2049611
2.769482 0.2646283
2.463946 0.4825353
3.050875 0.3550881
3.416015 0.1431538
3.361411 0.3261408
2.886977 0.3798608
3.585379 0.02941111
2.883452 0.07743399
3.46581 0.3277672
3.319528 0.2544366
2.717333 0.4662193
2.629466 0.3498717
3.585374 0.04433658
2.614549 0.3058161
2.901498 0.4352596
3.548799 0.1747134
2.792748 0.290167
2.995964 0.4242627
2.624691 0.2732497
2.394063 0.3142773
2.922109 0.2061156
2.825638 0.3129012
2.341215 0.467641
2.591192 0.1745467
3.125906 0.3548235
2.944237 0.2876316
3.117317 0.1572232
3.001314 0.4704189
2.685319 0.2207439
3.465977 0.3174044
3.018999 0.3683303
3.017346 0.4901001
3.219653 0.387807
3.325826 0.424987
3.318094 0.06735637
3.222395 0.288466
3.053405 0.3849153
3.834921 0.3267926
3.081176 0.2343023
3.109231 0.441897
3.170428 0.2007944
3.738746 0.3733409
3.749601 0.06510081
3.605016 0.3540778
3.694594 0.4765808
3.284993 0.1589927
3.210244 0.3635636
3.420332 0.3444441
3.449849 0.1318199
3.608565 0.1382652
3.306263 0.4970096
3.343523 0.3835738
3.965336 0.4896413
4.094954 0.3293642
3.725775 0.04306905
3.7258 0.07605445
3.424935 0.3470264
3.695896 0.3558386
3.257057 0.2798101
3.034327 0.1974354
3.380526 0.3177077
3.031019 0.2055059
2.830581 0.2913181
3.240078 0.1506485
3.115303 0.4570664
3.838769 0.2797217
3.483022 0.4019311
3.393723 0.3901295
3.410446 0.1083127
2.978213 0.4795658
2.93563 0.1481756
2.837732 0.1766014
2.753856 0.3595679
3.087572 0.4649233
3.197431 0.3588937
2.612411 0.06105295
3.112532 0.3458936
3.423165 0.4178255
2.760664 0.08899952
3.407377 0.3701159
4.197074 0.1066738
2.484134 0.206434
