Delta_1 Delta_2 
3.318904 -2.285077 
3.362853 -2.573435 
4.219914 -2.331068 
2.27999 -2.224495 
2.364683 -2.803406 
3.204971 -2.994048 
3.80483 -2.791007 
4.620704 -3.241437 
3.742826 -2.783423 
2.384796 -2.45479 
3.705606 -2.739417 
4.817351 -2.572772 
4.386514 -2.493957 
6.466845 -2.542596 
6.109816 -1.996726 
7.107807 -1.55223 
4.835042 -2.815612 
4.335941 -2.791418 
3.861786 -3.268543 
3.826263 -2.349451 
2.810449 -2.289161 
5.046702 -2.662233 
2.19632 -2.409877 
1.885844 -2.726308 
4.051457 -3.12423 
0.5427786 -2.160692 
2.387368 -2.115956 
3.162975 -2.248524 
3.479927 -2.111324 
7.794311 -1.831676 
4.025596 -1.77465 
2.547161 -2.051323 
1.68872 -2.162022 
2.362765 -2.164955 
5.376153 -1.989647 
4.612596 -2.476124 
1.796226 -2.061487 
4.13851 -1.809351 
3.305849 -1.960209 
3.512732 -2.208281 
3.323424 -2.204451 
3.064317 -2.367799 
3.766659 -2.023249 
4.683005 -1.888025 
3.020824 -2.252073 
2.464745 -2.19196 
1.665683 -2.076157 
2.708283 -1.820019 
3.330094 -1.154096 
4.367138 -2.086552 
4.10845 -2.391885 
2.338251 -2.039616 
1.565248 -1.665324 
1.678599 -2.177507 
2.276371 -1.963308 
2.970486 -2.18153 
4.769776 -1.535483 
4.531946 -2.289683 
5.190089 -2.661614 
6.014134 -2.289627 
7.379628 -1.915037 
7.169726 -2.066486 
5.212104 -2.8218 
2.724333 -2.653151 
4.744165 -2.9832 
6.220662 -3.543056 
4.346597 -3.151234 
3.322621 -2.930945 
3.532298 -2.958516 
3.600936 -2.527118 
4.867633 -3.039241 
4.085092 -1.895859 
5.293009 -2.315369 
6.795923 -2.384823 
7.407674 -2.587433 
6.765828 -2.29835 
6.987654 -3.083722 
6.310922 -3.013985 
5.035399 -2.641138 
4.318169 -2.989716 
6.373191 -2.542371 
7.082494 -2.902861 
8.408533 -2.575601 
7.65447 -2.688031 
6.193618 -3.106222 
9.095613 -3.909886 
8.899071 -4.088965 
5.246577 -3.047219 
5.544131 -3.235218 
8.684474 -2.720837 
9.57154 -3.047108 
6.824039 -2.924893 
6.149674 -2.796402 
5.793283 -2.803726 
2.934617 -2.680782 
4.673399 -3.037137 
2.887423 -3.284341 
3.196396 -2.648783 
5.311388 -2.515725 
5.889467 -2.493957 
6.712843 -2.206437 
4.373024 -2.403918 
5.167935 -2.457919 
4.94781 -2.154985 
2.098342 -2.172115 
2.810356 -2.234709 
2.304899 -3.060388 
3.832638 -3.18104 
6.014302 -2.509268 
5.506218 -2.006029 
4.775875 -2.180494 
5.420937 -2.211794 
4.960237 -2.860787 
5.184563 -3.347515 
6.753461 -3.715013 
7.837342 -3.851038 
8.217095 -3.006993 
7.963553 -3.439075 
7.493716 -2.589093 
6.915678 -2.581321 
5.913327 -2.796652 
6.3095 -2.444574 
4.995291 -2.755787 
5.360857 -2.808181 
5.939714 -2.295159 
7.691336 -1.97365 
6.995094 -2.306335 
4.114151 -2.022043 
6.733282 -1.982657 
4.628189 -2.470393 
3.64338 -2.26415 
5.85126 -2.203517 
3.907452 -1.320293 
3.240818 -1.262385 
3.815802 -1.043039 
3.508311 -1.331224 
1.938104 -1.505152 
2.55457 -1.781839 
2.39977 -1.669069 
2.4662 -1.904915 
2.418824 -1.768603 
1.206435 -2.297079 
2.54363 -2.188164 
2.853431 -2.81491 
1.651315 -2.607901 
2.842529 -2.369758 
2.144079 -2.133745 
3.74599 -2.404486 
4.049391 -2.768076 
3.07181 -2.557021 
3.379451 -2.995402 
5.495855 -2.968003 
5.089763 -3.051343 
5.245205 -2.908657 
3.171972 -2.698694 
3.643013 -1.881913 
5.041855 -2.286784 
3.820548 -2.669625 
6.526445 -3.137113 
7.54426 -2.96213 
6.414264 -3.121906 
5.391709 -3.707053 
3.722928 -3.069286 
4.472232 -2.815284 
4.614783 -2.883832 
3.389429 -2.685296 
4.306905 -2.73332 
4.530636 -3.288514 
6.386825 -2.920015 
6.751914 -3.3153 
5.404571 -2.327282 
5.434852 -2.455015 
3.55543 -3.009211 
2.653641 -3.12397 
2.062238 -2.199166 
2.707684 -2.544626 
2.400403 -2.830395 
5.253711 -1.87988 
4.738186 -2.607535 
5.245761 -1.860888 
2.555655 -1.560917 
2.105995 -2.127259 
2.412745 -1.890494 
2.098078 -1.880077 
3.063146 -2.03415 
3.793857 -2.7176 
3.360806 -3.299945 
3.533896 -3.072444 
4.335129 -3.401141 
5.654705 -3.625721 
3.692274 -3.10112 
4.668815 -3.183791 
5.211305 -2.596448 
4.926649 -3.137039 
4.360197 -3.362326 
6.158283 -3.477658 
6.405328 -3.568202 
6.023649 -3.456382 
4.910554 -2.508884 
7.151609 -2.630343 
3.614831 -2.586628 
3.825636 -2.57688 
3.451989 -2.558689 
3.888192 -2.023105 
2.215216 -2.219278 
3.997883 -2.035195 
4.563407 -1.308457 
3.599969 -1.586673 
2.955075 -2.194175 
4.28739 -2.093409 
4.088835 -2.620411 
4.381443 -2.397417 
4.790149 -3.388439 
5.831058 -3.265393 
5.726873 -3.644964 
4.615197 -4.077294 
6.757686 -3.720471 
8.575137 -3.36209 
8.234851 -3.157976 
8.111975 -2.361757 
