Delta_1 Delta_2 Delta_3 Delta_4 
-4.240313 18.98892 0.6316432 -1.994657 
-3.662871 -5.459744 0.379379 -1.765877 
-3.983528 6.169058 0.7017312 1.106494 
-3.395242 5.687746 0.6884801 -0.8859805 
-3.656769 -0.3548887 0.8808327 -1.682167 
-2.753337 -2.727462 0.7713872 -1.689682 
-3.871754 5.777729 0.6300307 -1.010032 
-2.912104 -9.919192 0.7797194 -1.118245 
-3.966908 -0.76922 0.4568634 -2.323149 
-3.093417 14.881 0.436083 -1.510591 
-3.545098 16.31352 0.5556203 -1.451813 
-4.146068 -11.72116 0.3846656 -1.984979 
-3.471481 -7.750455 0.569075 -1.76671 
-4.461044 9.965157 0.7012844 -1.850598 
-3.212912 6.302036 0.9231281 -1.135493 
-3.582462 -17.36218 0.6112223 -1.512069 
-3.852207 -12.93846 0.6989896 -0.6003112 
-4.021883 6.08243 0.4115953 -0.9262966 
-3.716488 14.9216 0.8125395 -1.272379 
-3.73115 -3.926646 1.027003 -1.702483 
-3.586794 2.979841 0.9568077 -1.368232 
-3.861858 -4.264218 1.094034 -1.206578 
-3.797055 0.8141182 0.6338754 -2.119081 
-3.56754 4.867722 0.4127017 -1.860349 
-4.115191 3.553323 0.4819415 -1.594999 
-3.301666 -9.376921 0.3231148 -1.624226 
-3.978092 5.985976 0.6934705 -2.008874 
-4.085267 7.963835 1.012319 -2.151309 
-3.709238 -15.01019 0.5954203 -2.186915 
-3.086771 12.85537 0.6466824 -1.84367 
-4.725373 0.04429002 0.4519636 -1.513113 
-3.770573 -23.57899 0.4213751 -1.051945 
-3.645666 -15.88154 0.9830673 -2.161843 
-3.874477 -7.502924 0.524363 -1.03902 
-4.124564 -0.683698 0.6448576 -2.05095 
-4.451395 8.846869 0.8688378 -1.743594 
-4.16188 4.202828 0.008619212 -1.430945 
-3.154641 6.696619 0.1344002 -1.237146 
-4.997788 10.00277 0.463816 -1.048933 
-3.814712 -31.1545 0.5637565 -0.1742964 
-4.215508 -9.568209 0.6715728 -0.9629281 
-4.374814 2.588023 0.583603 -1.090755 
-4.401919 -19.50014 0.9677837 -1.551775 
-4.21591 10.8292 1.153308 -2.059331 
-4.054366 -9.069013 0.548216 -1.784707 
-3.728838 -0.7146189 1.018661 -2.134525 
-3.653282 4.156055 0.6576345 -2.201952 
-4.98251 -7.004522 0.678602 -1.96132 
-4.146814 0.7982482 0.7547245 -2.124907 
-4.5477 -12.47897 0.5574938 -1.862815 
-5.261393 -9.876052 0.4973097 -1.430835 
-4.325951 12.67097 0.6030026 -1.31627 
-4.731058 -10.32324 0.6588007 -1.761424 
-4.596258 -1.245307 1.047965 -1.882449 
-3.82282 0.08262724 0.8627567 -2.21824 
-3.965046 -4.337519 0.5613489 -1.94883 
-4.405694 23.24847 0.6821139 -2.325015 
-3.876614 2.56576 0.5915437 -2.347699 
-4.664294 17.22594 0.9226888 -1.670401 
-4.068738 -1.299533 -0.07538982 -1.171738 
-3.474718 6.586074 0.3044087 -1.212297 
-2.548787 -20.53076 0.4753722 -1.960817 
-3.143908 10.31803 0.7395497 -1.656004 
-3.96909 11.91067 0.734377 -1.347521 
-4.219185 -14.2682 1.038585 -2.056632 
-3.579572 19.10332 0.4019638 -1.200941 
-2.801005 -4.729167 0.2910897 -1.380833 
-2.653468 7.902371 0.2026731 -1.251994 
-2.89709 12.13025 0.5570946 -1.847871 
-2.790688 -8.854863 0.6392562 -1.685789 
-2.485247 -10.63109 0.8691759 -0.7628352 
-3.034898 19.77733 0.6279494 -0.9306245 
-2.885801 -4.478236 0.689282 -1.749576 
-2.738982 -6.056554 0.2389845 -2.127808 
-4.442187 9.346129 0.9800161 -1.768372 
-4.33646 6.969054 0.6365182 -1.877017 
-4.317312 8.314607 0.691972 -2.026103 
