"p_1" "p_2" "p_3"
0.06459542 0.8200801 0.1153244
0.04228675 0.809767 0.1479462
0.0615334 0.8245982 0.1138684
0.05461691 0.8700339 0.07534919
0.05779037 0.7446358 0.1975738
0.07058325 0.7539319 0.1754849
0.05341754 0.8535766 0.09300583
0.06537621 0.8196595 0.1149643
0.03844356 0.6887303 0.2728261
0.08543592 0.7946171 0.1199469
0.07827103 0.8005529 0.121176
0.09373538 0.7849629 0.1213018
0.07653057 0.8009953 0.1224742
0.07701449 0.74704 0.1759455
0.06266756 0.7506138 0.1867187
0.07878111 0.811464 0.1097549
0.06972569 0.8131393 0.117135
0.05291164 0.8116155 0.1354728
0.07441994 0.8008412 0.1247389
0.06239863 0.7725241 0.1650773
0.06279845 0.8093038 0.1278978
0.08005423 0.8089647 0.1109811
0.04498592 0.8486607 0.1063534
0.1034271 0.8205316 0.07604122
0.03947165 0.8462349 0.1142935
0.0547446 0.7503124 0.194943
0.03862955 0.8386193 0.1227512
0.06941756 0.7906541 0.1399283
0.0387686 0.8432724 0.117959
0.03716715 0.8070785 0.1557543
0.02960755 0.8446518 0.1257407
0.151767 0.7512776 0.09695543
0.06272127 0.8016831 0.1355956
0.06180746 0.8227173 0.1154752
0.0492013 0.7856336 0.1651651
0.04023024 0.8018151 0.1579547
0.06573903 0.7550864 0.1791745
0.02024076 0.8233669 0.1563924
0.05322349 0.7522767 0.1944998
0.07138445 0.8039152 0.1247003
0.06192415 0.8226397 0.1154362
0.1025857 0.7502202 0.1471941
0.05802498 0.7954027 0.1465724
0.04773892 0.7821057 0.1701554
0.1137144 0.7138195 0.172466
0.1092246 0.7861589 0.1046165
0.08483121 0.7818391 0.1333297
0.05194497 0.7373522 0.2107029
0.04651913 0.8050106 0.1484702
0.07851911 0.7785533 0.1429276
0.03590053 0.8025604 0.161539
0.08954312 0.8277072 0.08274965
0.09035021 0.8081416 0.1015082
0.07276289 0.8517259 0.07551123
0.04007367 0.8113015 0.1486248
0.04754255 0.7756358 0.1768217
0.07627214 0.7705655 0.1531624
0.04045921 0.7757606 0.1837802
0.05331722 0.7891279 0.1575549
0.02276837 0.8067599 0.1704717
0.07135497 0.7934556 0.1351894
0.06924547 0.7806007 0.1501538
0.04433146 0.7862001 0.1694684
0.01577819 0.772761 0.2114608
0.1107264 0.7466383 0.1426353
0.03013788 0.8192223 0.1506399
0.02195263 0.8202749 0.1577724
0.04724542 0.7978619 0.1548926
0.07401821 0.7791806 0.1468012
0.08317924 0.8173305 0.09949029
0.08136795 0.7103331 0.208299
0.0486886 0.7483611 0.2029503
0.05341811 0.7963239 0.150258
0.07935334 0.7231414 0.1975053
0.1376833 0.7369475 0.1253691
0.08644608 0.7122024 0.2013515
0.04553594 0.8088789 0.1455852
0.05916159 0.7696995 0.1711389
0.1014511 0.7495031 0.1490457
0.03678986 0.820812 0.1423981
0.02279348 0.8063185 0.170888
0.0529149 0.7913917 0.1556934
0.07319034 0.7554683 0.1713414
0.09545472 0.7457712 0.1587741
0.03650704 0.7901268 0.1733662
0.05833983 0.8040633 0.1375969
0.08514162 0.7493111 0.1655473
0.02355507 0.8095331 0.1669118
0.04072358 0.765199 0.1940774
0.07567921 0.7750119 0.1493089
0.09649188 0.7749029 0.1286052
0.1026124 0.7485597 0.1488279
0.1074473 0.7618182 0.1307346
0.09458459 0.8338094 0.07160598
0.03805954 0.7804559 0.1814846
0.04187646 0.8003846 0.1577389
0.02825435 0.7952733 0.1764723
0.07572143 0.7807211 0.1435574
0.04894367 0.8250841 0.1259722
0.05187676 0.782309 0.1658142
0.06059948 0.8115001 0.1279004
0.1304538 0.7277765 0.1417696
0.1155225 0.7669464 0.1175311
0.09982835 0.785593 0.1145786
0.0451832 0.8398466 0.1149702
0.06851913 0.8318765 0.09960436
0.07642098 0.6982664 0.2253126
0.07716523 0.8176762 0.1051586
0.03909615 0.7661041 0.1947997
0.07381491 0.7668559 0.1593292
0.06085557 0.7821913 0.1569531
0.03561874 0.7403114 0.2240699
0.03836492 0.7796307 0.1820044
0.06102158 0.840598 0.09838038
0.06852166 0.7750945 0.1563838
0.1078925 0.7979762 0.09413139
0.1010722 0.7727919 0.1261359
0.05370215 0.815302 0.1309958
0.05214741 0.7094522 0.2384004
0.05990364 0.7861587 0.1539377
0.07580574 0.8434241 0.08077012
0.05141569 0.7454981 0.2030862
0.09511897 0.7614829 0.1433981
0.05308928 0.7785549 0.1683558
0.1978223 0.7425772 0.05960049
0.06790236 0.7317413 0.2003564
0.05160464 0.7748111 0.1735843
0.06222821 0.8764976 0.06127416
0.04305561 0.7965625 0.1603819
0.07311644 0.7299846 0.196899
0.05397922 0.8475834 0.09843738
0.0538536 0.7850711 0.1610753
0.05089291 0.7290816 0.2200255
0.06226849 0.7768844 0.1608471
0.05866557 0.8300886 0.1112458
0.04373963 0.8156854 0.140575
0.05137963 0.8530072 0.09561315
0.04484874 0.7969537 0.1581976
0.08209492 0.7873653 0.1305398
0.1225757 0.7031546 0.1742697
0.1240198 0.6959638 0.1800164
0.06299074 0.856347 0.08066229
0.02864128 0.8294158 0.1419429
0.08808206 0.7582627 0.1536552
0.06330379 0.8379215 0.09877474
0.05530076 0.8344386 0.1102607
0.03311343 0.8888589 0.07802763
0.08177825 0.7674164 0.1508054
0.04395524 0.8220819 0.1339628
0.08107838 0.7513128 0.1676088
0.0477531 0.8160585 0.1361885
0.06716872 0.8201356 0.1126957
0.05242364 0.7866869 0.1608895
0.05762801 0.8138189 0.1285531
0.08617913 0.8211824 0.09263846
0.09260836 0.7202445 0.1871471
0.05613376 0.7902235 0.1536427
0.07807485 0.7464442 0.1754809
0.05028611 0.8222571 0.1274568
0.06225261 0.793426 0.1443213
0.05930572 0.75739 0.1833043
0.05869801 0.7816334 0.1596686
0.05786135 0.7963186 0.14582
0.04502608 0.8393738 0.1156001
0.05126595 0.7926088 0.1561252
0.07473138 0.7180411 0.2072276
0.09432098 0.7503062 0.1553729
0.1341508 0.7362571 0.1295921
0.04099938 0.8481132 0.1108875
0.04350064 0.7732667 0.1832327
0.07501698 0.8198743 0.1051087
0.04340919 0.7527101 0.2038807
0.04319588 0.7808179 0.1759862
0.03709083 0.7925738 0.1703354
0.04064315 0.8086617 0.1506952
0.03940679 0.8278253 0.1327679
0.02200528 0.7846367 0.193358
0.03772397 0.7684349 0.1938411
0.06893562 0.79709 0.1339744
0.02835813 0.8560129 0.1156289
0.05764822 0.7894138 0.1529379
0.0424161 0.8729107 0.0846732
0.04235815 0.7623941 0.1952478
0.03738922 0.7849688 0.177642
0.04601263 0.8536113 0.1003761
0.06414165 0.8227061 0.1131522
0.03537106 0.8371426 0.1274863
0.05610869 0.8250976 0.1187938
0.07012171 0.8258636 0.1040147
0.05059289 0.8275325 0.1218746
0.03892565 0.8686869 0.09238747
0.002091006 0.8073528 0.1905561
0.03421961 0.813921 0.1518594
0.09696427 0.8293883 0.07364744
0.07152367 0.8221017 0.1063747
0.03700051 0.7795056 0.1834938
0.11282 0.7296051 0.1575749
0.03228429 0.8390844 0.1286313
0.04542519 0.8847623 0.06981254
0.06866978 0.780303 0.1510272
0.07474757 0.8000194 0.125233
0.07873036 0.780153 0.1411167
0.06238124 0.8292775 0.1083413
0.1378235 0.7907403 0.07143621
0.06702681 0.8094846 0.1234886
0.04723584 0.8647203 0.08804381
0.06431009 0.7588626 0.1768273
0.07456204 0.815943 0.1094949
0.1078495 0.7406093 0.1515411
0.1055571 0.7868864 0.1075565
0.1536552 0.7045022 0.1418426
0.05316305 0.7878969 0.15894
0.0541078 0.7850892 0.160803
0.02401881 0.7853766 0.1906045
0.07984292 0.7662349 0.1539221
0.05845911 0.7810715 0.1604694
0.02559025 0.8727755 0.1016343
0.1070515 0.7593517 0.1335968
0.08270453 0.8051527 0.1121428
0.0645575 0.8058281 0.1296144
0.04682605 0.761121 0.1920529
0.03745922 0.8401017 0.1224391
0.0692738 0.7837997 0.1469265
0.126743 0.7698126 0.1034443
0.1497757 0.7705671 0.07965722
0.09647915 0.7572031 0.1463178
0.03567872 0.8779705 0.08635074
0.02554063 0.8057377 0.1687216
0.1008964 0.7810666 0.118037
0.06704047 0.7897164 0.1432431
0.05621034 0.8352659 0.1085237
0.06701825 0.7757944 0.1571874
0.07746568 0.8201288 0.1024055
0.05438243 0.8394255 0.1061921
0.07426075 0.8094547 0.1162846
0.05280254 0.838797 0.1084005
0.06413443 0.8152374 0.1206281
0.1202684 0.7971747 0.08255685
0.08130676 0.7717363 0.1469569
0.0439282 0.8325168 0.123555
0.07244377 0.7377691 0.1897872
0.06376082 0.8069541 0.1292851
0.07954132 0.8597026 0.06075608
0.1040997 0.7518688 0.1440314
0.1002505 0.7991306 0.100619
0.1369881 0.6951799 0.1678321
0.06430181 0.813749 0.1219492
0.04895851 0.6974666 0.2535748
0.05063794 0.789648 0.1597141
0.03479751 0.7618071 0.2033954
0.02810618 0.8025054 0.1693884
0.08378544 0.7854988 0.1307158
0.04964929 0.8083019 0.1420488
0.03752093 0.846586 0.1158931
0.1030148 0.7348814 0.1621039
0.02467622 0.87299 0.1023338
0.09135629 0.8363252 0.07231848
0.07342381 0.836337 0.09023921
0.08382379 0.7902191 0.1259571
0.1114587 0.8325502 0.05599112
0.07924747 0.7920032 0.1287494
0.06808696 0.7971222 0.1347909
0.0568537 0.8345619 0.1085844
0.1563833 0.7650325 0.07858421
0.1188513 0.7865479 0.09460078
0.08248868 0.7998734 0.117638
0.06503898 0.8222734 0.1126876
0.09226044 0.8302525 0.0774871
0.1410827 0.7612672 0.09765002
0.132274 0.7803002 0.0874258
0.08983513 0.8029423 0.1072226
0.06540383 0.8573752 0.07722102
0.09472236 0.7604557 0.1448219
0.05329628 0.7712903 0.1754135
0.03500847 0.8257439 0.1392476
0.03522319 0.8457901 0.1189867
0.09085383 0.8112752 0.09787094
0.0526082 0.8190279 0.1283639
0.05689162 0.8019468 0.1411615
0.01966091 0.8538579 0.1264812
0.08145106 0.7446173 0.1739317
0.03535436 0.8217886 0.142857
0.08774083 0.7622481 0.1500111
0.04758964 0.7721608 0.1802496
0.02940388 0.7856045 0.1849916
0.07985921 0.7751721 0.1449687
0.09828048 0.7999632 0.1017563
0.03564899 0.8458769 0.1184742
0.0587331 0.8281214 0.1131455
0.06076959 0.8085385 0.1306919
0.072918 0.7682117 0.1588703
0.05207538 0.8088103 0.1391143
0.03477777 0.8293744 0.1358478
0.05610189 0.7860141 0.157884
0.04726506 0.8402419 0.112493
0.04232071 0.7751562 0.1825231
0.07839919 0.6993592 0.2222416
0.0577822 0.7258956 0.2163222
0.07701675 0.7670677 0.1559155
0.1144847 0.7983673 0.08714802
0.04312545 0.8106783 0.1461963
0.1016872 0.7669855 0.1313273
0.05139032 0.7708229 0.1777868
0.03717139 0.7962241 0.1666045
0.06753936 0.7696105 0.1628501
0.06450987 0.7987957 0.1366944
0.06763212 0.7941666 0.1382013
0.1179732 0.7325642 0.1494627
0.07812367 0.775644 0.1462324
0.1490245 0.7487195 0.102256
0.05161721 0.820268 0.1281148
0.06005183 0.7623316 0.1776166
0.03032373 0.8366001 0.1330762
0.08818474 0.7625274 0.1492879
0.07790553 0.8126812 0.1094133
0.04381866 0.7456218 0.2105595
0.08480499 0.6845446 0.2306504
0.0464331 0.8509087 0.1026582
0.07147652 0.8367252 0.09179829
0.0340898 0.8272677 0.1386425
0.007269085 0.8011919 0.191539
0.03443616 0.7737064 0.1918575
0.06978851 0.7966164 0.1335951
0.05441336 0.8533466 0.09224001
0.03389756 0.8149385 0.151164
0.1116503 0.8004142 0.08793546
0.05412889 0.7972683 0.1486028
0.09226039 0.8360041 0.07173556
0.09661211 0.7453199 0.1580679
0.05983581 0.8050647 0.1350994
0.02274513 0.8193547 0.1579002
0.03757966 0.8090564 0.153364
0.04720222 0.7938909 0.1589069
0.0581774 0.8218193 0.1200033
0.03961219 0.8020897 0.1582981
0.06329365 0.8325077 0.1041986
0.05499426 0.6967933 0.2482124
0.06233385 0.7566724 0.1809938
0.04721364 0.7874527 0.1653337
0.0351891 0.8935188 0.07129209
0.05435494 0.7363363 0.2093088
0.04464973 0.8124691 0.1428812
0.1325798 0.7683891 0.09903103
0.04801197 0.763346 0.188642
0.1151354 0.7574534 0.1274112
0.05688206 0.8123023 0.1308157
0.06129255 0.8210297 0.1176778
0.05227192 0.7370541 0.210674
0.04197271 0.82603 0.1319973
0.04952634 0.7758883 0.1745854
0.04737296 0.7860419 0.1665852
0.03708719 0.8220951 0.1408177
0.07426405 0.8073569 0.1183791
0.06162469 0.7849215 0.1534538
0.05202045 0.791188 0.1567916
0.1264668 0.7881449 0.08538827
0.08558836 0.756045 0.1583666
0.09398379 0.8306764 0.07533983
0.06204461 0.7883471 0.1496083
0.05429997 0.7710391 0.1746609
0.06925065 0.8460958 0.08465351
0.07015477 0.8079488 0.1218965
0.09378346 0.7807768 0.1254397
0.06105019 0.7809112 0.1580386
0.05916337 0.7078456 0.232991
0.07823819 0.7394726 0.1822892
0.0381354 0.8004578 0.1614068
0.06319809 0.8280019 0.1088
0.1220356 0.71005 0.1679144
0.07789344 0.7933 0.1288066
0.05564249 0.7606415 0.183716
0.06524393 0.8125788 0.1221772
0.1542596 0.7120042 0.1337362
0.0348817 0.7542325 0.2108858
0.03653362 0.6762185 0.2872479
0.07022592 0.6983823 0.2313918
0.08624492 0.8391137 0.07464135
0.05171384 0.7805446 0.1677416
0.09017687 0.7586286 0.1511945
0.05988148 0.8331786 0.10694
0.1334256 0.7203472 0.1462272
0.1037465 0.7760242 0.1202292
0.06188613 0.8065248 0.1315891
