"nu" "alpha"
2.642575 0.1611503
2.476367 0.2738106
2.243257 0.02491851
2.158829 0.2581209
1.979986 0.4384159
2.036412 0.3581951
2.317869 0.3175429
2.279789 0.4456288
2.381829 0.4103275
2.454977 0.4796011
2.183699 0.3738393
2.237297 0.2496183
2.579122 0.2404035
2.388279 0.3866047
2.384825 0.2241081
2.42276 0.3261589
2.071819 0.3503707
2.256959 0.2303857
2.119712 0.1514091
2.546236 0.103302
2.361551 0.2960443
2.422954 0.4911181
2.195384 0.1738292
2.549774 0.2133392
2.773168 0.2807542
2.585433 0.257741
2.896584 0.3868008
2.319075 0.4210422
2.38203 0.4445822
2.126301 0.2578464
2.187497 0.1761837
2.429529 0.4627535
2.243328 0.3481387
2.191581 0.1352089
2.585529 0.435117
2.580609 0.4252423
2.650287 0.4080365
2.251074 0.2524628
2.19444 0.183483
2.421079 0.4238941
2.732513 0.07812038
2.322999 0.1633376
2.357514 0.07052745
2.507155 0.3032989
2.548425 0.4496766
2.457937 0.4441449
2.945592 0.2045651
2.618051 0.2870327
2.636969 0.3640268
2.261004 0.3959131
2.608277 0.2130202
2.381027 0.4078735
2.122515 0.174589
2.613638 0.1450235
2.518128 0.4601554
2.596102 0.09264062
2.252711 0.3261776
2.098737 0.2611063
2.622024 0.2874526
2.405003 0.4774674
2.672667 0.3173945
2.452682 0.1223028
2.466825 0.3722853
2.169031 0.09141467
2.373883 0.4678274
2.188763 0.264153
2.496325 0.3921676
2.501839 0.3531639
1.960703 0.2690169
2.230586 0.2244266
2.548686 0.0289676
2.034526 0.3853238
2.874111 0.1340601
2.886102 0.2078072
2.652853 0.4910164
2.699311 0.2635338
2.341202 0.4980464
2.290667 0.1804936
2.746909 0.2486616
2.551194 0.3344815
2.094179 0.3852995
2.729944 0.4417867
2.205571 0.3112939
2.270062 0.4792159
2.288189 0.1155295
2.466833 0.1726438
2.183719 0.4019424
1.931605 0.1592865
2.057056 0.2768288
2.357048 0.3982013
2.681812 0.4796886
2.468439 0.1084917
2.652747 0.3808851
2.717509 0.377293
2.625993 0.4822724
2.70533 0.2039935
2.647299 0.445358
2.785672 0.2649437
2.480185 0.2497923
2.279175 0.4504143
2.431721 0.3926757
2.36836 0.3958405
2.34908 0.2286096
2.4525 0.3739991
2.572414 0.1255878
2.861609 0.2320279
3.04644 0.3555404
2.575045 0.1784232
2.478112 0.05375657
2.37868 0.3576609
2.206703 0.09204814
2.357317 0.3994924
2.181045 0.3969047
2.718137 0.127083
2.746653 0.4420856
2.201928 0.2243834
2.684508 0.1989972
2.306016 0.278686
2.058938 0.2674405
2.205584 0.1673694
2.114825 0.3050893
2.250519 0.2080358
1.995858 0.2383982
2.396151 0.3325951
2.303389 0.41817
2.20697 0.3546248
2.141639 0.346941
2.266752 0.3351807
2.353094 0.2960512
2.107141 0.2108347
2.384576 0.1989878
2.427154 0.3697481
2.301454 0.2055584
2.536331 0.2528222
2.403242 0.07673024
2.714284 0.08079991
2.513082 0.471643
2.425683 0.2316862
2.462507 0.281909
2.252047 0.4208449
2.813018 0.4453157
2.43511 0.4985799
2.527906 0.357848
2.300862 0.4252127
2.45161 0.3628544
2.552041 0.06644376
2.216029 0.3151887
2.283293 0.2515148
2.409261 0.1906541
2.148552 0.3377795
2.282638 0.1801967
2.815403 0.276936
2.751497 0.4844467
2.764792 0.4868174
2.524234 0.4859233
2.357201 0.4790089
2.084712 0.2520479
2.147794 0.3898748
2.398674 0.1018604
2.6743 0.2270291
2.880864 0.415924
2.639783 0.2101323
2.425326 0.3150669
2.751869 0.253244
2.512538 0.4377153
2.587833 0.3454946
2.261956 0.3858326
2.215621 0.3825337
2.18747 0.4953061
2.436058 0.1317586
2.446119 0.1856019
2.229782 0.3074137
1.873068 0.4612178
2.493304 0.35749
2.20272 0.245289
2.605277 0.3808203
2.266437 0.113985
2.36655 0.1769035
2.350287 0.259482
2.476842 0.1796628
2.482174 0.2372205
2.869567 0.2009246
3.076605 0.3284955
2.607921 0.2302092
2.539769 0.2629336
2.43981 0.2167525
2.470526 0.2943417
2.476767 0.1650745
2.978038 0.3418476
2.273256 0.4943634
2.348403 0.2997341
2.743345 0.08313442
2.433598 0.4965654
2.569093 0.3286326
2.184505 0.232353
2.366456 0.1714462
2.687935 0.2945169
2.510616 0.03611393
2.151885 0.4039178
2.738773 0.3635611
2.53627 0.1077965
2.64917 0.4230939
2.415041 0.4511607
2.320604 0.1749441
2.288636 0.1109109
2.256793 0.2310947
2.546017 0.2474452
2.543633 0.2586922
2.142355 0.366656
2.198591 0.2834536
2.382134 0.2161802
1.992238 0.3786024
2.264702 0.400475
2.293411 0.3769151
2.629468 0.3746229
2.332919 0.3046172
2.641613 0.05768584
2.568065 0.2152092
2.493881 0.4637019
2.329041 0.3863796
2.650612 0.4406182
2.582449 0.398282
2.370968 0.02294588
2.473513 0.3932675
2.501748 0.2434934
2.27791 0.4993698
2.553325 0.3519602
2.628155 0.3379906
2.531931 0.4138079
2.39435 0.1009637
2.538474 0.4984512
2.49731 0.4913532
2.437392 0.4929313
2.36511 0.4737071
2.693662 0.3132812
2.269424 0.1605841
1.787689 0.2481273
2.214651 0.4964823
2.113186 0.3419262
2.048346 0.1540467
2.763077 0.2614129
2.346034 0.1702708
2.524001 0.2219921
2.632662 0.4038306
2.359835 0.2694429
2.374145 0.3377539
2.234457 0.1298363
2.395388 0.386462
2.368344 0.339001
2.434723 0.307085
2.171303 0.06377163
1.977448 0.2132087
2.049143 0.4111399
2.249334 0.4696817
2.28973 0.3582984
2.643985 0.1499637
2.366636 0.1382012
2.732712 0.4319016
2.533168 0.440288
2.668792 0.4654835
2.212677 0.429491
2.861738 0.2550969
2.454285 0.1365812
2.284783 0.2904633
2.076734 0.4610005
2.064032 0.3448558
2.220879 0.2730415
2.163129 0.3664312
2.113197 0.1385622
2.164977 0.4748467
2.1267 0.4741788
2.589479 0.1921084
2.406367 0.1977471
2.281549 0.08665476
2.338511 0.1252573
2.03861 0.02427862
2.833558 0.4534201
2.41042 0.4251785
2.491962 0.4705524
2.916364 0.4644458
2.401235 0.3919893
2.302162 0.3561102
2.527212 0.1601488
2.72986 0.1674264
2.402019 0.2783697
2.009183 0.4418146
2.196069 0.4014333
2.520435 0.4151691
2.552453 0.399908
2.91847 0.3045498
2.629655 0.2054614
2.459463 0.4972748
2.401392 0.241382
2.15144 0.4768468
2.498713 0.1377538
2.543812 0.3313307
2.039642 0.3353116
2.265669 0.122928
2.513746 0.431993
2.044517 0.3216113
2.44979 0.3425188
2.313554 0.2942114
2.147856 0.2441704
2.461993 0.3261242
2.356399 0.2039137
2.621925 0.4845308
