tau2_1 tau2_2 tau2_3 
0.02456525 0.002745771 0.1281032 
0.006843393 0.002768947 0.1051209 
0.01576938 0.004070032 1882679641 
0.01031342 0.002623708 0.1919179 
0.02429075 0.002493394 0.9225893 
0.007893914 0.003532265 35.22697 
0.01622889 0.003186319 4373607009 
0.01116184 0.002775812 920.8917 
0.007176636 0.002679306 0.1195338 
0.007972868 0.002687563 855778830 
0.01008308 0.003387169 11.90762 
0.01576387 0.003010853 0.06375398 
0.01025244 0.003666567 0.1841624 
0.01130791 0.003623673 0.0835136 
0.01708478 0.003565854 0.4347287 
0.009675353 0.004036424 48.19504 
0.01367647 0.004661583 3788682099 
0.01871698 0.003290548 3.594204 
0.01657811 0.003398105 100.4856 
0.01413406 0.003267013 8.716646e+12 
0.04022603 0.003621746 56494469 
0.01780149 0.002263478 9.306465 
0.01029522 0.003040377 8.601611 
0.02004418 0.003364259 23.56374 
0.02214715 0.002603914 0.3687486 
0.006835915 0.003415371 0.4140982 
0.007613429 0.003053972 168892.3 
0.02692001 0.003500102 8430562 
0.005312811 0.002360916 5.293308 
0.004254335 0.002513273 0.2045167 
0.00811109 0.003606716 0.1520137 
0.02374401 0.003525984 0.1083732 
0.009420414 0.003050814 459.4391 
0.005324461 0.002731828 7.356058 
0.0201005 0.003286875 3331639 
0.006039513 0.002399462 31157.93 
0.00983297 0.003352601 595.7305 
0.005304606 0.004129122 159.247 
0.008610911 0.00271641 0.1680787 
0.01349458 0.003380022 484.6877 
0.007959563 0.002661679 0.570491 
0.01188001 0.003591444 5544446 
0.0103071 0.002723822 0.8189658 
0.01355924 0.003730099 23405.74 
0.01875665 0.003477842 22.75282 
0.007397624 0.002276594 0.7130971 
0.01137958 0.005002541 105.9051 
0.007865404 0.002983079 0.850816 
0.007885757 0.002822391 124522330 
0.008875334 0.004428666 6659.175 
0.009935423 0.002902303 220911525 
0.01862285 0.003127389 12.46217 
0.02648848 0.003124941 237032.9 
0.007425998 0.003089548 195.5996 
0.01292126 0.003515968 0.2490812 
0.01876755 0.002887182 29.42901 
0.01307905 0.003187395 1.220307 
0.01676775 0.002830358 27.83763 
0.005155301 0.00289634 29.9063 
0.007968272 0.00248826 0.07686921 
0.02003959 0.003468433 2467075 
0.009145434 0.003130106 2244.238 
0.01205913 0.0032162 1.169475 
0.00559853 0.003773625 0.467351 
0.009412703 0.003363309 689522.3 
0.003347398 0.002649093 0.9532318 
0.004721768 0.003124595 283.7657 
0.01688747 0.002978968 7.207328e+16 
0.01708197 0.003369013 6603.32 
0.01356198 0.002761341 4488.682 
0.01305011 0.003151367 165193.4 
0.005363686 0.001865617 0.1727974 
0.007202394 0.002027676 1.18321 
0.0235965 0.00343951 0.2211079 
0.02296583 0.002903536 2031.849 
0.006086658 0.003248764 7.766958 
0.02800695 0.003673109 1297674 
0.012568 0.002455556 10.57266 
0.02314529 0.004158525 0.689746 
0.006977943 0.004308786 0.2372611 
0.02050512 0.003077563 1.590111 
0.01538456 0.003402569 741.8631 
0.01131943 0.00310354 0.02588073 
0.009518608 0.003190922 69724613890 
0.01442772 0.00330943 1.123424e+16 
0.0101434 0.002746278 1272.681 
0.009124881 0.003633826 1.076384 
0.01055759 0.003318358 0.1764762 
0.007111461 0.003533227 4.438926 
0.01816237 0.003065852 25.41175 
0.009119143 0.003671326 1.059424 
0.01516269 0.00339278 0.4268162 
0.01716371 0.004115129 0.0796106 
0.009119325 0.003289751 0.8176702 
0.004957147 0.004443077 1300.208 
0.01084426 0.002825332 1.159443 
0.01356432 0.003214624 400333.2 
0.00700694 0.003315736 293101792 
0.01219917 0.003345187 3.651504 
0.003742175 0.003711555 4.334782e+25 
0.004344685 0.002929082 18.83624 
0.003585871 0.003549729 0.506732 
0.01073881 0.00436425 144051.9 
0.02212717 0.003349863 323.688 
0.006055715 0.003404351 471157.9 
0.005659291 0.00351894 0.8235788 
0.01596698 0.002583207 38278.39 
0.01677522 0.002708936 89837365503 
0.01980824 0.002844598 135.388 
0.01013823 0.003425288 0.04636462 
0.01698774 0.002820262 17160189898 
0.01058867 0.004312121 9.993107 
0.01291026 0.003224769 4203.287 
0.01040705 0.002910581 197630.7 
0.009559137 0.004122286 18.02335 
0.01265553 0.003852498 11.39116 
0.008680531 0.002492411 3.49852e+13 
0.009783553 0.003662087 185781946 
0.01310025 0.002801612 1017.098 
0.009589095 0.002669697 3397437 
0.01192964 0.003666487 0.0365423 
0.01720488 0.003030766 1.19369e+11 
0.01677054 0.002178283 3.093316e+16 
0.00987999 0.002916472 0.2429791 
0.01555405 0.003392065 258475.3 
0.004628301 0.003509386 34505.14 
0.01047795 0.003405979 918.3524 
0.01824798 0.003044993 2.657187 
0.01492478 0.003718647 4.69447e+16 
0.01849179 0.002753009 12.62767 
0.006516861 0.003056942 35.56773 
0.02026429 0.004463042 61.9717 
0.0157144 0.002673128 2.558822 
0.01398028 0.003131917 0.3680803 
0.005959413 0.002988427 1.313677 
0.01299973 0.003306646 0.1018039 
0.01091868 0.003958037 8.606402 
