Delta_1 Delta_2 Delta_3 
0.2928285 0.7920834 1.677511 
2.404761 0.7121257 2.266516 
-0.4009999 0.9392148 0.8213309 
0.0894032 0.8160426 0.5469147 
1.544164 0.9485959 0.3379285 
5.389792 0.9630239 1.550191 
7.695343 0.680651 0.5662269 
1.930906 0.6064839 -1.31393 
1.004058 0.6235061 0.7027817 
-0.7907536 0.6137215 0.262939 
5.989614 0.715688 -1.295085 
9.684633 0.7865215 2.705273 
-7.877844 0.9284359 2.183685 
3.874944 0.9747796 0.5815842 
0.02714365 1.000585 1.231576 
1.909675 1.148312 -0.7288799 
-1.189917 0.8494818 0.331187 
1.069122 0.7913575 1.318279 
4.687373 0.7140674 0.3268149 
-0.4362037 0.8192738 1.241896 
0.6953029 0.8646405 2.876731 
0.9158094 0.7964575 -1.653954 
6.206453 0.821003 -0.5660858 
3.707688 0.9060623 -6.062413 
-9.971349 0.7583842 -5.244521 
-0.8179374 0.7889016 -3.563147 
7.662874 0.7017273 -1.632372 
6.625804 0.7191134 -2.039503 
12.19525 0.7349029 -0.5879688 
3.132192 0.8262203 -2.373106 
0.4158647 0.9441134 0.7364557 
-0.6873495 0.9346943 3.422832 
-0.9209359 0.831576 1.230296 
3.363253 0.7968255 0.04587615 
-0.6600474 0.8383911 2.44803 
-0.6321905 0.7780401 0.8336862 
0.6589065 0.7369353 1.119249 
0.4361217 0.6160734 -0.9117435 
1.493067 0.6324488 -0.4182811 
-1.455721 0.8534439 -1.901052 
3.425292 1.024364 -0.4157663 
2.309578 1.1222 -1.479247 
1.124271 1.134275 0.2199336 
9.495243 1.016573 -3.077848 
8.801703 0.9388079 -2.068652 
-1.610279 0.9023028 2.833486 
3.970592 1.035044 2.117129 
6.190775 0.9471226 4.422754 
9.008535 1.021864 -1.053523 
7.507346 0.8931561 2.002518 
6.952235 0.832587 1.193328 
13.13736 0.8449874 0.6460912 
11.41746 0.9681963 1.663066 
3.994605 0.6847052 -0.005852426 
4.837623 0.8483246 0.5781918 
1.513543 1.044865 -2.005336 
4.143198 0.9892698 -1.403355 
0.9079082 0.9993268 -1.899925 
10.45777 1.083393 0.4424117 
1.5509 1.095987 0.4554547 
15.76278 0.8447842 1.329083 
6.404499 0.9285847 -0.581833 
3.695186 1.012406 0.6543697 
3.00562 0.8314271 0.2850869 
-0.3071337 0.9732573 -0.5064182 
0.9201282 0.7147563 -0.8479197 
-0.2090517 0.7189332 0.8775512 
-0.3705663 0.7705639 1.304037 
0.2639605 0.8232031 0.9714551 
-0.6494032 0.5935532 -0.2250399 
1.127729 0.5911709 -0.05693024 
2.795987 0.6446441 1.701644 
2.588733 0.6608765 -0.5546643 
7.365323 0.7086546 1.753246 
-1.460221 0.6707968 -1.401028 
-0.5036904 0.7490706 -1.12222 
0.1262843 0.9543317 1.627268 
-0.7455524 0.9441582 1.867917 
1.535316 0.9916489 0.2663847 
5.412617 0.9989607 1.221346 
-9.131665 0.9123479 -0.9096068 
-12.59036 0.6591525 -0.09206453 
-8.433132 0.7724479 -2.317007 
