"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-29.81784 -3.88282 21.04364 4.086898
-29.84394 -3.904824 20.3257 4.159691
-29.84565 -3.706622 20.53502 3.414357
-29.65891 -4.004568 20.75877 3.777016
-30.14175 -3.886654 20.91828 3.536757
-29.78565 -4.009859 21.0018 4.065117
-29.73828 -3.842546 20.63911 3.618817
-29.71369 -3.900879 20.64554 3.696991
-29.8164 -3.846125 20.55692 3.740434
-29.82499 -3.858233 21.23047 3.701864
-29.65079 -3.95758 20.67389 3.824664
-29.58333 -3.888409 20.81383 3.714058
-29.50639 -3.977594 21.2338 3.743407
-29.46161 -3.618436 21.07583 4.025613
-29.62386 -3.80685 21.23007 3.93348
-29.57558 -3.868869 21.61596 3.736213
-29.58753 -3.790816 20.892 3.765443
-29.6937 -3.787567 21.11147 3.657314
-29.76594 -3.92903 21.0013 3.851761
-29.74916 -3.608694 20.83276 3.516554
-29.4245 -3.425357 20.87576 3.873343
-29.61658 -3.968748 20.95136 3.880301
-29.69751 -3.855365 21.34952 3.763333
-29.79308 -3.820863 21.17573 3.909656
-29.58028 -3.813561 21.27596 3.742219
-29.68592 -3.695816 20.87549 3.543077
-29.64435 -3.882485 20.04479 3.952009
-29.60787 -3.776511 20.72887 3.664188
-29.82664 -3.781299 21.35011 3.909125
-30.16079 -3.834231 20.77891 3.930572
-30.1127 -3.861133 20.89748 3.593258
-29.90144 -3.853195 21.61632 3.976661
-29.87195 -3.878531 21.02593 3.93972
-29.87717 -3.841511 20.61911 3.709858
-29.90206 -3.798467 20.47786 3.834429
-29.62859 -3.891145 21.04155 3.947825
-29.61382 -4.002418 20.50749 3.757839
-29.93067 -3.842876 21.17484 3.57569
-29.80487 -3.679431 21.44433 3.53573
-29.71504 -3.802949 21.1291 3.745921
-29.75625 -3.773068 21.48565 3.860229
-29.65855 -3.812123 20.51112 4.155459
-29.5839 -3.852668 20.63123 3.835926
-29.63448 -3.808934 20.70787 3.961486
-29.57273 -4.096026 20.45678 3.68655
-29.46892 -3.756847 20.48973 3.921719
-29.65338 -3.739188 20.35641 3.543272
-29.71519 -3.800582 20.48861 3.672414
-29.71317 -3.788319 20.07843 3.97015
-29.56374 -3.898146 21.22195 4.163954
-29.4515 -4.02486 21.16781 3.644192
-29.86886 -3.850199 21.01079 3.736371
-29.78934 -3.790254 20.85509 3.508053
-29.93472 -3.720616 21.04763 3.936463
-29.64254 -3.726997 20.49031 4.0523
-29.82655 -3.848079 20.50828 3.905701
-29.86319 -3.751698 20.71656 3.618736
-29.60645 -3.71652 20.70865 3.709901
-29.72364 -3.853271 20.5818 3.936337
-29.65444 -3.658023 21.41617 3.867072
-29.90786 -3.812326 20.93766 3.987321
-29.82469 -3.788494 21.28593 4.015274
-29.97743 -3.795989 20.7074 3.794052
-29.97958 -3.971735 20.48316 3.880023
-29.9077 -3.674502 21.1307 3.874342
-29.9852 -3.766501 21.24715 3.671691
-29.97281 -3.835007 20.94229 3.683307
-29.86278 -4.016846 20.62393 3.76789
-29.79102 -3.759955 20.74993 3.850612
-29.84277 -3.847437 20.90221 3.796652
-29.82038 -3.714918 21.15988 3.748758
-30.04442 -3.796713 21.12576 3.826609
-29.79819 -3.804545 20.91932 3.748496
-29.53445 -3.866198 20.74624 4.05416
-29.62218 -3.927819 20.38788 3.999369
-29.87681 -3.744585 21.01349 3.491238
-29.81281 -3.935998 20.95854 3.915426
-29.52033 -3.902605 20.61088 3.697444
-29.72702 -3.779887 21.08158 3.775226
-29.75916 -3.867786 20.73874 3.83054
-29.71215 -3.879031 20.38527 3.631335
-29.84014 -3.714435 20.27705 4.13791
-29.78389 -3.881352 21.09223 3.646938
-29.94298 -3.748979 21.13659 3.772317
-30.07095 -3.832594 21.53743 3.696783
-30.02033 -3.895484 20.99907 3.357516
-29.81455 -3.635406 20.5835 4.004845
-29.99026 -3.755962 20.64545 3.961184
-30.06132 -3.887037 20.7133 3.960293
-30.03258 -3.871149 21.50743 3.897265
-29.85291 -4.098489 20.98316 3.971378
-29.67694 -3.857453 20.76465 3.821622
-29.58716 -3.679117 20.95656 3.990805
-29.57193 -3.632944 20.46143 3.645474
-29.63764 -3.866647 21.11992 3.754618
-29.81709 -3.714537 20.43679 3.920334
-29.66204 -3.746109 20.83959 3.629181
-29.61847 -3.837246 20.68633 3.603764
-29.82454 -3.719803 20.26467 3.554553
-29.86987 -3.796631 20.2729 3.734182
-29.82914 -3.758409 20.02966 3.96956
-29.69895 -3.666219 20.68988 3.842956
-29.82515 -3.653211 20.65505 3.626958
-29.82971 -3.931339 20.77858 3.63951
-29.90135 -3.879178 20.44714 3.796479
-29.83251 -3.771907 20.51395 3.906203
-29.50167 -3.832256 21.20135 3.813506
-29.72445 -3.848904 21.25321 3.795796
-29.66511 -3.842143 20.88122 3.903501
-29.80918 -3.946161 21.31337 4.251626
-29.64992 -3.78581 21.59708 3.603499
-29.8912 -3.987759 21.14383 3.818937
-29.88762 -3.905857 21.18012 3.726153
-29.74383 -3.712835 21.54193 3.902296
-29.81448 -4.072922 21.90564 3.664251
-29.57222 -3.935256 21.53582 3.840607
-29.47743 -3.904061 21.45682 3.819844
-29.91136 -3.966242 21.14811 3.769827
-29.79366 -3.943156 20.71532 3.84721
-29.57926 -3.881094 20.64069 3.799274
-29.52197 -3.722294 21.44053 3.921912
-29.42749 -3.902989 21.41134 3.782546
-29.53994 -3.814559 20.24797 3.537908
-29.66963 -3.814774 21.22204 3.782624
-29.62385 -3.852161 21.21595 3.771641
-29.39727 -3.768296 21.20902 4.1345
-29.70835 -3.77009 20.79301 3.965573
-29.61434 -3.647463 20.80467 3.890438
-29.68575 -3.85397 21.19003 3.820095
-29.64424 -3.801347 21.65327 3.669179
-29.67909 -3.583546 20.82493 3.86746
-29.56749 -3.605815 21.42044 3.848239
-29.44093 -3.977108 21.06009 3.913832
-29.60054 -3.727591 20.36314 3.787291
-29.65613 -3.859938 20.79553 3.999341
-29.78137 -3.677024 21.57835 3.768409
-29.58662 -3.923262 21.52156 3.968022
-29.72398 -3.869377 21.45442 3.604594
-29.54841 -4.07768 20.83397 3.559783
-29.59745 -3.727264 21.66739 3.908732
-29.83016 -3.715968 20.89779 3.768601
-29.89271 -3.951844 20.55338 3.650414
-29.46536 -3.79761 20.79515 3.654378
-29.51092 -3.868415 20.90068 4.26968
-29.56772 -3.808781 20.94609 3.926284
-29.58677 -3.815809 20.99654 3.943382
-29.73476 -3.752509 21.08666 3.714342
-29.62212 -3.965422 20.78483 4.126724
-29.59454 -3.887832 20.85963 3.942061
-29.73445 -3.714785 20.84196 3.908569
-29.95409 -3.713018 20.77329 3.866124
-29.66907 -3.808471 20.79814 3.952824
-29.7848 -3.815208 20.46035 3.73008
-29.68819 -3.759651 21.10646 4.12778
-29.56198 -3.780758 20.66641 3.670747
-29.73544 -3.848261 20.85316 3.439941
-29.90324 -3.913538 20.59256 3.825821
-29.78257 -3.926856 20.44231 3.858059
-29.47893 -3.761645 21.12998 3.672324
-29.44867 -3.872797 20.51731 3.669549
-29.85247 -3.809845 20.15144 3.775437
-29.62383 -3.897292 21.13848 3.748322
-29.79343 -3.865173 20.99465 3.710918
-29.92367 -3.681274 20.48547 3.746737
-29.62518 -3.802726 20.42062 3.745231
-29.52752 -3.844653 20.55305 4.097457
-29.50136 -3.887232 19.98332 3.858199
-29.41605 -3.738385 20.67039 3.78842
-29.45019 -3.752214 20.25161 3.597342
-29.43904 -3.962657 21.12731 3.801933
-29.54424 -3.832046 20.94573 3.884048
-29.99419 -3.874418 20.39639 3.656534
-29.6211 -3.824247 20.54199 3.709198
-29.72189 -3.835801 20.57027 3.932913
-29.65442 -3.806991 20.80791 3.515342
-29.72202 -3.646066 21.33522 3.862071
-29.75145 -3.708275 21.37023 3.902998
-29.4657 -3.725218 20.83893 3.308093
-29.69168 -3.928576 20.55102 3.535688
-29.84566 -3.732176 20.74492 3.832871
-29.85489 -3.901796 20.43354 3.794964
-29.84329 -3.923054 20.62618 3.766034
-30.06413 -3.777116 21.29171 3.546963
-29.79956 -3.693089 21.20735 3.969495
-29.79358 -3.829174 20.95282 3.701593
-29.6998 -3.83754 20.86295 3.897009
-29.69566 -3.842652 20.95124 3.935064
-29.76191 -3.846032 20.68919 3.96888
-29.52488 -3.987398 21.12184 3.818978
-29.64671 -3.909794 20.61394 4.049441
-29.69491 -3.956565 20.68881 3.665112
-29.73781 -3.874187 20.96536 3.991568
-29.52972 -3.91077 20.72883 3.823584
-29.52404 -3.766305 20.68003 3.809502
-29.46317 -3.73939 21.38392 3.689693
-29.53415 -3.838559 21.45378 3.735493
-29.70042 -3.743187 21.60557 3.658198
-29.96193 -3.607779 21.47288 3.878294
-29.85292 -3.67209 21.5007 3.774662
-29.70891 -4.054971 21.30755 4.023171
-29.89935 -3.806366 20.61585 3.891781
-29.56139 -3.910159 21.10697 4.025892
-29.77357 -3.862282 20.8364 4.211617
-29.57202 -3.754756 20.7918 3.716242
-29.40868 -3.750716 20.34306 3.546542
-29.66006 -3.613321 20.8129 3.731746
-29.74085 -3.756993 20.7955 3.927019
-29.74426 -3.878031 20.26321 4.076132
-29.63424 -3.677435 21.16387 3.831543
-29.72482 -3.913201 20.82419 3.859056
-29.75915 -4.00387 20.58264 3.862745
-29.60634 -3.625356 21.16822 4.03182
-29.75877 -3.924212 21.2697 3.72677
-29.87932 -3.792696 20.75419 3.843027
-29.8699 -3.819406 20.95246 3.492072
-29.82869 -3.848743 20.43881 3.677563
-29.54746 -3.711799 21.16273 3.949432
-29.8563 -3.746804 20.63931 3.649107
-29.41939 -3.763996 20.97785 3.974726
-29.79599 -3.933775 21.62831 3.73684
-29.71411 -3.959519 20.90504 3.702556
-29.83642 -3.74131 20.71956 3.865788
-29.81636 -3.837557 21.39321 3.689783
