"Delta_1" "Delta_2"
-3.730922 -12.77401
-3.462127 -13.17949
-3.442914 -13.23156
-3.482544 -13.03839
-3.837647 -12.39418
-3.802221 -12.90668
-3.383281 -13.24543
-3.337103 -12.57974
-3.405132 -12.40425
-3.484891 -12.40234
-3.245623 -12.78729
-3.269141 -13.08848
-3.060999 -12.41894
-2.952111 -12.47562
-3.028598 -12.3533
-3.172844 -12.51459
-3.220873 -12.7293
-3.288095 -12.91584
-3.754376 -12.79039
-3.400398 -13.13299
-2.989089 -12.35027
-3.026594 -12.10249
-3.46087 -12.34318
-3.417141 -12.49897
-3.287896 -12.61146
-3.299159 -12.3617
-3.131243 -12.72312
-3.390997 -12.83434
-3.582396 -12.49921
-3.847528 -13.21264
-3.933737 -13.42785
-3.856043 -12.56568
-3.738862 -12.7476
-3.658644 -13.30247
-3.793796 -12.78556
-3.383982 -12.68199
-3.296648 -13.13538
-3.773678 -12.78429
-3.502316 -12.53538
-3.456002 -12.39176
-3.437374 -12.24335
-3.464283 -12.7803
-3.417801 -13.04835
-3.527148 -12.66362
-3.151855 -12.98553
-3.091787 -12.91156
-3.151986 -13.84329
-3.543947 -13.42889
-3.248841 -13.66073
-3.398013 -12.93561
-3.342153 -13.04229
-3.507603 -12.72469
-3.498466 -13.18534
-3.650836 -13.00233
-3.533257 -13.67188
-3.522361 -13.03396
-3.579231 -13.10361
-3.438346 -13.64364
-3.323361 -13.43059
-3.303143 -12.89964
-3.703067 -12.45984
-3.904378 -13.07401
-3.758961 -12.92102
-3.761519 -13.26207
-4.069377 -13.21395
-3.844398 -13.11331
-3.741989 -12.81842
-3.72262 -12.96134
-3.505968 -12.95606
-3.576779 -12.90706
-3.615975 -12.75131
-3.677502 -12.40109
-3.535467 -12.71833
-3.426754 -13.20552
-3.209551 -13.22297
-3.756724 -12.81451
-3.518011 -12.94162
-3.09709 -13.28341
-3.413176 -13.09086
-3.533018 -13.08118
-3.546216 -13.39734
-3.577063 -13.82771
-3.820671 -13.00698
-3.867792 -12.83116
-4.064522 -12.56085
-3.99341 -13.33539
-3.72378 -13.87193
-3.743723 -13.25634
-4.109757 -13.03674
-4.194001 -12.61
-3.904083 -13.17066
-3.026519 -12.57411
-2.950632 -12.66704
-3.255065 -13.45314
-3.391191 -13.35932
-3.368553 -13.0489
-3.366626 -13.21749
-3.261259 -13.43528
-3.392897 -13.60414
-3.514012 -13.82451
-3.484858 -13.166
-3.478025 -12.96167
-3.701615 -13.1323
-3.586621 -12.96564
-3.269671 -12.98677
-3.41178 -12.93803
-3.137421 -12.84337
-3.581568 -12.46496
-3.227105 -12.62695
-3.418521 -12.14655
-3.451273 -12.30546
-3.544045 -12.66699
-3.708606 -12.0661
-3.380418 -11.85081
-3.833795 -12.22377
-3.23135 -12.06052
-2.903031 -12.55364
-3.458927 -12.62667
