tau2_1 tau2_2 
0.003126153 0.0135717 
0.003461248 0.02297039 
0.00343016 0.01519916 
0.002840936 0.008329971 
0.003181268 0.008685307 
0.002938499 0.01278156 
0.003122008 0.02041099 
0.003506085 0.02020869 
0.003396219 0.02486556 
0.003087825 0.01332198 
0.003516285 0.02751406 
0.002740427 0.01043949 
0.002841637 0.00892135 
0.003397559 0.01588417 
0.003206698 0.007687261 
0.003410079 0.02004135 
0.00297801 0.0102947 
0.003307213 0.01221862 
0.003349085 0.006917956 
0.002483791 0.004436687 
0.002742326 0.004185566 
0.002954225 0.009233639 
0.002596066 0.009483565 
0.002659734 0.008688553 
0.002289753 0.02936269 
0.002949225 0.01519101 
0.002694554 0.0108965 
0.003352167 0.004545614 
0.003243178 0.006732624 
0.003492143 0.007062861 
0.003565124 0.03167853 
0.003306915 0.01777184 
0.002973742 0.01191856 
0.002853368 0.007294096 
0.003177 0.01117272 
0.003176424 0.01689485 
0.002629124 0.005912417 
0.003447381 0.005894217 
0.002651769 0.01147307 
0.002356284 0.01539382 
0.002465261 0.01061771 
0.002811476 0.008832198 
0.002853602 0.007370973 
0.002947809 0.0133684 
0.003257957 0.009313055 
0.002392699 0.01030479 
0.00370371 0.005615224 
0.003362801 0.00362069 
0.002898394 0.01874445 
0.002943129 0.02174574 
0.002668821 0.01329993 
0.00315832 0.01612712 
0.002771951 0.01023504 
0.003056496 0.006397183 
0.003157217 0.009774283 
0.00390734 0.004628511 
0.002669751 0.003379172 
0.003422083 0.008477165 
0.003962456 0.01356422 
0.002571258 0.014696 
0.003051178 0.0201767 
0.003131043 0.01621528 
0.002838981 0.009314519 
0.003097425 0.01595243 
0.004180422 0.004204459 
0.002738146 0.009441828 
0.003792986 0.00970725 
0.003275837 0.02036614 
0.002827083 0.00713466 
0.003227302 0.01051644 
0.002858739 0.003773889 
0.003814758 0.008156851 
0.002711274 0.009039681 
0.004645031 0.004101398 
0.003687421 0.006449974 
0.00302988 0.01134034 
0.00266436 0.01032175 
0.002261674 0.007120185 
0.004041311 0.01197559 
0.002522181 0.01390316 
0.002953217 0.01766261 
0.003026943 0.01697646 
0.003808027 0.01308629 
0.002977259 0.004966041 
0.002869093 0.009146052 
0.002905704 0.01007056 
0.002907782 0.01342867 
0.002268213 0.008001007 
0.003229892 0.01052707 
0.002688924 0.005844815 
0.003206511 0.008545638 
0.002914904 0.00808371 
0.002970363 0.01238257 
0.002803681 0.02745821 
0.002763484 0.01574398 
0.002401748 0.01739532 
0.00403245 0.01806745 
0.003243872 0.01769393 
0.004080939 0.02833679 
0.004601419 0.01480006 
0.002570714 0.009643532 
0.003988023 0.006174543 
0.003706563 0.03409501 
0.003608758 0.01394241 
0.004477523 0.003472118 
0.002850121 0.01071531 
0.002547213 0.02043191 
