"nu" "alpha"
3.439931 0.4824778
2.968143 0.2886392
2.772363 0.392195
2.945066 0.3994186
3.401353 0.1014636
3.407869 0.1697223
3.393785 0.3446912
3.251323 0.09789277
3.121227 0.09613495
2.710632 0.3917792
3.418208 0.415555
2.492804 0.1316261
3.11796 0.07610004
3.284213 0.4348382
3.704845 0.4414323
3.310275 0.4428636
2.597011 0.03796426
3.127233 0.3676627
3.108292 0.4555829
2.957147 0.4980177
2.492886 0.4651559
3.041139 0.1545127
2.466804 0.4955633
3.076708 0.1092272
3.050489 0.1798561
2.733524 0.2644083
2.899719 0.2403456
2.980499 0.2985654
2.713841 0.4880513
2.546941 0.2169529
2.512014 0.3049677
2.73534 0.2371406
2.620971 0.02039819
2.961987 0.285985
4.275337 0.2150155
3.301502 0.3026348
3.429886 0.11466
3.450979 0.3613034
3.736181 0.3917898
3.831344 0.3398074
3.746285 0.4501549
3.195547 0.4595884
3.468366 0.350766
3.279707 0.4334467
3.785245 0.2663804
2.786066 0.1461922
2.69344 0.3833332
2.818283 0.3275976
3.115017 0.3486634
2.901894 0.1743031
3.173144 0.03101801
3.679368 0.3455787
3.027895 0.4658967
2.992658 0.1602555
4.064639 0.2471599
3.458469 0.2403412
3.110389 0.4755247
3.047601 0.1428113
3.319428 0.3819527
2.965438 0.3878202
3.025732 0.290686
2.910348 0.3172483
2.667324 0.469831
2.488583 0.09817008
3.432074 0.3990424
3.332806 0.02271564
2.894943 0.2113377
3.397727 0.3123303
3.390703 0.1858954
4.079814 0.08076716
4.295628 0.3231789
3.358559 0.2679525
3.393907 0.2131363
3.326971 0.3737922
3.585572 0.3244456
3.520749 0.1371633
3.830691 0.2431082
3.226994 0.4376909
3.276245 0.1503477
3.346044 0.1831268
3.243231 0.312647
3.373678 0.04587723
3.051772 0.04953645
3.368185 0.2839775
2.970892 0.3475265
2.997704 0.3157617
3.203442 0.3920064
2.768515 0.394089
3.160293 0.2423235
3.773215 0.1104166
3.409506 0.2516725
3.509039 0.4485839
3.181408 0.1938744
3.046058 0.1850875
3.079062 0.3003559
3.935857 0.3389512
3.199417 0.3654969
3.9909 0.3321337
3.22239 0.2063049
2.814281 0.1457372
3.030123 0.4415821
3.13699 0.3313684
3.014289 0.1091931
3.208333 0.2767367
3.052889 0.1812355
3.215878 0.3074897
3.001868 0.4206559
2.80661 0.05945871
3.335499 0.2806043
2.491705 0.1235361
3.008084 0.3823063
2.777652 0.3423909
3.583821 0.2745607
3.106197 0.4717267
2.907569 0.3019392
2.879338 0.1137118
2.989201 0.2882318
3.436727 0.2085423
2.618128 0.378644
3.05422 0.2044498
3.090396 0.1998196
3.271119 0.2051103
2.859974 0.2830528
2.891949 0.2571572
2.956684 0.4614884
2.702437 0.2017489
2.736925 0.3445914
2.668487 0.1992881
3.190944 0.4443967
2.874636 0.3933328
2.853748 0.1820263
3.362683 0.3939252
2.344359 0.1152128
2.417846 0.1095405
2.811581 0.4320037
2.97106 0.1293331
3.209293 0.2422775
3.248915 0.1049408
2.942442 0.3303745
2.806078 0.1518954
2.826379 0.1458207
3.545737 0.2767164
2.909584 0.2424555
