nu alpha 
3.908768 0.3427381 
9.461054 0.3886178 
3.962201 0.1250145 
4.434862 0.1939848 
6.156975 0.2658104 
6.671737 0.02241994 
2.550666 0.3399365 
2.512245 0.2165315 
3.255435 0.3237726 
2.586533 0.4662635 
2.59443 0.4253553 
8.206166 0.08541859 
4.082459 0.2348362 
3.192965 0.417656 
1.538112 0.4301256 
2.45917 0.3293683 
2.813227 0.1733489 
2.962696 0.2961864 
3.357777 0.2440759 
6.219675 0.3551629 
3.266252 0.08555214 
2.69879 0.2099255 
3.863113 0.4144136 
3.168378 0.4356527 
5.335434 0.2269137 
2.841211 0.07627695 
6.185177 0.4038881 
2.293311 0.3825514 
2.076209 0.3288976 
3.99415 0.3021449 
1.633446 0.3140187 
3.134912 0.1310935 
1.807584 0.4811246 
3.324687 0.1037973 
3.381597 0.1889301 
1.754612 0.2758497 
7.103435 0.2523243 
5.470855 0.321803 
2.489127 0.3344017 
4.96894 0.2090187 
3.408733 0.4743542 
12.06367 0.09047264 
16.1613 0.09519481 
4.009055 0.2985095 
4.024611 0.04776917 
3.612874 0.4351204 
2.779873 0.02496854 
5.452261 0.4189138 
6.617481 0.3355121 
3.462771 0.2300448 
5.533539 0.2871146 
3.632131 0.4742316 
4.671355 0.2648352 
16.59809 0.1435376 
4.00472 0.09034083 
3.354823 0.3370812 
4.999706 0.2673922 
5.820253 0.2284307 
5.010829 0.1061438 
3.353423 0.2068192 
5.221186 0.1695883 
3.906929 0.4880795 
2.075002 0.2016963 
10.07508 0.03004397 
4.149278 0.2849318 
5.930659 0.1534012 
3.776366 0.1354378 
4.652452 0.387324 
2.35119 0.3785246 
2.982985 0.1159109 
2.601296 0.1525646 
1.34401 0.3336189 
1.383915 0.1950712 
3.792231 0.3849261 
2.773949 0.4235249 
2.903458 0.3637961 
1.77887 0.3078781 
2.922089 0.2388172 
2.903431 0.2376776 
2.516837 0.2548615 
3.172202 0.3104665 
3.241643 0.4113937 
1.865082 0.2974863 
1.868704 0.2808881 
2.482754 0.4299736 
1.449503 0.3132398 
3.077119 0.2449276 
3.218295 0.1735238 
2.378655 0.3833796 
4.531945 0.4571866 
9.290728 0.1158496 
5.161282 0.3596974 
6.139219 0.1195285 
7.857674 0.2057044 
2.902637 0.1128066 
2.460694 0.2740639 
1.872632 0.2466952 
3.762107 0.1494958 
4.092617 0.1911147 
3.359214 0.4581321 
3.438265 0.3031189 
5.519472 0.1870591 
6.018332 0.3996862 
2.503933 0.3005144 
2.640723 0.2043735 
2.413062 0.262779 
1.671914 0.1879212 
3.221438 0.1844836 
7.43615 0.4702096 
2.252506 0.2063407 
6.324388 0.1604569 
2.398361 0.3784749 
3.964551 0.1365631 
3.515391 0.3864627 
7.212019 0.4616251 
3.704314 0.2276108 
5.872157 0.2452922 
2.563231 0.2156207 
3.725981 0.2203198 
3.622824 0.3991196 
3.137495 0.2586029 
76.27709 0.02301686 
5.689581 0.4283328 
3.238629 0.09547624 
3.479803 0.3301479 
4.179649 0.3636834 
3.125867 0.4089027 
2.787494 0.2335136 
4.189618 0.257887 
2.406302 0.3748034 
9.189936 0.1335059 
2.535541 0.3106049 
1.689536 0.3123146 
3.483872 0.3229705 
7.732027 0.07067826 
1.805172 0.4835585 
2.445303 0.3333173 
2.706286 0.4119642 
8.377486 0.2412109 
3.087601 0.4564966 
4.23028 0.2130321 
7.295134 0.237565 
3.224425 0.3209446 
1.702716 0.4834706 
3.018335 0.3114505 
3.116857 0.3118395 
5.619515 0.1321091 
5.851736 0.3552197 
3.496674 0.3345274 
11.52866 0.2062022 
2.464222 0.2272606 
3.260233 0.2083501 
8.68691 0.2936709 
6.548934 0.1731834 
3.646191 0.2350575 
2.447198 0.3136291 
2.421691 0.3302162 
4.085322 0.4643723 
4.061581 0.1989892 
3.369252 0.4420966 
1.679797 0.3617388 
2.65348 0.2898415 
4.800668 0.08331095 
4.444714 0.3853017 
5.471219 0.232894 
13.09266 0.1000848 
5.05051 0.2148756 
5.691026 0.3507681 
3.694982 0.3811767 
16.96866 0.05020212 
3.638825 0.303572 
2.35485 0.1939242 
3.506939 0.2973215 
2.767663 0.1678096 
3.481842 0.4180816 
3.170787 0.3669682 
2.145341 0.4132009 
3.249976 0.2825225 
3.067917 0.02542544 
4.853295 0.2627268 
4.126851 0.1504388 
7.706998 0.2951298 
2.486524 0.1817951 
2.16874 0.0542997 
3.649472 0.3875186 
3.679551 0.4737068 
4.392411 0.4451888 
2.722734 0.4189124 
2.911232 0.4771527 
2.611073 0.1469088 
4.073554 0.2447146 
3.335236 0.22027 
4.551679 0.3314273 
3.006324 0.3421061 
2.106018 0.4240063 
6.385362 0.1674593 
2.701941 0.1323393 
3.953323 0.2824583 
3.864753 0.4564689 
2.593581 0.4936713 
3.884038 0.4889039 
3.345501 0.06981499 
5.585202 0.1527801 
3.298805 0.2262414 
3.8671 0.1424224 
2.878231 0.2953928 
4.640165 0.1774522 
3.17937 0.2235933 
3.675242 0.4955317 
5.218916 0.208908 
2.029183 0.498745 
4.723932 0.32798 
4.882765 0.2382263 
5.979033 0.3536204 
7.596145 0.1645827 
2.338955 0.3722666 
2.600876 0.1755894 
3.526311 0.1312941 
