"Delta_1" "Delta_2"
-4.996429 0.9967883
-4.893671 0.9928648
-5.316578 0.9253409
-5.763723 0.9323394
-5.617868 0.9440312
-5.229578 0.9910625
-5.676841 0.9894926
-5.235591 1.003765
-4.933212 0.9952182
-4.871769 0.9301273
-4.371628 0.9179908
-4.535438 0.9537929
-5.069061 0.9345882
-5.248259 0.9724538
-5.181876 0.9329241
-5.399225 0.9535465
-5.46573 0.9594274
-5.065217 0.9986772
-5.301571 1.036167
-4.682567 0.9634981
-5.380332 0.9636597
-5.306334 1.002781
-5.528585 0.9653341
-5.18245 0.9861778
-4.074278 0.9752697
-4.450338 0.9930593
-4.648844 0.9789712
-4.116987 0.9453513
-4.51528 0.9574354
-4.448831 0.9665885
-5.092754 0.9928229
-4.476157 0.9926992
-4.844539 1.025461
-4.765685 0.9829731
-5.792238 0.9979956
-5.46243 0.9619681
-5.495034 0.9235763
-5.514587 0.9248343
-5.104661 0.9924153
-5.219925 1.025394
-5.164644 1.041606
-4.65274 1.033976
-5.028564 0.9649862
-4.479373 0.9275299
-4.177539 0.967102
-4.3718 0.9442258
-4.655531 0.9305766
-5.305188 0.9105093
-4.903035 0.9065604
-4.743127 0.9304605
-5.000168 0.9528007
-4.192079 0.945668
-3.975 0.9691737
-4.317024 0.9994484
-4.770361 0.9625964
-4.408282 0.9303282
-4.37265 0.9746571
-4.961181 0.9658351
-4.346786 0.9739333
-4.472911 0.9955856
-4.469508 0.9735841
-4.612809 1.002206
-4.167916 0.9779406
-4.225039 1.036088
-5.008148 1.004668
-5.090452 1.028178
-5.191198 0.9677806
-5.225568 0.9206104
-5.087949 0.9498242
-4.975889 0.9359799
-4.964508 1.012333
-5.364475 0.9960177
-5.058048 1.001937
-5.333998 0.9599613
-5.379119 0.9994358
-5.840527 1.015014
-5.342915 0.9773339
-5.593556 0.9861339
-5.828488 0.9674243
-5.274262 0.9746934
-5.192392 1.00203
-5.311912 0.9994726
-5.064293 0.9976386
-5.412585 1.011909
-5.017895 1.030905
-4.418416 1.051205
-4.445091 1.059455
-4.453328 1.079783
-4.388599 1.060448
-4.316594 1.01545
-4.634075 1.038679
-4.541713 0.98428
-4.089263 0.9483792
-4.240879 0.9198735
-4.66977 0.9647394
-4.737254 0.9600751
-4.984696 0.9685619
-4.524364 0.9387177
-4.205927 0.9331948
-4.278307 0.9339591
-4.535505 0.9313469
-4.622071 0.9279112
-4.547488 0.9549581
-4.748413 0.9539265
-4.730153 1.002086
-5.424487 1.016545
-5.23356 1.010957
-4.919729 0.9800458
-4.606597 1.005172
-5.231029 1.002129
-5.325735 1.024041
-5.42173 1.044209
-5.120737 1.047415
-5.200771 1.046376
-5.453363 1.079026
-4.566995 1.083558
-3.903802 1.017509
-4.151285 1.034667
-3.906258 0.9954662
-4.415882 0.9635758
-3.465742 0.967782
-3.926904 0.9784541
-4.2565 0.9922022
-4.07525 0.9278721
-4.068306 0.930442
-4.273967 0.9259479
-4.16808 0.916876
-4.120249 0.8698478
-4.034991 0.8579983
-4.150375 0.9233317
-4.217578 0.9197596
-3.9078 0.9202384
-3.76394 0.9377624
-3.860861 0.9269779
-4.238312 0.9398585
-4.969511 0.9347774
-5.158372 0.9635177
-5.213682 1.04324
-5.426482 1.001511
-5.840221 1.045149
-5.545767 1.096547
-5.44429 1.116808
-5.469734 1.079687
-5.394332 1.029589
-5.574942 0.9658505
-5.219766 0.9664699
-4.83983 0.9853362
-4.816518 0.9848179
-4.459996 0.9816086
-4.506952 1.011907
-4.589479 0.9935436
-4.176157 1.030042
-4.55686 1.018417
-4.301755 1.009004
-4.24913 0.9127503
-4.495244 0.9137823
-4.603795 0.9483399
-4.403867 0.9598845
-4.826839 0.9443959
-5.005013 0.9319819
-4.537845 0.9724381
-4.587524 0.964307
-4.444251 0.9596071
-4.397037 0.9860026
-4.793551 0.9725917
-4.237159 0.9128078
-4.392785 0.9675984
-4.275918 0.9949504
-4.052716 0.9559664
-3.867118 0.9402583
-4.177516 0.9264656
-4.232768 0.8939312
-4.490984 0.9119125
-4.794611 0.9071377
-4.47823 0.9560088
-4.466129 0.934222
-4.426694 0.9447681
-4.372071 0.9777988
-4.078623 0.9378185
-4.142809 0.9076657
-4.202475 0.9286345
-4.066349 0.963113
-3.975076 0.9570198
-4.328502 0.9540458
-4.004441 1.004507
-4.334516 1.053941
-4.509646 1.051047
-5.91675 1.068222
-5.753625 1.077549
-5.55968 1.089163
-4.98404 1.058993
-4.58236 1.066344
-4.56446 1.024961
-4.750716 1.009426
-4.61161 0.9998057
-5.171296 0.9623542
-5.76506 0.9476538
-5.315417 0.9981485
-4.84144 0.9699234
-4.78035 0.9788262
-5.09212 0.9674267
-4.777994 1.017631
-4.615291 1.076702
-4.808441 1.065516
-5.200816 1.018751
-5.610046 1.051628
-5.823797 1.037167
-5.442657 1.065525
-5.126291 1.026212
-5.076275 0.9922852
-5.089491 0.9452998
-4.820157 1.027606
-5.207124 1.038799
-5.330801 1.051975
-5.264616 1.050928
-5.480368 1.048586
-5.470161 1.015236
-5.504519 0.9563015
-4.876621 0.9200248
-4.749421 0.948597
-4.512802 0.9270125
-4.802821 0.9166658
-4.252109 0.934164
-4.663798 0.9623885
-4.991757 0.935989
-4.626998 0.8795122
-4.672831 0.9427697
-4.765529 0.967683
-4.703346 0.9647685
-5.395455 0.9718422
-5.223011 1.018766
-5.910558 1.032721
-6.433428 1.027798
-5.604602 0.9725124
-5.360316 1.031609
-5.181824 1.084614
-5.083057 1.132216
-5.3306 1.123551
-4.996145 1.151221
-5.302677 1.102836
-5.289844 1.136481
-5.625698 1.087485
-5.519154 1.06038
-5.605979 1.066623
-5.490337 1.03868
-5.795315 1.006287
-5.640864 1.020653
-5.367389 1.004196
-5.131927 1.014999
-5.176679 1.050521
-4.87139 1.026249
-4.600843 0.9811558
-4.80409 0.9837163
-4.842909 0.9661918
-4.731522 1.011668
-4.768535 1.015311
-4.278782 1.040764
-4.254405 1.074662
-4.206387 1.049264
-4.234568 0.9795397
-4.649869 0.9928398
-4.617193 0.999415
-4.405904 1.012254
-4.62221 1.005383
-4.707747 1.030764
-4.739778 0.992078
-4.474942 0.9563095
-4.327967 0.9937708
-4.01602 0.9634792
-4.213719 0.9530901
-3.847274 0.9852497
-4.064498 0.9754511
-4.191356 0.982172
-4.135998 0.9899022
-3.765013 0.9357011
-3.681925 0.9837791
-4.156217 0.9767957
-3.942956 0.9661127
-4.280089 0.9350281
-4.056566 0.9036567
-4.015126 0.9058604
-4.043495 0.8976093
-4.133278 0.9081276
-4.476943 0.9182567
-4.759153 0.9366235
-4.366868 0.9380596
-4.779025 0.9794958
-4.790189 1.009647
-4.800547 0.9785195
-4.781713 0.9488081
-5.025642 0.9720517
-4.869658 0.9773483
-4.463829 0.9554561
-4.21297 0.9147517
-4.359536 0.9356816
-4.465438 0.9222195
-4.667304 0.9340533
-4.409174 0.9673234
-4.283065 1.042991
-4.172066 0.9610365
-4.142356 0.9669836
-4.016031 0.9778643
-4.37158 0.9413991
-4.687843 0.9801858
-4.26721 0.9600639
-4.853637 0.9175193
-4.574727 0.9279371
-4.636824 0.9628595
-4.449191 0.9416248
-4.604735 0.934216
-4.160823 0.9007431
-5.077988 0.9347699
-4.890742 0.9892815
-5.067153 0.9501497
-4.804528 0.9628115
-4.899323 1.021268
-4.741327 1.006329
-4.938033 0.9656089
-5.271074 0.9446666
-5.277649 0.9177127
-4.824013 0.985635
-5.245814 0.9574449
-5.167488 0.9160559
-4.295225 0.9304557
-4.406848 0.9644643
-4.383021 0.9987295
-4.438267 1.052854
-4.409902 1.065883
-4.896971 1.084178
-4.796464 1.030853
-5.450075 1.052793
-5.850849 1.04961
-5.126949 1.062372
-5.113125 1.050142
-5.104797 1.018655
-4.810118 0.9712506
-4.234575 0.9909287
-4.243315 1.01763
-4.469881 0.9965163
-4.557753 0.9579819
-4.883456 1.022707
-4.638344 1.037224
-4.77342 0.9980394
-4.519714 0.9796985
-4.672706 1.003119
-4.837472 0.9532792
-4.818106 0.9439361
-4.517501 0.9460198
-4.717242 0.9549724
-4.700247 0.9487086
-4.620804 0.9092199
-5.135291 0.9252263
-5.16567 0.9445262
-4.959195 0.9359278
-4.647962 0.960467
-4.628993 0.9825798
-4.664921 0.925727
-4.539771 0.960134
-4.178743 0.9379497
-4.494767 0.9608749
-4.835337 0.9538255
-4.470525 0.9384072
-4.618789 0.954295
-4.215191 0.9706266
-4.286019 0.9588186
-4.592715 0.8997847
-4.714017 0.9921443
-4.749256 0.9415435
-4.703141 0.9619069
-4.608437 0.9045997
-4.311612 0.9440532
-4.637361 0.9305377
-4.296618 0.9507257
-4.816922 0.9569123
-5.04796 0.9566257
-5.122009 0.9793223
-4.661089 0.9584598
-5.264445 1.000324
-5.376081 1.022853
-5.26081 0.9932391
-5.317207 0.9739076
-5.41547 0.9556441
-5.184393 1.033786
-5.054321 1.037729
-5.148478 1.012757
-5.315905 1.017202
-5.518728 0.9685323
-5.273658 1.012557
-5.331089 1.020947
-4.783153 1.030206
-4.95666 1.050351
