"p_1" "p_2" "p_3" "p_4"
0.1515909 0.02359515 0.06967629 0.7551377
0.149446 0.006973895 0.06031849 0.7832616
0.1386294 0.003264273 0.06066886 0.7974375
0.1768341 0.001974819 0.04833002 0.772861
0.1436508 0.006274946 0.05673265 0.7933416
0.156187 0.0009601503 0.04568266 0.7971702
0.1533697 0.0007185768 0.04294437 0.8029674
0.1779434 0.0003892633 0.04557202 0.7760953
0.1590597 0.01365187 0.04274607 0.7845423
0.1531209 0.000669961 0.05376281 0.7924463
0.147723 0.004057924 0.0553408 0.7928783
0.1784089 0.003232931 0.05558767 0.7627705
0.1511606 0.008587705 0.05329046 0.7869612
0.1174163 0.04783764 0.04437774 0.7903683
0.1517482 0.01024675 0.04638668 0.7916183
0.1493333 0.001095902 0.04986629 0.7997045
0.1684362 0.01613261 0.05387177 0.7615594
0.1498072 0.007651798 0.05447002 0.788071
0.1505581 0.003479829 0.06443456 0.7815275
0.1654935 0.003412166 0.06281808 0.7682763
0.15053 0.001283642 0.04224281 0.8059435
0.1331529 0.006241291 0.04851276 0.812093
0.1508636 0.002398368 0.05164364 0.7950944
0.1559766 0.005924336 0.06361124 0.7744878
0.16081 0.0003817561 0.05341515 0.7853931
0.15818 0.02358033 0.0530418 0.7651978
0.1848212 0.004852918 0.04431114 0.7660148
0.1780969 0.008222819 0.06516584 0.7485144
0.1780757 0.008312437 0.04948514 0.7641267
0.1477272 0.008498985 0.04563696 0.7981369
0.1667566 0.01377125 0.06084565 0.7586265
0.1750557 0.002221742 0.04254871 0.7801738
0.1556859 0.003314124 0.0636636 0.7773363
0.141109 0.002210398 0.06543343 0.7912472
0.1621456 0.002503455 0.06427855 0.7710724
0.1630216 0.0007378763 0.05061613 0.7856244
0.1510141 0.007243886 0.06064199 0.7811
0.1510246 0.006100075 0.05014871 0.7927266
0.1676755 0.005514483 0.05762545 0.7691846
0.149438 0.00492898 0.04529531 0.8003377
0.1536154 0.002415758 0.05832226 0.7856466
0.1586202 0.0005813784 0.05224024 0.7885582
0.1594556 0.002386285 0.04755794 0.7906001
0.1719724 0.001419087 0.04766714 0.7789414
0.1470746 0.01791068 0.05917828 0.7758365
0.1599676 0.006652162 0.05096466 0.7824156
0.1669484 0.01238688 0.05412152 0.7665432
