"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-1.902717 -0.4183446 -3.295924 0.9780647
-1.957871 0.5797925 -1.105616 0.942268
-1.451057 9.287995 -1.918857 0.907421
-1.612696 12.28346 -1.968466 0.9129027
-2.195556 -1.629394 -1.318907 0.9727981
-1.846684 -1.63891 -1.236718 0.9995687
-2.203684 8.300367 -1.323377 1.002355
-2.316392 1.77164 -1.228943 1.077746
-2.316746 -2.210718 -3.297875 1.059005
-2.085119 2.002271 -3.22971 1.136657
-2.447618 3.15471 -2.62588 1.108697
-2.602431 -0.1667075 -3.326892 1.132595
-1.791539 -1.802063 -2.299605 1.114013
-2.226812 -1.0287 -2.543952 1.137518
-2.345494 4.76773 -2.364877 1.165506
-2.411014 -4.543272 -3.367651 1.122422
-2.611272 -2.294698 0.8714476 1.124783
-2.45251 6.683389 0.4094833 1.129391
-2.110221 -2.661883 -0.6242468 1.124075
-2.001887 0.8064889 -2.746396 1.094812
-2.489156 10.53034 -3.013306 1.066219
-2.241122 6.882856 -2.033142 1.044077
-1.765828 -1.109413 0.1675553 1.075106
-2.346765 2.131615 -3.824364 1.026138
-1.964138 9.592598 -2.403335 1.056171
-1.881694 1.177856 -1.626799 1.018204
-2.350875 1.225642 -0.415734 1.010234
-1.961083 0.5170573 -2.69429 1.018905
-1.947834 -4.125703 -2.174427 1.019151
-1.911243 -8.192045 -2.900948 1.03956
-1.794491 0.7185737 -3.087926 1.015727
-2.195687 -2.424501 -1.71814 1.042442
-2.183336 -1.875417 -3.841337 1.066566
-2.449026 -3.154569 0.8371127 1.07566
-2.677917 18.4267 -2.844898 1.151382
-2.578509 -13.26983 -3.146818 1.088733
-2.65022 -9.840758 -3.14702 1.109832
-2.262284 -3.572112 -0.1284725 1.063435
-2.207616 2.446348 2.517566 1.123932
-2.051275 0.02813218 -3.592836 1.057213
-2.104284 18.00979 -1.966738 1.097939
-2.288642 -12.33101 1.187249 1.131469
-2.1532 13.35565 -0.2819519 1.150904
-1.880667 0.7679367 -1.79088 1.079233
-2.549774 0.1888316 6.568101 1.086717
-2.129712 -9.77096 -0.9736532 1.0918
-1.974569 0.1271947 -2.897212 1.058576
-2.269593 -0.1553355 -2.509563 1.065396
-2.228868 8.396571 -2.60267 1.08533
-2.374244 -7.002432 -2.432504 1.089234
-1.984248 14.6273 -3.247222 1.092941
-2.261475 1.253721 -2.825288 1.069455
-2.220764 0.5890044 -0.636954 1.047987
-2.359462 -20.67525 -1.502926 1.026737
-2.363165 -4.007548 -2.273383 1.066562
-2.314301 -8.322774 -2.161648 1.134365
-2.141378 -2.720624 -1.300876 1.11082
-1.989528 11.82544 1.684527 1.133072
-2.113183 4.888706 -3.695055 1.069225
-2.318235 6.11406 -4.561457 1.065513
-2.454791 -3.728539 -2.373361 1.030232
-2.26019 -2.240375 -1.81771 1.06069
-1.892006 -15.08309 1.519926 1.074832
-2.031437 2.523055 -0.8395231 1.129896
-1.903867 -2.154171 0.4745713 1.088393
-2.041183 -2.655614 -1.556022 1.062847
-2.04859 7.54186 1.573139 1.045372
-2.169358 9.969055 -1.356894 1.002009
-2.345442 1.765194 -1.240711 1.035423
-2.341123 -2.852187 -3.138488 1.030257
-1.895935 0.6896747 1.220984 1.026871
-1.98729 -3.829981 -1.675303 0.9653949
-2.211186 -5.743208 1.102975 0.993047
-2.319478 0.5157808 0.1612868 0.987362
-2.147589 3.666365 -0.2860276 0.9874129
-2.140441 -18.58222 -1.386057 1.018255
-2.222569 3.321844 -2.524729 0.9876807
-1.783793 1.89318 -2.748088 1.03437
-1.643086 0.4420007 -2.247514 1.025448
-1.854461 -17.20913 -3.559081 0.9983194
-1.994675 -2.625942 -2.239831 1.035699
-1.828118 0.09741665 -2.207678 1.072112
-1.945602 -3.718752 -2.664075 1.034103
-1.800942 2.437518 0.3390878 1.066554
-1.809719 -0.8754592 -3.195067 1.079685
-1.850864 1.131056 -1.709741 1.045666
-1.974446 -3.50163 -2.21361 1.02819
-2.273326 -1.789495 -0.8123513 0.9925996
-2.145008 -0.7619625 -1.139933 1.005143
-1.724605 -2.784962 -8.371479 1.002565
-2.066574 -0.05334225 7.108877 1.071167
-2.017645 -2.25033 -6.360405 1.130455
-2.16675 -3.590726 1.010166 1.098514
-2.089118 -2.253227 -5.089842 1.115705
-2.351885 -0.7081253 -0.08957227 1.077349
-2.131412 -3.942212 -11.85557 1.160518
-2.166275 -3.704056 9.39563 1.141713
-2.504679 -3.197051 -3.87331 1.105496
-2.341488 -3.793018 13.79498 1.023096
-1.78996 -4.369289 -11.67705 1.07235
-2.272617 -2.734931 -6.61107 1.011867
-2.085022 -3.824028 1.105958 1.021147
-1.967606 0.6808504 -3.719029 1.024853
-2.207607 -1.043098 4.355625 1.033936
-1.764898 -1.013455 6.309027 1.00538
-2.197851 -2.908933 4.03632 1.032964
-2.479307 -3.483 -0.8957421 1.131716
-2.38796 -2.855671 -9.195356 1.145135
-2.451727 -0.0806458 19.0393 1.137839
-2.238399 -3.052861 1.523046 1.161012
-1.898745 -0.5597255 10.5984 1.124593
-1.779856 -0.7256066 -19.75869 1.037563
-2.265965 -0.4100892 17.49049 0.9832763
-2.076142 -2.724599 -18.87352 1.035542
-2.080329 -1.495558 0.103844 1.009218
-2.067677 -1.757051 5.808027 1.032518
-2.3473 -0.5610099 5.530905 0.9985989
-2.135151 -1.642357 4.266838 0.9939303
-2.490332 0.03258642 1.300979 1.020507
-2.027012 1.509735 6.591979 0.9909727
-1.514639 -0.7823723 4.854701 1.019748
-2.003395 -0.5489185 -1.599047 1.042028
-1.905506 -0.4103168 8.602119 1.06513
-1.86518 -2.026923 16.06236 1.038446
-2.112233 -2.880851 -10.88306 1.068761
-2.100254 -1.154875 3.207382 1.0416
-2.168018 -1.353582 8.734308 1.088439
-2.305759 -2.65313 -0.06826143 1.063511
-2.363387 -2.408282 -1.566086 1.038072
-2.193893 -2.218053 -4.348878 1.016232
-2.086825 0.9446475 12.65211 0.986305
-2.044584 1.357218 -8.413562 1.004911
-2.233627 -1.905455 0.4478153 1.019763
-2.129774 -1.676028 0.7989735 1.057888
-2.220332 -0.9840717 2.709266 1.076569
-1.966934 -2.068431 -0.05929506 1.090317
-2.315698 -1.460964 0.03842616 1.066842
-2.448322 3.237204 10.55713 1.038054
-1.957727 -0.2342383 0.1583304 1.087749
-2.008165 1.878589 2.842893 1.12577
-2.425023 -1.066932 -5.627262 1.086414
-2.514107 -2.271756 4.004198 1.12241
-2.273186 -1.889621 -11.20122 1.065748
-2.324382 -2.091798 -6.210594 1.073655
-2.623325 -3.092065 -6.049432 1.066494
-2.542081 -3.118916 -19.40129 1.047666
-3.009157 -1.16684 -9.351084 1.062309
-2.497172 -2.481036 -7.240439 1.031302
-2.70373 -2.924307 -0.3295288 1.016799
-2.434885 -2.979181 -7.470808 0.9939605
-2.101689 -3.119138 -12.28539 1.008487
-2.273196 -0.5161987 2.015175 1.032509
-2.567477 -1.509653 -3.277361 1.058394
-2.342124 -1.30702 16.65314 1.030021
-1.924232 0.4887913 0.110868 1.069715
-1.964474 -0.5969305 -4.159212 1.065025
-2.012442 -0.6353846 -4.519133 1.093071
-2.329895 0.7169239 -0.6223437 1.113281
-2.31889 -3.565759 -0.4855965 1.124748
-2.284128 -2.297529 4.411861 1.124045
-2.285387 -1.939185 17.22782 1.109056
-2.221107 -1.462625 -1.240663 1.084065
-2.23801 -0.7574195 2.574421 1.00221
-2.172069 -2.193682 -18.92354 0.9675148
-1.997563 -0.7283243 -0.03848448 0.9640386
-1.481309 -1.089402 1.27396 1.003486
-1.632753 1.206151 -11.94333 1.047662
-1.760437 -2.536898 2.493834 1.034995
-1.638968 -2.223102 2.489409 1.047608
-1.814804 -0.8368478 4.30799 1.045958
-2.18685 -2.506823 -16.06191 1.044657
-2.06033 0.4185856 2.478314 1.095083
-2.052789 -2.153449 0.9824761 1.093295
-2.32761 0.09276057 -0.766128 1.09895
-2.062137 -2.576122 5.041103 1.023846
-2.052096 -1.468812 -0.6434622 1.03426
-2.159631 -2.091342 -2.650753 1.011963
-2.182031 -1.137827 -6.553521 0.9881094
-1.86127 0.394084 -7.299869 1.089071
-2.240024 -1.381039 6.367359 1.091518
-2.276017 -0.4511958 0.9257589 1.112221
-2.505126 -3.898952 -13.28611 1.085606
-2.138469 -1.712042 -7.296033 1.069587
-1.927583 0.8108858 -3.61161 1.068028
-1.988996 -0.6097649 -4.594993 1.083006
-2.348061 -1.34141 -0.3901661 1.068525
-2.319227 -2.446244 0.542388 1.068706
-2.274583 -2.49027 12.61295 1.063166
-2.195827 -1.638115 7.457409 1.031863
-1.803915 -2.58714 14.06552 1.056414
-1.96081 -2.365717 10.21083 0.9819202
-1.881068 0.7823065 -1.794904 0.9820955
-2.151802 -0.5058139 -1.562704 0.9737705
-1.959795 -0.2958558 10.19499 1.01741
-1.927475 -0.4120855 -10.31506 1.022604
-1.939924 0.162218 4.859158 1.021757
-1.961179 -0.6535757 9.698348 0.9868602
-1.931949 -1.413175 -13.37617 1.039323
-2.006229 -0.9849842 8.057187 1.033578
-2.194475 0.2415761 0.7830751 1.031503
-2.080427 1.173112 -0.2821607 1.027652
-2.007509 -1.428475 4.452356 1.052496
-1.938051 -2.335812 -0.9290126 1.090767
-1.663926 -2.011691 -13.18631 1.042679
-1.919332 -2.037396 -10.67993 1.068661
-2.506406 -2.79404 20.2535 1.062849
-2.096179 -2.085709 -11.75218 1.116802
-1.979116 -1.922503 5.759667 1.034309
-2.163024 -2.662514 7.03032 1.056458
-2.237644 -3.26124 -1.525509 1.127959
-2.523293 -2.87341 7.63958 1.147991
-2.275855 -3.274645 4.297351 1.128811
-2.284296 -3.354898 7.537605 1.137839
-2.380327 -0.8755452 14.06531 1.150472
-1.978285 -1.094976 1.767697 1.133907
-2.074435 -0.02870261 2.278207 1.097701
-2.087318 -1.762753 -11.3511 1.073688
-2.177912 -2.359144 -15.78364 1.088423
-2.191565 -0.05884364 7.470981 1.069139
-1.997985 -0.4220994 -6.861221 1.005611
-2.327127 -0.8390985 -7.098058 1.063364
-1.931206 -2.374006 -4.258894 1.083609
