"p_1" "p_2"
0.3952469 0.6047531
0.249909 0.750091
0.2901761 0.7098239
0.2394226 0.7605774
0.310952 0.689048
0.3122921 0.6877079
0.2605827 0.7394173
0.250332 0.749668
0.305945 0.694055
0.2484553 0.7515447
0.3210073 0.6789927
0.3001929 0.6998071
0.3654066 0.6345934
0.2707066 0.7292934
0.2994621 0.7005379
0.3411285 0.6588715
0.2977308 0.7022692
0.3846082 0.6153918
0.2477417 0.7522583
0.3154775 0.6845225
0.2994119 0.7005881
0.245821 0.754179
0.3864001 0.6135999
0.3086197 0.6913803
0.2863107 0.7136893
0.3024837 0.6975163
0.3021633 0.6978367
0.3635439 0.6364561
0.2733582 0.7266418
0.2397012 0.7602988
0.3468637 0.6531363
0.3434073 0.6565927
0.2542387 0.7457613
0.3384148 0.6615852
0.3381712 0.6618288
0.3398528 0.6601472
0.2444052 0.7555948
0.2931545 0.7068455
0.2503425 0.7496575
0.3475275 0.6524725
0.2268805 0.7731195
0.2780977 0.7219023
0.3470105 0.6529895
0.304938 0.695062
0.2778398 0.7221602
0.27031 0.72969
0.2180111 0.7819889
0.3468806 0.6531194
0.3150602 0.6849398
0.2782994 0.7217006
0.297733 0.702267
0.2522787 0.7477213
0.3749102 0.6250898
0.3115982 0.6884018
0.2969927 0.7030073
0.3137007 0.6862993
0.2618521 0.7381479
0.2940447 0.7059553
0.2508396 0.7491604
0.2414236 0.7585764
0.2259504 0.7740496
0.2630607 0.7369393
0.2587485 0.7412515
0.3975141 0.6024859
0.267562 0.732438
0.3741704 0.6258296
0.3418614 0.6581386
0.357852 0.642148
0.254607 0.745393
0.3425961 0.6574039
0.2274076 0.7725924
0.3294084 0.6705916
0.3361016 0.6638984
0.3526929 0.6473071
0.3749717 0.6250283
0.2589312 0.7410688
0.3045582 0.6954418
0.2599305 0.7400695
0.2816108 0.7183892
0.2868221 0.7131779
0.4251024 0.5748976
0.3173564 0.6826436
0.2683535 0.7316465
0.2661517 0.7338483
0.2979939 0.7020061
0.246322 0.753678
0.3177475 0.6822525
0.2654615 0.7345385
0.2531064 0.7468936
0.3077109 0.6922891
0.2957202 0.7042798
0.2992818 0.7007182
0.3144257 0.6855743
0.2823444 0.7176556
0.2171971 0.7828029
0.270939 0.729061
0.2839592 0.7160408
0.3674456 0.6325544
0.2769925 0.7230075
0.2971501 0.7028499
0.2111789 0.7888211
0.2960905 0.7039095
0.3011586 0.6988414
0.3474587 0.6525413
0.311179 0.688821
0.3669949 0.6330051
0.3246608 0.6753392
0.2880438 0.7119562
0.2820827 0.7179173
0.3154075 0.6845925
0.3094901 0.6905099
0.3180384 0.6819616
0.3733711 0.6266289
0.3335984 0.6664016
0.3174874 0.6825126
0.4117673 0.5882327
0.3080901 0.6919099
0.3629017 0.6370983
0.2924854 0.7075146
0.3105891 0.6894109
0.3474294 0.6525706
0.399464 0.600536
0.2496096 0.7503904
0.2441866 0.7558134
0.3136017 0.6863983
0.2560016 0.7439984
0.267186 0.732814
0.2468729 0.7531271
0.3601507 0.6398493
0.3517743 0.6482257
0.3355668 0.6644332
0.3171411 0.6828589
0.3097699 0.6902301
0.2903387 0.7096613
0.2684735 0.7315265
0.3447147 0.6552853
0.3095504 0.6904496
0.2851285 0.7148715
0.3601917 0.6398083
0.2908629 0.7091371
0.2305144 0.7694856
0.2918244 0.7081756
0.268954 0.731046
0.3192858 0.6807142
0.2471221 0.7528779
0.3721052 0.6278948
0.3157867 0.6842133
0.3251968 0.6748032
0.2106913 0.7893087
0.2043519 0.7956481
0.3444766 0.6555234
0.3355628 0.6644372
0.2654018 0.7345982
0.349953 0.650047
0.3558704 0.6441296
0.2459879 0.7540121
0.4066291 0.5933709
0.3435862 0.6564138
0.3703239 0.6296761
0.285834 0.714166
0.2977907 0.7022093
0.2926603 0.7073397
0.2961655 0.7038345
0.2100955 0.7899045
0.4160514 0.5839486
0.3084395 0.6915605
0.2083296 0.7916704
0.3950212 0.6049788
0.330871 0.669129
0.4237979 0.5762021
0.4086379 0.5913621
0.2915807 0.7084193
0.2442307 0.7557693
0.2481227 0.7518773
0.3491141 0.6508859
0.351057 0.648943
0.3384483 0.6615517
0.3195924 0.6804076
0.2977395 0.7022605
0.3194601 0.6805399
0.2885786 0.7114214
0.3542061 0.6457939
0.3289695 0.6710305
0.3409082 0.6590918
0.2844325 0.7155675
0.2031843 0.7968157
0.3433716 0.6566284
0.256461 0.743539
0.3274358 0.6725642
0.3585325 0.6414675
0.2764461 0.7235539
0.206707 0.793293
0.33131 0.66869
0.3439071 0.6560929
0.4144854 0.5855146
0.214925 0.785075
0.2728179 0.7271821
0.4074236 0.5925764
0.2608719 0.7391281
0.2790474 0.7209526
0.2786729 0.7213271
0.3345786 0.6654214
0.2246626 0.7753374
0.2822788 0.7177212
0.284037 0.715963
0.2494706 0.7505294
0.3202778 0.6797222
0.3905907 0.6094093
0.4649426 0.5350574
0.3549949 0.6450051
0.2660193 0.7339807
0.3806024 0.6193976
0.2859943 0.7140057
0.3237057 0.6762943
0.3519699 0.6480301
0.2936018 0.7063982
0.3059203 0.6940797
0.2934407 0.7065593
0.2957284 0.7042716
0.2966459 0.7033541
0.3640776 0.6359224
0.2707818 0.7292182
0.2095684 0.7904316
0.2532182 0.7467818
0.3245311 0.6754689
0.3188675 0.6811325
0.2558442 0.7441558
0.3933443 0.6066557
0.3082461 0.6917539
0.3948717 0.6051283
0.3432162 0.6567838
0.2809892 0.7190108
0.2059317 0.7940683
0.3279203 0.6720797
0.3541052 0.6458948
0.2665284 0.7334716
0.3363096 0.6636904
0.2915088 0.7084912
0.2793591 0.7206409
0.3635631 0.6364369
0.2461808 0.7538192
0.2083796 0.7916204
0.333183 0.666817
0.2625831 0.7374169
0.2870244 0.7129756
0.3415158 0.6584842
0.268334 0.731666
0.3092544 0.6907456
0.2805932 0.7194068
0.2554247 0.7445753
0.2875834 0.7124166
0.3726524 0.6273476
0.3385429 0.6614571
0.2651588 0.7348412
0.4423974 0.5576026
0.3248656 0.6751344
0.3005018 0.6994982
0.2981522 0.7018478
0.2404917 0.7595083
0.2869508 0.7130492
0.2472727 0.7527273
0.347044 0.652956
0.2195445 0.7804555
0.3049285 0.6950715
0.2837934 0.7162066
0.271619 0.728381
0.3023503 0.6976497
0.3277897 0.6722103
0.4335406 0.5664594
0.3538478 0.6461522
0.3248184 0.6751816
0.3968955 0.6031045
0.227621 0.772379
0.3699529 0.6300471
0.2765569 0.7234431
0.3115109 0.6884891
0.2230745 0.7769255
0.3160375 0.6839625
0.2201525 0.7798475
0.2876936 0.7123064
0.3035097 0.6964903
0.2600922 0.7399078
0.3482022 0.6517978
0.3532479 0.6467521
0.2303199 0.7696801
0.2733742 0.7266258
0.258882 0.741118
0.2575066 0.7424934
0.259495 0.740505
0.3267142 0.6732858
0.2843735 0.7156265
0.3057006 0.6942994
0.3232385 0.6767615
0.2895539 0.7104461
0.281692 0.718308
0.276267 0.723733
0.284401 0.715599
0.2453275 0.7546725
0.346245 0.653755
0.3643718 0.6356282
0.381321 0.618679
0.2995668 0.7004332
0.2753848 0.7246152
0.2895232 0.7104768
0.2846782 0.7153218
0.3084551 0.6915449
0.2261984 0.7738016
0.3047212 0.6952788
0.3529512 0.6470488
0.3258816 0.6741184
0.2399758 0.7600242
0.2328127 0.7671873
0.2592864 0.7407136
0.3015887 0.6984113
0.3712388 0.6287612
