"comp1" "comp2" "comp3"
-2.794969 -7.091032 -2.266355
-2.228655 -7.030251 -0.6296175
-3.309979 -4.809399 -1.601032
-3.434805 -17.61191 -2.317456
-3.591493 -12.90346 -1.778064
-3.838803 -7.267421 -1.13174
-3.409619 -12.73474 1.834007
-3.144271 -22.49676 5.531508
-2.589116 -10.31717 5.254706
-2.895898 -12.87136 -0.633724
-3.031877 -8.818641 1.10826
-2.979305 -10.28708 0.5742674
-3.027906 -14.29192 -2.546179
-3.013491 -11.28659 -2.06389
-2.976488 -17.95838 1.106353
-2.211734 -5.509961 -0.2639999
-2.482343 -8.124482 0.2933804
-2.686199 -10.02777 1.617593
-2.876901 -5.408015 1.692069
-2.808509 -13.39523 0.7541598
-2.409928 -9.975082 2.308314
-2.753106 -15.32698 0.7056251
-2.932994 -10.98458 -1.952067
-3.963459 -7.776558 -2.274258
-2.524547 -7.309338 -0.7654595
-2.196224 -9.874416 -1.688814
-2.698927 -13.45475 -0.5432342
-2.423831 -12.63555 0.07669646
-2.031552 -18.0975 0.9510295
-2.008192 -8.370372 1.12471
-1.61526 -16.29449 2.727062
-2.745517 -8.972543 -0.2250458
-3.063709 -6.723646 3.684597
-3.203907 -9.437706 1.57373
-2.570381 -14.14795 -0.1710739
-2.460926 -7.670855 0.9536948
-2.976328 -7.928377 -1.15287
-3.047183 -15.67736 0.8166126
-3.711253 -6.397478 0.04164495
-3.739636 -22.16648 1.695968
-3.481423 -5.199143 1.367756
-2.920101 -5.222617 1.010938
-3.387651 -14.30604 4.323566
-3.909979 -6.438042 6.376299
-3.055701 -18.48197 4.803986
-3.290846 -9.451248 -0.4661078
-2.762903 -13.21211 0.4151183
-2.145671 -4.665742 2.618315
-2.181521 -6.589652 4.124628
-2.080166 -9.165117 -0.5526499
-2.023052 -9.640258 -0.8466642
-1.796504 -6.981605 -0.3255457
-2.071915 -6.155903 1.205334
-3.900253 -10.52233 -0.3588136
-3.130364 -8.10713 -0.1774244
-3.056624 -5.538084 -0.1499716
-3.252726 -8.407631 1.018917
-2.415677 -4.645914 3.379209
-2.65355 -6.203611 1.373627
-2.836289 -18.69205 0.09352462
-2.680136 -11.36191 0.3463655
-3.275874 -16.31228 1.20053
-3.16457 -5.035167 -1.434542
-2.294477 -4.525699 2.590246
-2.643991 -28.99501 2.795423
-2.876362 -5.213423 -0.912791
-2.856229 -11.64493 4.088961
-2.121965 -14.82193 0.9846857
-1.692069 -5.357181 0.8705058
-1.786689 -5.249231 0.9630898
-2.562143 -4.693003 -1.560685
-2.526284 -5.566225 0.4530622
-2.10514 -12.27947 0.8347968
-1.643887 -10.68431 0.8382046
-1.68696 -7.13355 1.754483
-2.288119 -8.614154 1.080972
-2.565967 -6.743038 2.119708
-3.404532 -4.641253 -2.114277
-3.482755 -8.124977 -0.1356508
-2.172417 -5.762221 0.2424264
-1.767618 -7.705367 0.4579494
-2.923241 -13.77936 0.8494636
-3.174798 -7.969301 0.8764618
-2.708108 -17.14599 -0.4468905
-3.253163 -7.055626 -4.27292
-2.838262 -5.080736 -1.980287
-3.504868 -13.76278 2.442029
-2.422784 -16.56587 4.990663
-3.184547 -5.292607 1.56395
-3.245739 -8.993768 1.906541
-3.100583 -12.31362 0.6931908
-3.021693 -6.831848 0.9237398
-3.206229 -12.86192 0.2426354
-2.904336 -6.471622 -1.341211
-2.69777 -5.709802 -1.750083
-2.54274 -5.273219 -3.26316
-3.476815 -10.0329 -3.292304
-2.163697 -5.782638 2.942428
-2.623715 -8.141524 1.987915
-2.891354 -15.06069 -0.1933724
-2.220338 -15.88462 1.619104
-2.411085 -5.517254 -0.7446677
-1.632705 -10.25408 0.1155287
-2.009797 -10.20159 -1.281476
-2.756922 -9.094067 0.5945946
-3.309542 -4.273207 2.977581
-2.961157 -6.059017 1.181074
-3.469536 -9.942904 0.4115663
-3.03478 -6.33333 0.5160975
-2.765698 -12.1387 1.12482
-2.200086 -8.231956 0.08694001
-2.354999 -8.182174 0.04165057
-2.021889 -8.229835 2.240983
-3.048654 -12.20475 0.4470617
-3.043393 -6.066541 -1.147764
-2.977116 -10.18478 -0.1106296
-2.636021 -6.928715 -0.96832
-2.338834 -7.279085 0.6758609
-2.521261 -6.984376 -1.501829
-2.689029 -6.236738 -1.553009
-2.496234 -7.132954 1.017549
-3.2084 -17.31347 4.445659
-3.020403 -6.443292 -1.515945
-3.087506 -10.19443 -0.5967505
-2.966793 -10.2598 -1.564929
-3.39023 -7.86568 -0.851786
-2.130037 -7.224441 0.7500786
-1.872893 -15.22751 1.489564
-1.892952 -5.099412 2.403645
-3.622574 -8.036965 -3.139245
-2.910772 -13.90202 0.4786415
-3.151077 -15.10101 0.8707961
-3.888797 -12.47368 0.1020568
-4.038821 -11.26778 0.008934735
-3.825065 -11.09863 0.6028778
-2.114821 -14.33615 1.01583
-2.386713 -6.893627 0.948658
-3.043878 -6.778638 1.612559
-3.378197 -9.415643 0.7169758
-2.58565 -12.19057 1.129236
-1.941715 -10.55624 -0.1051473
-2.943478 -15.87051 -0.625622
-2.735769 -18.27175 0.3148632
-3.187765 -7.223079 0.1415503
-3.152987 -18.89284 3.238224
-1.899374 -15.8214 4.798118
-2.080104 -11.02349 3.050437
-2.093522 -3.95372 4.1098
-3.320526 -7.211065 -1.366834
-3.819345 -5.891024 0.2161724
-3.909747 -5.478154 -0.9080108
-4.396026 -14.05255 2.471214
-2.956773 -12.53802 -1.710675
-3.435195 -7.799111 -2.102096
-3.139555 -16.94709 -2.962016
-2.987638 -6.193721 -2.528243
-2.357759 -5.342688 -1.167491
-2.493302 -5.793393 0.9996683
-2.272377 -8.533757 -0.5423862
-2.331573 -6.221429 -0.4053591
-3.822698 -4.596218 -1.281937
-2.374172 -10.5114 -0.5736387
-1.947903 -8.093734 0.1985002
-2.908017 -11.23827 2.324008
-2.683937 -9.4389 3.4491
-2.781448 -8.467818 1.724975
-3.111215 -6.178893 2.508032
-2.758421 -6.05459 -0.6991151
-3.047599 -10.75864 -1.90715
-2.961934 -5.229699 1.663864
-2.898551 -21.30914 -2.90294
-3.024527 -6.966856 2.114807
-1.652581 -9.316445 3.662154
-2.477147 -19.64914 5.070737
-2.424282 -5.964946 4.806649
-1.849591 -7.909902 3.447555
-2.541481 -7.219637 0.5589906
-2.467851 -11.10113 -0.6183231
-2.516238 -19.27442 0.1524625
-2.827821 -18.7034 1.623199
-1.97186 -5.874008 2.815753
-2.379117 -6.129065 0.7360982
-2.155817 -5.095567 -1.117173
-1.936333 -5.476859 0.06288016
-2.487296 -8.85613 -0.04467906
-2.92371 -9.783668 -0.5299836
-2.183587 -6.05107 0.7465369
-3.029238 -13.53674 -0.1184307
-2.073764 -4.686606 2.71962
-2.373101 -6.658422 -0.6876885
-2.232388 -9.023127 0.7924246
-2.905979 -7.531616 -0.1588928
-2.526904 -5.77925 -1.584137
-3.421474 -6.807049 -0.07041506
-2.545636 -9.374403 0.9546114
-2.346491 -11.47214 -0.06051897
-2.249352 -5.437148 0.5050269
-1.824383 -7.699397 0.4526537
-2.629393 -6.16783 0.2101316
-2.712763 -22.71176 2.172159
-2.684772 -9.177285 -0.9836564
-2.638758 -12.91453 -1.338158
-2.479003 -14.97426 -0.9909412
-3.129305 -9.84847 -1.860498
-3.109153 -7.107722 -2.280037
-2.463371 -8.156241 0.2999481
-2.872507 -15.49104 1.677509
-2.81312 -18.60525 1.407089
-3.173599 -17.92856 -1.326342
-3.46615 -18.17238 -0.7202764
-3.26573 -16.92912 -2.34981
-3.279737 -14.2683 1.432568
-2.81826 -7.082905 0.8846257
-2.045211 -5.994942 2.034418
-2.672249 -7.911725 1.140403
-2.247362 -7.908136 0.2195247
-2.527683 -8.545125 0.8530537
-3.213104 -11.1362 0.8003794
