"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-29.07222 -3.873819 27.00783 2.196867 15.05142 4.577247
-29.02087 -3.997989 28.04611 0.01820917 15.58441 4.170076
-30.49065 -3.759214 24.05013 6.962242 14.80465 3.948945
-30.07679 -3.832636 7.662338 -5.799454 14.9811 4.31649
-30.0386 -4.180184 18.17324 8.188606 15.65802 4.077136
-30.06573 -4.242047 24.3465 2.959143 14.9697 3.607713
-30.84429 -3.943027 9.152181 12.57547 15.82099 5.704097
-29.54442 -3.799664 4.309005 11.97457 18.02292 5.656114
-29.88538 -3.901698 -8.962282 2.632373 17.52842 3.80001
-29.6701 -3.928201 12.44532 10.34484 15.79178 3.877811
-29.98584 -3.780218 24.1888 0.1718659 16.21875 1.877834
-30.1431 -3.986168 24.81105 -0.950035 15.72065 3.187033
-29.91934 -4.253112 16.33856 1.571042 14.79918 3.631264
-30.22644 -3.972399 17.45093 4.41005 15.06395 4.332015
-30.19664 -3.914936 12.56769 2.490311 14.9192 4.784878
-30.20791 -4.027934 21.11836 6.456169 15.59694 3.348881
-29.64866 -3.904618 19.63361 6.752297 15.51562 3.409236
-30.37037 -3.875467 17.91659 1.93457 17.00476 3.383487
-29.8568 -3.748499 23.86091 7.776378 16.88005 3.17905
-29.74384 -3.841195 23.23599 -2.56798 15.63903 2.916677
-29.30922 -3.882365 17.3895 10.68155 16.35161 4.425137
-32.77018 -3.929468 -5.447375 15.53839 16.58048 3.596556
-30.40466 -3.723521 24.52394 6.491036 14.78478 3.920117
-29.81048 -3.684679 25.33243 7.051371 16.16632 3.111722
-29.19918 -3.815691 5.68523 18.87679 15.28699 2.475383
-29.66706 -4.038313 16.66407 4.953334 13.70094 4.68033
-30.10533 -3.871971 14.89404 4.948065 15.31248 2.884956
-29.61514 -3.793949 14.15422 7.413428 15.75981 2.063061
-29.77214 -3.924169 11.59931 2.387958 16.20831 3.22319
-32.15735 -3.756729 9.405994 2.920275 18.04332 3.302485
-36.76582 -3.699986 -61.10588 -1.099291 29.08508 5.635235
-30.47233 -3.709902 17.77726 17.25576 15.81895 4.165792
-29.81285 -3.928427 23.66321 4.015245 17.40313 2.932444
-29.85063 -3.965519 20.4267 6.298138 16.19676 3.504089
-30.60973 -3.800458 14.43798 -1.609001 15.20535 3.953886
-29.57407 -3.645598 27.29458 -0.3655696 15.81089 4.490391
-29.86658 -3.920787 23.7523 4.552145 15.03291 3.474999
-29.51072 -3.720104 15.38067 5.746545 15.31551 4.326135
-29.67944 -3.848736 19.06305 9.787571 15.63017 3.224095
-29.51209 -3.956269 9.868546 6.254578 15.15859 4.79557
-30.2493 -3.915323 23.95167 8.437989 16.29251 3.418019
-30.34855 -3.99498 13.98286 18.1232 15.9843 3.399369
-32.80619 -3.960117 6.549379 3.92633 20.66524 3.802946
-29.96347 -4.317637 22.80654 14.01484 16.83976 4.412163
-30.5931 -4.011693 6.534937 -2.87944 18.36708 5.969973
-29.43234 -3.965394 17.05907 13.76542 14.88257 5.288758
-31.25547 -3.946178 8.730653 10.00191 15.82864 3.200764
-29.9875 -4.035642 11.13168 17.60434 18.7683 4.041728
-30.35463 -3.935807 4.925087 8.416977 19.50797 5.173711
-29.64385 -3.922069 17.43569 2.437856 14.55015 3.609528
-29.19745 -4.039098 20.7324 7.800084 15.87028 4.529448
-33.23507 -3.94823 10.05612 -0.3355166 15.12454 3.37725
