"Delta_1" "Delta_2" "Delta_3" "Delta_4"
2.425335 -2.263933 2.852793 0.9920394
-9.215425 -2.227778 0.133731 1.053091
3.696233 -2.119439 -3.490343 1.048179
-6.87124 -2.122173 -3.591884 1.048432
7.254798 -2.110774 -3.193739 1.04767
-3.43947 -2.137324 -0.8238094 1.071563
4.038278 -2.196021 0.06474978 1.096646
3.715944 -1.997441 -0.7076989 1.123995
-7.7148 -2.046657 -2.815537 1.07385
-1.469421 -2.117871 -2.649447 1.025107
4.739435 -1.850916 -2.126344 0.9952072
5.523392 -1.961511 -3.261239 0.9890637
4.778591 -1.888826 0.08574107 1.000695
3.539329 -1.841604 -0.5805706 1.026435
0.4624216 -2.007265 -1.736902 1.04029
-0.7479328 -2.351862 -1.920603 1.064554
2.092847 -2.246134 -3.683048 1.108688
-1.386779 -2.114199 -3.269853 1.125259
-6.991451 -1.841391 -0.6638529 1.144368
-3.440727 -2.018069 -4.416947 1.098477
4.123242 -1.65758 1.307163 1.05544
-2.595846 -1.835098 0.05629077 1.04316
-5.56043 -1.862728 -0.9078321 1.079998
-1.030467 -2.021001 -3.40153 1.100382
10.84583 -1.758484 -1.93939 1.105413
2.707724 -2.07545 -1.941572 0.9652797
-5.195108 -1.999936 -0.6234628 1.002991
-26.21574 -1.968846 -1.907529 1.030187
-2.878522 -2.004897 -2.458216 1.055762
-8.977899 -2.000378 0.7740408 1.02131
5.557299 -2.060827 -0.4905517 1.047257
-8.458202 -1.798255 -2.753079 1.036251
1.985052 -2.431916 -2.832682 1.058524
-13.85867 -2.030061 -1.222721 1.002952
5.608129 -2.010637 -1.641001 1.01387
16.04441 -1.951872 1.175572 1.025758
-3.650631 -1.882344 -1.203741 0.9791987
-3.579689 -2.425645 -2.502458 0.9953379
-0.267229 -2.427913 -2.324097 0.9939501
13.42824 -2.637219 -0.1945917 1.011332
11.92654 -2.602231 -2.992693 0.9664868
-11.7926 -2.452935 -1.605549 0.9847628
8.593437 -1.861971 -0.3318898 0.9966013
-0.6098447 -2.071405 0.07827219 1.05745
0.6090932 -1.773615 2.139148 1.056761
14.36075 -2.187385 -0.9469132 1.0577
2.648516 -1.999366 -0.6167506 1.024948
7.893049 -1.941468 2.192261 1.00486
7.10826 -2.12722 1.694793 0.9724977
-7.466101 -1.922537 -0.1479888 1.00685
-1.193206 -1.958818 0.4034674 1.013204
10.61573 -2.064858 -1.77971 1.000855
-4.574852 -1.900031 -2.78078 1.008361
-0.741247 -1.924919 -4.721875 1.053921
-16.83564 -2.200537 -3.078964 1.149874
-0.3889069 -1.711411 -0.7134603 1.142551
0.9668407 -2.134069 -2.883514 1.112004
