"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3" "beta1_4" "beta2_4"
3.189032 6.217455 -10.1913 -5.179896 -24.47318 -4.176326 -0.06912503 3.998857
1.484257 2.737613 -10.05818 -5.13465 -24.95265 -4.49352 -0.02108892 3.995286
-17.35069 -4.18945 -10.32481 -5.0944 -25.76672 -4.88734 0.07258815 3.990891
5.740748 -9.675354 -10.20697 -5.109674 -25.59226 -4.318952 0.008529018 3.967804
13.23786 0.8343272 -10.19023 -5.080196 -24.79515 -4.077799 0.03832875 3.989888
13.02401 -7.430212 -10.05897 -4.982462 -24.91647 -4.249838 -0.04136574 3.989272
6.908563 -3.433451 -10.09692 -4.938916 -25.47979 -4.971866 -0.01424215 3.951603
7.015968 12.58559 -10.01351 -4.998446 -24.11726 -4.379143 0.03998036 3.976738
-21.08397 -10.93123 -10.0881 -5.142131 -25.38138 -3.767647 0.06438645 3.98451
-15.56345 1.34286 -10.35524 -4.974069 -24.84454 -5.104982 0.01949195 3.96042
-6.119445 -0.6490125 -10.12014 -4.996965 -25.07752 -3.80912 -0.02550415 3.961787
1.50217 -3.097219 -10.05832 -5.017883 -24.90058 -4.730911 0.007509606 3.970927
-6.684816 -5.343993 -10.07424 -5.017596 -23.7522 -4.806878 0.03636908 3.994346
4.358487 3.200211 -10.30583 -4.850969 -24.08658 -5.113446 0.03874633 3.94648
4.921457 -0.9887853 -10.11119 -5.055103 -24.89389 -3.854932 0.03989096 3.998103
7.418855 3.380232 -10.44786 -5.024511 -24.79671 -4.873522 -0.00499779 3.953905
-4.205886 9.367842 -10.43776 -4.911822 -25.44634 -4.880181 0.07152856 3.952799
18.48496 -0.3934909 -10.07311 -5.035459 -25.19119 -4.774815 -0.00603072 3.959386
13.33719 19.27334 -9.931334 -5.144443 -24.48418 -4.650334 0.03427786 3.974079
-14.07252 16.43477 -10.17762 -5.131137 -25.96873 -5.410709 0.03639728 3.960605
-7.923166 -0.1354533 -9.885517 -5.03349 -24.71048 -4.436208 0.004191606 3.96842
-13.96697 -7.174555 -9.976429 -4.925435 -24.80901 -4.062185 0.01702787 3.97817
11.86054 7.220365 -10.00278 -5.129343 -24.36255 -5.008586 0.0851575 3.97238
-0.0671627 3.601867 -9.898927 -5.124188 -25.5453 -5.007573 0.06029063 3.995541
15.52152 -1.163925 -9.772236 -4.983034 -24.77023 -4.177642 -0.05070491 3.974231
-6.432289 -8.45083 -10.35429 -5.153474 -24.96577 -4.210863 0.002176365 3.989521
11.74921 13.39647 -10.30348 -4.95936 -24.436 -4.599037 0.0211033 3.999114
-8.208385 -13.36344 -10.06871 -4.936648 -25.17062 -4.829026 -0.02424161 3.948969
-4.048066 12.79184 -9.992518 -5.084824 -24.31412 -4.708458 0.06319363 3.989437
11.5057 -6.23094 -10.07578 -5.169518 -24.91129 -4.058049 -0.02821657 3.956026
-10.32419 0.7113658 -10.13068 -4.940949 -23.74247 -5.03146 0.06665477 3.998071
-9.828716 -5.504476 -9.906942 -4.925369 -24.36918 -4.825262 -0.06192774 3.965508
-17.02566 0.9498653 -10.38828 -4.996267 -24.88258 -4.737199 -0.01159132 3.967424
-5.582575 4.456299 -10.14619 -5.102583 -24.69905 -4.119481 -0.0294111 3.987532
-9.783239 -10.91725 -9.900115 -5.017517 -24.95775 -5.225727 -0.03472153 3.981108
4.346683 -10.52517 -9.930659 -4.97444 -23.35776 -3.34663 0.09422866 3.964344
20.54589 -9.40037 -10.06649 -5.08143 -24.81439 -4.457109 0.04460631 3.99992
-12.10664 -8.098909 -10.59827 -5.058844 -25.31544 -4.667537 0.04247477 3.978198
5.277305 0.2249556 -10.70775 -4.918537 -25.05038 -5.129587 0.09559689 3.961554
