Delta_1 Delta_2 Delta_3 
1.082941 11.09231 0.4959776 
-0.7010492 0.09050381 0.5877425 
0.3492869 9.545181 0.5159988 
-0.06046314 3.71526 0.6324337 
-1.790476 2.289257 0.6325414 
0.8023982 2.487369 0.7647942 
0.1118544 4.222039 0.6342621 
-1.053881 -0.5883406 0.8464249 
1.300391 0.7816487 0.807222 
1.723777 1.547078 0.869842 
-0.8609988 4.751946 0.6995142 
-3.875209 1.949686 0.7087436 
-5.586699 1.424437 0.9861128 
-11.20491 -5.793802 0.9551402 
-7.00033 5.944405 0.7119077 
-7.56466 8.077816 0.7162438 
-5.543864 2.065961 0.7859938 
-4.047074 9.883856 0.6309424 
-5.137811 -10.54837 0.6876465 
-1.47936 7.221473 0.750464 
-0.6845109 5.901062 1.030879 
1.493117 15.36774 1.06359 
2.060668 16.028 1.315294 
3.227689 14.89236 1.161217 
0.6046078 8.191649 1.251778 
1.348157 11.91303 1.22843 
1.171462 4.974425 1.287949 
2.098894 -6.214166 1.136513 
3.925725 2.419526 1.093944 
4.929416 -0.1996225 0.9814216 
1.211578 -0.009943379 1.127324 
-0.7294863 -0.9839308 0.9341835 
3.43139 1.276561 1.011056 
-0.9220469 3.007374 1.16884 
4.523284 0.04226069 1.141645 
3.169766 0.5949338 1.023897 
0.2018324 9.382821 1.261488 
1.295026 -16.53237 1.268958 
-2.344725 -12.06344 1.102798 
-2.008674 -10.857 1.060374 
-2.222581 2.559534 0.831526 
2.243178 0.5424817 0.7706325 
3.728426 0.4800319 0.7777412 
0.04182113 -1.009906 0.9692593 
3.787959 0.7473008 0.9093472 
-0.813093 2.255214 0.9344989 
4.884436 2.300923 0.9366724 
-2.588595 6.277891 1.079015 
-0.04949596 0.7545887 0.9719405 
0.037027 1.155873 0.9441941 
4.188937 5.661947 0.9305897 
6.254393 1.608243 0.9569594 
4.308694 -2.248185 1.02132 
1.496148 -1.478454 1.032922 
1.042123 -1.058263 0.8047005 
1.345453 7.097202 0.5534976 
0.5847548 4.778908 0.6486367 
0.5459936 2.911121 0.5403046 
-1.534697 4.489065 0.7067356 
0.0003189894 3.104638 0.6059109 
0.4772015 0.5886726 0.576935 
1.670092 1.962828 0.8405083 
0.2705692 2.822385 0.9733482 
-0.5433107 0.7840197 0.9033028 
-0.2062793 0.5858582 0.8393885 
1.855993 -1.479557 0.8112135 
1.093309 14.77756 0.8254287 
2.319004 4.693904 0.8804659 
1.320598 3.948822 0.6149125 
-0.5099572 1.430653 0.7223658 
1.216342 5.56969 0.9603675 
0.9942747 -0.4528163 0.9621342 
-0.8039022 -1.606771 0.8765754 
1.039253 -1.008336 0.818922 
1.131261 -1.585868 0.6555022 
0.798708 -0.1683317 0.6080475 
0.606784 1.300268 0.6215879 
-1.759073 0.6883894 0.7083364 
-1.123275 0.8931466 0.7387191 
0.8955953 -0.5347305 0.7448174 
-0.3025153 0.9461657 0.7006836 
-2.056147 0.2731378 0.7846486 
-0.2540075 -0.3640088 0.751112 
-0.1054268 0.3049425 0.8523872 
0.4056676 1.259855 0.8878467 
0.9826183 0.5599776 0.9184657 
2.502772 0.7198137 0.5314121 
1.360523 1.861269 0.6549571 
0.5762715 -0.8143982 0.7897994 
0.946945 0.6740055 0.9616261 
-0.3109349 4.565518 1.015584 
0.5475626 -1.573832 1.08438 
1.230987 14.13636 1.286918 
0.6070998 13.74521 1.263936 
-0.732712 -0.1912633 1.23119 
-0.2313258 -0.0253287 1.072801 
1.748082 2.387585 1.338179 
-1.811217 -0.5410057 1.097929 
-1.111133 -1.463075 0.9447746 
-1.999102 -0.4025462 0.9615172 
3.149908 -1.372776 1.020202 
-0.3264686 1.102562 0.9950585 
0.8447709 2.444446 0.9125904 
-0.600156 -4.853999 0.8663459 
-1.723478 0.3897809 0.8907529 
-1.324133 2.307808 0.8810419 
-3.558336 -2.211135 1.043611 
-2.260465 0.5988498 0.8522298 
-0.3299345 -0.3965567 0.4823693 
0.6993114 3.310521 0.5006471 
0.8030771 1.722971 0.4954947 
-0.05147998 0.6786732 0.4927139 
-0.6560207 -0.6921592 0.4174195 
0.4205513 1.994667 0.7077289 
0.6251055 0.8944344 1.01394 
-1.075697 4.765028 1.106834 
2.962116 -2.304062 1.041435 
-0.2711514 -0.4536517 0.9451498 
-1.72226 -0.6586738 0.7788419 
0.04268179 3.810535 0.7693554 
-0.4664859 12.23632 0.9927418 
0.5521939 10.79425 1.027146 
-1.613965 8.287917 0.8418369 
-1.25648 4.969069 0.877986 
1.430403 -0.7683757 1.001383 
-2.25002 -0.3701307 1.045246 
0.2675964 0.3161955 0.961898 
-1.509016 -0.2273228 0.8741602 
2.132869 -2.135059 0.9351606 
1.196588 0.7383118 0.8093713 
0.5157883 2.468266 0.8396659 
1.020852 -1.898492 0.7125274 
-0.4551282 0.1044907 0.7365638 
0.9626433 -1.039528 0.759461 
2.961595 0.1638378 0.6688053 
1.22616 1.645636 0.7222955 
-0.2237869 0.9020649 0.7148538 
1.076681 3.415091 0.8308064 
-1.770987 -0.03643064 0.7277481 
0.9708689 0.374698 0.8129676 
0.7373065 -0.8390483 0.8445367 
-0.182885 -1.45182 0.9580711 
-3.752904 2.367555 0.7760177 
-0.8218182 0.609126 0.8419548 
-0.01481799 -4.53641 0.6915593 
0.6361261 -1.140123 0.6086624 
0.3572743 -3.13028 0.58977 
0.421963 -0.2921804 0.803479 
1.45714 0.3800752 0.6443273 
0.8378987 0.8311074 0.6851189 
0.7849014 -0.3032846 0.7608944 
-1.563901 -0.3071119 0.6499366 
0.2671409 1.822608 0.7924486 
0.4237407 0.6211827 0.759365 
-0.4628987 0.9507207 0.5423856 
-0.5226194 0.6149318 0.6071564 
0.3448172 -0.2194146 0.628383 
-1.26508 1.858639 0.8363956 
-1.889342 2.48322 0.8826476 
-0.1556128 1.072285 0.9276378 
-1.460116 1.097956 0.831708 
1.216681 0.5906735 0.7001935 
1.410038 -0.1676109 0.8031984 
-0.09971426 -4.185235 0.9913833 
0.5430341 3.181275 0.8871364 
1.070211 7.540621 1.0691 
-3.393686 0.3041447 0.8118148 
-3.31125 1.744914 0.8603095 
-3.516902 0.6579748 0.8856981 
-3.791376 0.8787462 0.8418174 
-1.41186 -3.470212 0.9140089 
1.803282 -2.85387 0.8591994 
