"nu" "alpha"
28.64845 0.1722387
31.53063 0.03172609
4.073984 0.4521132
4.354268 0.04826306
5.819875 0.1138717
12.3667 0.09177279
5.479851 0.1055637
3.200488 0.1614144
5.741424 0.1479518
4.147169 0.176119
8.25615 0.3441216
22.27014 0.04612663
22.79364 0.09003156
6.572202 0.2421866
6.957427 0.2896957
4.760804 0.2145396
15.73413 0.09134592
6.567147 0.4663885
10.86515 0.0306318
4.46762 0.2050473
4.344829 0.2957676
3.334926 0.1896633
6.888037 0.2510153
3.799507 0.3069554
17.70443 0.05509365
6.352633 0.2356951
24.58638 0.09368599
15.93349 0.1447641
24.95739 0.0853697
14.07316 0.05427184
4.701006 0.03835998
2.78186 0.2299477
4.176782 0.2682161
4.862591 0.1942411
3.034271 0.3147561
7.600853 0.3234421
27.26427 0.05927068
10.26377 0.4635411
23.99154 0.04499157
27.27157 0.1527107
54.86395 0.04488318
19.53519 0.291559
4.084814 0.2335607
6.06502 0.4049448
6.456075 0.2354473
4.281284 0.2639702
2.145821 0.2701252
5.691882 0.3465622
5.792321 0.1343884
11.1422 0.04587861
17.79995 0.04190193
2.525602 0.4729057
3.010634 0.2945489
18.04998 0.07333628
3.788535 0.1789773
9.699131 0.3440395
4.716724 0.269152
5.200049 0.1824202
6.99415 0.101287
7.293961 0.2046323
37.46741 0.03549637
52.09792 0.07876994
29.91005 0.02490161
7.726197 0.2699204
35.17568 0.07640344
17.50337 0.03818719
19.36286 0.1036868
7.770143 0.05894863
5.614663 0.1021611
4.006875 0.3387049
36.40395 0.0480048
3.054761 0.4542512
6.98223 0.2532562
4.30583 0.2190916
3.597262 0.3444419
17.09197 0.02901295
4.853504 0.2614307
9.462767 0.2066768
7.062972 0.2478321
44.85868 0.03811357
13.94713 0.1221084
8.317759 0.02011697
4.54674 0.1174111
3.755729 0.3258177
19.81959 0.1116765
29.5861 0.02052162
11.8815 0.05124065
18.61799 0.07595319
25.75267 0.02644276
14.11641 0.3866877
6.079285 0.120501
9.49003 0.3846878
4.173118 0.1583172
4.579583 0.454807
6.200528 0.05239525
7.875906 0.1255072
14.83904 0.07124898
19.07514 0.07759913
5.491751 0.2099778
6.601902 0.0831975
8.060924 0.2344123
8.262233 0.191763
35.33738 0.0238673
33.99025 0.03768106
66.70184 0.02139231
26.49507 0.06267551
27.61001 0.1533418
10.29717 0.1346645
4.349855 0.08820545
4.46407 0.2726785
7.546826 0.264126
3.086457 0.1018138
10.69976 0.1128491
3.88705 0.2911567
5.702171 0.0846723
13.14741 0.06560613
16.49157 0.1308339
52.75162 0.03217577
6.639775 0.4990736
12.58104 0.03794359
15.16838 0.1676782
13.6969 0.2243472
11.7023 0.117401
3.664399 0.03060162
4.774463 0.3587457
5.803146 0.4652531
6.514399 0.2836794
36.02285 0.07532975
14.86539 0.07325795
28.72939 0.02504134
14.9134 0.0538661
17.10916 0.1706888
8.721308 0.4163297
9.200993 0.2191284
11.25973 0.07737409
25.75525 0.1341053
3.180966 0.3444024
2.822781 0.2151994
11.19549 0.1533017
5.25447 0.3238316
5.292892 0.1191589
6.809014 0.1502905
4.699345 0.09498468
16.92057 0.1429039
5.699812 0.2602086
5.33778 0.2741024
3.903044 0.3247029
5.265749 0.09911494
11.49305 0.1866971
14.57823 0.1138718
16.37618 0.0787682
15.77705 0.2593636
25.44525 0.0961067
55.77161 0.05885586
6.570481 0.3760697
9.43928 0.07610377
7.230103 0.2515582
11.19097 0.1877114
16.27674 0.04178132
12.06454 0.3918637
13.76625 0.03216318
2.762358 0.2167867
38.66787 0.03406212
22.71363 0.03804528
37.63974 0.03184359
7.338918 0.4929409
5.004229 0.3493998
3.3177 0.1186241
6.456348 0.0592026
5.274417 0.169126
9.365007 0.08204257
7.961714 0.210001
24.69735 0.1083398
20.67412 0.04580975
20.02995 0.05790487
8.004014 0.09034984
6.4255 0.4828153
5.433566 0.2488986
3.135364 0.08134394
10.30686 0.1291662
4.682682 0.460039
4.804318 0.05291615
14.04857 0.2030901
12.21047 0.2526724
2.841391 0.4975307
4.729918 0.1702338
2.777853 0.4877579
26.82497 0.03411725
8.532141 0.1180398
20.32356 0.07415138
13.83122 0.2063667
22.40856 0.09002446
3.640674 0.4307231
10.46248 0.4796625
7.846003 0.3155068
79.49771 0.03088709
8.711625 0.1418426
13.56055 0.08011423
8.40991 0.2364683
20.60826 0.0829592
9.411088 0.293046
21.20393 0.03515198
9.635171 0.02997889
4.064259 0.2864361
6.884018 0.1960556
5.550189 0.2847094
4.266657 0.3079982
4.094861 0.1581549
4.694324 0.4364108
5.832393 0.3102606
5.311984 0.2288905
84.43985 0.02614218
49.93514 0.04451352
12.79384 0.04648725
5.7006 0.06415748
106.7112 0.03077762
9.361985 0.2065381
38.93753 0.04934813
23.78432 0.1025348
13.07697 0.04650343
5.889613 0.1813969
15.71414 0.1003421
13.66122 0.1299028
27.78915 0.1590752
11.91491 0.1501067
97.79787 0.0441067
12.34161 0.1922076
9.821299 0.1611136
32.805 0.02186873
9.98626 0.4451173
26.04306 0.05944562
11.04096 0.07263631
9.597717 0.1949277
24.11024 0.1289193
17.2773 0.06530412
5.967159 0.1008573
78.77122 0.02500431
11.77956 0.1509275
13.80633 0.1890712
4.861453 0.2167267
4.103118 0.4624547
3.726592 0.4160123
3.036634 0.1442543
9.256693 0.2171366
